Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-01:48:25.421202,0.297,-0.156,10.131,-6.000,-11.700,-5.100,-1.102,2.672,0.016
2019-05-26-01:48:25.530904,0.294,-0.148,10.126,-5.800,-13.200,-4.000,-0.914,2.758,-0.125
2019-05-26-01:48:25.640979,0.287,-0.165,10.129,-5.800,-11.900,-3.800,-0.797,2.719,-0.070
2019-05-26-01:48:25.750660,0.287,-0.160,10.112,-5.700,-12.100,-4.400,-1.242,2.820,0.078
2019-05-26-01:48:25.860316,0.299,-0.160,10.117,-6.700,-12.300,-3.400,-0.820,2.594,-0.297
2019-05-26-01:48:25.969892,0.287,-0.151,10.134,-5.500,-12.100,-3.300,-1.289,2.523,-0.047
2019-05-26-01:48:26.079826,0.292,-0.163,10.129,-5.800,-12.200,-2.600,-1.430,2.797,-0.148
2019-05-26-01:48:26.189488,0.282,-0.144,10.093,-6.100,-13.100,-5.300,-1.016,2.539,0.102
2019-05-26-01:48:26.299078,0.285,-0.139,10.119,-6.300,-12.000,-5.200,-0.914,2.539,-0.211
2019-05-26-01:48:26.408856,0.299,-0.148,10.114,-5.200,-12.700,-4.600,-0.750,2.742,-0.031
2019-05-26-01:48:26.520292,0.304,-0.158,10.129,-6.200,-11.000,-3.300,-1.039,2.781,-0.078
2019-05-26-01:48:26.630291,0.282,-0.146,10.122,-5.400,-14.100,-5.200,-0.797,2.805,-0.328
2019-05-26-01:48:26.739978,0.273,-0.151,10.131,-6.700,-11.900,-3.800,-0.648,2.844,-0.117
2019-05-26-01:48:26.849907,0.292,-0.158,10.138,-5.400,-13.000,-4.700,-0.867,2.453,-0.102
2019-05-26-01:48:26.959517,0.299,-0.153,10.124,-6.600,-11.000,-3.500,-1.023,2.844,0.125
2019-05-26-01:48:27.069335,0.309,-0.156,10.105,-6.100,-13.100,-4.200,-1.328,2.523,-0.281
2019-05-26-01:48:27.178955,0.282,-0.148,10.134,-5.900,-11.800,-2.500,-1.156,2.805,-0.070
2019-05-26-01:48:27.288871,0.292,-0.163,10.114,-6.800,-12.800,-6.200,-0.930,2.734,0.016
2019-05-26-01:48:27.398587,0.287,-0.148,10.117,-5.800,-11.400,-3.200,-0.844,2.594,-0.117
2019-05-26-01:48:27.508216,0.294,-0.148,10.122,-5.300,-13.000,-4.300,-1.133,2.828,-0.250
2019-05-26-01:48:27.617999,0.275,-0.141,10.141,-6.200,-10.400,-3.600,-1.023,2.492,0.125
2019-05-26-01:48:27.727660,0.297,-0.144,10.122,-6.400,-13.900,-3.900,-1.172,2.672,0.062
2019-05-26-01:48:27.837282,0.285,-0.165,10.124,-6.800,-10.900,-2.100,-0.938,2.719,-0.117
2019-05-26-01:48:27.946782,0.304,-0.146,10.110,-5.600,-12.700,-4.000,-0.852,2.609,-0.078
2019-05-26-01:48:28.056664,0.304,-0.165,10.105,-6.600,-10.800,-4.000,-0.945,2.609,-0.117
2019-05-26-01:48:28.166336,0.292,-0.153,10.102,-5.800,-13.300,-3.000,-0.703,2.625,-0.125
2019-05-26-01:48:28.275980,0.292,-0.160,10.129,-5.600,-12.200,-4.900,-1.109,2.758,-0.125
2019-05-26-01:48:28.385579,0.285,-0.158,10.126,-6.700,-11.400,-5.300,-1.227,2.781,-0.344
2019-05-26-01:48:28.495449,0.290,-0.165,10.112,-5.200,-12.700,-4.400,-0.805,2.547,-0.328
2019-05-26-01:48:28.605246,0.282,-0.148,10.119,-5.400,-12.000,-4.100,-0.867,2.758,-0.250
2019-05-26-01:48:28.714870,0.294,-0.146,10.124,-6.400,-12.700,-4.300,-1.305,2.680,-0.031
2019-05-26-01:48:28.824390,0.299,-0.148,10.107,-5.100,-12.500,-3.100,-1.492,2.883,-0.102
2019-05-26-01:48:28.933946,0.275,-0.156,10.129,-6.000,-12.400,-4.200,-0.672,2.633,-0.102
2019-05-26-01:48:29.043562,0.290,-0.175,10.114,-6.100,-13.200,-2.700,-1.203,2.586,-0.164
2019-05-26-01:48:29.153152,0.294,-0.156,10.124,-5.700,-12.100,-3.000,-0.922,2.797,0.109
2019-05-26-01:48:29.263071,0.287,-0.146,10.112,-6.900,-12.000,-2.800,-0.961,2.609,-0.273
2019-05-26-01:48:29.372694,0.290,-0.144,10.126,-4.900,-13.100,-4.000,-1.234,2.547,-0.227
2019-05-26-01:48:29.482464,0.285,-0.153,10.114,-5.800,-13.400,-4.200,-1.141,2.625,-0.055
2019-05-26-01:48:29.592297,0.299,-0.148,10.153,-5.400,-12.900,-2.900,-1.266,2.672,0.078
2019-05-26-01:48:29.702285,0.301,-0.158,10.134,-5.500,-12.600,-4.600,-0.867,2.844,0.008
2019-05-26-01:48:29.812455,0.278,-0.153,10.119,-6.400,-12.800,-2.100,-0.727,2.820,-0.227
2019-05-26-01:48:29.922240,0.299,-0.141,10.136,-6.100,-13.400,-4.000,-1.047,2.688,0.102
2019-05-26-01:48:30.031904,0.287,-0.148,10.126,-6.500,-11.700,-4.600,-0.773,2.633,-0.203
2019-05-26-01:48:30.141640,0.290,-0.151,10.119,-5.100,-12.800,-4.400,-1.453,2.680,-0.008
2019-05-26-01:48:30.251203,0.294,-0.146,10.134,-5.900,-12.300,-3.300,-0.914,2.656,0.008
2019-05-26-01:48:30.360725,0.285,-0.153,10.124,-5.600,-12.800,-3.500,-0.969,2.484,-0.102
2019-05-26-01:48:30.470543,0.280,-0.144,10.117,-6.900,-12.400,-3.800,-1.016,2.906,0.008
2019-05-26-01:48:30.580410,0.280,-0.136,10.122,-4.500,-12.600,-4.900,-0.633,2.820,-0.188
2019-05-26-01:48:30.690024,0.299,-0.139,10.126,-6.100,-14.100,-3.300,-0.875,2.672,-0.320
2019-05-26-01:48:30.801812,0.287,-0.146,10.134,-5.700,-13.800,-4.200,-1.234,2.656,-0.094
2019-05-26-01:48:30.911809,0.297,-0.163,10.117,-5.500,-11.800,-3.300,-1.000,2.688,0.062
2019-05-26-01:48:31.021504,0.294,-0.160,10.129,-6.000,-12.600,-4.500,-0.992,2.844,-0.203
2019-05-26-01:48:31.131252,0.287,-0.141,10.119,-6.200,-11.600,-1.900,-0.938,2.586,-0.008
2019-05-26-01:48:31.240831,0.285,-0.139,10.112,-6.300,-11.200,-1.100,-1.281,2.414,-0.023
2019-05-26-01:48:31.350403,0.290,-0.151,10.126,-6.200,-14.300,-5.000,-0.461,2.719,-0.141
2019-05-26-01:48:31.460010,0.301,-0.156,10.107,-6.000,-12.000,-3.600,-1.188,2.539,-0.008
2019-05-26-01:48:31.569674,0.299,-0.160,10.124,-6.500,-13.700,-3.900,-0.961,2.484,-0.383
2019-05-26-01:48:31.679529,0.273,-0.148,10.136,-5.800,-12.800,-3.800,-0.758,2.711,0.016
2019-05-26-01:48:31.789190,0.294,-0.148,10.122,-6.900,-13.800,-4.300,-0.914,2.805,-0.188
2019-05-26-01:48:31.898723,0.266,-0.156,10.107,-6.300,-11.800,-5.600,-0.820,2.477,-0.367
2019-05-26-01:48:32.009021,0.294,-0.156,10.119,-5.200,-14.100,-3.500,-0.898,2.625,-0.430
2019-05-26-01:48:32.118823,0.306,-0.139,10.110,-6.200,-12.200,-4.300,-0.820,2.930,-0.141
2019-05-26-01:48:32.228496,0.292,-0.148,10.124,-5.600,-13.800,-3.900,-0.656,2.805,-0.203
2019-05-26-01:48:32.338013,0.287,-0.148,10.098,-5.500,-11.800,-4.500,-0.891,2.633,0.008
2019-05-26-01:48:32.447806,0.297,-0.148,10.117,-5.900,-13.600,-3.200,-0.703,2.852,-0.094
2019-05-26-01:48:32.557507,0.285,-0.151,10.122,-6.900,-12.200,-4.400,-1.047,2.719,-0.047
2019-05-26-01:48:32.667263,0.280,-0.151,10.122,-5.700,-13.300,-2.700,-0.914,2.609,-0.031
2019-05-26-01:48:32.776971,0.287,-0.146,10.136,-6.700,-13.700,-3.400,-0.656,2.711,-0.148
2019-05-26-01:48:32.886958,0.297,-0.151,10.122,-6.100,-13.600,-3.000,-1.180,2.477,-0.273
2019-05-26-01:48:32.996805,0.299,-0.141,10.126,-5.800,-11.900,-2.300,-0.750,2.531,0.062
2019-05-26-01:48:33.106550,0.294,-0.141,10.124,-6.500,-12.400,-3.100,-0.977,2.641,0.109
2019-05-26-01:48:33.216776,0.292,-0.156,10.131,-4.600,-13.300,-2.900,-0.992,2.773,0.133
2019-05-26-01:48:33.326386,0.278,-0.165,10.117,-6.200,-11.800,-3.300,-1.258,2.484,-0.070
2019-05-26-01:48:33.436092,0.280,-0.151,10.155,-5.700,-12.800,-3.400,-0.797,2.562,-0.250
2019-05-26-01:48:33.545796,0.292,-0.156,10.117,-5.400,-12.800,-4.300,-1.438,2.812,0.016
2019-05-26-01:48:33.655388,0.275,-0.151,10.146,-6.300,-12.000,-2.500,-0.805,2.617,0.148
2019-05-26-01:48:33.764953,0.285,-0.146,10.126,-5.800,-14.200,-5.100,-1.070,2.477,0.008
2019-05-26-01:48:33.874507,0.282,-0.165,10.131,-6.100,-11.600,-3.900,-0.953,2.883,0.031
2019-05-26-01:48:33.984072,0.285,-0.158,10.124,-6.000,-14.300,-4.300,-1.000,2.734,0.016
2019-05-26-01:48:34.094086,0.292,-0.163,10.129,-6.400,-12.500,-3.200,-0.922,2.773,0.102
2019-05-26-01:48:34.203788,0.304,-0.144,10.126,-4.600,-13.900,-4.200,-0.766,2.883,-0.008
2019-05-26-01:48:34.313324,0.292,-0.151,10.153,-6.600,-11.900,-3.500,-1.281,2.977,-0.227
2019-05-26-01:48:34.423189,0.282,-0.141,10.143,-5.600,-14.500,-4.400,-0.852,2.906,0.109
2019-05-26-01:48:34.532858,0.297,-0.163,10.138,-7.000,-12.800,-3.400,-0.828,2.477,-0.148
2019-05-26-01:48:34.642596,0.301,-0.167,10.138,-7.000,-13.600,-4.800,-1.234,2.828,-0.078
2019-05-26-01:48:34.752270,0.292,-0.148,10.124,-6.000,-12.600,-4.700,-0.844,2.586,-0.078
2019-05-26-01:48:34.862175,0.292,-0.144,10.124,-6.200,-13.900,-4.400,-1.062,2.844,-0.258
2019-05-26-01:48:34.971797,0.290,-0.148,10.126,-6.500,-11.800,-2.700,-0.961,2.781,-0.117
2019-05-26-01:48:35.081556,0.321,-0.156,10.117,-5.600,-14.800,-4.200,-0.562,2.797,-0.188
2019-05-26-01:48:35.191136,0.304,-0.156,10.107,-6.800,-12.500,-3.300,-1.406,2.695,-0.047
2019-05-26-01:48:35.301065,0.287,-0.170,10.141,-6.400,-14.000,-3.900,-0.898,2.648,-0.094
2019-05-26-01:48:35.410746,0.292,-0.151,10.124,-6.900,-13.200,-2.600,-1.047,2.695,-0.406
2019-05-26-01:48:35.520464,0.297,-0.141,10.122,-6.200,-11.800,-2.900,-0.836,2.859,0.148
2019-05-26-01:48:35.630509,0.287,-0.144,10.126,-5.500,-12.700,-4.500,-1.117,2.516,0.086
2019-05-26-01:48:35.740237,0.299,-0.141,10.110,-5.500,-12.300,-3.800,-1.156,2.508,-0.227
2019-05-26-01:48:35.849789,0.292,-0.151,10.117,-5.000,-13.300,-4.700,-1.164,2.664,0.078
2019-05-26-01:48:35.959364,0.294,-0.151,10.117,-5.600,-12.200,-2.300,-0.852,2.711,-0.117
2019-05-26-01:48:36.069121,0.294,-0.158,10.122,-6.600,-13.600,-4.400,-0.922,2.766,-0.180
2019-05-26-01:48:36.178736,0.299,-0.139,10.114,-6.700,-12.000,-4.500,-0.969,2.805,-0.008
2019-05-26-01:48:36.288258,0.290,-0.141,10.126,-5.600,-13.700,-2.400,-0.797,2.719,-0.297
2019-05-26-01:48:36.397749,0.294,-0.163,10.117,-5.900,-12.500,-2.800,-1.094,2.734,-0.078
2019-05-26-01:48:36.507527,0.292,-0.151,10.124,-5.600,-12.800,-5.300,-1.008,2.852,-0.320
2019-05-26-01:48:36.617331,0.287,-0.153,10.126,-5.600,-12.400,-3.100,-1.086,2.867,-0.094
2019-05-26-01:48:36.726960,0.299,-0.153,10.119,-5.600,-12.600,-4.500,-0.719,2.672,-0.305
2019-05-26-01:48:36.836814,0.292,-0.158,10.148,-6.300,-13.700,-2.900,-0.875,2.695,-0.125
2019-05-26-01:48:36.946404,0.292,-0.144,10.112,-4.900,-12.900,-3.000,-0.539,2.680,-0.234
2019-05-26-01:48:37.056201,0.292,-0.151,10.110,-4.900,-12.800,-3.800,-0.594,2.641,0.172
2019-05-26-01:48:37.165789,0.275,-0.156,10.131,-5.800,-13.300,-4.800,-0.555,2.523,-0.023
2019-05-26-01:48:37.275311,0.290,-0.144,10.122,-4.800,-12.700,-3.700,-1.047,2.906,-0.305
2019-05-26-01:48:37.384800,0.294,-0.144,10.122,-5.300,-13.000,-2.400,-0.781,2.758,-0.148
2019-05-26-01:48:37.494396,0.299,-0.148,10.117,-5.500,-12.900,-3.800,-0.672,2.953,-0.164
2019-05-26-01:48:37.604130,0.297,-0.144,10.114,-6.100,-14.600,-2.700,-0.852,2.633,-0.141
2019-05-26-01:48:37.714081,0.292,-0.144,10.122,-6.100,-12.900,-2.800,-1.430,2.797,0.125
2019-05-26-01:48:37.823739,0.273,-0.139,10.122,-5.800,-13.200,-3.000,-0.836,2.961,0.031
2019-05-26-01:48:37.933484,0.292,-0.156,10.131,-6.300,-11.700,-3.400,-0.812,2.562,0.016
2019-05-26-01:48:38.043528,0.280,-0.148,10.114,-6.800,-13.300,-4.500,-1.023,2.711,-0.102
2019-05-26-01:48:38.153195,0.297,-0.156,10.122,-5.400,-12.300,-4.200,-0.969,2.703,0.039
2019-05-26-01:48:38.262759,0.282,-0.153,10.110,-5.700,-14.000,-3.800,-0.695,2.367,-0.102
2019-05-26-01:48:38.372361,0.280,-0.175,10.131,-5.500,-13.700,-4.400,-1.258,2.781,-0.008
2019-05-26-01:48:38.482195,0.294,-0.146,10.107,-5.500,-13.300,-5.200,-1.406,2.805,-0.047
2019-05-26-01:48:38.591979,0.297,-0.158,10.107,-5.100,-12.200,-4.700,-1.016,2.906,0.016
2019-05-26-01:48:38.701570,0.294,-0.139,10.122,-4.800,-13.600,-4.100,-1.047,2.883,-0.023
2019-05-26-01:48:38.811092,0.294,-0.132,10.117,-6.100,-11.800,-3.900,-0.953,2.812,0.125
2019-05-26-01:48:38.920983,0.292,-0.148,10.122,-5.300,-13.700,-4.100,-1.008,2.797,-0.141
2019-05-26-01:48:39.030696,0.306,-0.146,10.119,-6.600,-12.000,-4.600,-0.945,2.594,-0.180
2019-05-26-01:48:39.142528,0.285,-0.144,10.126,-6.900,-13.700,-4.700,-1.188,2.914,-0.234
2019-05-26-01:48:39.252518,0.282,-0.148,10.155,-5.800,-12.000,-4.200,-1.008,2.906,-0.406
2019-05-26-01:48:39.362223,0.282,-0.148,10.122,-5.900,-12.800,-4.400,-1.383,2.648,-0.070
2019-05-26-01:48:39.471959,0.290,-0.139,10.148,-6.200,-11.300,-3.300,-1.211,2.625,0.039
2019-05-26-01:48:39.581629,0.292,-0.144,10.117,-6.100,-13.200,-5.100,-0.680,2.766,-0.164
2019-05-26-01:48:39.691533,0.292,-0.156,10.122,-6.100,-12.700,-4.900,-1.359,2.781,-0.047
2019-05-26-01:48:39.801250,0.280,-0.148,10.134,-5.000,-12.900,-5.100,-1.023,2.930,-0.031
2019-05-26-01:48:39.910805,0.285,-0.158,10.129,-6.600,-11.600,-3.200,-1.086,2.844,-0.188
2019-05-26-01:48:40.020700,0.294,-0.146,10.131,-6.000,-13.500,-4.300,-1.086,2.508,-0.211
2019-05-26-01:48:40.130718,0.306,-0.153,10.134,-5.700,-12.400,-3.100,-0.898,2.797,-0.008
2019-05-26-01:48:40.240481,0.306,-0.136,10.126,-6.800,-11.900,-3.400,-1.148,2.930,0.211
2019-05-26-01:48:40.350087,0.278,-0.160,10.143,-6.000,-13.100,-4.200,-0.945,2.648,-0.305
2019-05-26-01:48:40.459987,0.297,-0.156,10.138,-6.700,-11.700,-3.800,-1.328,2.742,-0.227
2019-05-26-01:48:40.569755,0.282,-0.146,10.138,-5.900,-13.200,-6.300,-0.938,2.656,-0.281
2019-05-26-01:48:40.679377,0.301,-0.139,10.112,-5.100,-12.400,-4.200,-1.023,2.961,0.039
2019-05-26-01:48:40.788923,0.301,-0.156,10.126,-5.500,-12.500,-4.800,-1.023,2.844,-0.383
2019-05-26-01:48:40.898522,0.292,-0.160,10.129,-6.000,-12.900,-3.100,-1.047,2.711,0.102
2019-05-26-01:48:41.008082,0.287,-0.139,10.119,-5.800,-12.700,-3.800,-1.305,2.594,-0.047
2019-05-26-01:48:41.117861,0.282,-0.151,10.117,-6.400,-12.700,-4.000,-0.805,2.500,0.062
2019-05-26-01:48:41.227905,0.299,-0.153,10.122,-6.600,-12.100,-4.400,-0.633,2.617,0.188
2019-05-26-01:48:41.337756,0.299,-0.151,10.114,-5.800,-14.400,-4.600,-0.891,2.844,-0.125
2019-05-26-01:48:41.447525,0.299,-0.151,10.126,-5.000,-11.200,-2.800,-1.109,2.523,-0.047
2019-05-26-01:48:41.557200,0.297,-0.144,10.129,-5.400,-12.900,-4.800,-1.250,2.758,-0.094
2019-05-26-01:48:41.667155,0.301,-0.144,10.122,-6.000,-12.000,-3.400,-0.938,2.797,-0.203
2019-05-26-01:48:41.776773,0.309,-0.151,10.126,-5.700,-12.500,-4.600,-1.117,2.828,-0.203
2019-05-26-01:48:41.886291,0.297,-0.158,10.134,-6.000,-12.200,-4.800,-0.383,2.758,-0.164
2019-05-26-01:48:41.995847,0.282,-0.139,10.148,-6.200,-12.200,-6.900,-1.094,2.664,0.016
2019-05-26-01:48:42.105708,0.280,-0.172,10.098,-6.300,-11.500,-4.500,-1.180,2.852,-0.125
2019-05-26-01:48:42.215339,0.287,-0.153,10.136,-6.200,-14.000,-5.600,-0.984,2.844,-0.188
2019-05-26-01:48:42.324855,0.301,-0.160,10.114,-4.900,-13.000,-5.500,-1.078,2.758,0.039
2019-05-26-01:48:42.435094,0.292,-0.151,10.122,-6.300,-11.600,-4.200,-1.047,2.523,-0.320
2019-05-26-01:48:42.544809,0.292,-0.146,10.119,-6.200,-13.500,-5.400,-0.773,2.781,-0.055
2019-05-26-01:48:42.654441,0.292,-0.158,10.124,-6.400,-11.700,-3.900,-1.430,2.719,-0.203
2019-05-26-01:48:42.764157,0.299,-0.146,10.129,-6.200,-14.400,-4.700,-0.938,2.461,0.008
2019-05-26-01:48:42.874184,0.299,-0.165,10.131,-6.100,-11.600,-4.400,-0.914,2.867,-0.211
2019-05-26-01:48:42.984096,0.294,-0.153,10.122,-6.200,-13.800,-4.500,-0.930,2.961,0.102
2019-05-26-01:48:43.094050,0.299,-0.146,10.124,-6.500,-11.800,-2.800,-0.742,2.766,-0.102
2019-05-26-01:48:43.203804,0.282,-0.141,10.124,-5.700,-14.200,-4.900,-0.984,2.758,0.008
2019-05-26-01:48:43.313351,0.280,-0.146,10.134,-5.700,-11.200,-4.300,-1.438,2.703,0.016
2019-05-26-01:48:43.422871,0.285,-0.156,10.119,-5.200,-13.100,-4.600,-1.266,3.055,-0.227
2019-05-26-01:48:43.532458,0.301,-0.151,10.126,-7.000,-12.600,-3.700,-0.953,2.820,0.039
2019-05-26-01:48:43.642425,0.294,-0.158,10.122,-6.100,-13.000,-4.700,-0.945,2.594,-0.273
2019-05-26-01:48:43.752167,0.287,-0.160,10.110,-6.000,-12.200,-4.300,-1.344,2.961,0.086
2019-05-26-01:48:43.861715,0.301,-0.146,10.114,-6.500,-13.100,-3.700,-0.922,2.836,0.078
2019-05-26-01:48:43.971230,0.292,-0.139,10.136,-6.300,-13.300,-4.500,-0.602,2.695,-0.305
2019-05-26-01:48:44.081036,0.309,-0.160,10.126,-6.100,-12.500,-4.000,-0.828,2.836,0.031
2019-05-26-01:48:44.190668,0.306,-0.156,10.102,-6.200,-11.900,-3.100,-1.070,2.797,-0.031
2019-05-26-01:48:44.300284,0.292,-0.153,10.114,-5.600,-13.100,-2.700,-0.852,2.719,-0.078
2019-05-26-01:48:44.409856,0.294,-0.167,10.107,-5.600,-12.200,-3.600,-1.023,2.977,-0.148
2019-05-26-01:48:44.519660,0.294,-0.148,10.150,-5.700,-13.200,-4.800,-0.719,2.594,-0.125
2019-05-26-01:48:44.629398,0.306,-0.156,10.124,-7.400,-12.500,-4.300,-1.141,2.781,-0.297
2019-05-26-01:48:44.739015,0.290,-0.167,10.131,-6.100,-12.800,-5.500,-0.852,2.695,-0.211
2019-05-26-01:48:44.848861,0.292,-0.156,10.129,-6.800,-12.800,-4.700,-0.742,2.594,-0.297
2019-05-26-01:48:44.958588,0.292,-0.144,10.114,-5.400,-12.700,-3.200,-0.852,2.539,-0.281
2019-05-26-01:48:45.068449,0.287,-0.165,10.129,-5.700,-12.600,-4.000,-1.180,2.805,-0.070
2019-05-26-01:48:45.178381,0.285,-0.151,10.112,-6.600,-12.400,-3.200,-0.836,2.859,0.133
2019-05-26-01:48:45.288469,0.294,-0.148,10.114,-5.800,-12.200,-3.900,-1.109,2.930,-0.055
2019-05-26-01:48:45.398075,0.292,-0.139,10.148,-6.100,-13.500,-4.900,-0.656,2.734,-0.320
2019-05-26-01:48:45.507736,0.292,-0.151,10.105,-6.100,-12.000,-3.900,-0.953,3.055,0.102
2019-05-26-01:48:45.617450,0.297,-0.148,10.138,-6.500,-12.600,-4.300,-0.961,2.742,-0.102
2019-05-26-01:48:45.727058,0.287,-0.156,10.126,-5.600,-10.400,-3.300,-0.797,2.883,-0.055
2019-05-26-01:48:45.836673,0.282,-0.148,10.124,-5.400,-13.800,-4.100,-0.703,2.852,-0.117
2019-05-26-01:48:45.946233,0.280,-0.163,10.119,-6.800,-11.100,-2.700,-1.023,2.742,-0.188
2019-05-26-01:48:46.056072,0.301,-0.139,10.134,-5.800,-13.000,-4.400,-0.852,2.891,-0.203
2019-05-26-01:48:46.165736,0.299,-0.146,10.131,-6.200,-11.700,-3.800,-0.594,2.812,0.102
2019-05-26-01:48:46.275592,0.292,-0.148,10.110,-5.700,-13.400,-3.500,-1.266,2.484,-0.078
2019-05-26-01:48:46.385232,0.282,-0.144,10.136,-5.900,-11.000,-3.900,-0.828,2.711,0.031
2019-05-26-01:48:46.495171,0.273,-0.165,10.131,-5.400,-12.800,-4.300,-0.633,2.445,0.188
2019-05-26-01:48:46.604942,0.287,-0.156,10.114,-6.400,-12.000,-4.400,-1.414,2.578,0.055
2019-05-26-01:48:46.714563,0.297,-0.139,10.134,-6.300,-12.800,-4.600,-0.578,2.906,-0.055
2019-05-26-01:48:46.825729,0.290,-0.156,10.138,-6.100,-11.400,-3.000,-1.289,3.039,-0.070
2019-05-26-01:48:46.935725,0.297,-0.158,10.134,-4.900,-13.800,-5.100,-1.023,2.734,-0.234
2019-05-26-01:48:47.045711,0.301,-0.153,10.136,-6.700,-11.300,-3.900,-0.672,2.633,-0.297
2019-05-26-01:48:47.155396,0.285,-0.158,10.117,-5.100,-13.200,-5.000,-1.117,2.555,0.031
2019-05-26-01:48:47.265310,0.290,-0.163,10.122,-5.500,-11.500,-3.500,-0.664,2.703,0.266
2019-05-26-01:48:47.375200,0.294,-0.160,10.117,-5.400,-12.500,-4.400,-1.227,2.758,-0.117
2019-05-26-01:48:47.485030,0.287,-0.153,10.107,-5.400,-11.800,-4.300,-0.898,2.852,-0.188
2019-05-26-01:48:47.596989,0.285,-0.144,10.117,-6.000,-13.700,-4.200,-0.867,2.992,-0.250
2019-05-26-01:48:47.706880,0.280,-0.160,10.126,-6.500,-12.800,-3.400,-1.250,2.336,-0.023
2019-05-26-01:48:47.816689,0.301,-0.151,10.143,-5.400,-13.000,-3.100,-1.023,2.969,-0.305
2019-05-26-01:48:47.926287,0.287,-0.156,10.126,-6.400,-12.000,-5.300,-0.938,2.539,-0.047
2019-05-26-01:48:48.036126,0.304,-0.163,10.119,-5.700,-11.700,-5.500,-0.945,2.539,-0.328
2019-05-26-01:48:48.146029,0.278,-0.156,10.119,-6.100,-11.900,-4.100,-0.703,2.828,-0.180
2019-05-26-01:48:48.255750,0.285,-0.153,10.124,-6.000,-12.500,-5.700,-0.961,2.625,-0.070
2019-05-26-01:48:48.365328,0.280,-0.167,10.110,-6.000,-11.500,-4.900,-0.648,2.867,-0.188
2019-05-26-01:48:48.475244,0.294,-0.148,10.114,-5.800,-12.200,-4.400,-0.938,2.719,-0.141
2019-05-26-01:48:48.585190,0.304,-0.148,10.112,-5.400,-12.000,-3.900,-0.773,2.922,0.125
2019-05-26-01:48:48.694788,0.297,-0.153,10.126,-5.400,-13.800,-4.900,-0.898,2.609,-0.281
2019-05-26-01:48:48.804319,0.290,-0.163,10.114,-5.400,-11.800,-4.400,-1.188,2.562,-0.180
2019-05-26-01:48:48.914235,0.270,-0.163,10.124,-5.200,-12.600,-5.000,-0.969,2.625,-0.414
2019-05-26-01:48:49.023976,0.294,-0.156,10.124,-6.700,-12.600,-4.700,-0.852,2.547,-0.117
2019-05-26-01:48:49.133856,0.285,-0.156,10.129,-6.200,-13.500,-4.500,-0.781,2.781,-0.094
2019-05-26-01:48:49.243467,0.299,-0.156,10.134,-6.200,-12.000,-4.400,-1.312,2.742,-0.273
2019-05-26-01:48:49.352994,0.280,-0.163,10.112,-6.300,-12.200,-6.400,-1.445,2.656,-0.148
2019-05-26-01:48:49.462743,0.292,-0.144,10.122,-5.500,-10.800,-3.900,-0.797,2.883,-0.328
2019-05-26-01:48:49.572466,0.294,-0.167,10.138,-5.500,-13.700,-5.300,-0.766,2.680,-0.297
2019-05-26-01:48:49.682443,0.280,-0.153,10.110,-6.100,-10.900,-4.200,-0.539,2.734,-0.125
2019-05-26-01:48:49.792191,0.278,-0.153,10.126,-5.300,-12.900,-4.100,-0.711,2.641,0.016
2019-05-26-01:48:49.901724,0.292,-0.153,10.112,-6.500,-12.400,-4.200,-1.008,2.695,-0.031
2019-05-26-01:48:50.011280,0.294,-0.144,10.124,-5.400,-13.900,-3.300,-0.969,2.781,-0.055
2019-05-26-01:48:50.121191,0.294,-0.156,10.136,-6.100,-11.100,-2.900,-0.844,2.719,-0.070
2019-05-26-01:48:50.230808,0.306,-0.156,10.143,-6.500,-11.600,-4.100,-0.844,2.719,-0.141
2019-05-26-01:48:50.340588,0.282,-0.160,10.117,-5.500,-13.300,-5.400,-0.555,2.891,-0.148
2019-05-26-01:48:50.450471,0.282,-0.151,10.105,-6.600,-10.900,-2.500,-0.867,2.953,-0.227
2019-05-26-01:48:50.560440,0.294,-0.158,10.110,-6.300,-13.100,-4.800,-1.258,2.758,-0.227
2019-05-26-01:48:50.670080,0.294,-0.153,10.134,-6.400,-12.000,-2.700,-0.875,2.539,-0.078
2019-05-26-01:48:50.779662,0.304,-0.153,10.124,-5.900,-13.200,-4.800,-0.586,2.750,0.062
2019-05-26-01:48:50.889583,0.278,-0.156,10.129,-6.700,-12.100,-4.300,-1.305,2.781,-0.008
2019-05-26-01:48:50.999171,0.285,-0.160,10.122,-6.200,-14.300,-5.400,-1.117,2.734,-0.211
2019-05-26-01:48:51.108980,0.287,-0.158,10.148,-6.500,-12.300,-4.500,-0.852,2.656,-0.055
2019-05-26-01:48:51.218689,0.280,-0.153,10.129,-5.600,-12.500,-5.300,-1.188,2.656,-0.094
2019-05-26-01:48:51.328688,0.304,-0.141,10.129,-5.800,-12.700,-3.800,-1.117,2.719,-0.258
2019-05-26-01:48:51.438392,0.299,-0.141,10.117,-6.400,-13.300,-4.000,-0.656,2.711,-0.070
2019-05-26-01:48:51.548068,0.292,-0.156,10.119,-6.400,-12.500,-6.300,-1.328,2.609,-0.188
2019-05-26-01:48:51.657677,0.299,-0.151,10.102,-6.400,-12.400,-6.100,-0.906,2.711,0.031
