Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-01:47:08.513531,0.309,-0.146,10.110,-6.200,-11.600,-4.400,-0.938,2.656,-0.320
2019-05-26-01:47:08.625830,0.304,-0.148,10.124,-5.300,-12.400,-5.600,-1.117,2.805,-0.125
2019-05-26-01:47:08.735518,0.287,-0.151,10.136,-5.700,-12.500,-4.100,-0.984,2.680,0.008
2019-05-26-01:47:08.845042,0.290,-0.158,10.119,-6.600,-13.500,-5.400,-1.352,2.828,-0.344
2019-05-26-01:47:08.954621,0.290,-0.163,10.110,-5.600,-11.300,-6.000,-1.164,2.781,-0.031
2019-05-26-01:47:09.064506,0.297,-0.156,10.114,-5.400,-13.000,-5.700,-0.969,2.758,-0.070
2019-05-26-01:47:09.174135,0.294,-0.129,10.134,-6.400,-12.000,-3.100,-0.969,2.625,-0.102
2019-05-26-01:47:09.283774,0.285,-0.144,10.114,-6.200,-13.200,-4.600,-0.852,2.820,-0.188
2019-05-26-01:47:09.393289,0.292,-0.153,10.131,-5.800,-12.900,-4.400,-1.094,2.625,0.102
2019-05-26-01:47:09.502903,0.287,-0.167,10.124,-6.100,-13.400,-5.500,-0.586,2.672,-0.055
2019-05-26-01:47:09.612705,0.290,-0.156,10.117,-5.900,-11.900,-3.900,-0.969,2.664,0.086
2019-05-26-01:47:09.722296,0.292,-0.153,10.112,-4.900,-13.700,-5.000,-0.672,2.695,-0.250
2019-05-26-01:47:09.832261,0.294,-0.144,10.124,-6.500,-12.000,-4.000,-1.133,2.758,-0.297
2019-05-26-01:47:09.941945,0.306,-0.165,10.126,-4.600,-13.600,-5.900,-1.070,2.719,-0.273
2019-05-26-01:47:10.051681,0.287,-0.160,10.124,-5.300,-12.400,-4.000,-0.844,2.586,-0.273
2019-05-26-01:47:10.161267,0.285,-0.163,10.129,-5.100,-13.600,-4.100,-0.961,2.375,-0.031
2019-05-26-01:47:10.271230,0.287,-0.165,10.112,-4.900,-14.100,-6.000,-1.180,2.594,-0.047
2019-05-26-01:47:10.380845,0.285,-0.165,10.117,-5.500,-11.400,-3.800,-0.859,2.688,0.086
2019-05-26-01:47:10.490493,0.301,-0.146,10.122,-6.400,-13.200,-4.800,-0.820,2.648,-0.047
2019-05-26-01:47:10.600426,0.309,-0.156,10.114,-6.100,-10.900,-5.400,-0.773,2.844,0.109
2019-05-26-01:47:10.710217,0.287,-0.156,10.131,-6.000,-13.700,-5.100,-0.938,2.828,-0.227
2019-05-26-01:47:10.819789,0.287,-0.165,10.136,-6.800,-12.200,-3.900,-1.227,2.594,-0.102
2019-05-26-01:47:10.929319,0.292,-0.158,10.119,-6.200,-13.400,-4.500,-0.805,2.508,-0.031
2019-05-26-01:47:11.039189,0.299,-0.134,10.117,-6.200,-12.500,-2.600,-0.867,2.711,-0.188
2019-05-26-01:47:11.148835,0.287,-0.153,10.110,-6.100,-12.900,-4.800,-1.062,2.891,-0.258
2019-05-26-01:47:11.258643,0.299,-0.160,10.124,-5.000,-11.900,-3.500,-0.805,2.578,0.055
2019-05-26-01:47:11.368363,0.287,-0.156,10.110,-5.400,-13.300,-6.200,-0.633,2.719,-0.070
2019-05-26-01:47:11.478385,0.297,-0.136,10.165,-4.600,-12.400,-5.700,-1.070,2.672,-0.055
2019-05-26-01:47:11.588284,0.304,-0.110,10.093,-5.300,-13.400,-6.800,-1.094,2.602,0.125
2019-05-26-01:47:11.697934,0.299,-0.160,10.107,-5.600,-12.200,-4.600,-0.914,2.820,-0.211
2019-05-26-01:47:11.807532,0.285,-0.156,10.119,-5.500,-13.000,-4.200,-1.039,2.742,-0.070
2019-05-26-01:47:11.917064,0.287,-0.146,10.126,-5.800,-11.300,-4.100,-1.016,2.844,-0.117
2019-05-26-01:47:12.026701,0.297,-0.165,10.134,-5.600,-12.500,-2.900,-1.141,2.836,0.016
2019-05-26-01:47:12.136423,0.297,-0.160,10.129,-6.500,-11.100,-4.700,-1.008,2.797,-0.281
2019-05-26-01:47:12.246523,0.292,-0.158,10.141,-5.200,-11.400,-4.900,-0.828,2.742,-0.117
2019-05-26-01:47:12.356270,0.294,-0.141,10.098,-5.100,-12.000,-4.200,-1.148,2.789,0.102
2019-05-26-01:47:12.465946,0.287,-0.146,10.112,-6.300,-12.900,-4.100,-0.703,2.680,-0.391
2019-05-26-01:47:12.575744,0.287,-0.165,10.126,-5.400,-12.300,-3.000,-0.961,2.867,-0.141
2019-05-26-01:47:12.685825,0.290,-0.139,10.136,-5.400,-11.900,-4.400,-0.938,2.781,-0.008
2019-05-26-01:47:12.795505,0.285,-0.160,10.110,-5.200,-12.100,-4.300,-1.031,2.836,0.172
2019-05-26-01:47:12.905074,0.299,-0.163,10.129,-5.000,-12.600,-3.800,-1.156,2.422,-0.008
2019-05-26-01:47:13.014952,0.280,-0.139,10.081,-5.800,-11.400,-5.200,-0.938,2.547,-0.141
2019-05-26-01:47:13.124776,0.299,-0.175,10.091,-5.300,-13.800,-3.800,-0.531,2.992,-0.148
2019-05-26-01:47:13.234394,0.273,-0.134,10.138,-6.000,-11.800,-4.800,-0.961,2.805,-0.125
2019-05-26-01:47:13.343995,0.297,-0.167,10.117,-5.800,-12.900,-5.900,-0.805,2.766,-0.234
2019-05-26-01:47:13.454028,0.297,-0.156,10.122,-6.100,-12.100,-4.400,-1.203,3.055,0.109
2019-05-26-01:47:13.563883,0.290,-0.158,10.129,-5.500,-12.500,-6.000,-0.922,2.969,0.055
2019-05-26-01:47:13.673470,0.290,-0.156,10.114,-5.500,-12.700,-4.000,-1.039,2.656,-0.211
2019-05-26-01:47:13.783058,0.280,-0.146,10.131,-6.100,-12.500,-4.500,-0.812,2.906,0.062
2019-05-26-01:47:13.892927,0.290,-0.151,10.124,-5.800,-12.500,-4.600,-1.094,2.961,0.109
2019-05-26-01:47:14.002545,0.290,-0.163,10.131,-5.400,-13.100,-4.800,-0.938,2.844,-0.125
2019-05-26-01:47:14.112350,0.287,-0.153,10.131,-6.300,-11.300,-3.300,-0.609,2.820,-0.031
2019-05-26-01:47:14.222037,0.299,-0.160,10.107,-6.200,-14.100,-5.800,-0.766,2.883,-0.305
2019-05-26-01:47:14.331831,0.301,-0.165,10.117,-5.900,-12.200,-3.600,-1.055,2.750,0.055
2019-05-26-01:47:14.441502,0.290,-0.141,10.124,-5.700,-12.600,-4.700,-1.008,2.969,-0.055
2019-05-26-01:47:14.551250,0.280,-0.146,10.107,-5.600,-12.500,-3.700,-0.945,2.766,-0.023
2019-05-26-01:47:14.661168,0.292,-0.153,10.124,-6.400,-13.100,-5.900,-0.898,2.547,-0.102
2019-05-26-01:47:14.770733,0.292,-0.156,10.117,-6.600,-14.100,-5.600,-1.086,2.672,-0.047
2019-05-26-01:47:14.880300,0.297,-0.141,10.114,-5.800,-11.300,-5.700,-1.133,2.523,-0.078
2019-05-26-01:47:14.989871,0.297,-0.148,10.119,-6.300,-12.600,-4.100,-0.750,2.672,-0.070
2019-05-26-01:47:15.109215,0.294,-0.139,10.117,-5.100,-12.900,-4.800,-0.945,2.648,0.062
2019-05-26-01:47:15.219152,0.299,-0.153,10.119,-5.800,-11.100,-3.200,-0.742,2.570,-0.180
2019-05-26-01:47:15.328848,0.287,-0.151,10.129,-6.300,-13.400,-4.100,-1.148,2.750,0.031
2019-05-26-01:47:15.438590,0.299,-0.156,10.098,-5.700,-12.700,-3.600,-0.758,2.898,0.031
2019-05-26-01:47:15.548256,0.297,-0.153,10.117,-6.500,-12.700,-5.500,-1.070,2.930,-0.148
2019-05-26-01:47:15.657874,0.294,-0.156,10.129,-6.200,-12.600,-5.500,-0.969,2.781,-0.047
2019-05-26-01:47:15.767396,0.301,-0.141,10.122,-5.300,-12.000,-4.300,-0.805,2.734,0.055
2019-05-26-01:47:15.877260,0.297,-0.160,10.134,-5.800,-12.100,-4.500,-1.141,2.742,-0.141
2019-05-26-01:47:15.986999,0.299,-0.148,10.129,-5.500,-11.500,-5.100,-1.070,2.633,-0.250
2019-05-26-01:47:16.096819,0.290,-0.153,10.100,-5.700,-11.900,-4.300,-1.117,2.680,-0.031
2019-05-26-01:47:16.206412,0.287,-0.151,10.114,-5.500,-11.900,-5.200,-1.148,2.727,0.078
2019-05-26-01:47:16.316426,0.278,-0.158,10.138,-5.700,-12.100,-4.300,-1.266,2.828,-0.234
2019-05-26-01:47:16.426140,0.282,-0.153,10.117,-5.500,-11.800,-5.200,-0.867,2.797,-0.055
2019-05-26-01:47:16.535824,0.285,-0.156,10.124,-5.800,-12.300,-4.500,-0.898,2.906,-0.102
2019-05-26-01:47:16.645525,0.290,-0.158,10.114,-5.900,-11.400,-3.300,-1.312,2.586,-0.320
2019-05-26-01:47:16.755066,0.294,-0.170,10.105,-5.800,-11.700,-3.500,-1.094,2.797,-0.281
2019-05-26-01:47:16.864710,0.299,-0.153,10.124,-5.400,-13.400,-5.200,-1.016,2.656,-0.070
2019-05-26-01:47:16.974308,0.301,-0.144,10.119,-5.900,-11.900,-4.900,-0.492,2.758,0.109
2019-05-26-01:47:17.084271,0.285,-0.141,10.122,-5.100,-12.400,-4.400,-0.703,2.914,-0.102
2019-05-26-01:47:17.193931,0.290,-0.167,10.131,-5.900,-11.000,-5.200,-0.805,2.914,-0.055
2019-05-26-01:47:17.303612,0.299,-0.144,10.138,-5.700,-12.300,-4.200,-0.914,2.484,-0.094
2019-05-26-01:47:17.413452,0.306,-0.153,10.124,-6.500,-12.000,-4.400,-1.062,2.820,-0.070
2019-05-26-01:47:17.523587,0.299,-0.146,10.134,-6.000,-13.000,-3.600,-0.727,2.570,-0.164
2019-05-26-01:47:17.633342,0.285,-0.158,10.126,-5.900,-11.200,-3.400,-1.062,2.844,-0.227
2019-05-26-01:47:17.742914,0.294,-0.151,10.138,-6.000,-12.600,-5.000,-1.180,2.547,-0.070
2019-05-26-01:47:17.852400,0.301,-0.167,10.105,-7.300,-10.700,-3.300,-1.117,2.742,-0.320
2019-05-26-01:47:17.962278,0.287,-0.134,10.093,-5.100,-13.500,-4.200,-0.945,2.594,-0.414
2019-05-26-01:47:18.072104,0.290,-0.151,10.150,-6.200,-11.200,-3.200,-0.797,2.586,-0.250
2019-05-26-01:47:18.181687,0.297,-0.156,10.124,-5.700,-13.200,-4.200,-1.203,2.992,0.133
2019-05-26-01:47:18.291667,0.299,-0.148,10.112,-6.500,-12.100,-3.300,-0.898,2.672,-0.164
2019-05-26-01:47:18.401282,0.306,-0.165,10.117,-7.700,-13.600,-4.900,-0.797,2.953,-0.227
2019-05-26-01:47:18.510901,0.290,-0.151,10.119,-7.100,-12.000,-3.000,-1.289,2.906,-0.148
2019-05-26-01:47:18.620639,0.292,-0.153,10.150,-6.000,-14.500,-4.300,-0.969,2.594,-0.250
2019-05-26-01:47:18.730621,0.282,-0.151,10.143,-6.400,-11.700,-3.800,-1.047,2.781,-0.250
2019-05-26-01:47:18.840318,0.280,-0.163,10.131,-6.300,-13.700,-4.700,-0.984,2.797,-0.008
2019-05-26-01:47:18.949915,0.273,-0.148,10.126,-5.200,-12.700,-3.900,-0.898,2.695,-0.102
2019-05-26-01:47:19.059598,0.306,-0.148,10.114,-6.500,-11.300,-3.700,-1.047,2.680,-0.148
2019-05-26-01:47:19.169171,0.287,-0.141,10.126,-5.500,-13.000,-4.000,-0.703,2.711,-0.070
2019-05-26-01:47:19.278706,0.282,-0.134,10.126,-7.400,-11.600,-3.200,-1.133,2.680,-0.180
2019-05-26-01:47:19.388234,0.285,-0.158,10.117,-6.200,-12.800,-4.600,-0.922,2.672,-0.047
2019-05-26-01:47:19.498191,0.282,-0.158,10.110,-6.200,-12.400,-2.800,-0.602,2.953,-0.227
2019-05-26-01:47:19.608027,0.280,-0.163,10.119,-5.500,-12.900,-4.100,-0.602,2.758,-0.148
2019-05-26-01:47:19.717615,0.299,-0.160,10.105,-6.100,-11.700,-3.100,-0.945,2.672,-0.164
2019-05-26-01:47:19.827117,0.287,-0.160,10.131,-5.500,-13.200,-3.600,-0.891,2.820,-0.094
2019-05-26-01:47:19.937008,0.280,-0.158,10.122,-5.900,-12.900,-4.200,-0.922,2.719,-0.148
2019-05-26-01:47:20.046773,0.304,-0.148,10.129,-5.600,-12.900,-4.600,-0.719,2.758,-0.055
2019-05-26-01:47:20.156384,0.299,-0.144,10.112,-5.700,-12.800,-4.900,-1.117,2.609,-0.297
2019-05-26-01:47:20.266106,0.290,-0.156,10.129,-6.600,-12.100,-5.100,-1.039,2.586,-0.031
2019-05-26-01:47:20.375786,0.299,-0.165,10.114,-7.000,-13.000,-4.600,-1.180,2.742,-0.102
2019-05-26-01:47:20.485429,0.290,-0.153,10.131,-6.100,-12.500,-4.500,-1.258,2.906,-0.234
2019-05-26-01:47:20.595160,0.287,-0.156,10.102,-6.200,-13.700,-4.200,-0.875,2.633,-0.188
2019-05-26-01:47:20.705139,0.280,-0.148,10.141,-6.300,-13.100,-4.900,-0.961,2.547,-0.047
2019-05-26-01:47:20.814725,0.285,-0.167,10.114,-5.700,-13.100,-4.700,-1.211,2.672,-0.320
2019-05-26-01:47:20.924222,0.290,-0.153,10.122,-6.200,-12.100,-4.500,-0.414,2.625,-0.148
2019-05-26-01:47:21.033946,0.280,-0.160,10.124,-6.500,-12.100,-4.700,-1.016,2.680,-0.047
2019-05-26-01:47:21.144037,0.304,-0.141,10.141,-5.300,-13.000,-4.100,-0.945,2.883,-0.094
2019-05-26-01:47:21.253713,0.282,-0.151,10.107,-5.900,-12.000,-6.000,-0.930,2.820,0.039
2019-05-26-01:47:21.363217,0.306,-0.153,10.122,-6.100,-12.900,-5.900,-0.898,2.727,0.172
2019-05-26-01:47:21.472802,0.280,-0.158,10.141,-4.700,-12.300,-3.300,-0.891,2.844,-0.148
2019-05-26-01:47:21.582510,0.299,-0.153,10.114,-4.500,-12.900,-5.200,-1.109,2.883,-0.094
2019-05-26-01:47:21.692151,0.292,-0.158,10.129,-6.200,-12.100,-5.000,-1.180,2.742,-0.250
2019-05-26-01:47:21.801674,0.290,-0.158,10.134,-5.000,-13.200,-5.100,-1.188,2.648,-0.188
2019-05-26-01:47:21.911664,0.285,-0.165,10.117,-5.700,-11.300,-3.800,-1.133,2.609,-0.055
2019-05-26-01:47:22.021610,0.292,-0.151,10.119,-7.200,-12.900,-4.800,-1.000,2.531,0.109
2019-05-26-01:47:22.131491,0.297,-0.148,10.126,-5.600,-11.300,-2.700,-0.961,2.695,-0.211
2019-05-26-01:47:22.247317,0.306,-0.148,10.124,-5.300,-13.300,-4.600,-0.945,2.633,-0.031
2019-05-26-01:47:22.357165,0.294,-0.158,10.122,-5.700,-13.000,-4.800,-0.898,2.719,-0.070
2019-05-26-01:47:22.466792,0.294,-0.156,10.107,-5.700,-12.900,-4.500,-0.938,2.805,-0.258
2019-05-26-01:47:22.576745,0.278,-0.146,10.124,-6.600,-11.500,-4.600,-0.992,2.703,0.125
2019-05-26-01:47:22.686377,0.285,-0.153,10.124,-5.100,-13.100,-3.900,-1.117,2.656,-0.344
2019-05-26-01:47:22.795994,0.292,-0.160,10.112,-6.800,-11.800,-4.300,-0.969,2.586,-0.141
2019-05-26-01:47:22.905613,0.290,-0.158,10.114,-5.400,-13.500,-4.500,-0.969,2.820,-0.055
2019-05-26-01:47:23.015464,0.287,-0.132,10.131,-6.500,-11.900,-3.700,-0.820,2.805,-0.023
2019-05-26-01:47:23.125486,0.299,-0.153,10.126,-5.500,-13.000,-4.100,-1.336,2.523,-0.203
2019-05-26-01:47:23.235101,0.299,-0.153,10.134,-6.100,-10.100,-3.700,-1.070,2.773,0.039
2019-05-26-01:47:23.344800,0.282,-0.151,10.126,-4.800,-12.800,-4.900,-0.727,2.797,-0.125
2019-05-26-01:47:23.459097,0.292,-0.146,10.122,-5.800,-12.100,-5.400,-0.961,2.680,-0.117
2019-05-26-01:47:23.570824,0.297,-0.158,10.110,-5.700,-12.200,-4.200,-1.414,2.664,0.062
2019-05-26-01:47:23.680527,0.278,-0.139,10.143,-5.600,-12.000,-3.700,-1.008,2.719,-0.094
2019-05-26-01:47:23.790146,0.285,-0.163,10.126,-6.100,-12.200,-4.600,-1.266,2.930,0.016
2019-05-26-01:47:23.899780,0.299,-0.160,10.107,-6.000,-11.300,-4.400,-0.719,2.758,-0.125
2019-05-26-01:47:24.009305,0.282,-0.144,10.138,-5.400,-12.600,-3.800,-0.875,2.680,-0.203
2019-05-26-01:47:24.119078,0.301,-0.160,10.112,-5.900,-12.200,-3.900,-0.812,2.602,0.031
2019-05-26-01:47:24.228722,0.297,-0.129,10.146,-5.800,-11.800,-4.200,-1.117,2.453,0.031
2019-05-26-01:47:24.338694,0.287,-0.153,10.136,-5.800,-13.400,-4.600,-1.180,2.797,-0.094
2019-05-26-01:47:24.448487,0.287,-0.158,10.131,-6.600,-13.200,-4.000,-1.047,2.828,-0.203
2019-05-26-01:47:24.558190,0.275,-0.151,10.126,-5.900,-12.000,-4.600,-1.094,2.828,-0.211
2019-05-26-01:47:24.668131,0.282,-0.153,10.119,-6.100,-11.800,-4.300,-0.977,2.820,0.102
2019-05-26-01:47:24.777742,0.294,-0.153,10.110,-6.000,-11.600,-5.000,-0.938,2.656,-0.148
2019-05-26-01:47:24.887229,0.311,-0.158,10.138,-5.900,-11.400,-4.800,-1.008,2.797,-0.188
2019-05-26-01:47:24.996789,0.304,-0.151,10.138,-6.100,-12.200,-4.000,-0.875,2.656,-0.148
2019-05-26-01:47:25.106493,0.299,-0.146,10.126,-5.800,-11.900,-4.100,-1.016,2.797,-0.078
2019-05-26-01:47:25.216254,0.290,-0.165,10.124,-6.200,-13.600,-4.800,-1.203,2.680,-0.078
2019-05-26-01:47:25.325783,0.304,-0.151,10.131,-5.500,-12.300,-4.900,-1.281,2.719,-0.047
2019-05-26-01:47:25.435371,0.287,-0.146,10.114,-4.600,-12.000,-5.600,-0.859,2.453,0.031
2019-05-26-01:47:25.545267,0.294,-0.151,10.117,-6.000,-11.800,-4.300,-0.797,2.656,-0.367
2019-05-26-01:47:25.654921,0.282,-0.144,10.117,-5.800,-12.600,-6.400,-1.016,2.797,-0.078
2019-05-26-01:47:25.764454,0.285,-0.156,10.102,-6.200,-11.800,-5.600,-1.086,2.766,-0.250
2019-05-26-01:47:25.874385,0.287,-0.163,10.107,-6.400,-11.900,-4.300,-0.578,2.797,-0.164
2019-05-26-01:47:25.984313,0.290,-0.156,10.131,-5.500,-14.000,-5.000,-0.641,2.727,0.055
2019-05-26-01:47:26.094121,0.294,-0.153,10.126,-6.800,-10.800,-5.000,-0.914,2.797,-0.148
2019-05-26-01:47:26.203792,0.285,-0.158,10.114,-4.900,-13.500,-4.200,-0.984,2.828,-0.234
2019-05-26-01:47:26.313418,0.290,-0.153,10.129,-6.200,-11.800,-2.800,-0.828,2.758,-0.148
2019-05-26-01:47:26.423039,0.294,-0.139,10.117,-5.700,-12.200,-4.500,-1.023,2.586,-0.281
2019-05-26-01:47:26.533036,0.287,-0.156,10.129,-5.800,-11.900,-3.100,-1.227,2.633,-0.125
2019-05-26-01:47:26.642735,0.287,-0.156,10.126,-4.300,-11.900,-4.600,-1.422,2.711,-0.320
2019-05-26-01:47:26.752717,0.282,-0.148,10.112,-6.400,-11.400,-3.900,-0.984,2.883,-0.117
2019-05-26-01:47:26.862372,0.290,-0.141,10.126,-6.200,-13.600,-5.600,-0.852,2.719,-0.078
2019-05-26-01:47:26.972074,0.292,-0.151,10.129,-5.500,-11.100,-4.400,-0.891,2.938,0.008
2019-05-26-01:47:27.082262,0.287,-0.148,10.124,-6.000,-13.000,-3.500,-1.180,2.930,-0.320
2019-05-26-01:47:27.192001,0.297,-0.146,10.122,-6.700,-12.000,-3.900,-1.117,2.742,-0.055
2019-05-26-01:47:27.301651,0.287,-0.141,10.119,-5.800,-12.700,-4.200,-0.758,2.641,0.031
2019-05-26-01:47:27.411450,0.299,-0.167,10.131,-6.100,-10.400,-5.000,-0.984,2.656,-0.328
2019-05-26-01:47:27.521126,0.297,-0.148,10.117,-6.000,-12.500,-5.600,-1.211,2.586,-0.117
2019-05-26-01:47:27.630951,0.292,-0.160,10.107,-6.000,-12.000,-3.900,-1.250,2.648,-0.273
2019-05-26-01:47:27.740832,0.299,-0.146,10.146,-5.700,-12.700,-4.100,-1.203,2.375,-0.125
2019-05-26-01:47:27.850481,0.301,-0.156,10.107,-5.900,-11.600,-5.300,-0.914,2.781,-0.297
