Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-06-09-14:58:57.909167,0.656,-0.306,10.067,-4.300,-47.700,14.600,-0.422,2.617,0.258
2019-06-09-14:58:57.928595,0.598,-0.304,10.064,-38.700,13.100,196.300,-0.570,2.797,0.266
2019-06-09-14:58:57.948067,0.627,-0.335,10.050,-30.300,55.600,275.500,-0.508,2.758,0.547
2019-06-09-14:58:57.967685,0.636,-0.297,10.002,-34.400,37.400,242.000,-0.391,2.883,0.555
2019-06-09-14:58:57.987124,0.620,-0.318,10.035,-30.100,50.200,269.200,-0.641,2.789,0.508
2019-06-09-14:58:58.006551,0.658,-0.342,10.088,-31.000,40.800,255.200,-0.688,2.711,0.438
2019-06-09-14:58:58.026049,0.675,-0.316,10.153,24.900,48.600,121.900,-0.445,2.820,0.469
2019-06-09-14:58:58.045491,0.684,-0.325,10.071,24.100,45.800,120.600,-0.578,3.070,0.570
2019-06-09-14:58:58.064960,0.646,-0.304,10.146,26.700,100.700,215.400,-0.547,2.844,0.422
2019-06-09-14:58:58.090885,0.694,-0.323,10.076,6.800,118.200,62.900,-0.492,2.617,0.422
2019-06-09-14:58:58.111053,0.625,-0.313,10.079,6.600,117.100,61.200,-0.875,2.898,0.422
2019-06-09-14:58:58.130691,0.617,-0.256,9.995,7.000,117.900,62.800,-0.688,2.961,0.422
2019-06-09-14:58:58.150147,0.636,-0.299,10.045,6.400,118.500,61.400,-1.023,2.859,0.578
2019-06-09-14:58:58.169749,0.668,-0.237,10.019,6.600,118.400,64.100,-0.133,3.094,0.352
2019-06-09-14:58:58.198458,0.620,-0.294,10.064,7.700,118.300,63.700,-0.930,2.844,0.242
2019-06-09-14:58:58.218047,0.706,-0.321,10.105,6.900,118.000,61.800,-0.688,2.797,0.398
2019-06-09-14:58:58.237475,0.653,-0.378,10.131,7.100,117.400,62.100,-0.367,2.906,0.445
2019-06-09-14:58:58.256956,0.617,-0.218,10.138,7.300,117.800,63.000,-0.617,2.672,0.352
2019-06-09-14:58:58.276474,0.672,-0.287,10.012,6.500,117.800,62.800,-0.469,2.922,0.398
2019-06-09-14:58:58.295978,0.627,-0.294,10.095,8.100,116.000,57.800,0.008,3.203,0.477
2019-06-09-14:58:58.315393,0.625,-0.268,10.102,7.500,115.600,60.000,-0.469,2.773,0.422
2019-06-09-14:58:58.334797,0.646,-0.292,10.050,7.400,115.700,60.300,-0.711,2.688,0.648
2019-06-09-14:58:58.354318,0.596,-0.311,10.129,7.600,115.400,57.800,-0.445,2.883,0.219
2019-06-09-14:58:58.374106,0.687,-0.309,10.093,7.800,115.900,58.700,-0.664,2.820,0.688
2019-06-09-14:58:58.393567,0.665,-0.337,10.091,8.200,115.800,59.200,-0.977,2.969,0.156
2019-06-09-14:58:58.412992,0.656,-0.318,10.107,8.000,116.500,58.800,-0.422,2.836,0.398
2019-06-09-14:58:58.432423,0.670,-0.328,10.150,9.100,115.500,58.800,-0.500,3.008,0.492
2019-06-09-14:58:58.451831,0.706,-0.323,10.129,8.000,116.100,59.600,-1.008,3.078,0.281
2019-06-09-14:58:58.471402,0.651,-0.349,10.093,8.700,116.100,58.800,-0.633,2.945,0.461
2019-06-09-14:58:58.490828,0.632,-0.306,10.146,9.000,114.900,59.600,-0.570,2.586,0.461
2019-06-09-14:58:58.510237,0.694,-0.337,10.112,9.100,115.000,60.100,-0.656,2.969,0.281
2019-06-09-14:58:58.529767,0.658,-0.366,10.050,8.900,115.800,58.300,-0.562,2.750,0.352
2019-06-09-14:58:58.549193,0.675,-0.335,10.177,8.600,114.500,59.400,-0.320,2.836,0.664
2019-06-09-14:58:58.568588,0.670,-0.354,10.177,8.600,115.200,59.600,-0.898,2.930,0.523
2019-06-09-14:58:58.588060,0.668,-0.359,10.093,8.900,115.500,60.800,-0.719,3.180,0.445
2019-06-09-14:58:58.607560,0.646,-0.330,10.179,8.500,115.600,59.400,-0.453,3.227,0.250
2019-06-09-14:58:58.627027,0.689,-0.347,10.138,8.500,115.400,59.400,-0.562,2.773,0.570
2019-06-09-14:58:58.646448,0.672,-0.342,10.141,9.200,116.300,59.000,-0.234,3.016,0.414
2019-06-09-14:58:58.665934,0.636,-0.256,10.126,7.400,115.800,59.000,-0.430,3.164,0.625
2019-06-09-14:58:58.685417,0.639,-0.251,10.062,8.400,115.800,58.400,-0.797,3.094,0.305
2019-06-09-14:58:58.704891,0.653,-0.270,9.990,8.100,115.300,58.200,-0.594,2.984,0.469
2019-06-09-14:58:58.724334,0.613,-0.268,10.057,9.000,114.700,59.200,-0.758,2.727,0.617
2019-06-09-14:58:58.743749,0.660,-0.263,10.038,8.800,115.600,58.900,-0.977,2.711,0.422
2019-06-09-14:58:58.763177,0.660,-0.275,10.038,8.700,115.800,59.600,-0.641,2.641,0.625
2019-06-09-14:58:58.782643,0.644,-0.287,10.074,7.900,116.100,59.200,-0.570,2.883,0.352
2019-06-09-14:58:58.802062,0.636,-0.275,10.069,8.000,115.300,60.300,-0.875,2.773,0.492
2019-06-09-14:58:58.821561,0.653,-0.287,10.079,8.500,115.300,59.700,-0.617,2.750,0.266
2019-06-09-14:58:58.840960,0.653,-0.280,10.031,8.100,116.100,61.000,-0.609,2.797,0.375
2019-06-09-14:58:58.860439,0.627,-0.282,10.031,8.600,115.400,59.000,-0.352,2.797,0.547
2019-06-09-14:58:58.879952,0.644,-0.278,10.083,9.400,115.000,59.800,-0.383,3.133,0.492
2019-06-09-14:58:58.899617,0.646,-0.301,10.069,8.300,115.700,59.500,-0.859,2.844,0.414
2019-06-09-14:58:58.919535,0.639,-0.318,10.059,8.700,115.200,59.200,-0.180,2.945,0.391
2019-06-09-14:58:58.939044,0.658,-0.328,10.083,8.000,115.500,59.800,-0.703,2.898,0.172
2019-06-09-14:58:58.958477,0.663,-0.323,10.074,7.600,115.000,60.100,-0.922,2.820,0.508
2019-06-09-14:58:58.977932,0.663,-0.311,10.091,9.000,115.300,60.200,-0.641,2.906,0.289
2019-06-09-14:58:58.997451,0.660,-0.321,10.102,7.800,115.800,61.100,-0.789,2.883,0.211
2019-06-09-14:58:59.016920,0.665,-0.330,10.119,7.500,114.600,58.100,-0.445,2.820,0.336
2019-06-09-14:58:59.037597,0.677,-0.311,10.136,8.500,114.800,60.500,-0.516,3.047,0.398
2019-06-09-14:58:59.062822,0.670,-0.299,10.102,8.100,114.600,59.700,-0.586,2.750,0.492
2019-06-09-14:58:59.082749,0.672,-0.313,10.119,8.100,115.600,59.200,-0.844,3.203,0.094
2019-06-09-14:58:59.102382,0.668,-0.318,10.134,8.400,114.500,60.400,-0.133,2.711,0.547
2019-06-09-14:58:59.121886,0.663,-0.328,10.150,7.100,114.600,61.200,-0.531,2.758,0.398
2019-06-09-14:58:59.141430,0.675,-0.316,10.110,8.600,115.700,60.100,-0.633,2.961,0.461
2019-06-09-14:58:59.160909,0.651,-0.330,10.112,8.800,115.600,59.800,-0.438,2.898,0.352
2019-06-09-14:58:59.180371,0.663,-0.311,10.165,8.200,115.700,58.900,-0.375,2.922,0.414
2019-06-09-14:58:59.199925,0.692,-0.352,10.179,8.100,115.800,59.100,-0.594,2.898,0.391
2019-06-09-14:58:59.219447,0.677,-0.347,10.126,8.800,115.500,60.400,-0.758,2.906,0.367
2019-06-09-14:58:59.238862,0.663,-0.352,10.158,9.000,115.500,58.900,-0.602,3.008,0.570
2019-06-09-14:58:59.258293,0.684,-0.345,10.124,7.800,115.600,60.500,-0.898,2.672,0.531
2019-06-09-14:58:59.277806,0.680,-0.354,10.126,8.400,115.500,58.500,-0.461,2.773,0.594
2019-06-09-14:58:59.297289,0.651,-0.321,10.126,8.200,115.800,59.400,-0.664,2.859,0.234
2019-06-09-14:58:59.317192,0.665,-0.318,10.155,8.200,115.800,58.300,-0.719,3.008,0.648
2019-06-09-14:58:59.336686,0.675,-0.335,10.131,7.600,114.900,59.100,-1.055,3.031,0.523
2019-06-09-14:58:59.356174,0.660,-0.309,10.112,7.300,116.800,58.500,-1.000,2.906,0.398
2019-06-09-14:58:59.375704,0.658,-0.337,10.165,7.900,115.500,59.700,-0.539,2.945,0.602
2019-06-09-14:58:59.395174,0.641,-0.282,10.129,7.300,115.500,60.400,-0.281,2.992,0.484
2019-06-09-14:58:59.414616,0.636,-0.266,10.071,9.100,116.300,58.900,-0.781,2.883,0.773
2019-06-09-14:58:59.434131,0.653,-0.273,10.047,8.000,116.000,60.600,-0.633,2.812,0.352
2019-06-09-14:58:59.453583,0.644,-0.270,10.074,7.500,115.100,60.500,-0.812,2.945,0.234
2019-06-09-14:58:59.473079,0.641,-0.266,10.064,7.700,115.900,59.100,-0.836,2.961,0.508
2019-06-09-14:58:59.492490,0.660,-0.282,10.047,8.800,116.200,60.300,-0.609,2.789,0.625
2019-06-09-14:58:59.511981,0.636,-0.299,10.088,8.100,114.800,60.100,-0.570,3.008,0.422
2019-06-09-14:58:59.531583,0.644,-0.301,10.059,8.000,115.400,59.000,-0.594,2.945,0.242
2019-06-09-14:58:59.551037,0.658,-0.275,10.081,8.200,115.500,60.000,-0.344,2.898,0.547
2019-06-09-14:58:59.570450,0.651,-0.297,10.107,8.100,114.400,60.100,-0.516,2.797,0.492
2019-06-09-14:58:59.589858,0.656,-0.294,10.098,7.900,114.800,59.800,-0.281,3.094,0.570
2019-06-09-14:58:59.609426,0.668,-0.313,10.114,8.800,115.100,60.000,-0.734,2.875,0.438
2019-06-09-14:58:59.628918,0.670,-0.328,10.131,8.700,114.000,60.200,-0.547,2.883,0.391
2019-06-09-14:58:59.648350,0.658,-0.301,10.098,8.000,114.700,59.800,-0.602,3.078,0.445
2019-06-09-14:58:59.667852,0.653,-0.333,10.134,9.200,115.200,58.600,-0.492,2.945,0.367
2019-06-09-14:58:59.687281,0.711,-0.325,10.114,7.800,114.900,60.000,-0.688,2.883,0.461
2019-06-09-14:58:59.708867,0.680,-0.323,10.129,7.500,115.100,59.400,-0.656,2.922,0.188
2019-06-09-14:58:59.728378,0.672,-0.357,10.122,8.400,115.300,59.800,-0.469,2.703,0.547
2019-06-09-14:58:59.747879,0.668,-0.337,10.141,8.300,115.700,60.700,-0.547,2.773,0.648
2019-06-09-14:58:59.767298,0.694,-0.347,10.158,8.000,114.900,60.600,-0.414,2.898,0.492
2019-06-09-14:58:59.786780,0.672,-0.337,10.141,7.700,115.000,59.800,-0.461,2.844,0.438
2019-06-09-14:58:59.806234,0.670,-0.342,10.138,8.400,114.600,59.700,-0.617,3.016,0.484
2019-06-09-14:58:59.825660,0.689,-0.340,10.160,7.900,115.400,59.800,-0.898,2.836,0.188
2019-06-09-14:58:59.845061,0.668,-0.337,10.114,9.200,115.000,59.800,-0.789,2.836,0.242
2019-06-09-14:58:59.864578,0.680,-0.349,10.122,8.500,113.700,59.800,-0.789,3.133,0.391
2019-06-09-14:58:59.884164,0.641,-0.273,10.136,8.600,115.800,59.300,-0.680,2.961,0.438
2019-06-09-14:58:59.903620,0.613,-0.278,10.033,9.400,113.600,59.700,-0.711,2.836,0.328
2019-06-09-14:58:59.923146,0.656,-0.280,10.021,8.700,115.300,59.800,-0.805,2.844,0.398
2019-06-09-14:58:59.942575,0.658,-0.270,10.067,8.400,115.000,59.900,-0.438,2.961,0.688
2019-06-09-14:58:59.962009,0.641,-0.280,10.052,8.600,115.300,60.800,-0.758,2.898,0.375
2019-06-09-14:58:59.981676,0.627,-0.268,10.062,8.600,114.700,61.800,-0.836,2.859,0.312
2019-06-09-14:59:00.001221,0.644,-0.282,10.071,8.700,115.200,60.900,-0.945,2.789,0.484
2019-06-09-14:59:00.020737,0.641,-0.273,10.057,7.800,114.700,60.800,-0.789,2.844,0.148
2019-06-09-14:59:00.040185,0.653,-0.297,10.031,8.200,115.200,60.400,-0.781,2.844,0.039
2019-06-09-14:59:00.059691,0.663,-0.294,10.081,7.900,115.900,61.100,-0.555,3.250,0.398
2019-06-09-14:59:00.079110,0.653,-0.287,10.088,8.000,115.200,60.500,-0.469,2.992,0.398
2019-06-09-14:59:00.098572,0.663,-0.294,10.095,7.900,115.100,58.300,-0.898,2.711,0.711
2019-06-09-14:59:00.118587,0.641,-0.297,10.047,7.900,116.900,60.200,-0.469,2.961,0.398
2019-06-09-14:59:00.138150,0.665,-0.287,10.095,7.600,116.200,58.800,-1.031,2.797,0.594
2019-06-09-14:59:00.157893,0.675,-0.313,10.122,8.100,115.200,60.000,-0.109,3.094,0.305
2019-06-09-14:59:00.177360,0.656,-0.306,10.091,8.000,115.000,60.500,-0.539,2.789,0.281
2019-06-09-14:59:00.196779,0.656,-0.311,10.105,7.900,115.300,59.600,-0.773,2.797,0.391
2019-06-09-14:59:00.216206,0.656,-0.323,10.093,9.000,116.100,60.600,-0.758,3.242,0.195
2019-06-09-14:59:00.235632,0.660,-0.313,10.114,8.300,115.600,59.300,-0.602,3.164,0.375
2019-06-09-14:59:00.255073,0.656,-0.309,10.155,8.800,115.600,60.800,-0.617,2.859,0.570
2019-06-09-14:59:00.274483,0.627,-0.301,10.124,12.700,116.500,117.500,-0.633,2.836,0.492
2019-06-09-14:59:00.294008,0.653,-0.328,10.146,11.500,85.300,44.300,-0.758,2.648,0.508
2019-06-09-14:59:00.313421,0.641,-0.266,10.110,-15.100,36.700,118.900,-0.727,2.758,0.414
2019-06-09-14:59:00.332928,0.639,-0.273,10.062,12.200,88.100,62.200,-0.852,2.672,0.289
2019-06-09-14:59:00.352416,0.653,-0.273,10.050,-5.700,56.500,119.300,-0.727,2.758,0.422
2019-06-09-14:59:00.372001,0.651,-0.285,10.052,12.300,96.200,78.400,-0.609,2.672,0.461
2019-06-09-14:59:00.391668,0.617,-0.268,10.052,-7.700,56.900,137.100,-0.555,3.016,0.352
2019-06-09-14:59:00.411204,0.648,-0.266,10.014,5.000,82.500,102.300,-0.336,3.047,0.445
2019-06-09-14:59:00.430705,0.627,-0.282,10.059,-4.300,69.900,144.700,-0.852,2.672,0.281
2019-06-09-14:59:00.450141,0.613,-0.266,10.038,5.600,97.200,152.300,-0.641,2.672,0.258
2019-06-09-14:59:00.469632,0.629,-0.268,10.045,-4.100,74.000,144.400,-0.492,2.711,0.367
2019-06-09-14:59:00.489042,0.651,-0.285,10.035,4.300,71.700,117.900,-0.492,2.969,0.414
2019-06-09-14:59:00.508607,0.601,-0.261,10.038,-0.300,74.700,148.900,-0.680,2.883,0.508
2019-06-09-14:59:00.528599,0.627,-0.275,10.050,10.000,74.400,86.800,-0.617,2.641,0.352
2019-06-09-14:59:00.548111,0.658,-0.275,10.045,1.200,63.800,118.500,-0.609,2.969,0.492
2019-06-09-14:59:00.567628,0.613,-0.273,10.031,-0.600,59.400,117.200,-0.352,2.703,0.312
2019-06-09-14:59:00.587046,0.641,-0.294,10.055,17.100,109.300,131.100,-0.352,2.930,0.484
2019-06-09-14:59:00.606467,0.670,-0.299,10.033,-16.000,44.800,193.200,-0.703,2.898,0.266
2019-06-09-14:59:00.626042,0.656,-0.280,10.091,-16.200,9.200,98.800,-0.688,2.992,0.469
2019-06-09-14:59:00.645579,0.608,-0.285,10.047,10.000,53.500,67.100,-0.773,2.516,0.570
2019-06-09-14:59:00.665011,0.648,-0.309,10.047,6.400,105.900,206.200,-0.664,3.055,0.398
2019-06-09-14:59:00.684425,0.646,-0.282,10.088,3.400,75.400,158.800,-0.133,2.930,0.664
2019-06-09-14:59:00.703887,0.656,-0.275,10.059,-12.500,28.300,127.600,-0.930,2.898,0.445
2019-06-09-14:59:00.723377,0.663,-0.292,10.088,-4.000,54.000,151.700,-0.641,2.992,0.242
2019-06-09-14:59:00.742859,0.644,-0.299,10.105,0.300,64.000,147.100,-0.594,3.227,0.578
2019-06-09-14:59:00.762378,0.636,-0.297,10.100,-15.700,27.400,137.700,-0.656,2.688,0.312
