Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-06-09-14:50:51.904430,0.639,-0.316,10.074,-13.400,16.800,155.500,-0.875,2.641,0.664
2019-06-09-14:50:51.923784,0.641,-0.304,10.076,32.900,50.300,32.300,-0.516,2.969,0.594
2019-06-09-14:50:51.943126,0.656,-0.316,10.088,-14.700,7.000,126.800,-0.594,2.758,0.461
2019-06-09-14:50:51.962564,0.660,-0.313,10.100,-2.000,73.600,250.500,-0.773,2.961,0.398
2019-06-09-14:50:51.982013,0.641,-0.354,10.134,-0.300,48.900,176.000,-0.617,2.688,0.602
2019-06-09-14:50:52.001718,0.653,-0.330,10.165,4.300,91.400,224.400,-0.508,2.859,0.422
2019-06-09-14:50:52.021223,0.675,-0.354,10.088,24.600,66.200,87.300,-0.688,2.945,0.414
2019-06-09-14:50:52.040698,0.648,-0.352,10.076,9.800,100.400,217.100,-0.656,2.961,0.578
2019-06-09-14:50:52.060157,0.646,-0.290,10.174,0.900,23.600,84.400,-0.750,2.797,0.305
2019-06-09-14:50:52.079797,0.687,-0.325,10.102,11.100,33.500,82.500,-0.727,2.875,0.391
2019-06-09-14:50:52.099375,0.680,-0.347,10.081,-1.900,31.800,114.800,-0.688,2.859,0.594
2019-06-09-14:50:52.118780,0.646,-0.352,10.124,21.000,54.300,95.800,-0.664,2.922,0.578
2019-06-09-14:50:52.138158,0.694,-0.342,10.100,25.300,81.700,125.200,-0.477,2.992,0.602
2019-06-09-14:50:52.163813,0.636,-0.345,10.160,13.900,36.400,102.900,-0.742,3.078,0.305
2019-06-09-14:50:52.183299,0.675,-0.325,10.143,8.300,20.200,86.000,-0.344,2.531,0.422
2019-06-09-14:50:52.211900,0.663,-0.321,10.107,7.800,19.800,88.100,-0.734,2.906,0.398
2019-06-09-14:50:52.231545,0.644,-0.249,10.035,20.800,65.700,115.700,-0.586,2.516,0.641
2019-06-09-14:50:52.251275,0.660,-0.313,10.055,20.900,44.600,95.400,-0.641,2.797,0.375
2019-06-09-14:50:52.270878,0.632,-0.282,10.016,4.600,18.100,93.600,-0.742,3.031,0.281
2019-06-09-14:50:52.290352,0.639,-0.266,10.055,13.200,65.500,155.800,-0.562,2.773,0.305
2019-06-09-14:50:52.309769,0.648,-0.325,10.067,13.500,60.100,149.100,-1.078,2.711,0.492
2019-06-09-14:50:52.329142,0.625,-0.280,10.086,14.800,56.600,153.200,-0.469,2.969,0.594
2019-06-09-14:50:52.348495,0.634,-0.290,10.045,13.200,57.500,143.800,-0.711,2.820,0.422
2019-06-09-14:50:52.367928,0.634,-0.251,10.047,14.700,56.600,148.000,-0.219,2.812,0.375
2019-06-09-14:50:52.387306,0.656,-0.278,10.069,16.300,60.800,153.300,-0.852,2.664,0.375
2019-06-09-14:50:52.406660,0.636,-0.266,10.083,13.300,24.500,85.900,-0.562,2.812,0.398
2019-06-09-14:50:52.426097,0.663,-0.292,10.102,29.700,83.000,166.800,-0.734,2.773,0.602
2019-06-09-14:50:52.445463,0.636,-0.309,10.024,29.300,88.000,174.400,-0.773,2.688,0.508
2019-06-09-14:50:52.464860,0.665,-0.318,10.074,11.000,85.500,216.800,-0.258,2.992,0.484
2019-06-09-14:50:52.484506,0.653,-0.313,10.069,10.000,0.100,50.500,-0.367,2.961,0.367
2019-06-09-14:50:52.504064,0.663,-0.292,10.086,6.600,71.800,207.300,-0.320,2.516,0.367
2019-06-09-14:50:52.523505,0.639,-0.280,10.035,22.700,38.100,92.300,-0.422,2.898,0.305
2019-06-09-14:50:52.542916,0.658,-0.318,10.055,16.600,96.900,225.000,-0.727,2.734,0.547
2019-06-09-14:50:52.562446,0.665,-0.249,9.992,14.300,15.200,75.500,-0.375,2.844,0.531
2019-06-09-14:50:52.581910,0.615,-0.294,10.047,-0.800,19.000,103.500,-0.453,2.906,0.664
2019-06-09-14:50:52.601367,0.627,-0.297,10.047,-0.300,20.100,108.700,-0.336,2.992,0.305
2019-06-09-14:50:52.620768,0.625,-0.297,10.126,20.800,98.600,217.100,-0.344,2.820,0.422
2019-06-09-14:50:52.640141,0.644,-0.268,10.035,21.700,71.700,137.800,-0.875,2.836,0.523
2019-06-09-14:50:52.659688,0.636,-0.285,10.040,-4.000,34.100,122.900,-0.898,2.672,0.375
2019-06-09-14:50:52.679159,0.656,-0.270,10.000,18.200,101.900,212.100,-0.398,2.789,0.523
2019-06-09-14:50:52.698538,0.670,-0.301,10.062,5.300,85.600,215.300,-0.781,2.883,0.484
2019-06-09-14:50:52.717902,0.687,-0.285,10.095,-4.400,38.600,132.500,-0.516,3.078,0.445
2019-06-09-14:50:52.737269,0.680,-0.333,10.028,16.700,88.400,187.600,-0.664,2.844,0.367
2019-06-09-14:50:52.756848,0.601,-0.287,10.055,8.900,58.300,146.800,-0.953,2.672,0.531
2019-06-09-14:50:52.776413,0.641,-0.270,10.045,8.600,62.300,158.900,-0.742,2.992,0.352
2019-06-09-14:50:52.795956,0.658,-0.261,9.966,8.600,58.200,149.000,-0.570,2.578,0.219
2019-06-09-14:50:52.815350,0.634,-0.199,10.007,11.700,56.900,150.600,-0.133,2.930,0.352
2019-06-09-14:50:52.834732,0.627,-0.297,10.031,10.200,64.300,162.300,-0.664,2.922,0.422
2019-06-09-14:50:52.854167,0.677,-0.311,10.047,17.900,57.200,124.700,-0.781,2.711,0.523
2019-06-09-14:50:52.873565,0.665,-0.342,10.158,12.000,69.100,163.100,-0.578,3.164,0.266
2019-06-09-14:50:52.892994,0.663,-0.383,10.107,20.100,42.400,92.200,-0.664,2.898,0.266
2019-06-09-14:50:52.912442,0.682,-0.373,10.114,25.000,56.400,104.400,-0.648,3.016,0.414
2019-06-09-14:50:52.931820,0.625,-0.376,10.095,18.000,122.700,261.500,-0.594,2.969,0.508
2019-06-09-14:50:52.951247,0.665,-0.340,10.172,0.500,26.000,121.700,-0.305,2.906,0.484
2019-06-09-14:50:52.971053,0.677,-0.294,10.057,17.100,96.900,208.900,-0.789,3.141,0.352
2019-06-09-14:50:52.990590,0.684,-0.321,10.148,-14.200,-8.800,73.900,-0.766,3.070,0.375
2019-06-09-14:50:53.009986,0.646,-0.359,10.107,28.500,56.500,93.700,-0.828,2.836,0.219
2019-06-09-14:50:53.029466,0.670,-0.323,10.083,16.600,29.300,89.800,-1.133,3.016,0.547
2019-06-09-14:50:53.048850,0.663,-0.335,10.076,23.000,92.600,210.400,-0.375,3.102,0.336
2019-06-09-14:50:53.068258,0.644,-0.306,10.074,26.100,88.100,184.400,-0.633,2.797,0.352
2019-06-09-14:50:53.087813,0.651,-0.297,10.110,35.900,120.900,221.400,-0.922,2.836,0.734
2019-06-09-14:50:53.107235,0.680,-0.328,9.976,3.900,92.000,252.600,-0.227,2.961,0.438
2019-06-09-14:50:53.126610,0.601,-0.301,9.988,1.100,84.800,241.000,-0.664,2.812,0.641
2019-06-09-14:50:53.146057,0.622,-0.275,10.012,-11.900,13.900,133.600,-0.562,2.789,0.461
2019-06-09-14:50:53.165440,0.591,-0.325,10.074,5.800,98.300,258.200,-0.438,2.703,0.289
2019-06-09-14:50:53.184808,0.632,-0.256,10.009,34.400,63.400,121.400,-0.242,2.875,0.312
2019-06-09-14:50:53.204300,0.658,-0.256,10.069,31.400,119.900,233.000,-0.477,3.078,0.617
2019-06-09-14:50:53.223670,0.653,-0.321,10.045,20.500,90.200,210.100,-0.852,2.789,0.398
2019-06-09-14:50:53.246784,0.696,-0.309,10.102,37.000,83.400,154.600,-0.492,2.758,0.445
2019-06-09-14:50:53.266381,0.665,-0.256,10.074,2.500,-9.600,48.900,-0.633,2.812,0.555
2019-06-09-14:50:53.285994,0.677,-0.292,10.081,30.700,112.000,227.800,-0.445,2.984,0.422
2019-06-09-14:50:53.305539,0.646,-0.306,10.083,27.700,31.100,75.500,-0.664,3.047,0.570
2019-06-09-14:50:53.324954,0.644,-0.270,10.038,30.800,114.100,229.900,-0.688,3.070,0.531
2019-06-09-14:50:53.344330,0.668,-0.278,10.083,18.900,9.600,55.900,-1.031,2.961,0.328
2019-06-09-14:50:53.369871,0.625,-0.282,10.021,-11.000,41.100,183.100,-0.297,2.906,0.414
2019-06-09-14:50:53.389434,0.596,-0.242,9.976,7.700,12.300,75.800,-0.438,2.789,0.445
2019-06-09-14:50:53.408902,0.601,-0.292,9.961,7.700,98.100,262.200,-0.992,2.688,0.312
2019-06-09-14:50:53.428271,0.603,-0.266,9.949,7.700,90.700,248.000,-0.875,2.883,0.469
2019-06-09-14:50:53.447704,0.605,-0.285,10.038,-6.000,82.500,260.300,-0.875,2.930,0.469
2019-06-09-14:50:53.467077,0.632,-0.280,9.980,-13.300,56.100,212.100,-0.688,3.070,0.625
2019-06-09-14:50:53.486508,0.641,-0.249,10.028,16.600,-8.700,29.800,-0.445,2.773,0.492
2019-06-09-14:50:53.505995,0.622,-0.304,10.059,-17.600,-3.700,106.700,-0.305,2.984,0.469
2019-06-09-14:50:53.525387,0.601,-0.306,10.043,-5.300,80.600,257.100,-0.734,2.812,0.484
2019-06-09-14:50:53.544748,0.684,-0.309,10.069,41.000,112.700,205.100,-0.773,2.859,0.508
2019-06-09-14:50:53.564217,0.598,-0.263,10.033,-13.200,-21.200,69.800,-0.812,2.969,0.305
2019-06-09-14:50:53.583594,0.677,-0.287,10.098,30.400,24.600,65.600,-0.688,2.648,0.445
2019-06-09-14:50:53.603101,0.651,-0.333,10.050,-14.600,29.300,170.000,-0.461,2.859,0.469
2019-06-09-14:50:53.622524,0.622,-0.266,10.059,-0.800,-28.100,37.100,-0.203,2.984,0.211
2019-06-09-14:50:53.641885,0.720,-0.280,10.122,38.300,115.800,218.200,-0.508,2.789,0.422
2019-06-09-14:50:53.661327,0.677,-0.342,10.067,0.200,77.600,232.500,-0.789,2.758,0.281
2019-06-09-14:50:53.680678,0.670,-0.325,10.028,40.700,140.000,254.200,-0.773,2.984,0.469
2019-06-09-14:50:53.700024,0.658,-0.311,10.098,17.700,130.100,290.900,-0.734,2.906,0.242
2019-06-09-14:50:53.721556,0.656,-0.297,10.136,29.700,131.700,268.700,-0.797,3.047,0.648
2019-06-09-14:50:53.741386,0.617,-0.313,10.038,-10.400,44.600,184.300,-0.305,2.945,0.398
2019-06-09-14:50:53.761580,0.648,-0.287,10.024,-15.900,2.800,116.700,-0.789,2.992,0.328
2019-06-09-14:50:53.781244,0.648,-0.294,10.024,37.900,72.200,134.400,-0.508,2.898,0.328
2019-06-09-14:50:53.800674,0.663,-0.278,10.043,-12.900,-8.700,89.500,-0.977,3.008,0.398
2019-06-09-14:50:53.820158,0.636,-0.249,10.033,-18.900,7.100,121.000,-0.641,2.711,0.648
2019-06-09-14:50:53.839631,0.646,-0.270,10.021,16.000,-22.100,8.200,-1.078,2.961,0.523
2019-06-09-14:50:53.859005,0.644,-0.249,10.040,36.100,127.800,237.200,-0.516,2.883,0.289
2019-06-09-14:50:53.878379,0.670,-0.306,10.064,33.800,120.000,225.800,-0.414,2.836,0.258
2019-06-09-14:50:53.897845,0.634,-0.290,10.071,3.100,101.600,267.300,-0.570,2.844,0.234
2019-06-09-14:50:53.917284,0.646,-0.292,10.067,37.900,89.500,167.600,-0.445,2.906,0.438
2019-06-09-14:50:53.936654,0.620,-0.313,10.012,-5.100,80.700,246.200,-0.750,2.711,0.336
2019-06-09-14:50:53.956087,0.668,-0.227,10.012,19.000,10.300,51.500,-0.750,2.641,0.445
2019-06-09-14:50:53.975446,0.617,-0.278,9.940,9.700,119.100,282.700,-0.516,2.688,0.352
2019-06-09-14:50:53.994792,0.687,-0.280,10.033,-1.100,-15.700,43.300,-0.516,2.672,0.305
2019-06-09-14:50:54.014307,0.644,-0.282,10.004,6.400,-8.700,42.200,-0.023,2.789,0.156
2019-06-09-14:50:54.033725,0.641,-0.280,10.064,21.500,131.500,285.300,-0.664,2.930,0.461
2019-06-09-14:50:54.053078,0.632,-0.268,10.016,-13.800,4.400,123.800,-0.570,2.922,0.281
2019-06-09-14:50:54.072504,0.620,-0.225,10.091,38.900,79.700,147.700,-0.273,3.188,0.781
2019-06-09-14:50:54.091906,0.639,-0.333,10.035,9.200,-8.700,38.800,-0.727,2.844,0.211
2019-06-09-14:50:54.111298,0.670,-0.323,10.129,-16.700,39.400,184.200,-0.781,2.586,0.367
2019-06-09-14:50:54.130685,0.663,-0.330,10.091,34.100,48.100,104.100,-0.523,3.047,0.219
2019-06-09-14:50:54.150049,0.605,-0.287,10.045,-9.600,73.000,235.000,-0.617,2.648,0.219
2019-06-09-14:50:54.171378,0.569,-0.292,10.067,-7.200,-20.400,50.300,-0.633,2.820,0.367
2019-06-09-14:50:54.190868,0.663,-0.301,10.117,33.100,130.600,247.900,-0.750,2.883,0.367
2019-06-09-14:50:54.210234,0.653,-0.311,10.047,-0.800,34.500,146.400,-0.273,2.898,0.422
2019-06-09-14:50:54.229661,0.660,-0.306,10.040,18.700,12.300,71.300,-0.758,2.992,0.391
2019-06-09-14:50:54.249044,0.639,-0.342,10.062,8.600,23.200,101.600,-0.391,2.961,0.547
2019-06-09-14:50:54.268524,0.665,-0.297,10.081,34.800,46.900,95.000,-0.805,2.836,0.578
2019-06-09-14:50:54.287929,0.682,-0.325,10.083,-8.200,78.300,248.700,-0.648,3.211,0.398
2019-06-09-14:50:54.307320,0.629,-0.328,10.076,12.000,117.900,275.400,-0.820,3.031,0.672
2019-06-09-14:50:54.326749,0.646,-0.287,10.050,5.900,-14.300,34.200,-0.711,2.734,0.492
2019-06-09-14:50:54.346194,0.665,-0.292,10.071,16.000,128.800,289.700,-0.562,2.836,0.594
2019-06-09-14:50:54.365580,0.603,-0.251,10.055,3.900,-14.200,31.600,-0.305,2.906,0.336
2019-06-09-14:50:54.385026,0.613,-0.309,10.071,12.200,122.300,288.000,-0.867,3.031,0.414
2019-06-09-14:50:54.404388,0.629,-0.234,9.942,20.500,133.900,290.000,-0.961,3.055,0.305
2019-06-09-14:50:54.423828,0.644,-0.280,10.028,-0.100,105.300,278.300,-0.539,2.859,0.555
2019-06-09-14:50:54.443228,0.663,-0.292,10.064,36.200,48.200,95.800,-0.680,2.711,0.469
2019-06-09-14:50:54.462590,0.680,-0.301,10.050,38.100,90.100,159.100,-0.680,2.672,0.602
2019-06-09-14:50:54.481936,0.644,-0.292,10.040,36.800,121.200,217.300,-0.789,2.617,0.336
2019-06-09-14:50:54.501421,0.620,-0.345,10.074,-16.600,14.700,150.000,-0.805,2.898,0.414
2019-06-09-14:50:54.520880,0.672,-0.347,10.086,-10.900,64.500,228.400,-0.867,3.117,0.570
2019-06-09-14:50:54.540362,0.632,-0.352,10.146,24.800,17.800,56.700,-0.008,2.922,0.469
2019-06-09-14:50:54.565577,0.653,-0.285,10.083,35.400,126.500,230.100,-0.109,2.961,0.398
2019-06-09-14:50:54.585145,0.656,-0.275,10.045,-15.000,-18.000,67.400,-0.945,2.883,0.438
2019-06-09-14:50:54.604603,0.598,-0.256,9.973,36.300,133.800,244.100,-0.578,3.016,0.367
2019-06-09-14:50:54.624110,0.632,-0.282,10.035,-14.400,-18.700,61.100,-0.367,2.812,0.445
2019-06-09-14:50:54.643564,0.687,-0.256,10.031,40.400,68.300,122.100,-0.570,2.602,0.523
2019-06-09-14:50:54.662941,0.656,-0.299,10.102,-17.500,33.300,190.100,-0.492,2.859,0.445
2019-06-09-14:50:54.682383,0.651,-0.294,10.079,5.300,-28.000,10.900,-0.828,2.711,0.648
2019-06-09-14:50:54.701761,0.641,-0.278,10.014,42.100,85.700,142.700,-0.547,2.969,0.492
2019-06-09-14:50:54.721212,0.641,-0.213,10.031,24.800,-0.800,31.600,-0.305,2.773,0.312
2019-06-09-14:50:54.740650,0.658,-0.301,10.114,19.500,147.100,310.900,-0.562,2.859,0.281
2019-06-09-14:50:54.760168,0.672,-0.321,10.064,29.900,149.300,289.900,-0.148,2.820,0.375
2019-06-09-14:50:54.779666,0.636,-0.311,10.038,41.700,129.800,220.400,-0.336,3.008,0.312
2019-06-09-14:50:54.799065,0.632,-0.309,10.033,-22.000,-12.600,84.900,-0.344,2.820,0.398
