Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-06-09-14:53:16.660874,0.658,-0.352,10.124,22.300,130.300,43.600,-0.695,3.250,0.516
2019-06-09-14:53:16.680316,0.627,-0.323,10.112,21.600,130.000,44.600,-0.547,2.727,0.531
2019-06-09-14:53:16.699832,0.658,-0.330,10.081,21.900,129.100,43.800,-0.438,2.617,0.305
2019-06-09-14:53:16.719376,0.682,-0.321,10.131,21.700,130.500,44.200,-0.422,3.273,0.555
2019-06-09-14:53:16.738823,0.684,-0.330,10.162,20.800,129.100,44.200,-0.422,2.750,0.391
2019-06-09-14:53:16.758260,0.636,-0.333,10.059,21.700,128.800,42.600,-0.547,2.664,0.602
2019-06-09-14:53:16.777763,0.663,-0.328,10.134,21.700,129.900,43.100,-0.539,2.930,0.523
2019-06-09-14:53:16.797332,0.653,-0.323,10.148,22.100,128.500,44.200,-0.852,2.688,0.375
2019-06-09-14:53:16.816897,0.641,-0.371,10.102,20.900,129.200,42.200,-0.641,3.008,0.414
2019-06-09-14:53:16.836386,0.644,-0.246,10.040,21.700,129.900,42.200,-0.641,2.773,0.375
2019-06-09-14:53:16.855926,0.651,-0.251,10.079,21.600,129.700,43.500,-0.641,2.930,0.422
2019-06-09-14:53:16.875392,0.660,-0.246,10.071,22.500,128.900,42.700,-0.398,2.820,0.375
2019-06-09-14:53:16.894855,0.646,-0.301,10.067,21.000,129.700,43.900,-0.781,3.188,0.523
2019-06-09-14:53:16.914360,0.651,-0.285,10.040,22.500,129.700,44.000,-0.547,2.906,0.445
2019-06-09-14:53:16.933806,0.634,-0.254,10.086,21.700,129.200,43.200,-0.531,2.789,0.398
2019-06-09-14:53:16.953280,0.641,-0.301,10.052,22.300,130.200,43.000,-0.305,3.156,0.398
2019-06-09-14:53:16.972717,0.646,-0.299,10.057,21.200,129.600,43.600,-0.758,3.031,0.352
2019-06-09-14:53:16.992135,0.620,-0.287,10.047,21.800,129.300,44.200,-0.680,2.617,0.281
2019-06-09-14:53:17.011881,0.634,-0.256,10.035,22.400,128.400,41.700,-0.492,2.562,0.414
2019-06-09-14:53:17.031403,0.651,-0.282,10.064,22.200,128.600,42.900,-0.656,2.750,0.461
2019-06-09-14:53:17.050866,0.629,-0.321,10.129,21.900,128.700,42.800,-0.711,2.750,0.367
2019-06-09-14:53:17.070309,0.651,-0.311,10.043,21.900,128.100,42.800,-0.484,2.711,0.422
2019-06-09-14:53:17.089757,0.694,-0.340,10.093,22.600,129.300,43.200,-0.383,3.031,0.219
2019-06-09-14:53:17.109273,0.684,-0.297,10.143,21.500,128.500,42.900,-0.391,2.789,0.547
2019-06-09-14:53:17.128743,0.646,-0.330,10.083,22.500,129.000,43.700,-0.547,2.797,0.438
2019-06-09-14:53:17.148182,0.653,-0.306,10.095,21.700,128.100,43.400,-0.391,2.711,0.305
2019-06-09-14:53:17.167688,0.660,-0.325,10.141,21.300,129.200,44.400,-0.445,2.906,0.641
2019-06-09-14:53:17.187116,0.656,-0.311,10.138,21.900,129.200,43.200,-0.836,2.859,0.492
2019-06-09-14:53:17.206614,0.663,-0.311,10.112,21.500,130.200,44.300,-1.047,2.750,0.461
2019-06-09-14:53:17.226105,0.644,-0.342,10.088,22.100,129.100,43.300,-0.531,2.758,0.438
2019-06-09-14:53:17.245545,0.677,-0.292,10.062,21.800,129.600,44.000,-0.414,2.930,0.445
2019-06-09-14:53:17.264999,0.656,-0.268,10.009,21.100,128.600,43.100,-0.594,2.672,0.523
2019-06-09-14:53:17.284480,0.641,-0.290,10.067,21.600,129.100,44.700,-0.883,2.922,0.523
2019-06-09-14:53:17.308595,0.668,-0.325,10.129,22.500,128.600,43.000,-0.812,3.016,0.617
2019-06-09-14:53:17.328168,0.665,-0.340,10.122,21.300,129.200,44.400,-0.469,2.734,0.469
2019-06-09-14:53:17.347718,0.684,-0.321,10.122,21.900,129.800,45.200,-0.391,2.945,0.648
2019-06-09-14:53:17.367173,0.665,-0.340,10.126,22.400,129.200,43.200,-0.547,3.031,0.391
2019-06-09-14:53:17.386631,0.663,-0.359,10.134,21.900,128.900,44.100,-0.953,2.883,0.461
2019-06-09-14:53:17.406170,0.660,-0.345,10.136,21.800,129.100,43.900,-0.688,2.984,0.281
2019-06-09-14:53:17.425686,0.646,-0.268,10.138,22.100,130.600,43.600,-0.484,2.883,0.469
2019-06-09-14:53:17.445140,0.639,-0.266,10.040,22.200,129.000,43.800,-0.812,2.727,0.555
2019-06-09-14:53:17.464568,0.651,-0.278,10.026,22.500,128.400,42.900,0.133,2.719,0.227
2019-06-09-14:53:17.484081,0.641,-0.263,10.055,22.600,128.700,41.600,-0.727,2.883,0.531
2019-06-09-14:53:17.503526,0.644,-0.275,10.016,22.700,129.300,43.400,-0.883,2.922,0.523
2019-06-09-14:53:17.523026,0.651,-0.285,10.055,22.600,128.000,43.900,-0.539,2.945,0.484
2019-06-09-14:53:17.542483,0.663,-0.266,10.040,21.800,128.800,43.600,-0.656,2.883,0.422
2019-06-09-14:53:17.562162,0.636,-0.258,10.019,22.000,129.100,43.200,-0.320,2.945,0.578
2019-06-09-14:53:17.581882,0.627,-0.280,10.024,22.800,129.900,43.300,-0.562,2.961,0.391
2019-06-09-14:53:17.601398,0.668,-0.285,10.100,22.400,129.300,43.300,-0.656,2.703,0.336
2019-06-09-14:53:17.620952,0.646,-0.280,10.083,21.000,129.600,43.200,-0.492,2.664,0.172
2019-06-09-14:53:17.640504,0.663,-0.309,10.052,22.400,129.800,43.300,-0.812,2.672,0.641
2019-06-09-14:53:17.659965,0.658,-0.287,10.086,22.000,129.300,45.800,-0.438,2.664,0.625
2019-06-09-14:53:17.679512,0.656,-0.299,10.081,21.700,129.300,42.800,-0.438,2.898,0.648
2019-06-09-14:53:17.702374,0.651,-0.313,10.086,21.600,130.600,44.900,-0.711,2.922,0.469
2019-06-09-14:53:17.722086,0.653,-0.287,10.081,21.800,129.000,43.800,-0.703,2.758,0.734
2019-06-09-14:53:17.741684,0.634,-0.321,10.105,22.600,128.800,43.400,-0.617,2.734,0.484
2019-06-09-14:53:17.761200,0.648,-0.309,10.067,22.800,130.000,44.400,-0.906,2.961,0.570
2019-06-09-14:53:17.780670,0.665,-0.301,10.100,21.800,128.900,45.200,-0.227,2.836,0.727
2019-06-09-14:53:17.800227,0.677,-0.330,10.114,21.400,129.900,43.200,-0.242,2.797,0.492
2019-06-09-14:53:17.819718,0.682,-0.335,10.083,22.600,128.200,44.600,-0.539,2.969,0.492
2019-06-09-14:53:17.839196,0.665,-0.321,10.124,22.300,129.100,44.700,-0.562,2.586,0.445
2019-06-09-14:53:17.858708,0.680,-0.325,10.134,22.800,128.800,43.700,-0.633,2.930,0.594
2019-06-09-14:53:17.878184,0.651,-0.337,10.141,21.900,127.800,44.400,-0.180,3.031,0.234
2019-06-09-14:53:17.897760,0.658,-0.325,10.141,22.300,128.700,44.300,-0.484,2.602,0.484
2019-06-09-14:53:17.917228,0.675,-0.330,10.114,22.400,128.600,42.800,-0.711,2.898,0.258
2019-06-09-14:53:17.936764,0.677,-0.342,10.131,21.300,128.700,43.800,-0.641,2.992,0.648
2019-06-09-14:53:17.956233,0.653,-0.335,10.122,22.100,128.400,42.800,-0.594,2.969,0.289
2019-06-09-14:53:17.975682,0.668,-0.328,10.138,21.700,130.300,43.500,-0.391,2.758,0.625
2019-06-09-14:53:17.995122,0.644,-0.278,10.141,20.700,128.400,43.700,-0.812,3.203,0.375
2019-06-09-14:53:18.014552,0.653,-0.275,10.055,21.900,129.600,44.300,-0.727,2.797,0.531
2019-06-09-14:53:18.034227,0.646,-0.282,10.059,22.300,129.500,43.800,-0.992,2.664,0.594
2019-06-09-14:53:18.053745,0.636,-0.275,10.012,22.600,128.700,43.700,-0.656,2.961,0.422
2019-06-09-14:53:18.073286,0.644,-0.290,10.059,22.000,128.600,41.700,-0.781,3.008,0.375
2019-06-09-14:53:18.092815,0.648,-0.280,10.038,22.100,128.700,45.000,-1.164,2.789,0.617
2019-06-09-14:53:18.112426,0.644,-0.263,10.016,21.400,128.600,43.500,-0.367,2.812,0.508
2019-06-09-14:53:18.131985,0.636,-0.278,10.064,21.800,129.000,43.600,-0.414,2.930,0.641
2019-06-09-14:53:18.151546,0.644,-0.297,10.064,22.100,130.100,43.200,-0.477,3.078,0.492
2019-06-09-14:53:18.170998,0.665,-0.287,10.064,20.600,129.600,42.900,-0.758,2.875,0.508
2019-06-09-14:53:18.190431,0.639,-0.292,10.079,22.200,129.900,44.100,-0.289,2.734,0.523
2019-06-09-14:53:18.209901,0.656,-0.292,10.062,22.200,129.400,44.300,-0.344,2.945,0.641
2019-06-09-14:53:18.229454,0.665,-0.299,10.074,22.000,130.300,43.400,-0.570,2.773,0.578
2019-06-09-14:53:18.248926,0.651,-0.290,10.071,22.000,129.400,43.600,-0.734,2.906,0.234
2019-06-09-14:53:18.268418,0.646,-0.297,10.110,22.200,129.300,44.100,-0.203,2.820,0.484
2019-06-09-14:53:18.288009,0.658,-0.304,10.057,21.000,129.200,43.700,-0.641,3.016,0.367
2019-06-09-14:53:18.307724,0.644,-0.301,10.110,22.200,129.100,43.700,-0.680,2.875,0.312
2019-06-09-14:53:18.327201,0.668,-0.285,10.095,21.900,129.100,42.800,-0.297,2.797,0.211
2019-06-09-14:53:18.346714,0.672,-0.318,10.069,21.600,129.300,44.800,-0.711,2.734,0.422
2019-06-09-14:53:18.366161,0.660,-0.325,10.138,21.800,129.400,42.900,-0.812,3.188,0.266
2019-06-09-14:53:18.385606,0.648,-0.301,10.136,22.100,129.000,44.200,-0.805,2.820,0.461
2019-06-09-14:53:18.405048,0.675,-0.325,10.098,22.200,129.900,43.900,-0.859,2.984,0.312
2019-06-09-14:53:18.424464,0.629,-0.325,10.143,22.400,128.900,43.700,-0.516,2.922,0.531
2019-06-09-14:53:18.444021,0.658,-0.263,10.131,21.600,130.100,44.200,-0.969,2.930,0.391
2019-06-09-14:53:18.463532,0.639,-0.278,10.079,22.000,128.900,44.300,-0.297,2.898,0.367
2019-06-09-14:53:18.482957,0.632,-0.285,10.021,21.300,129.400,44.100,-0.445,2.797,0.148
2019-06-09-14:53:18.505694,0.641,-0.268,10.035,20.800,129.000,43.100,-0.641,2.734,0.531
2019-06-09-14:53:18.525264,0.680,-0.337,10.126,22.200,129.100,43.700,-0.672,3.016,0.711
2019-06-09-14:53:18.544812,0.668,-0.337,10.136,22.400,129.600,44.400,-0.320,2.789,0.219
2019-06-09-14:53:18.564375,0.735,-0.342,10.148,20.000,99.600,237.600,-0.711,2.961,0.148
2019-06-09-14:53:18.583829,0.605,-0.342,10.126,15.500,73.200,187.300,-0.391,2.703,0.578
2019-06-09-14:53:18.603274,0.613,-0.304,10.033,8.600,99.400,255.200,-0.148,2.984,0.312
2019-06-09-14:53:18.622746,0.636,-0.278,9.983,16.900,65.500,187.100,-0.438,2.898,0.266
2019-06-09-14:53:18.642357,0.644,-0.258,10.033,3.900,85.400,215.000,-0.633,2.945,0.422
2019-06-09-14:53:18.661836,0.749,-0.268,10.083,13.400,101.500,144.500,-0.383,3.117,0.234
2019-06-09-14:53:18.681351,0.625,-0.287,10.024,9.900,86.800,143.400,-0.328,2.875,0.484
2019-06-09-14:53:18.700782,0.636,-0.290,10.074,17.200,74.400,21.400,-0.680,2.789,0.672
2019-06-09-14:53:18.720224,0.651,-0.273,10.043,32.000,132.400,57.000,-0.469,2.758,0.461
2019-06-09-14:53:18.739666,0.641,-0.270,10.040,-2.600,51.800,147.800,-0.750,2.945,0.391
2019-06-09-14:53:18.759149,0.641,-0.292,10.055,27.700,94.100,23.700,-0.773,2.820,0.336
2019-06-09-14:53:18.778575,0.663,-0.290,10.057,2.000,64.400,175.500,-0.680,2.961,0.508
2019-06-09-14:53:18.800234,0.653,-0.275,10.076,26.500,116.500,94.900,-0.852,2.812,0.547
2019-06-09-14:53:18.819797,0.634,-0.285,10.064,-4.100,44.700,146.800,-0.375,2.930,0.492
2019-06-09-14:53:18.839253,0.660,-0.299,10.079,14.500,72.200,51.800,-0.445,2.898,0.727
2019-06-09-14:53:18.858778,0.646,-0.311,10.091,21.300,80.400,55.100,-0.711,2.844,0.391
2019-06-09-14:53:18.878234,0.653,-0.309,10.062,16.400,81.400,100.200,-0.664,2.930,0.578
2019-06-09-14:53:18.900923,0.656,-0.311,10.086,14.700,81.300,123.900,-0.828,2.906,0.523
2019-06-09-14:53:18.920819,0.660,-0.318,10.079,7.600,67.700,99.600,-0.281,3.094,0.578
2019-06-09-14:53:18.940341,0.653,-0.321,10.110,15.400,83.600,104.200,-0.133,2.875,0.469
2019-06-09-14:53:18.959871,0.660,-0.313,10.117,13.000,80.000,104.400,-0.195,2.961,0.391
2019-06-09-14:53:18.979429,0.660,-0.335,10.124,10.100,87.700,157.900,-0.758,2.711,0.492
2019-06-09-14:53:18.998883,0.644,-0.321,10.117,19.500,70.100,71.600,-0.688,2.789,0.492
2019-06-09-14:53:19.018313,0.677,-0.309,10.141,14.000,96.500,170.300,-0.320,2.789,0.469
2019-06-09-14:53:19.037822,0.658,-0.316,10.110,9.000,54.000,105.900,-0.664,3.070,0.523
2019-06-09-14:53:19.057361,0.653,-0.349,10.146,8.100,41.400,81.100,-0.328,2.844,0.523
2019-06-09-14:53:19.076837,0.677,-0.313,10.100,2.600,58.600,152.000,-0.977,2.930,0.352
2019-06-09-14:53:19.096287,0.668,-0.342,10.110,19.400,54.700,43.000,-0.438,2.773,0.445
2019-06-09-14:53:19.115836,0.687,-0.361,10.131,27.300,118.400,153.200,-0.812,2.758,0.414
2019-06-09-14:53:19.135280,0.663,-0.330,10.138,2.600,48.400,154.600,-0.609,2.789,0.422
2019-06-09-14:53:19.154768,0.656,-0.340,10.138,23.200,94.900,136.900,-0.219,2.859,0.211
2019-06-09-14:53:19.174313,0.651,-0.333,10.138,10.500,64.300,126.300,-0.461,2.875,0.547
2019-06-09-14:53:19.193764,0.665,-0.345,10.122,16.800,75.000,121.600,-0.469,2.812,0.484
2019-06-09-14:53:19.213238,0.644,-0.323,10.114,10.500,78.300,170.600,-0.594,3.227,0.492
2019-06-09-14:53:19.232773,0.668,-0.325,10.129,13.900,90.600,176.800,-0.664,2.844,0.531
2019-06-09-14:53:19.252321,0.656,-0.258,10.179,25.600,57.800,62.200,-0.109,2.883,0.172
2019-06-09-14:53:19.271867,0.648,-0.254,10.040,10.900,66.000,139.600,-0.641,3.047,0.594
2019-06-09-14:53:19.291455,0.632,-0.275,10.095,16.600,63.500,118.200,-1.000,2.844,0.305
2019-06-09-14:53:19.310982,0.648,-0.275,10.047,15.000,57.300,102.700,-0.617,2.992,0.375
2019-06-09-14:53:19.330449,0.660,-0.282,10.055,16.400,67.200,122.000,-0.664,2.984,0.312
2019-06-09-14:53:19.349891,0.651,-0.280,10.028,15.400,73.700,141.600,-0.406,3.031,0.336
2019-06-09-14:53:19.369487,0.648,-0.275,10.033,25.900,112.600,174.100,-0.141,2.992,0.531
2019-06-09-14:53:19.388954,0.651,-0.285,10.043,27.200,74.200,99.300,-0.812,2.844,0.414
2019-06-09-14:53:19.408377,0.660,-0.309,10.035,17.700,105.400,201.600,-0.680,2.945,0.852
2019-06-09-14:53:19.427883,0.639,-0.290,10.105,-4.600,43.700,138.800,-0.398,2.789,0.570
2019-06-09-14:53:19.447309,0.641,-0.294,10.059,20.800,64.200,81.800,-0.609,2.758,0.531
2019-06-09-14:53:19.466779,0.672,-0.278,10.055,8.800,95.900,206.900,-0.664,3.078,0.352
2019-06-09-14:53:19.486239,0.641,-0.316,10.057,12.000,103.700,209.600,-0.273,3.156,0.367
2019-06-09-14:53:19.505689,0.665,-0.333,10.095,29.200,99.100,128.700,-0.203,2.922,0.492
2019-06-09-14:53:19.525122,0.684,-0.323,10.105,18.400,52.800,66.900,-0.398,2.945,0.547
2019-06-09-14:53:19.544574,0.644,-0.342,10.112,27.000,116.700,179.200,-0.703,2.859,0.352
2019-06-09-14:53:19.564143,0.653,-0.359,10.131,5.200,52.700,115.800,-0.734,2.773,0.438
2019-06-09-14:53:19.583644,0.694,-0.337,10.124,6.500,53.200,155.100,-0.727,2.969,0.570
2019-06-09-14:53:19.603087,0.670,-0.328,10.122,8.000,47.000,100.700,0.023,2.750,0.430
2019-06-09-14:53:19.622553,0.653,-0.340,10.162,1.700,40.300,139.000,-0.859,2.625,0.648
2019-06-09-14:53:19.642016,0.663,-0.330,10.124,26.300,96.200,140.800,-0.516,2.898,0.492
2019-06-09-14:53:19.661670,0.625,-0.266,10.107,5.400,31.400,83.200,-0.492,3.047,0.438
2019-06-09-14:53:19.681287,0.682,-0.306,10.083,10.700,53.600,113.900,-0.594,2.945,0.398
2019-06-09-14:53:19.702715,0.656,-0.290,10.031,8.600,51.600,124.300,-0.781,2.641,0.445
2019-06-09-14:53:19.722578,0.658,-0.333,10.136,9.700,69.600,169.000,-0.570,2.875,0.523
2019-06-09-14:53:19.742091,0.663,-0.325,10.134,18.600,80.800,152.900,-0.008,2.805,0.555
2019-06-09-14:53:19.761643,0.677,-0.347,10.088,18.000,98.900,186.600,-0.594,2.984,0.414
2019-06-09-14:53:19.781260,0.632,-0.299,10.076,8.300,48.800,122.000,-0.594,2.617,0.445
2019-06-09-14:53:19.800799,0.634,-0.261,10.024,8.500,51.600,126.700,-0.633,2.750,0.438
2019-06-09-14:53:19.820332,0.636,-0.275,10.028,-3.500,48.500,161.400,-0.805,2.773,0.492
2019-06-09-14:53:19.839794,0.658,-0.282,10.035,18.100,72.000,150.200,-0.516,2.922,0.461
2019-06-09-14:53:19.859511,0.641,-0.275,10.055,7.900,52.200,126.700,-0.781,2.758,0.375
2019-06-09-14:53:19.879068,0.670,-0.297,10.047,8.400,80.300,187.800,-0.562,2.812,0.570
2019-06-09-14:53:19.898551,0.656,-0.254,10.112,23.000,101.300,177.400,-0.727,2.906,0.438
2019-06-09-14:53:19.918015,0.641,-0.275,10.100,23.800,98.200,168.500,-0.898,2.906,0.461
2019-06-09-14:53:19.937508,0.613,-0.297,10.033,21.200,63.100,109.500,-0.750,2.711,0.125
2019-06-09-14:53:19.956976,0.646,-0.294,10.038,4.400,77.600,196.700,-0.383,3.031,0.375
2019-06-09-14:53:19.976467,0.668,-0.299,10.062,32.700,97.700,148.200,-0.320,2.969,0.219
2019-06-09-14:53:19.996076,0.644,-0.278,10.033,28.900,69.600,108.500,-0.328,3.055,0.672
2019-06-09-14:53:20.015519,0.646,-0.278,10.052,22.700,43.800,73.400,-0.492,3.273,0.602
2019-06-09-14:53:20.034956,0.658,-0.337,10.057,10.000,108.300,245.300,-0.711,3.094,0.367
2019-06-09-14:53:20.054672,0.658,-0.285,10.119,33.600,81.500,118.800,-0.305,2.664,0.555
2019-06-09-14:53:20.074410,0.632,-0.297,10.076,5.300,34.300,103.900,-0.414,2.883,0.242
2019-06-09-14:53:20.094114,0.632,-0.309,10.112,17.600,45.000,108.000,-0.688,2.820,0.312
2019-06-09-14:53:20.114199,0.663,-0.318,10.086,6.200,32.100,102.000,-1.016,2.789,0.492
2019-06-09-14:53:20.133757,0.665,-0.309,10.114,14.800,41.300,103.800,-0.734,2.945,0.547
2019-06-09-14:53:20.153279,0.651,-0.297,10.107,15.400,43.000,104.100,-0.711,2.961,0.492
2019-06-09-14:53:20.172743,0.660,-0.301,10.114,8.600,31.500,104.500,-0.562,2.750,0.625
2019-06-09-14:53:20.192363,0.641,-0.347,10.088,3.700,34.700,120.800,-0.453,3.008,0.305
2019-06-09-14:53:20.211867,0.656,-0.325,10.117,18.000,90.500,187.300,-0.539,2.750,0.445
2019-06-09-14:53:20.231406,0.665,-0.337,10.098,9.300,76.300,174.100,-0.375,2.516,0.602
2019-06-09-14:53:20.250863,0.653,-0.335,10.122,7.700,64.400,162.200,-0.398,3.164,0.547
2019-06-09-14:53:20.270323,0.641,-0.275,10.158,17.200,66.800,146.500,-0.156,2.922,0.617
2019-06-09-14:53:20.289943,0.639,-0.280,10.016,7.100,50.200,141.400,-0.250,2.758,0.469
2019-06-09-14:53:20.311627,0.653,-0.325,10.100,17.800,65.800,140.500,-0.711,2.961,0.641
2019-06-09-14:53:20.331219,0.629,-0.294,10.122,18.300,65.800,140.300,-0.547,2.984,0.469
2019-06-09-14:53:20.350758,0.708,-0.335,10.136,10.600,44.900,122.000,-0.508,2.906,0.266
2019-06-09-14:53:20.370220,0.658,-0.270,10.162,6.600,46.800,133.700,-0.758,2.836,0.484
2019-06-09-14:53:20.389810,0.656,-0.251,10.024,15.200,83.500,174.600,-0.367,2.750,0.711
2019-06-09-14:53:20.409280,0.644,-0.234,9.971,1.600,24.300,111.200,-0.633,2.961,0.445
2019-06-09-14:53:20.428759,0.651,-0.304,10.024,5.700,89.000,220.200,-0.203,2.883,0.758
2019-06-09-14:53:20.448210,0.651,-0.282,10.043,20.900,73.800,151.600,-0.641,2.930,0.445
2019-06-09-14:53:20.467725,0.658,-0.316,10.045,13.100,40.700,108.400,-0.773,2.750,0.523
2019-06-09-14:53:20.487217,0.620,-0.290,10.069,14.100,45.000,112.600,-0.438,2.859,0.375
2019-06-09-14:53:20.506674,0.648,-0.297,10.052,10.400,79.000,189.200,-1.133,3.133,0.508
2019-06-09-14:53:20.530033,0.680,-0.292,10.102,12.400,39.000,105.300,-0.781,2.922,0.438
2019-06-09-14:53:20.549642,0.670,-0.290,10.052,19.900,86.000,170.500,-0.133,2.625,0.617
2019-06-09-14:53:20.569101,0.608,-0.299,10.059,0.500,43.000,134.900,-0.758,2.641,0.555
2019-06-09-14:53:20.588605,0.632,-0.275,10.047,16.000,23.200,69.800,-0.750,2.961,0.578
2019-06-09-14:53:20.608083,0.613,-0.321,10.102,2.400,87.800,223.000,-0.641,2.906,0.375
2019-06-09-14:53:20.627642,0.605,-0.270,10.026,28.400,106.200,197.600,-0.555,3.055,0.414
2019-06-09-14:53:20.647123,0.656,-0.268,10.071,5.000,9.300,71.400,-0.688,2.883,0.570
2019-06-09-14:53:20.666565,0.648,-0.323,10.071,2.000,87.100,224.700,-0.562,2.672,0.672
2019-06-09-14:53:20.686086,0.646,-0.301,10.076,22.900,62.800,134.500,-0.375,2.875,0.469
2019-06-09-14:53:20.705592,0.665,-0.325,10.146,-2.400,12.300,90.400,-0.758,2.812,0.445
2019-06-09-14:53:20.725024,0.689,-0.335,10.088,7.400,97.900,233.500,-0.656,2.797,0.461
2019-06-09-14:53:20.744441,0.632,-0.342,10.129,29.600,77.900,142.600,-0.625,3.117,0.266
2019-06-09-14:53:20.763914,0.665,-0.311,10.172,18.200,93.900,208.800,-0.656,2.984,0.375
2019-06-09-14:53:20.783401,0.663,-0.328,10.074,3.300,28.600,114.300,-0.656,2.898,0.438
2019-06-09-14:53:20.802972,0.632,-0.321,10.107,10.900,84.900,202.600,-0.461,2.789,0.102
2019-06-09-14:53:20.822439,0.670,-0.306,10.136,13.500,35.200,113.900,-0.711,3.078,0.414
2019-06-09-14:53:20.841884,0.680,-0.347,10.129,19.800,64.700,140.200,-0.422,3.008,0.602
2019-06-09-14:53:20.861412,0.656,-0.318,10.105,10.000,78.400,197.200,-0.906,2.727,0.531
2019-06-09-14:53:20.880864,0.639,-0.301,10.162,10.100,31.800,115.200,-0.539,2.703,0.820
2019-06-09-14:53:20.900394,0.658,-0.335,10.117,3.500,39.700,131.200,-0.641,2.812,0.594
2019-06-09-14:53:20.920285,0.648,-0.371,10.124,18.300,57.500,135.800,-0.828,2.625,0.523
2019-06-09-14:53:20.939845,0.682,-0.366,10.155,10.200,58.400,157.300,-0.375,3.070,0.398
2019-06-09-14:53:20.959487,0.632,-0.249,10.119,12.600,65.900,169.800,-0.414,2.648,0.602
2019-06-09-14:53:20.978990,0.639,-0.280,9.971,19.900,42.500,108.500,-0.875,2.812,0.312
2019-06-09-14:53:20.998502,0.641,-0.292,10.088,9.900,50.100,147.100,-0.969,2.812,0.594
2019-06-09-14:53:21.018038,0.639,-0.261,10.086,23.100,70.300,148.800,-0.930,2.844,0.711
2019-06-09-14:53:21.037594,0.670,-0.301,10.004,17.400,34.600,106.000,-0.711,2.844,0.461
2019-06-09-14:53:21.057066,0.625,-0.278,9.985,0.300,47.600,165.500,-0.289,2.984,0.555
2019-06-09-14:53:21.076592,0.613,-0.270,10.026,23.200,67.300,149.600,-0.883,3.078,0.531
2019-06-09-14:53:21.096132,0.677,-0.268,10.093,13.600,41.700,120.300,-0.477,2.992,0.375
2019-06-09-14:53:21.115680,0.677,-0.306,10.033,16.800,116.300,261.900,-0.664,2.859,0.445
2019-06-09-14:53:21.135127,0.658,-0.251,9.995,3.900,39.900,147.000,-0.320,2.930,0.266
2019-06-09-14:53:21.154562,0.680,-0.273,10.079,6.800,22.900,87.800,-0.570,2.875,0.258
2019-06-09-14:53:21.174181,0.636,-0.299,10.088,7.400,89.600,223.900,-0.508,2.930,0.188
2019-06-09-14:53:21.193676,0.629,-0.349,10.057,-4.000,51.500,172.500,-0.633,2.969,0.547
2019-06-09-14:53:21.213248,0.653,-0.294,10.124,21.100,103.500,218.000,-0.352,3.016,0.578
2019-06-09-14:53:21.232724,0.644,-0.316,10.122,10.200,100.400,231.500,-0.883,2.844,0.336
2019-06-09-14:53:21.252275,0.658,-0.330,10.107,12.200,31.200,87.900,-0.609,2.859,0.602
2019-06-09-14:53:21.271753,0.660,-0.299,10.086,24.000,98.300,205.400,-0.586,2.883,0.367
2019-06-09-14:53:21.291372,0.675,-0.285,10.040,39.800,84.400,147.000,-0.703,2.898,0.375
2019-06-09-14:53:21.314428,0.665,-0.282,10.105,40.100,116.100,201.700,-0.602,2.992,0.648
2019-06-09-14:53:21.334083,0.660,-0.270,10.076,24.000,31.100,70.900,-0.664,2.961,0.438
2019-06-09-14:53:21.353565,0.641,-0.345,10.126,-12.700,-15.000,73.500,-0.328,2.844,0.414
2019-06-09-14:53:21.373037,0.680,-0.294,10.100,32.200,48.500,92.000,-0.539,2.969,0.461
2019-06-09-14:53:21.392493,0.639,-0.285,10.107,39.500,100.800,173.300,-0.734,2.672,0.352
2019-06-09-14:53:21.411989,0.639,-0.368,10.117,3.400,112.500,286.900,-0.547,2.992,0.492
2019-06-09-14:53:21.431540,0.644,-0.323,10.174,-4.300,98.100,272.500,-0.453,3.016,0.328
2019-06-09-14:53:21.450972,0.682,-0.335,10.186,25.800,148.600,296.800,-0.953,2.664,0.617
2019-06-09-14:53:21.470397,0.639,-0.347,10.100,-21.100,31.900,170.500,-0.664,2.844,0.438
2019-06-09-14:53:21.489811,0.634,-0.263,10.081,12.500,-13.800,11.300,-0.727,2.820,0.555
2019-06-09-14:53:21.509240,0.634,-0.357,10.150,-20.300,35.300,174.300,-0.625,3.180,0.492
2019-06-09-14:53:21.528728,0.692,-0.357,10.110,3.000,-25.000,10.700,-0.539,3.133,0.531
2019-06-09-14:53:21.548193,0.639,-0.258,10.126,14.000,-11.700,13.000,-0.828,2.859,0.617
2019-06-09-14:53:21.567721,0.639,-0.280,10.050,32.100,147.000,279.800,-0.680,2.727,0.461
2019-06-09-14:53:21.587172,0.601,-0.323,10.081,33.900,144.700,269.000,-0.531,2.797,0.438
2019-06-09-14:53:21.606605,0.632,-0.287,10.000,-21.300,39.700,186.100,-0.297,2.969,0.555
2019-06-09-14:53:21.626156,0.641,-0.309,10.057,-18.900,-17.900,74.300,-0.539,2.797,0.570
2019-06-09-14:53:21.645619,0.663,-0.280,10.079,3.400,115.700,290.100,-0.172,2.750,0.469
2019-06-09-14:53:21.665059,0.589,-0.268,10.012,-18.100,53.800,209.100,-0.367,2.930,0.469
