Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-02:26:54.034863,0.345,-0.187,10.107,1.900,3.600,61.500,-0.602,2.180,-0.164
2019-05-26-02:26:54.144979,0.383,-0.282,10.095,1.000,3.000,62.400,-1.117,2.711,-0.328
2019-05-26-02:26:54.254739,0.675,-0.330,10.627,2.200,3.900,61.700,-1.070,2.930,0.312
2019-05-26-02:26:54.364523,0.416,-0.177,10.148,2.100,3.000,60.900,-1.383,2.938,-0.188
2019-05-26-02:26:54.474187,0.376,-0.132,10.186,1.400,3.800,61.400,-0.719,3.164,0.102
2019-05-26-02:26:54.584084,0.237,-0.230,10.024,2.200,3.300,61.700,-1.227,2.461,-0.484
2019-05-26-02:26:54.693879,0.292,-0.160,10.134,1.500,4.700,62.000,-0.695,3.008,0.031
2019-05-26-02:26:54.803555,0.251,-0.129,10.146,1.400,4.000,62.300,-1.305,2.328,-0.383
2019-05-26-02:26:54.914030,0.373,-0.242,10.083,1.800,3.000,61.200,-1.289,2.711,-0.125
2019-05-26-02:26:55.023982,0.299,-0.172,10.153,1.300,3.600,61.600,-1.164,2.820,-0.227
2019-05-26-02:26:55.133798,0.732,-0.220,10.387,1.400,5.100,62.900,-1.438,3.594,0.109
2019-05-26-02:26:55.243497,0.364,-0.170,10.184,1.300,3.300,61.100,-1.445,2.625,0.008
2019-05-26-02:26:55.353505,0.337,-0.120,10.409,1.300,4.300,61.100,-0.602,2.625,-0.148
2019-05-26-02:26:55.463176,0.258,-0.242,10.189,1.700,4.700,62.100,-1.031,3.039,-0.211
2019-05-26-02:26:55.572994,0.268,-0.084,10.105,1.300,4.600,62.600,-0.898,3.055,-0.273
2019-05-26-02:26:55.682845,0.270,-0.129,10.064,0.900,3.100,63.400,-0.805,2.523,-0.484
2019-05-26-02:26:55.792965,0.581,0.835,9.818,0.800,4.000,61.900,-1.828,2.141,-0.633
2019-05-26-02:26:55.902653,0.227,-0.182,10.318,0.900,4.100,63.800,-0.898,3.164,-0.523
2019-05-26-02:26:56.012488,0.196,-0.318,10.162,1.500,3.700,62.900,-1.016,2.375,-0.320
2019-05-26-02:26:56.122279,0.294,-0.153,10.256,1.500,3.800,62.700,-1.203,2.656,-0.047
2019-05-26-02:26:56.231947,0.261,-0.201,10.079,1.000,3.800,63.600,-1.102,2.797,0.258
2019-05-26-02:26:56.341645,0.287,-0.146,10.069,0.000,3.300,61.800,-1.328,2.508,-0.367
2019-05-26-02:26:56.451359,0.290,-0.117,10.165,0.200,3.500,62.700,-0.875,2.609,-0.094
2019-05-26-02:26:56.561370,0.412,-0.206,10.148,0.800,3.500,60.400,-1.055,2.727,0.016
2019-05-26-02:26:56.671229,0.275,-0.268,10.162,1.300,4.000,62.300,-1.047,2.828,-0.023
2019-05-26-02:26:56.781102,0.352,-0.136,10.088,1.100,3.900,61.600,-0.938,2.719,-0.008
2019-05-26-02:26:56.890857,0.290,-0.132,10.172,1.000,3.600,60.700,-0.766,2.891,-0.070
2019-05-26-02:26:57.000840,0.333,-0.177,10.138,0.600,3.100,62.500,-0.539,2.609,-0.070
2019-05-26-02:26:57.110630,0.347,-0.108,10.172,0.800,4.200,62.000,-0.695,2.852,-0.070
2019-05-26-02:26:57.220322,0.270,-0.187,10.155,1.100,3.600,60.700,-0.867,2.672,-0.094
2019-05-26-02:26:57.329976,0.282,-0.301,9.339,0.900,3.800,61.700,-2.367,2.039,0.219
2019-05-26-02:26:57.439624,0.304,-0.227,9.933,1.700,3.400,63.600,-1.062,3.211,0.164
2019-05-26-02:26:57.549282,0.409,-0.062,9.796,0.700,3.000,62.700,-0.961,3.586,0.406
2019-05-26-02:26:57.659008,0.321,-0.227,10.038,1.100,4.300,62.400,-0.992,2.758,-0.188
2019-05-26-02:26:57.769104,0.223,-0.249,10.119,2.100,4.100,61.600,-1.117,2.688,0.031
2019-05-26-02:26:57.878815,0.261,-0.199,10.093,1.400,3.300,62.200,-1.266,2.742,-0.047
2019-05-26-02:26:57.988491,0.225,-0.110,10.189,1.600,3.100,61.300,-0.672,2.852,-0.250
2019-05-26-02:26:58.098210,0.694,0.081,10.504,1.800,4.300,62.100,-1.266,2.859,0.086
2019-05-26-02:26:58.208203,0.333,-0.160,10.337,1.000,4.100,61.500,-0.914,2.992,-0.320
2019-05-26-02:26:58.317945,0.278,-0.074,10.021,1.500,4.700,62.600,-0.945,2.695,-0.211
2019-05-26-02:26:58.427800,0.301,-0.163,10.146,1.500,3.900,62.700,-0.867,2.680,-0.305
2019-05-26-02:26:58.537617,0.483,-0.122,10.193,1.100,3.400,61.300,-1.094,3.234,0.000
2019-05-26-02:26:58.647422,0.290,-0.122,10.091,2.300,3.900,62.800,-0.836,2.500,0.062
2019-05-26-02:26:58.757194,0.290,-0.170,10.124,1.900,3.400,61.900,-0.852,2.945,0.078
2019-05-26-02:26:58.866979,0.203,-0.227,10.126,0.800,4.100,61.200,-1.117,2.820,-0.320
2019-05-26-02:26:58.976962,0.304,-0.273,10.126,1.400,4.200,61.300,-0.844,2.242,0.008
2019-05-26-02:26:59.093366,0.246,-0.146,10.093,2.100,2.500,61.600,-0.891,2.844,-0.281
2019-05-26-02:26:59.203182,0.266,-0.146,10.131,1.000,4.200,62.600,-1.008,2.367,-0.008
2019-05-26-02:26:59.312984,0.359,-0.170,10.227,1.300,3.500,60.700,-1.203,2.742,-0.148
2019-05-26-02:26:59.423081,0.333,-0.196,10.181,3.000,4.100,62.300,-0.898,2.867,-0.094
2019-05-26-02:26:59.532827,0.263,-0.105,10.088,0.700,4.300,61.100,-1.203,2.742,-0.117
2019-05-26-02:26:59.642610,0.270,-0.141,10.196,1.600,4.100,63.200,-1.453,2.547,-0.117
2019-05-26-02:26:59.753219,0.213,-0.191,10.181,1.900,3.800,62.900,-1.234,2.797,0.211
2019-05-26-02:26:59.865340,0.225,-0.199,10.086,1.200,4.000,60.900,-1.352,2.312,-0.258
2019-05-26-02:26:59.975271,0.261,-0.206,10.165,2.100,3.800,63.300,-0.539,2.648,-0.141
2019-05-26-02:27:00.085030,0.333,-0.261,10.134,1.300,3.700,61.700,-0.836,2.625,0.039
2019-05-26-02:27:00.195030,0.290,-0.112,10.122,0.800,3.900,62.400,-0.773,2.859,0.086
2019-05-26-02:27:00.304844,0.256,-0.134,10.119,1.300,3.800,61.600,-0.609,2.719,-0.125
2019-05-26-02:27:00.414486,0.280,-0.268,10.162,0.600,3.700,62.600,-0.727,2.734,0.133
2019-05-26-02:27:00.524679,0.325,-0.208,10.098,1.800,3.200,62.100,-0.984,2.625,-0.406
2019-05-26-02:27:00.634636,0.316,-0.172,10.112,0.500,2.400,62.200,-1.672,2.633,-0.328
2019-05-26-02:27:00.744379,0.086,-0.215,10.067,0.400,2.700,62.500,-0.570,2.672,0.156
2019-05-26-02:27:00.854050,0.371,0.002,10.136,0.000,3.400,61.800,-1.039,2.648,-0.031
2019-05-26-02:27:00.963854,0.275,-0.163,10.129,0.800,2.500,62.300,-1.055,2.602,0.148
2019-05-26-02:27:01.073584,0.330,-0.163,10.155,1.600,3.100,62.000,-0.820,2.828,-0.078
2019-05-26-02:27:01.183419,0.184,-0.194,10.076,1.300,3.200,62.600,-0.781,2.688,0.016
2019-05-26-02:27:01.293208,0.400,-0.122,10.105,1.200,4.300,61.600,-1.016,2.586,-0.141
2019-05-26-02:27:01.403226,0.266,-0.127,10.100,1.300,3.800,61.400,-1.086,2.906,-0.031
2019-05-26-02:27:01.513000,0.151,0.077,10.256,1.000,4.200,61.800,-0.945,2.969,-0.164
2019-05-26-02:27:01.622852,0.215,-0.196,10.174,1.600,3.100,61.400,-0.875,2.500,-0.477
2019-05-26-02:27:01.733007,0.172,-0.196,10.215,2.400,3.900,62.400,-0.602,2.953,-0.078
2019-05-26-02:27:01.842776,0.275,-0.158,10.134,1.100,3.900,61.200,-1.484,2.836,0.195
2019-05-26-02:27:01.952458,0.167,-0.354,10.071,2.100,3.600,61.400,-0.039,1.648,-0.547
2019-05-26-02:27:02.062358,0.280,-0.318,10.186,1.100,3.900,62.500,-1.367,2.898,0.039
2019-05-26-02:27:02.172273,0.242,-0.117,10.069,1.600,4.000,62.100,-0.984,2.570,-0.117
2019-05-26-02:27:02.282014,0.287,-0.177,10.047,1.600,4.900,61.100,-1.602,2.695,-0.141
2019-05-26-02:27:02.391651,0.404,-0.144,10.076,2.300,4.000,61.100,-1.453,2.898,0.086
2019-05-26-02:27:02.501414,0.232,-0.129,10.141,1.200,3.800,62.500,-0.852,2.648,0.133
2019-05-26-02:27:02.611335,0.301,-0.175,10.126,1.300,2.900,60.400,-1.008,2.766,-0.070
2019-05-26-02:27:02.721165,0.278,-0.215,10.153,1.900,5.200,61.300,-0.750,2.711,-0.227
2019-05-26-02:27:02.830771,0.306,-0.187,10.134,1.000,3.400,61.600,-0.633,2.719,-0.070
2019-05-26-02:27:02.940705,0.292,-0.201,10.105,1.800,3.900,62.200,-1.062,2.781,-0.055
2019-05-26-02:27:03.050542,0.294,-0.167,10.134,1.500,3.900,60.900,-1.258,2.570,-0.234
2019-05-26-02:27:03.160355,0.282,-0.177,10.093,1.800,4.200,62.400,-0.688,2.602,0.109
2019-05-26-02:27:03.270217,0.325,-0.175,10.143,1.100,3.900,62.700,-1.141,2.680,-0.047
2019-05-26-02:27:03.379845,0.299,-0.196,10.124,2.000,3.200,61.300,-1.023,3.086,-0.125
2019-05-26-02:27:03.489540,0.292,-0.179,10.110,1.500,3.800,60.800,-1.031,2.836,0.016
2019-05-26-02:27:03.599134,0.270,-0.213,10.208,2.100,4.200,61.600,-0.945,2.477,-0.094
2019-05-26-02:27:03.708903,0.268,-0.158,10.129,1.200,4.300,61.800,-0.922,2.656,-0.031
2019-05-26-02:27:03.818897,0.311,-0.146,10.198,1.300,4.700,62.000,-0.711,3.219,-0.016
2019-05-26-02:27:03.928598,0.325,-0.249,10.114,1.000,3.400,61.000,-1.188,2.883,-0.203
2019-05-26-02:27:04.038383,0.218,-0.196,9.890,1.500,4.300,62.500,-0.828,2.477,-0.203
2019-05-26-02:27:04.151924,0.388,-0.189,10.095,1.100,3.400,61.300,-1.281,2.586,-0.203
2019-05-26-02:27:04.262770,0.287,-0.208,10.146,1.400,3.800,61.600,-0.844,2.547,-0.273
2019-05-26-02:27:04.373084,0.280,-0.194,10.117,1.200,4.100,61.700,-0.781,2.656,-0.188
2019-05-26-02:27:04.482972,0.306,-0.170,10.131,1.800,3.600,61.600,-1.227,2.805,-0.078
2019-05-26-02:27:04.592666,0.297,-0.167,10.114,0.900,4.800,62.500,-0.844,2.906,-0.523
2019-05-26-02:27:04.702465,0.376,-0.141,10.186,1.000,4.500,62.300,-0.828,2.633,-0.250
2019-05-26-02:27:04.812112,0.268,-0.170,10.129,1.800,3.500,62.800,-1.172,3.148,-0.148
2019-05-26-02:27:04.921716,0.194,-0.301,9.782,1.200,3.600,62.200,-2.016,2.703,0.172
2019-05-26-02:27:05.031594,0.304,-0.175,10.225,0.700,3.500,62.000,-1.195,3.023,-0.125
2019-05-26-02:27:05.141449,0.256,-0.170,10.098,1.800,2.300,62.000,-1.156,2.648,-0.211
2019-05-26-02:27:05.251239,0.275,-0.110,10.074,1.300,3.900,62.900,-1.266,2.781,-0.203
2019-05-26-02:27:05.361358,0.234,-0.124,10.150,1.100,4.400,61.500,-1.055,2.281,0.078
2019-05-26-02:27:05.471136,0.287,-0.220,10.136,1.400,4.100,60.700,-1.078,2.406,0.016
2019-05-26-02:27:05.580715,0.263,-0.194,10.122,0.800,3.000,62.400,-0.969,2.703,0.086
2019-05-26-02:27:05.690394,0.285,-0.182,10.136,1.400,2.900,62.200,-1.312,2.867,-0.383
2019-05-26-02:27:05.800040,0.275,-0.208,10.155,1.400,4.100,61.800,-0.922,2.594,-0.273
2019-05-26-02:27:05.909642,0.325,-0.163,10.117,0.800,4.400,61.900,-0.539,3.062,-0.023
2019-05-26-02:27:06.019461,0.268,-0.232,10.107,1.000,3.100,62.300,-0.812,2.758,0.133
2019-05-26-02:27:06.129336,0.483,-0.146,9.937,1.100,3.300,61.600,-0.711,3.984,0.016
2019-05-26-02:27:06.239424,0.412,-0.213,9.806,2.300,3.600,62.100,-1.383,2.602,0.266
2019-05-26-02:27:06.349276,0.366,-0.184,10.162,0.600,4.100,61.700,-1.266,2.609,-0.008
2019-05-26-02:27:06.458927,0.275,-0.141,10.124,0.900,3.600,62.000,-1.047,3.000,-0.070
2019-05-26-02:27:06.568916,0.290,-0.124,10.119,1.200,3.300,61.700,-0.680,2.820,-0.188
2019-05-26-02:27:06.678736,0.299,-0.196,10.102,1.800,4.400,60.900,-0.719,2.539,-0.148
2019-05-26-02:27:06.788505,0.287,-0.249,10.107,2.200,4.800,61.500,-1.156,2.219,0.133
2019-05-26-02:27:06.898138,0.230,-0.122,10.179,1.900,3.900,61.700,-0.805,3.023,-0.023
2019-05-26-02:27:07.007876,0.287,-0.163,10.124,1.700,4.300,64.100,-1.547,2.586,-0.359
2019-05-26-02:27:07.117730,0.285,-0.184,10.122,1.100,4.300,62.000,-0.938,2.680,-0.031
2019-05-26-02:27:07.227584,0.294,-0.158,10.117,2.100,4.900,62.200,-0.625,2.867,-0.258
2019-05-26-02:27:07.337818,0.287,-0.237,10.155,1.000,4.700,62.300,-1.367,2.602,0.016
2019-05-26-02:27:07.447696,0.246,-0.136,10.124,1.300,3.500,62.900,-0.828,2.719,-0.203
2019-05-26-02:27:07.557310,0.266,-0.191,10.043,1.800,4.000,62.200,-0.625,2.695,-0.164
2019-05-26-02:27:07.667172,0.292,-0.227,10.045,1.400,4.500,62.100,-0.648,2.680,-0.320
2019-05-26-02:27:07.777168,0.230,-0.282,10.181,1.000,3.900,61.800,-1.203,2.367,-0.328
2019-05-26-02:27:07.886917,0.208,-0.172,10.284,1.300,4.600,61.700,-1.148,3.211,0.133
2019-05-26-02:27:07.996714,0.275,-0.153,10.050,1.500,3.900,60.400,-1.148,2.414,0.031
2019-05-26-02:27:08.106656,0.342,-0.203,10.158,0.300,3.300,60.300,-1.070,2.977,-0.141
2019-05-26-02:27:08.218497,0.301,-0.278,10.107,1.100,3.600,61.100,-1.211,2.953,-0.078
2019-05-26-02:27:08.328212,0.270,-0.170,10.026,2.600,4.300,60.700,-0.648,2.766,-0.250
2019-05-26-02:27:08.437830,0.230,-0.187,10.110,1.500,4.100,61.200,-0.703,2.719,-0.211
2019-05-26-02:27:08.547819,0.251,-0.206,10.055,0.200,3.100,62.500,-1.039,2.648,-0.234
2019-05-26-02:27:08.657646,0.278,-0.132,10.102,0.900,4.300,60.900,-1.281,2.562,-0.102
2019-05-26-02:27:08.767378,0.306,0.026,10.062,1.700,4.800,62.400,-1.367,3.023,-0.258
2019-05-26-02:27:08.877153,0.232,-0.127,9.961,2.500,3.700,62.800,-0.680,2.852,-0.094
2019-05-26-02:27:08.987200,0.258,-0.251,10.102,1.300,4.800,61.900,-1.227,2.711,-0.234
2019-05-26-02:27:09.097129,0.249,-0.280,10.098,1.600,4.000,62.700,-0.867,2.758,-0.055
2019-05-26-02:27:09.210935,0.388,-0.285,10.100,1.400,4.100,62.200,-0.773,2.805,-0.008
2019-05-26-02:27:09.320692,0.227,-0.309,9.980,2.500,4.700,63.000,-0.930,3.297,0.398
2019-05-26-02:27:09.430308,0.297,-0.084,10.057,2.000,4.900,63.400,-1.359,2.305,-0.258
2019-05-26-02:27:09.539887,0.261,-0.196,10.184,1.800,4.300,61.600,-0.531,2.914,-0.117
2019-05-26-02:27:09.649632,0.280,-0.223,10.102,0.300,4.800,62.700,-1.047,2.680,-0.367
2019-05-26-02:27:09.759586,0.213,-0.134,10.124,1.300,4.100,60.800,-1.273,2.117,-0.195
2019-05-26-02:27:09.869291,0.211,-0.223,10.119,0.500,4.600,62.200,-1.289,2.477,-0.164
2019-05-26-02:27:09.979251,0.376,-0.153,10.067,2.400,4.600,61.100,-0.750,2.969,0.133
2019-05-26-02:27:10.089002,0.273,-0.132,10.153,1.200,3.900,62.900,-1.023,2.758,0.062
2019-05-26-02:27:10.198942,0.132,-0.077,10.213,1.400,3.500,63.800,-1.828,2.492,0.195
2019-05-26-02:27:10.308793,0.177,-0.151,10.311,1.100,4.000,61.300,-0.930,2.672,0.078
2019-05-26-02:27:10.418464,0.328,-0.132,10.165,0.100,4.000,62.300,-1.023,2.367,-0.078
2019-05-26-02:27:10.528056,0.328,-0.033,10.258,1.700,4.400,63.200,-1.164,2.344,0.039
2019-05-26-02:27:10.637763,0.275,-0.244,9.949,2.400,4.700,62.900,0.453,1.133,-0.031
2019-05-26-02:27:10.747567,0.392,-0.294,10.069,0.700,4.400,60.100,-0.734,2.391,0.188
2019-05-26-02:27:10.857312,0.395,-0.026,9.964,1.000,4.300,61.200,-0.766,2.711,-0.414
2019-05-26-02:27:10.967382,0.275,-0.431,10.102,2.200,3.900,62.500,-1.555,2.453,0.391
2019-05-26-02:27:11.077366,0.337,-0.045,10.074,1.200,3.700,62.500,-0.703,2.461,-0.125
2019-05-26-02:27:11.187242,0.246,-0.268,10.186,1.800,3.200,61.100,-1.836,3.102,0.195
2019-05-26-02:27:11.297023,0.306,-0.031,10.148,0.900,2.900,60.200,-1.070,2.766,-0.203
2019-05-26-02:27:11.407037,0.306,-0.249,10.045,2.300,4.500,61.500,-0.562,2.867,-0.188
2019-05-26-02:27:11.516716,0.215,-0.522,10.198,2.300,2.700,62.300,-0.539,2.586,0.125
2019-05-26-02:27:11.626523,0.361,-0.203,9.990,1.900,3.900,60.900,-1.195,3.188,0.578
2019-05-26-02:27:11.736247,0.237,-0.057,9.856,2.200,3.300,61.200,-1.172,2.602,0.031
2019-05-26-02:27:11.845877,0.378,-0.141,10.093,1.900,4.900,60.000,-0.922,2.656,-0.094
2019-05-26-02:27:11.955661,0.278,-0.045,10.081,2.100,4.400,60.100,-1.492,2.719,-0.227
2019-05-26-02:27:12.065369,0.242,-0.282,10.155,1.500,3.800,59.800,-0.914,2.625,-0.484
2019-05-26-02:27:12.175366,0.232,-0.160,10.129,2.400,3.200,61.700,-1.008,2.656,-0.250
2019-05-26-02:27:12.285151,0.091,-0.179,9.863,2.000,2.900,60.700,-0.844,2.312,-0.102
2019-05-26-02:27:12.394934,0.311,-0.036,10.019,1.900,3.800,62.000,-0.906,1.680,-0.039
2019-05-26-02:27:12.504651,0.342,-0.567,10.418,2.500,3.300,61.500,-1.305,3.766,-0.094
2019-05-26-02:27:12.614658,0.144,-0.301,10.112,2.800,4.000,58.700,-0.914,2.094,-0.422
2019-05-26-02:27:12.724500,0.297,-0.100,10.107,2.000,2.800,59.600,-0.789,2.812,0.258
2019-05-26-02:27:12.834121,0.266,-0.127,10.064,2.500,3.700,61.500,-0.742,2.719,-0.070
2019-05-26-02:27:12.943766,0.306,-0.175,10.134,2.100,3.600,60.000,-0.852,2.609,0.008
2019-05-26-02:27:13.053467,0.301,-0.213,10.210,2.600,3.000,61.600,-0.508,2.805,-0.094
2019-05-26-02:27:13.163229,0.292,-0.232,10.129,1.600,3.700,60.700,-1.070,2.516,0.039
2019-05-26-02:27:13.273081,0.313,-0.187,10.107,2.300,3.200,59.400,-0.695,2.539,-0.141
2019-05-26-02:27:13.383174,0.285,-0.170,10.136,1.500,3.300,61.300,-0.938,2.680,-0.281
2019-05-26-02:27:13.492939,0.246,-0.191,10.141,0.700,2.700,61.500,-1.516,2.703,0.102
2019-05-26-02:27:13.602943,0.282,-0.156,10.119,2.200,3.200,61.000,-1.023,2.883,-0.188
2019-05-26-02:27:13.712901,0.275,-0.144,10.129,2.300,3.500,60.200,-0.359,2.766,-0.031
2019-05-26-02:27:13.823045,0.273,-0.203,10.160,1.100,3.800,61.300,-1.156,2.797,-0.203
2019-05-26-02:27:13.932814,0.263,-0.199,10.129,2.000,3.400,59.600,-1.070,2.586,-0.094
2019-05-26-02:27:14.042642,0.294,-0.167,10.138,1.600,3.000,61.600,-1.180,2.766,-0.125
2019-05-26-02:27:14.152475,0.294,-0.158,10.146,2.500,2.700,60.200,-0.797,2.844,-0.297
2019-05-26-02:27:14.266152,0.203,-0.132,10.105,1.500,3.200,60.900,-1.070,2.797,-0.258
2019-05-26-02:27:14.376083,0.239,-0.124,10.091,2.000,4.200,61.500,-1.359,2.906,-0.188
2019-05-26-02:27:14.486007,0.256,-0.117,10.234,1.200,3.000,60.500,-1.086,2.672,-0.211
2019-05-26-02:27:14.595979,0.318,-0.117,10.129,1.900,3.200,61.000,-1.008,2.633,-0.297
2019-05-26-02:27:14.705748,0.120,-0.187,10.260,1.400,2.900,61.300,-1.492,2.844,-0.125
2019-05-26-02:27:14.815427,0.311,-0.117,10.057,2.100,3.700,59.500,-0.898,2.844,-0.250
2019-05-26-02:27:14.925061,0.282,-0.110,10.241,1.500,3.400,60.700,-0.938,2.992,-0.117
2019-05-26-02:27:15.035104,0.266,-0.179,10.208,2.400,4.400,61.200,-1.141,2.859,0.102
2019-05-26-02:27:15.144974,0.208,-0.146,10.126,0.600,3.600,59.900,-0.781,2.719,-0.141
2019-05-26-02:27:15.254756,0.330,-0.172,10.153,1.800,3.500,62.100,-0.523,2.797,-0.125
2019-05-26-02:27:15.364451,0.285,-0.179,10.126,0.800,3.700,61.100,-1.008,2.930,-0.031
2019-05-26-02:27:15.474127,0.280,-0.160,10.122,2.300,2.300,60.600,-1.367,2.578,0.055
2019-05-26-02:27:15.583704,0.278,-0.170,10.107,2.200,4.200,61.800,-1.039,2.547,-0.164
2019-05-26-02:27:15.693397,0.297,-0.184,10.124,1.400,3.600,60.400,-0.992,2.734,-0.008
2019-05-26-02:27:15.803386,0.297,-0.191,10.131,0.400,4.600,60.800,-1.289,2.938,-0.258
2019-05-26-02:27:15.913143,0.330,-0.100,10.146,1.400,4.200,59.900,-1.203,2.828,-0.305
2019-05-26-02:27:16.022920,0.292,-0.158,10.268,1.300,3.100,61.600,-0.891,2.820,-0.188
2019-05-26-02:27:16.132679,0.223,-0.036,10.026,0.500,3.100,60.600,-0.648,2.828,-0.320
2019-05-26-02:27:16.242692,0.376,-0.179,10.028,1.900,4.300,59.600,-0.852,2.820,-0.430
2019-05-26-02:27:16.352444,0.194,-0.294,9.768,2.100,4.800,61.700,-0.273,2.922,0.133
2019-05-26-02:27:16.462100,0.352,-0.132,10.165,1.000,3.200,60.700,-0.844,2.781,-0.188
2019-05-26-02:27:16.571753,0.232,-0.239,10.110,1.900,3.500,59.500,-0.867,2.547,0.008
2019-05-26-02:27:16.683584,0.249,-0.065,10.461,1.700,3.800,60.600,-1.555,2.758,-0.203
2019-05-26-02:27:16.793314,0.220,-0.069,10.275,1.100,3.600,61.400,-0.891,2.891,-0.211
2019-05-26-02:27:16.903158,0.335,-0.065,10.236,1.900,3.400,61.500,-0.727,2.508,-0.328
2019-05-26-02:27:17.013303,0.163,-0.242,10.110,1.600,3.700,61.300,-0.852,2.469,0.195
2019-05-26-02:27:17.123181,0.292,-0.167,10.244,2.100,2.500,60.300,-1.062,2.562,-0.430
2019-05-26-02:27:17.232958,0.194,-0.242,10.031,2.000,3.200,58.800,-0.891,2.805,-0.008
2019-05-26-02:27:17.342665,0.328,-0.201,10.153,1.900,3.600,59.300,-0.961,2.539,-0.141
2019-05-26-02:27:17.452561,0.455,-0.282,10.150,2.400,2.700,60.600,-0.500,2.672,-0.031
2019-05-26-02:27:17.562284,0.244,-0.182,10.091,3.000,3.800,59.700,-1.180,2.461,-0.094
2019-05-26-02:27:17.672022,0.292,-0.299,10.110,2.800,2.900,60.800,-1.211,3.016,-0.250
2019-05-26-02:27:17.781738,0.304,-0.187,10.012,2.300,3.500,60.300,-0.633,2.766,-0.414
2019-05-26-02:27:17.891387,0.345,-0.194,9.885,2.000,3.200,59.200,-0.797,2.820,-0.164
2019-05-26-02:27:18.001286,0.352,-0.108,10.236,2.600,2.900,59.600,-1.258,2.461,-0.359
2019-05-26-02:27:18.111112,0.273,-0.234,10.110,1.300,3.200,60.500,-1.359,2.773,0.039
2019-05-26-02:27:18.221174,0.517,-0.153,10.186,2.900,3.200,59.200,-0.984,2.906,-0.094
2019-05-26-02:27:18.330905,0.328,-0.321,10.021,2.100,3.300,60.000,-0.477,2.594,-0.047
2019-05-26-02:27:18.440528,0.141,-0.189,9.954,2.600,2.600,59.700,-1.250,2.547,-0.008
2019-05-26-02:27:18.550132,0.309,-0.316,11.093,1.200,2.600,58.700,-1.320,3.156,0.336
2019-05-26-02:27:18.660086,0.323,-0.357,9.952,2.200,3.300,59.900,-0.633,2.891,-0.320
2019-05-26-02:27:18.769828,0.299,-0.153,10.095,1.600,3.700,58.900,-1.250,2.734,-0.164
2019-05-26-02:27:18.879543,0.330,-0.479,10.787,1.200,2.300,59.300,-0.781,2.711,0.328
2019-05-26-02:27:18.989275,0.328,0.024,9.827,1.400,3.600,59.500,-1.891,3.078,-0.641
2019-05-26-02:27:19.099852,0.227,0.081,10.552,1.100,3.500,60.200,-1.461,2.156,-0.359
2019-05-26-02:27:19.209705,0.278,-0.232,10.201,1.500,3.000,61.000,-0.820,2.844,-0.211
2019-05-26-02:27:19.323634,0.254,-0.201,10.064,2.200,3.300,58.200,-0.938,2.906,-0.055
2019-05-26-02:27:19.433620,0.285,-0.158,10.220,2.200,2.700,60.500,-0.719,2.844,-0.141
2019-05-26-02:27:19.543488,0.282,-0.203,10.141,2.800,3.800,59.900,-0.266,3.016,-0.055
2019-05-26-02:27:19.653430,0.321,-0.022,10.354,2.200,3.800,60.400,-1.242,3.031,0.078
2019-05-26-02:27:19.763403,0.256,-0.115,10.038,2.300,2.800,61.000,-1.445,2.461,-0.164
2019-05-26-02:27:19.873436,0.268,-0.108,10.071,1.500,2.900,60.300,-0.477,2.820,-0.383
2019-05-26-02:27:19.983328,0.249,-0.156,10.263,2.500,3.200,59.300,-0.922,2.734,-0.211
2019-05-26-02:27:20.093389,0.299,-0.172,10.126,3.200,2.600,59.200,-1.086,2.852,-0.234
2019-05-26-02:27:20.203189,0.278,-0.184,10.083,1.000,2.200,60.400,-0.648,2.609,-0.383
2019-05-26-02:27:20.312998,0.301,-0.156,10.179,2.300,3.900,59.500,-0.633,2.836,0.211
2019-05-26-02:27:20.422633,0.352,-0.084,9.921,2.900,3.500,59.400,-0.703,2.742,-0.391
2019-05-26-02:27:20.532217,0.290,-0.297,10.105,1.700,3.600,60.500,-1.211,2.664,0.102
2019-05-26-02:27:20.642195,0.246,-0.258,10.114,1.300,3.400,58.400,-0.828,2.617,0.102
2019-05-26-02:27:20.751994,0.273,-0.199,10.162,2.100,3.200,60.000,-1.672,2.734,0.008
2019-05-26-02:27:20.861669,0.290,-0.172,10.083,2.700,4.000,60.600,-1.406,2.742,-0.320
2019-05-26-02:27:20.974155,0.400,-0.249,10.191,1.300,3.300,59.600,-1.008,2.891,-0.117
2019-05-26-02:27:21.083865,0.266,-0.179,10.177,1.800,3.000,57.600,-0.961,2.734,-0.008
2019-05-26-02:27:21.193592,0.275,-0.172,10.184,1.700,4.200,60.400,-1.203,2.852,-0.148
2019-05-26-02:27:21.303297,0.280,-0.175,10.148,2.200,3.000,60.100,-1.086,2.711,-0.117
2019-05-26-02:27:21.412999,0.292,-0.201,10.136,1.300,3.300,59.300,-0.820,2.570,-0.227
2019-05-26-02:27:21.522604,0.292,-0.170,10.124,1.600,3.700,57.900,-1.312,2.836,0.039
2019-05-26-02:27:21.632310,0.299,-0.187,10.129,2.700,3.100,59.400,-0.914,2.992,-0.406
2019-05-26-02:27:21.742051,0.292,-0.170,10.114,2.000,3.300,59.500,-1.188,2.672,-0.031
