Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-02:24:59.919538,0.306,-0.187,10.119,7.900,-1.400,53.600,-1.117,2.758,-0.359
2019-05-26-02:25:00.029319,0.309,-0.182,10.124,7.700,-0.200,54.000,-1.031,2.617,-0.211
2019-05-26-02:25:00.138979,0.301,-0.187,10.134,7.600,-1.300,54.000,-1.258,2.734,-0.203
2019-05-26-02:25:00.250407,0.297,-0.177,10.122,7.600,-1.400,56.300,-0.961,2.852,-0.102
2019-05-26-02:25:00.360289,0.292,-0.189,10.146,7.100,-0.600,55.300,-0.922,2.672,-0.094
2019-05-26-02:25:00.469923,0.311,-0.201,10.129,7.700,-1.600,54.800,-0.953,2.664,0.078
2019-05-26-02:25:00.579621,0.301,-0.184,10.134,6.500,-0.500,54.100,-1.320,2.734,0.039
2019-05-26-02:25:00.689326,0.292,-0.184,10.126,7.300,-1.500,53.500,-0.797,2.828,-0.273
2019-05-26-02:25:00.798930,0.309,-0.196,10.117,6.700,-0.800,53.700,-0.891,2.883,-0.203
2019-05-26-02:25:00.908615,0.301,-0.179,10.114,7.800,-0.500,54.500,-1.406,2.852,-0.047
2019-05-26-02:25:01.018290,0.299,-0.191,10.124,6.700,-1.200,53.900,-1.055,2.688,0.031
2019-05-26-02:25:01.128231,0.297,-0.179,10.138,7.000,-0.600,55.000,-0.992,2.688,0.062
2019-05-26-02:25:01.242189,0.304,-0.170,10.112,6.900,-1.100,54.500,-1.148,2.789,0.039
2019-05-26-02:25:01.352208,0.294,-0.184,10.105,7.400,-0.300,54.700,-0.891,2.844,-0.180
2019-05-26-02:25:01.462239,0.285,-0.189,10.131,7.200,-0.600,53.000,-1.000,2.664,0.086
2019-05-26-02:25:01.571991,0.292,-0.201,10.119,6.600,0.000,54.200,-0.734,2.617,0.016
2019-05-26-02:25:01.681744,0.299,-0.184,10.110,7.200,-0.300,54.200,-0.867,2.766,-0.164
2019-05-26-02:25:01.791541,0.301,-0.179,10.112,7.400,-0.100,52.400,-0.875,2.742,-0.078
2019-05-26-02:25:01.901217,0.294,-0.189,10.136,7.200,-1.200,53.000,-1.164,2.711,0.109
2019-05-26-02:25:02.011097,0.304,-0.175,10.122,7.700,-0.500,55.300,-0.922,2.680,-0.094
2019-05-26-02:25:02.122619,0.301,-0.194,10.114,6.500,-0.900,54.300,-1.117,2.578,0.211
2019-05-26-02:25:02.232482,0.292,-0.179,10.124,6.900,0.200,55.100,-1.109,2.805,-0.117
2019-05-26-02:25:02.342366,0.301,-0.199,10.114,7.900,-0.700,54.600,-1.219,3.016,-0.148
2019-05-26-02:25:02.452232,0.299,-0.156,10.112,7.000,-1.400,54.300,-1.047,2.797,-0.281
2019-05-26-02:25:02.561875,0.292,-0.179,10.146,7.400,-0.500,54.400,-0.758,2.812,0.086
2019-05-26-02:25:02.671780,0.299,-0.179,10.131,7.500,-0.400,54.000,-0.719,2.625,-0.008
2019-05-26-02:25:02.781439,0.297,-0.184,10.141,8.100,-1.700,54.600,-0.727,2.461,-0.305
2019-05-26-02:25:02.891124,0.282,-0.170,10.122,6.600,-0.400,55.400,-0.602,2.695,-0.414
2019-05-26-02:25:03.000888,0.297,-0.182,10.119,6.500,-0.500,55.000,-1.227,2.570,-0.164
2019-05-26-02:25:03.110593,0.297,-0.182,10.117,7.300,-0.200,54.800,-0.969,2.625,-0.047
2019-05-26-02:25:03.220259,0.299,-0.189,10.126,7.400,-1.700,53.000,-0.789,2.859,0.211
2019-05-26-02:25:03.329872,0.294,-0.182,10.126,6.900,-0.100,55.600,-1.070,2.914,-0.148
2019-05-26-02:25:03.439575,0.297,-0.182,10.146,7.300,-1.900,54.200,-1.328,2.930,-0.031
2019-05-26-02:25:03.549613,0.311,-0.182,10.110,6.900,0.000,53.000,-0.805,2.820,-0.008
2019-05-26-02:25:03.659421,0.294,-0.170,10.102,7.300,-0.600,54.100,-1.242,2.641,0.188
2019-05-26-02:25:03.769059,0.299,-0.191,10.143,6.900,-1.400,55.200,-1.133,2.977,-0.188
2019-05-26-02:25:03.878928,0.309,-0.177,10.146,6.500,-1.000,52.300,-1.117,2.695,-0.234
2019-05-26-02:25:03.988596,0.287,-0.165,10.107,7.200,-1.000,53.900,-0.820,2.828,-0.125
2019-05-26-02:25:04.098270,0.306,-0.179,10.117,7.000,-0.600,53.500,-0.938,2.742,-0.102
2019-05-26-02:25:04.207949,0.306,-0.201,10.117,6.500,-1.100,53.500,-1.188,2.805,-0.102
2019-05-26-02:25:04.317708,0.304,-0.187,10.131,7.400,-0.600,53.600,-1.133,2.586,-0.117
2019-05-26-02:25:04.427362,0.290,-0.194,10.138,7.400,-0.200,53.600,-0.969,2.742,-0.125
2019-05-26-02:25:04.536997,0.292,-0.199,10.117,5.700,-0.900,54.400,-0.805,2.461,-0.297
2019-05-26-02:25:04.646728,0.299,-0.187,10.117,6.600,-0.300,54.400,-1.086,2.594,-0.141
2019-05-26-02:25:04.756694,0.306,-0.175,10.122,6.500,-1.100,54.400,-0.766,2.883,-0.125
2019-05-26-02:25:04.866617,0.304,-0.167,10.124,7.300,-2.000,53.500,-0.805,2.844,0.016
2019-05-26-02:25:04.976275,0.311,-0.184,10.112,7.100,-0.200,56.200,-1.234,2.711,-0.023
2019-05-26-02:25:05.086130,0.297,-0.189,10.112,7.000,-1.600,53.800,-1.008,2.906,-0.227
2019-05-26-02:25:05.195822,0.294,-0.184,10.122,6.600,-1.400,53.700,-0.586,2.797,-0.148
2019-05-26-02:25:05.305462,0.301,-0.182,10.107,7.000,-2.300,54.600,-0.773,2.828,-0.070
2019-05-26-02:25:05.415178,0.304,-0.189,10.138,6.900,-2.000,54.000,-1.383,2.680,-0.148
2019-05-26-02:25:05.524863,0.292,-0.194,10.122,6.300,-1.000,54.900,-0.586,2.828,-0.203
2019-05-26-02:25:05.634782,0.290,-0.175,10.112,7.500,-1.600,54.500,-1.359,2.844,-0.227
2019-05-26-02:25:05.744716,0.304,-0.182,10.119,7.200,-0.400,54.300,-0.852,2.844,-0.234
2019-05-26-02:25:05.854460,0.304,-0.191,10.129,7.600,-1.000,54.800,-0.781,2.969,-0.258
2019-05-26-02:25:05.964419,0.294,-0.184,10.134,7.100,-1.200,53.900,-0.828,2.508,-0.023
2019-05-26-02:25:06.074143,0.301,-0.196,10.126,7.700,-0.500,53.600,-0.805,2.844,0.102
2019-05-26-02:25:06.183827,0.275,-0.182,10.126,8.200,-1.800,53.300,-1.102,2.711,0.016
2019-05-26-02:25:06.293805,0.301,-0.201,10.110,7.000,-1.000,52.400,-0.852,2.734,-0.094
2019-05-26-02:25:06.403451,0.304,-0.170,10.119,7.100,-0.800,54.300,-0.664,2.672,0.016
2019-05-26-02:25:06.513162,0.309,-0.177,10.117,6.900,-0.800,53.200,-0.609,2.711,0.016
2019-05-26-02:25:06.622883,0.309,-0.187,10.117,7.500,-0.900,54.000,-1.141,2.938,-0.008
2019-05-26-02:25:06.732521,0.294,-0.184,10.114,7.200,-1.000,55.000,-0.875,2.797,0.086
2019-05-26-02:25:06.842095,0.309,-0.203,10.105,7.100,-0.300,54.000,-0.875,2.820,-0.203
2019-05-26-02:25:06.951662,0.280,-0.184,10.126,6.300,-0.700,54.500,-0.961,2.719,-0.117
2019-05-26-02:25:07.061451,0.297,-0.189,10.124,7.100,-0.600,53.500,-0.695,2.711,-0.070
2019-05-26-02:25:07.171463,0.318,-0.179,10.107,6.800,-0.400,53.900,-0.828,2.633,-0.008
2019-05-26-02:25:07.281233,0.297,-0.172,10.112,7.200,-0.700,52.600,-1.273,2.773,0.031
2019-05-26-02:25:07.391021,0.292,-0.170,10.119,7.800,-1.000,55.000,-1.289,2.656,-0.031
2019-05-26-02:25:07.501055,0.294,-0.189,10.119,6.400,0.400,54.100,-0.852,2.438,-0.203
2019-05-26-02:25:07.611078,0.294,-0.182,10.114,7.000,-0.800,55.900,-1.109,2.891,-0.141
2019-05-26-02:25:07.720888,0.304,-0.191,10.107,7.400,-1.000,54.700,-1.141,2.867,-0.125
2019-05-26-02:25:07.830556,0.297,-0.187,10.107,6.600,-0.300,54.100,-1.305,2.766,-0.008
2019-05-26-02:25:07.940175,0.299,-0.189,10.110,7.300,-0.500,54.500,-1.070,2.695,-0.164
2019-05-26-02:25:08.049883,0.297,-0.182,10.112,7.700,-0.700,54.000,-1.094,2.461,-0.188
2019-05-26-02:25:08.159570,0.299,-0.172,10.134,6.900,-0.900,53.800,-0.516,2.750,0.031
2019-05-26-02:25:08.269787,0.297,-0.187,10.119,6.800,-0.800,55.000,-1.094,3.125,-0.094
2019-05-26-02:25:08.379616,0.306,-0.184,10.107,7.500,-0.900,54.900,-1.023,2.648,-0.102
2019-05-26-02:25:08.489297,0.304,-0.182,10.112,7.600,-0.200,54.900,-0.867,2.672,-0.070
2019-05-26-02:25:08.598989,0.297,-0.194,10.117,7.200,0.600,54.400,-0.953,3.000,-0.102
2019-05-26-02:25:08.709001,0.299,-0.177,10.126,6.600,-1.200,54.000,-1.359,2.562,-0.094
2019-05-26-02:25:08.818610,0.297,-0.184,10.110,6.500,0.000,55.200,-1.117,2.680,-0.227
2019-05-26-02:25:08.928212,0.297,-0.182,10.114,7.300,-0.600,53.600,-1.109,2.758,-0.180
2019-05-26-02:25:09.037884,0.306,-0.179,10.126,6.700,-0.200,54.600,-0.984,2.867,-0.141
2019-05-26-02:25:09.147627,0.304,-0.187,10.136,7.900,-1.300,54.100,-0.539,2.852,-0.094
2019-05-26-02:25:09.257388,0.294,-0.196,10.124,7.500,-1.300,53.200,-0.727,2.914,0.008
2019-05-26-02:25:09.367074,0.299,-0.199,10.110,8.100,-1.800,54.700,-1.156,2.844,-0.141
2019-05-26-02:25:09.477229,0.304,-0.179,10.129,7.200,-0.400,53.600,-0.781,2.844,0.195
2019-05-26-02:25:09.587117,0.304,-0.177,10.117,7.700,-0.500,54.600,-0.852,2.758,-0.250
2019-05-26-02:25:09.696890,0.306,-0.189,10.129,7.600,0.000,52.500,-0.805,2.672,-0.094
2019-05-26-02:25:09.806914,0.304,-0.184,10.136,7.300,-0.700,52.700,-0.898,2.812,0.156
2019-05-26-02:25:09.916911,0.292,-0.196,10.102,5.700,-0.100,54.300,-1.328,2.656,-0.297
2019-05-26-02:25:10.026765,0.301,-0.179,10.126,6.900,-1.300,54.200,-0.898,2.742,-0.008
2019-05-26-02:25:10.136553,0.297,-0.167,10.119,7.300,-0.600,54.700,-0.984,2.766,-0.250
2019-05-26-02:25:10.246198,0.304,-0.213,10.117,6.900,-2.000,54.300,-1.383,2.633,-0.273
2019-05-26-02:25:10.355786,0.304,-0.189,10.134,7.000,-0.700,55.300,-0.805,2.883,0.031
2019-05-26-02:25:10.474654,0.304,-0.175,10.107,6.700,-0.500,54.200,-0.703,2.711,0.055
2019-05-26-02:25:10.584368,0.297,-0.187,10.131,6.900,-0.200,53.900,-0.797,2.883,-0.102
2019-05-26-02:25:10.694284,0.299,-0.199,10.114,6.400,-1.700,53.700,-0.938,2.648,-0.102
2019-05-26-02:25:10.804115,0.304,-0.179,10.117,8.600,-0.800,54.300,-0.633,2.734,-0.250
2019-05-26-02:25:10.913761,0.316,-0.177,10.146,7.500,-1.700,53.800,-1.266,2.695,-0.031
2019-05-26-02:25:11.023491,0.299,-0.182,10.112,7.600,0.200,55.600,-0.938,2.797,-0.164
2019-05-26-02:25:11.133475,0.301,-0.184,10.134,7.200,-1.000,54.400,-0.969,2.820,0.078
2019-05-26-02:25:11.243208,0.287,-0.182,10.117,7.200,-0.300,53.800,-1.039,2.766,-0.273
2019-05-26-02:25:11.353022,0.309,-0.189,10.122,7.800,-0.700,53.000,-1.133,2.672,-0.094
2019-05-26-02:25:11.462621,0.290,-0.189,10.119,7.800,-0.300,53.300,-1.344,2.727,0.188
2019-05-26-02:25:11.572179,0.297,-0.179,10.129,7.500,-1.300,52.900,-0.695,2.719,0.008
2019-05-26-02:25:11.681899,0.297,-0.184,10.134,7.600,-1.600,54.500,-0.734,2.836,0.062
2019-05-26-02:25:11.791598,0.306,-0.194,10.093,7.100,-0.200,53.600,-1.188,2.820,0.125
2019-05-26-02:25:11.901467,0.311,-0.189,10.124,6.900,0.400,54.800,-0.898,2.828,-0.180
2019-05-26-02:25:12.011344,0.299,-0.172,10.138,6.600,-1.000,54.900,-0.992,2.828,-0.164
2019-05-26-02:25:12.121207,0.304,-0.187,10.126,7.100,-0.700,55.100,-1.266,2.711,-0.227
2019-05-26-02:25:12.230869,0.299,-0.182,10.124,7.000,-0.400,55.900,-0.797,2.766,-0.102
2019-05-26-02:25:12.340845,0.301,-0.184,10.138,8.100,-0.600,54.700,-1.062,2.500,-0.047
2019-05-26-02:25:12.450528,0.316,-0.184,10.136,7.100,-1.100,54.000,-1.039,2.648,-0.117
2019-05-26-02:25:12.560114,0.309,-0.179,10.119,6.600,-0.100,54.100,-0.992,2.750,0.031
2019-05-26-02:25:12.669874,0.299,-0.172,10.136,7.000,-0.100,54.600,-0.656,2.633,-0.047
2019-05-26-02:25:12.779736,0.306,-0.189,10.107,8.100,0.200,53.500,-1.438,2.648,0.062
2019-05-26-02:25:12.889508,0.304,-0.189,10.124,7.300,-1.400,55.000,-1.188,2.797,0.102
2019-05-26-02:25:12.999305,0.299,-0.201,10.131,7.600,-0.400,53.700,-1.117,2.719,-0.047
2019-05-26-02:25:13.109396,0.294,-0.172,10.107,8.200,-1.500,55.100,-0.945,2.930,0.125
2019-05-26-02:25:13.219096,0.297,-0.182,10.136,7.900,-0.400,53.500,-0.922,2.633,-0.297
2019-05-26-02:25:13.328718,0.309,-0.182,10.126,7.400,-1.600,55.700,-0.773,2.672,-0.008
2019-05-26-02:25:13.438332,0.304,-0.182,10.114,7.200,-1.000,53.800,-0.828,2.867,-0.141
2019-05-26-02:25:13.548291,0.309,-0.175,10.107,7.200,-1.300,53.100,-0.867,2.867,-0.273
2019-05-26-02:25:13.657999,0.309,-0.182,10.117,7.700,-0.600,55.400,-1.008,2.742,-0.078
2019-05-26-02:25:13.767854,0.290,-0.179,10.112,7.200,0.200,53.900,-0.922,2.438,-0.305
2019-05-26-02:25:13.877686,0.297,-0.182,10.124,8.000,0.500,53.800,-0.531,2.883,-0.227
2019-05-26-02:25:13.987360,0.299,-0.177,10.107,7.400,-0.800,54.500,-0.789,3.109,-0.078
2019-05-26-02:25:14.097190,0.299,-0.184,10.107,7.500,-0.700,54.400,-1.195,2.688,0.039
2019-05-26-02:25:14.206988,0.297,-0.172,10.105,7.600,-0.500,55.000,-0.867,2.820,-0.211
2019-05-26-02:25:14.317004,0.294,-0.196,10.124,7.000,-1.000,54.900,-0.703,2.781,-0.203
2019-05-26-02:25:14.426737,0.301,-0.201,10.129,6.700,-0.900,53.800,-0.719,2.828,-0.297
2019-05-26-02:25:14.536423,0.301,-0.182,10.126,6.600,-0.500,53.200,-1.422,2.570,-0.102
2019-05-26-02:25:14.646157,0.290,-0.187,10.119,7.000,-0.100,54.000,-1.023,2.711,-0.008
2019-05-26-02:25:14.756071,0.301,-0.196,10.119,7.100,-1.600,54.400,-1.234,2.883,-0.234
2019-05-26-02:25:14.865964,0.309,-0.191,10.131,7.400,0.400,53.700,-0.891,2.883,-0.102
2019-05-26-02:25:14.975731,0.290,-0.191,10.119,8.100,-0.400,54.500,-0.844,2.953,-0.070
2019-05-26-02:25:15.085478,0.321,-0.167,10.122,6.900,-0.400,54.800,-1.328,2.797,-0.117
2019-05-26-02:25:15.195210,0.313,-0.177,10.184,7.100,-1.300,54.700,-0.648,2.656,-0.023
2019-05-26-02:25:15.305005,0.285,-0.187,10.131,7.100,-0.300,53.500,-1.133,2.609,0.008
2019-05-26-02:25:15.414691,0.301,-0.184,10.153,7.400,-0.600,55.000,-1.164,2.805,-0.164
2019-05-26-02:25:15.524754,0.290,-0.201,10.129,7.800,0.100,53.600,-1.023,2.586,-0.227
2019-05-26-02:25:15.634536,0.292,-0.191,10.114,8.300,-0.800,54.500,-1.109,2.797,-0.164
2019-05-26-02:25:15.744468,0.313,-0.187,10.126,7.600,-0.600,53.400,-0.883,2.789,0.156
2019-05-26-02:25:15.854207,0.304,-0.184,10.138,6.700,-0.100,55.900,-0.477,2.680,-0.273
2019-05-26-02:25:15.964202,0.301,-0.170,10.129,7.600,-0.500,53.300,-0.719,2.547,-0.164
2019-05-26-02:25:16.073932,0.301,-0.189,10.136,7.100,0.300,53.500,-0.727,2.797,0.133
2019-05-26-02:25:16.183734,0.301,-0.187,10.136,7.400,-0.500,53.300,-0.648,2.742,-0.102
2019-05-26-02:25:16.293456,0.292,-0.187,10.114,6.900,-0.500,54.500,-1.336,2.695,-0.180
2019-05-26-02:25:16.403130,0.294,-0.187,10.126,6.900,-0.300,53.500,-0.883,2.773,0.031
2019-05-26-02:25:16.512831,0.306,-0.177,10.110,7.300,-0.800,55.400,-0.875,2.664,0.055
2019-05-26-02:25:16.622548,0.297,-0.191,10.126,6.600,-1.100,54.700,-1.094,2.711,-0.203
2019-05-26-02:25:16.732476,0.290,-0.182,10.107,7.000,-0.200,55.100,-1.008,2.656,-0.141
2019-05-26-02:25:16.842195,0.301,-0.184,10.129,6.800,0.100,55.600,-1.133,2.758,-0.031
2019-05-26-02:25:16.951944,0.290,-0.184,10.107,7.500,-0.600,54.200,-0.969,2.734,0.062
2019-05-26-02:25:17.061696,0.297,-0.158,10.095,6.700,0.500,54.700,-0.898,2.625,-0.094
2019-05-26-02:25:17.171624,0.294,-0.184,10.119,8.000,-0.900,54.400,-0.805,2.789,0.086
2019-05-26-02:25:17.281346,0.325,-0.191,10.119,7.100,-0.200,54.000,-0.828,2.781,-0.117
2019-05-26-02:25:17.391107,0.301,-0.189,10.114,7.200,-0.600,53.200,-1.070,2.477,-0.023
2019-05-26-02:25:17.500739,0.299,-0.165,10.112,7.200,-0.200,54.200,-1.180,2.625,-0.273
2019-05-26-02:25:17.610463,0.301,-0.199,10.100,7.000,-0.700,54.600,-0.695,2.742,-0.023
2019-05-26-02:25:17.720234,0.294,-0.184,10.129,8.200,-0.600,56.000,-0.992,2.602,0.086
2019-05-26-02:25:17.829916,0.301,-0.196,10.141,7.200,-0.700,54.200,-0.953,2.672,0.062
2019-05-26-02:25:17.943649,0.309,-0.191,10.114,6.600,-0.300,54.600,-0.805,2.547,-0.078
2019-05-26-02:25:18.053448,0.316,-0.139,10.177,7.600,-0.500,53.900,-0.867,2.648,-0.008
2019-05-26-02:25:18.163190,0.306,-0.196,10.110,7.600,-0.100,54.700,-0.969,2.930,0.125
2019-05-26-02:25:18.272975,0.309,-0.201,10.102,7.600,0.100,55.200,-0.969,2.695,-0.055
2019-05-26-02:25:18.383041,0.306,-0.187,10.122,7.700,-0.700,54.600,-0.742,2.695,0.008
2019-05-26-02:25:18.493512,0.287,-0.182,10.112,7.000,-0.100,55.100,-1.328,2.734,-0.055
2019-05-26-02:25:18.603494,0.325,-0.199,10.095,7.600,0.000,57.100,-0.992,2.758,-0.234
2019-05-26-02:25:18.713321,0.323,-0.175,10.100,6.900,0.100,54.100,-0.992,2.820,-0.148
2019-05-26-02:25:18.823022,0.299,-0.196,10.131,7.900,-1.300,54.600,-1.047,2.555,0.055
2019-05-26-02:25:18.934686,0.294,-0.177,10.138,7.100,-0.800,55.900,-0.984,2.867,-0.180
2019-05-26-02:25:19.044507,0.292,-0.184,10.126,7.500,-0.700,54.600,-0.938,2.867,-0.281
2019-05-26-02:25:19.154449,0.301,-0.189,10.119,6.800,-0.200,55.700,-1.008,2.906,-0.180
2019-05-26-02:25:19.264177,0.285,-0.203,10.119,7.300,0.000,55.600,-0.953,2.562,0.016
2019-05-26-02:25:19.373806,0.294,-0.191,10.138,7.400,-0.300,54.800,-1.023,2.781,-0.188
2019-05-26-02:25:19.483412,0.294,-0.179,10.119,7.600,0.400,53.300,-0.742,2.680,-0.141
2019-05-26-02:25:19.593298,0.294,-0.187,10.126,6.800,-0.600,54.900,-1.141,2.586,-0.211
2019-05-26-02:25:19.703119,0.297,-0.189,10.117,7.800,-1.200,54.800,-0.758,2.883,0.078
2019-05-26-02:25:19.813027,0.301,-0.175,10.131,7.200,-0.200,54.000,-0.852,2.844,-0.250
2019-05-26-02:25:19.922981,0.301,-0.196,10.124,7.500,-1.100,55.300,-1.188,2.703,0.031
2019-05-26-02:25:20.032863,0.299,-0.187,10.114,8.100,-0.200,54.500,-1.008,2.523,-0.164
2019-05-26-02:25:20.142638,0.292,-0.189,10.112,7.000,-0.800,53.900,-1.477,2.711,-0.148
2019-05-26-02:25:20.252333,0.304,-0.194,10.124,7.000,-0.700,55.400,-0.773,2.781,-0.234
2019-05-26-02:25:20.362336,0.299,-0.196,10.143,7.700,0.000,55.000,-1.258,2.781,-0.117
2019-05-26-02:25:20.472042,0.294,-0.191,10.131,8.300,0.000,54.900,-0.734,2.602,0.055
2019-05-26-02:25:20.581674,0.301,-0.184,10.122,8.800,-1.000,55.000,-1.547,2.672,-0.164
2019-05-26-02:25:20.691385,0.306,-0.196,10.143,7.700,-0.600,54.900,-0.867,2.742,-0.055
2019-05-26-02:25:20.801451,0.285,-0.196,10.131,6.700,0.000,54.900,-0.969,2.672,-0.141
2019-05-26-02:25:20.911340,0.301,-0.189,10.122,8.400,-0.600,53.000,-0.969,2.461,-0.055
2019-05-26-02:25:21.021182,0.292,-0.170,10.117,7.200,-0.600,54.400,-1.062,2.719,-0.328
2019-05-26-02:25:21.131016,0.294,-0.175,10.117,6.600,0.100,53.500,-0.430,2.633,-0.180
2019-05-26-02:25:21.240853,0.306,-0.179,10.124,6.400,-0.100,53.300,-1.086,2.625,-0.164
2019-05-26-02:25:21.350521,0.294,-0.179,10.117,8.500,-0.800,55.200,-1.312,2.828,-0.250
2019-05-26-02:25:21.460120,0.309,-0.194,10.134,6.800,0.000,52.500,-0.766,2.820,-0.211
2019-05-26-02:25:21.570091,0.292,-0.191,10.119,7.100,-1.500,53.600,-0.867,2.609,-0.180
2019-05-26-02:25:21.679912,0.306,-0.179,10.131,7.100,-0.500,54.000,-0.898,2.547,-0.125
2019-05-26-02:25:21.789621,0.299,-0.184,10.134,7.500,-0.500,54.700,-0.789,2.625,0.016
2019-05-26-02:25:21.899946,0.297,-0.187,10.136,7.800,-1.600,54.200,-1.305,2.648,-0.117
2019-05-26-02:25:22.009763,0.297,-0.189,10.126,7.400,-1.200,54.500,-0.820,2.625,-0.047
2019-05-26-02:25:22.119595,0.297,-0.182,10.110,7.200,-1.400,54.500,-0.680,2.727,0.148
2019-05-26-02:25:22.229402,0.294,-0.182,10.112,6.000,-0.400,52.900,-0.984,2.477,-0.117
2019-05-26-02:25:22.339113,0.301,-0.182,10.112,6.400,-0.300,54.200,-0.742,2.867,-0.070
2019-05-26-02:25:22.448725,0.287,-0.172,10.119,8.300,-0.900,52.900,-1.086,2.695,-0.164
2019-05-26-02:25:22.558339,0.292,-0.187,10.131,6.800,-0.700,55.600,-0.945,2.852,-0.117
2019-05-26-02:25:22.668038,0.306,-0.170,10.124,6.700,-1.900,53.300,-0.859,2.672,0.039
2019-05-26-02:25:22.777952,0.301,-0.191,10.119,7.900,0.300,53.800,-1.203,2.867,-0.102
2019-05-26-02:25:22.887693,0.301,-0.194,10.119,7.300,-1.200,53.700,-1.062,2.719,-0.047
2019-05-26-02:25:23.001435,0.297,-0.189,10.117,6.700,0.100,54.300,-0.875,2.758,-0.008
2019-05-26-02:25:23.111466,0.297,-0.191,10.112,7.000,-0.300,54.800,-1.016,2.719,-0.180
2019-05-26-02:25:23.221354,0.280,-0.172,10.138,7.500,-0.100,53.800,-0.781,2.719,-0.188
2019-05-26-02:25:23.331101,0.309,-0.187,10.124,7.300,-1.400,54.700,-1.102,3.039,-0.125
2019-05-26-02:25:23.440758,0.292,-0.187,10.131,6.800,0.000,55.100,-1.250,2.711,-0.117
2019-05-26-02:25:23.550940,0.306,-0.172,10.129,7.000,-0.400,53.900,-1.211,2.844,-0.102
2019-05-26-02:25:23.660913,0.299,-0.194,10.114,6.700,-1.800,56.300,-1.094,2.719,-0.297
2019-05-26-02:25:23.770702,0.309,-0.184,10.134,6.000,-0.800,55.200,-1.328,2.797,-0.117
2019-05-26-02:25:23.880351,0.297,-0.172,10.124,6.400,-0.400,55.500,-1.070,2.812,0.062
2019-05-26-02:25:23.990381,0.301,-0.177,10.124,7.000,-0.800,53.800,-1.156,2.711,-0.055
2019-05-26-02:25:24.100190,0.292,-0.177,10.138,6.900,-1.000,53.100,-0.922,2.719,-0.148
2019-05-26-02:25:24.209973,0.294,-0.187,10.100,6.500,-0.400,54.400,-0.977,2.539,0.055
2019-05-26-02:25:24.319936,0.292,-0.172,10.117,6.300,-0.300,53.600,-0.711,3.102,0.008
