Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-23-09:13:11.484379,0.309,-0.299,10.119,0.600,-31.100,-20.300,-1.164,2.797,-0.273
2019-05-23-09:13:11.594138,0.321,-0.306,10.126,0.700,-31.800,-20.600,-0.641,2.820,0.125
2019-05-23-09:13:11.703787,0.328,-0.299,10.119,0.300,-32.300,-20.400,-1.203,2.820,-0.102
2019-05-23-09:13:11.813916,0.337,-0.294,10.102,0.500,-30.900,-20.200,-1.281,2.508,-0.281
2019-05-23-09:13:11.923685,0.311,-0.304,10.100,-0.300,-31.200,-21.000,-0.555,2.867,-0.023
2019-05-23-09:13:12.033274,0.323,-0.301,10.093,-0.600,-30.800,-20.900,-0.906,2.750,0.016
2019-05-23-09:13:12.142967,0.325,-0.301,10.117,0.100,-31.500,-20.600,-0.797,2.953,-0.055
2019-05-23-09:13:12.252878,0.301,-0.304,10.119,-0.300,-31.300,-20.500,-0.875,2.805,-0.078
2019-05-23-09:13:12.362440,0.347,-0.311,10.102,-0.300,-30.900,-18.700,-0.812,3.117,0.055
2019-05-23-09:13:12.472075,0.318,-0.299,10.102,-0.900,-31.500,-19.700,-0.484,2.625,0.125
2019-05-23-09:13:12.581932,0.311,-0.304,10.112,0.300,-31.000,-22.200,-0.773,2.648,-0.125
2019-05-23-09:13:12.691555,0.321,-0.323,10.105,-0.400,-32.600,-19.700,-0.766,2.695,-0.094
2019-05-23-09:13:12.801068,0.309,-0.306,10.112,-0.700,-30.900,-20.000,-1.156,2.883,-0.078
2019-05-23-09:13:12.910616,0.316,-0.306,10.105,-0.300,-31.100,-21.000,-1.383,2.641,0.133
2019-05-23-09:13:13.020534,0.342,-0.294,10.124,-0.400,-31.800,-21.400,-1.086,2.805,-0.047
2019-05-23-09:13:13.130354,0.304,-0.323,10.100,-0.700,-31.200,-20.400,-1.062,2.711,-0.141
2019-05-23-09:13:13.240144,0.335,-0.304,10.124,-0.400,-32.400,-21.800,-0.820,2.781,-0.258
2019-05-23-09:13:13.349704,0.316,-0.304,10.100,-0.100,-30.900,-22.700,-0.969,2.836,0.078
2019-05-23-09:13:13.459530,0.313,-0.299,10.117,-0.400,-31.100,-20.100,-0.539,2.672,0.109
2019-05-23-09:13:13.569348,0.318,-0.304,10.117,-0.100,-30.800,-20.500,-0.852,2.586,-0.297
2019-05-23-09:13:13.678933,0.323,-0.311,10.126,-1.400,-30.700,-20.100,-0.922,2.539,-0.117
2019-05-23-09:13:13.788774,0.311,-0.301,10.117,1.000,-31.400,-20.100,-0.617,2.750,0.039
2019-05-23-09:13:13.898455,0.318,-0.299,10.110,-1.100,-31.500,-19.800,-0.656,2.719,-0.102
2019-05-23-09:13:14.008073,0.337,-0.287,10.119,0.800,-31.800,-19.900,-0.578,2.914,-0.344
2019-05-23-09:13:14.117786,0.323,-0.311,10.122,-0.200,-31.800,-20.400,-0.828,2.555,0.016
2019-05-23-09:13:14.229761,0.318,-0.292,10.119,0.200,-31.600,-21.100,-0.875,2.711,0.055
2019-05-23-09:13:14.339343,0.335,-0.309,10.117,0.200,-31.700,-21.500,-0.789,2.711,0.102
2019-05-23-09:13:14.448895,0.335,-0.301,10.112,-0.300,-31.000,-21.600,-1.023,2.719,-0.117
2019-05-23-09:13:14.558695,0.309,-0.299,10.091,-1.300,-30.500,-19.800,-0.961,2.867,-0.008
2019-05-23-09:13:14.668686,0.325,-0.299,10.119,1.100,-31.300,-20.500,-0.773,2.891,-0.164
2019-05-23-09:13:14.778426,0.337,-0.313,10.124,0.300,-31.400,-21.300,-1.008,2.992,-0.008
2019-05-23-09:13:14.888023,0.318,-0.313,10.114,0.300,-31.000,-21.600,-1.164,2.469,0.102
2019-05-23-09:13:14.997620,0.335,-0.297,10.102,-0.400,-30.900,-20.700,-1.242,2.711,0.148
2019-05-23-09:13:15.107310,0.318,-0.304,10.107,0.800,-30.900,-19.900,-1.250,2.695,-0.078
2019-05-23-09:13:15.216966,0.323,-0.304,10.107,-0.300,-31.000,-19.800,-1.141,2.672,0.195
2019-05-23-09:13:15.326644,0.335,-0.304,10.102,-0.500,-29.600,-20.900,-0.719,2.930,-0.094
2019-05-23-09:13:15.437279,0.335,-0.311,10.110,-0.600,-29.200,-18.400,-1.016,2.797,-0.117
2019-05-23-09:13:15.547222,0.328,-0.316,10.095,-0.100,-30.100,-22.100,-0.680,2.836,0.016
2019-05-23-09:13:15.657042,0.328,-0.316,10.102,-1.800,-30.500,-20.900,-0.719,2.828,-0.102
2019-05-23-09:13:15.766691,0.330,-0.304,10.110,0.000,-29.400,-21.100,-1.594,2.914,-0.148
2019-05-23-09:13:15.876653,0.321,-0.301,10.095,-0.800,-30.400,-19.100,-0.773,2.867,-0.125
2019-05-23-09:13:15.986395,0.323,-0.318,10.100,-0.600,-30.200,-21.800,-0.805,2.617,0.031
2019-05-23-09:13:16.096157,0.318,-0.301,10.119,-1.200,-30.100,-20.400,-0.742,2.766,-0.008
2019-05-23-09:13:16.205761,0.318,-0.318,10.105,-0.400,-29.100,-19.300,-0.875,3.039,-0.047
2019-05-23-09:13:16.315369,0.325,-0.306,10.110,-1.400,-29.600,-20.200,-0.891,2.766,-0.031
2019-05-23-09:13:16.424863,0.318,-0.299,10.122,-0.800,-29.700,-21.000,-1.141,2.648,-0.102
2019-05-23-09:13:16.534404,0.340,-0.297,10.110,-1.200,-30.000,-20.200,-1.070,2.688,0.195
2019-05-23-09:13:16.644424,0.328,-0.290,10.110,-1.500,-30.500,-20.300,-0.812,2.516,0.078
2019-05-23-09:13:16.754114,0.330,-0.301,10.117,0.300,-29.400,-21.200,-1.062,2.906,-0.031
2019-05-23-09:13:16.863733,0.328,-0.301,10.095,-1.300,-30.300,-20.400,-1.109,2.844,-0.078
2019-05-23-09:13:16.973418,0.321,-0.301,10.124,-0.200,-30.200,-21.500,-0.727,2.812,0.031
2019-05-23-09:13:17.083324,0.311,-0.304,10.091,-1.900,-30.000,-19.300,-0.719,2.828,-0.070
2019-05-23-09:13:17.192922,0.325,-0.301,10.102,-0.300,-30.100,-19.800,-0.734,2.875,0.039
2019-05-23-09:13:17.302600,0.330,-0.282,10.102,-1.300,-28.900,-21.100,-1.164,2.852,-0.250
2019-05-23-09:13:17.412113,0.325,-0.294,10.124,-0.600,-30.100,-21.300,-0.672,2.820,-0.203
2019-05-23-09:13:17.521735,0.337,-0.297,10.122,-1.400,-30.300,-19.300,-0.781,2.898,0.078
2019-05-23-09:13:17.631375,0.313,-0.297,10.126,-1.200,-29.500,-18.300,-0.969,2.844,0.148
2019-05-23-09:13:17.740914,0.313,-0.306,10.117,-1.600,-30.300,-19.500,-1.094,2.609,-0.023
2019-05-23-09:13:17.850794,0.333,-0.301,10.114,-1.000,-28.500,-19.500,-1.000,2.836,0.172
2019-05-23-09:13:17.960434,0.323,-0.294,10.117,-1.600,-29.500,-19.700,-0.852,2.711,0.148
2019-05-23-09:13:18.070351,0.311,-0.297,10.110,-0.600,-29.700,-20.700,-0.891,2.867,-0.047
2019-05-23-09:13:18.180004,0.321,-0.304,10.100,-0.800,-29.700,-21.200,-1.055,2.562,0.188
2019-05-23-09:13:18.290000,0.318,-0.306,10.107,0.200,-29.300,-20.900,-0.797,2.852,-0.234
2019-05-23-09:13:18.399684,0.318,-0.306,10.112,-2.200,-29.000,-20.500,-0.898,2.766,-0.078
2019-05-23-09:13:18.509337,0.316,-0.318,10.098,-0.700,-29.700,-20.400,-0.820,2.953,-0.125
2019-05-23-09:13:18.619067,0.316,-0.299,10.107,-0.800,-29.800,-20.900,-0.805,2.875,0.148
2019-05-23-09:13:18.728857,0.330,-0.294,10.110,-0.500,-29.500,-21.200,-0.750,2.797,-0.047
2019-05-23-09:13:18.838517,0.311,-0.311,10.110,-0.500,-29.800,-20.300,-1.062,2.695,-0.141
2019-05-23-09:13:18.948257,0.306,-0.306,10.102,0.300,-29.400,-21.700,-1.039,2.758,-0.102
2019-05-23-09:13:19.058264,0.323,-0.313,10.134,-0.600,-30.200,-20.500,-0.914,2.938,-0.141
2019-05-23-09:13:19.167980,0.333,-0.311,10.124,-0.400,-31.400,-21.200,-1.328,2.719,-0.141
2019-05-23-09:13:19.277739,0.318,-0.297,10.122,-0.900,-30.400,-21.700,-0.578,3.070,0.125
2019-05-23-09:13:19.387272,0.337,-0.301,10.124,0.000,-29.900,-19.600,-1.211,2.836,0.031
2019-05-23-09:13:19.497147,0.321,-0.301,10.119,-0.500,-29.900,-21.800,-0.766,2.891,-0.125
2019-05-23-09:13:19.606903,0.313,-0.294,10.124,-1.200,-30.100,-20.000,-1.031,2.758,0.156
2019-05-23-09:13:19.716758,0.340,-0.301,10.110,-0.800,-30.000,-19.800,-1.289,2.516,0.172
2019-05-23-09:13:19.826413,0.309,-0.294,10.114,-1.400,-28.300,-20.500,-0.961,2.633,-0.188
2019-05-23-09:13:19.936064,0.323,-0.299,10.100,-0.800,-29.900,-20.400,-0.609,2.797,0.055
2019-05-23-09:13:20.045668,0.311,-0.299,10.117,-1.300,-30.500,-20.200,-0.711,2.711,0.062
2019-05-23-09:13:20.155357,0.316,-0.306,10.114,-1.800,-29.900,-19.900,-1.359,2.758,0.109
2019-05-23-09:13:20.265303,0.328,-0.309,10.117,-0.400,-30.000,-20.900,-0.719,2.938,-0.141
2019-05-23-09:13:20.374881,0.321,-0.311,10.124,-0.100,-30.800,-21.300,-1.500,2.625,0.156
2019-05-23-09:13:20.484474,0.311,-0.304,10.136,0.500,-29.800,-21.400,-1.000,2.836,0.086
2019-05-23-09:13:20.594299,0.311,-0.316,10.122,-1.100,-29.700,-19.400,-0.703,2.672,-0.055
2019-05-23-09:13:20.704275,0.321,-0.306,10.124,-1.000,-30.200,-20.700,-0.656,2.672,0.102
2019-05-23-09:13:20.813948,0.313,-0.306,10.088,-0.500,-29.700,-20.600,-0.680,2.672,0.062
2019-05-23-09:13:20.923618,0.321,-0.299,10.112,-0.600,-30.100,-22.300,-0.992,2.859,0.172
2019-05-23-09:13:21.033485,0.328,-0.297,10.107,-0.900,-29.200,-18.900,-0.875,2.953,-0.031
2019-05-23-09:13:21.143251,0.313,-0.306,10.138,0.200,-30.400,-21.300,-0.875,2.805,-0.078
2019-05-23-09:13:21.252951,0.313,-0.294,10.105,-0.800,-29.400,-20.000,-0.805,2.984,0.062
2019-05-23-09:13:21.362484,0.330,-0.297,10.136,0.600,-29.600,-19.600,-1.164,2.820,0.008
2019-05-23-09:13:21.472626,0.321,-0.299,10.129,-0.600,-28.600,-19.600,-1.125,2.984,0.109
2019-05-23-09:13:21.582384,0.333,-0.306,10.122,-0.200,-29.300,-20.900,-0.898,2.727,0.133
2019-05-23-09:13:21.692048,0.311,-0.292,10.117,-2.100,-29.600,-21.100,-0.992,2.820,-0.180
2019-05-23-09:13:21.801636,0.304,-0.301,10.117,0.000,-29.200,-20.100,-0.945,2.773,0.102
2019-05-23-09:13:21.911530,0.321,-0.309,10.122,-1.400,-29.200,-21.200,-0.859,2.711,0.125
2019-05-23-09:13:22.021176,0.328,-0.304,10.122,-0.300,-28.900,-21.000,-0.914,2.734,-0.148
2019-05-23-09:13:22.130883,0.325,-0.318,10.122,-0.300,-30.300,-20.100,-0.805,2.781,-0.055
2019-05-23-09:13:22.240615,0.309,-0.309,10.112,0.000,-30.000,-21.700,-0.727,2.789,0.148
2019-05-23-09:13:22.350267,0.311,-0.301,10.122,-1.400,-30.000,-19.700,-0.430,2.883,-0.148
2019-05-23-09:13:22.459736,0.311,-0.292,10.100,-0.600,-29.200,-19.700,-0.859,2.688,0.102
2019-05-23-09:13:22.578449,0.311,-0.309,10.134,-2.100,-30.300,-19.100,-0.914,2.852,0.008
2019-05-23-09:13:22.688488,0.316,-0.309,10.119,0.400,-30.200,-22.000,-0.672,2.797,-0.211
2019-05-23-09:13:22.798075,0.325,-0.297,10.141,-0.600,-29.900,-20.500,-0.656,2.812,0.102
2019-05-23-09:13:22.907951,0.316,-0.304,10.102,-0.200,-29.300,-20.500,-0.641,2.797,0.055
2019-05-23-09:13:23.017674,0.325,-0.301,10.122,-1.500,-29.500,-19.700,-1.117,2.906,0.062
2019-05-23-09:13:23.127588,0.316,-0.309,10.131,-0.600,-30.300,-21.400,-1.406,2.695,-0.180
2019-05-23-09:13:23.237273,0.313,-0.299,10.117,-1.700,-30.100,-20.900,-0.586,2.789,0.055
2019-05-23-09:13:23.346806,0.321,-0.309,10.117,-0.600,-30.600,-20.600,-0.852,2.906,0.031
2019-05-23-09:13:23.456266,0.323,-0.299,10.098,-0.500,-30.100,-20.000,-0.852,2.562,0.266
2019-05-23-09:13:23.565996,0.325,-0.318,10.102,-0.700,-30.200,-21.000,-0.828,2.672,-0.023
2019-05-23-09:13:23.675579,0.342,-0.304,10.117,-0.800,-30.300,-20.400,-0.828,2.797,-0.180
2019-05-23-09:13:23.785410,0.318,-0.294,10.119,-0.900,-30.300,-21.000,-0.727,2.719,-0.297
2019-05-23-09:13:23.895284,0.316,-0.309,10.102,-0.800,-30.200,-20.300,-0.789,2.641,0.109
2019-05-23-09:13:24.004933,0.335,-0.292,10.107,-0.700,-29.600,-22.300,-1.188,2.789,0.016
2019-05-23-09:13:24.114795,0.318,-0.309,10.107,-1.400,-29.700,-19.300,-0.531,2.562,-0.031
2019-05-23-09:13:24.224438,0.323,-0.306,10.095,0.100,-29.700,-21.400,-0.914,2.625,-0.258
2019-05-23-09:13:24.334532,0.323,-0.299,10.153,-0.700,-29.500,-20.600,-0.773,2.812,0.062
2019-05-23-09:13:24.444255,0.297,-0.309,10.107,-0.100,-29.500,-21.000,-1.352,2.867,-0.047
2019-05-23-09:13:24.553956,0.321,-0.301,10.122,-1.600,-31.000,-19.000,-1.023,2.906,-0.078
2019-05-23-09:13:24.663747,0.316,-0.297,10.105,0.000,-30.600,-20.600,-0.789,2.625,0.195
2019-05-23-09:13:24.773297,0.323,-0.306,10.107,0.400,-30.000,-21.100,-0.680,2.680,-0.055
2019-05-23-09:13:24.883160,0.325,-0.294,10.114,-0.300,-30.600,-21.800,-1.305,2.711,-0.047
2019-05-23-09:13:24.992787,0.330,-0.311,10.136,-0.600,-30.600,-20.200,-0.938,2.695,-0.320
2019-05-23-09:13:25.102696,0.313,-0.316,10.107,-0.200,-30.500,-22.700,-0.680,2.734,0.039
2019-05-23-09:13:25.212334,0.321,-0.304,10.105,-0.700,-30.600,-20.200,-0.695,2.625,-0.055
2019-05-23-09:13:25.322221,0.318,-0.297,10.110,-1.100,-30.800,-19.600,-0.805,2.828,-0.047
2019-05-23-09:13:25.431972,0.318,-0.311,10.124,-0.600,-30.000,-20.700,-0.664,2.672,0.031
2019-05-23-09:13:25.541988,0.328,-0.304,10.110,0.000,-30.400,-20.500,-1.016,2.797,-0.008
2019-05-23-09:13:25.651796,0.311,-0.306,10.095,0.100,-30.100,-21.600,-0.531,2.969,-0.078
2019-05-23-09:13:25.761540,0.323,-0.304,10.119,-0.700,-30.600,-20.000,-0.805,2.961,0.125
2019-05-23-09:13:25.871084,0.311,-0.304,10.110,0.700,-30.600,-21.700,-0.852,2.672,-0.227
2019-05-23-09:13:25.980713,0.333,-0.309,10.136,-2.100,-30.000,-22.400,-0.859,2.805,-0.125
2019-05-23-09:13:26.090427,0.316,-0.323,10.110,-0.100,-30.000,-20.800,-0.891,2.711,0.031
2019-05-23-09:13:26.200138,0.309,-0.311,10.117,-1.600,-29.300,-19.700,-1.039,2.820,0.078
2019-05-23-09:13:26.310165,0.337,-0.318,10.098,-0.600,-30.400,-20.900,-1.109,2.812,0.086
2019-05-23-09:13:26.419741,0.318,-0.321,10.110,-1.100,-29.800,-19.300,-0.875,2.734,-0.008
2019-05-23-09:13:26.529308,0.311,-0.306,10.112,-0.600,-29.800,-20.400,-0.852,2.734,-0.055
2019-05-23-09:13:26.638984,0.347,-0.306,10.122,-0.300,-31.000,-19.400,-0.391,2.758,-0.047
2019-05-23-09:13:26.748943,0.313,-0.304,10.088,-1.000,-29.800,-20.800,-0.898,2.875,-0.094
2019-05-23-09:13:26.858525,0.323,-0.304,10.093,-1.100,-30.500,-20.100,-0.898,2.609,-0.141
2019-05-23-09:13:26.968169,0.325,-0.297,10.129,-0.200,-29.400,-20.800,-0.828,2.953,-0.078
2019-05-23-09:13:27.077829,0.318,-0.309,10.100,-1.000,-30.300,-20.500,-0.852,2.742,-0.055
2019-05-23-09:13:27.187378,0.318,-0.304,10.095,-1.000,-30.400,-20.400,-1.211,2.609,-0.008
2019-05-23-09:13:27.297079,0.328,-0.321,10.114,-0.300,-30.000,-19.800,-0.703,2.906,-0.609
2019-05-23-09:13:27.406686,0.328,-0.313,10.110,-0.600,-30.600,-20.000,-0.484,2.641,0.172
2019-05-23-09:13:27.516591,0.306,-0.306,10.126,-1.500,-29.400,-21.000,-0.781,2.500,0.086
2019-05-23-09:13:27.626445,0.323,-0.301,10.114,-1.200,-30.100,-20.400,-0.922,2.898,0.086
2019-05-23-09:13:27.736051,0.321,-0.301,10.105,-0.800,-30.300,-19.900,-1.023,2.859,0.086
2019-05-23-09:13:27.845992,0.323,-0.301,10.129,-0.700,-30.800,-20.900,-0.859,2.727,0.055
2019-05-23-09:13:27.955857,0.325,-0.309,10.105,-0.900,-29.500,-21.500,-0.648,2.781,-0.188
2019-05-23-09:13:28.065568,0.325,-0.309,10.136,-2.100,-29.800,-20.300,-1.117,2.734,0.156
2019-05-23-09:13:28.175236,0.321,-0.294,10.100,-1.700,-31.000,-19.100,-0.969,2.648,-0.047
2019-05-23-09:13:28.284908,0.328,-0.294,10.138,-1.500,-30.800,-20.800,-1.195,2.844,0.016
2019-05-23-09:13:28.394439,0.316,-0.299,10.124,-0.700,-31.100,-21.100,-1.047,2.836,0.039
2019-05-23-09:13:28.504087,0.321,-0.301,10.122,-0.100,-30.400,-19.200,-0.820,3.016,0.016
2019-05-23-09:13:28.613810,0.323,-0.313,10.126,-0.900,-30.300,-19.800,-1.000,3.234,-0.047
2019-05-23-09:13:28.723763,0.335,-0.299,10.105,-0.400,-29.700,-22.200,-0.812,2.875,0.055
2019-05-23-09:13:28.833439,0.318,-0.299,10.117,-1.400,-31.300,-20.200,-1.203,2.461,-0.008
2019-05-23-09:13:28.943058,0.311,-0.304,10.112,0.500,-30.700,-20.900,-0.734,2.984,0.102
2019-05-23-09:13:29.053331,0.335,-0.297,10.124,-1.200,-30.200,-18.700,-1.406,2.812,0.133
2019-05-23-09:13:29.163087,0.335,-0.294,10.112,0.000,-31.500,-20.600,-0.656,2.648,0.031
2019-05-23-09:13:29.272761,0.321,-0.306,10.122,-1.700,-30.500,-21.100,-0.703,2.734,-0.070
2019-05-23-09:13:29.382438,0.345,-0.301,10.122,-0.800,-29.300,-21.100,-0.305,2.836,0.031
2019-05-23-09:13:29.492071,0.340,-0.316,10.098,-0.900,-30.000,-21.300,-0.766,2.844,-0.047
2019-05-23-09:13:29.601869,0.318,-0.309,10.119,-0.500,-30.500,-21.200,-1.266,2.734,0.234
2019-05-23-09:13:29.711402,0.313,-0.299,10.095,-1.400,-31.200,-20.700,-0.922,2.797,-0.125
2019-05-23-09:13:29.820907,0.313,-0.309,10.110,0.400,-31.100,-21.700,-0.688,2.734,0.133
2019-05-23-09:13:29.930756,0.325,-0.304,10.091,-1.500,-29.900,-21.200,-0.992,2.570,-0.023
2019-05-23-09:13:30.040611,0.323,-0.304,10.107,-0.700,-31.000,-22.300,-0.672,2.938,-0.148
2019-05-23-09:13:30.150367,0.311,-0.297,10.105,-1.900,-30.300,-20.200,-1.164,2.734,0.109
2019-05-23-09:13:30.260356,0.316,-0.299,10.095,-0.500,-30.600,-22.100,-1.023,2.992,0.219
2019-05-23-09:13:30.370091,0.323,-0.304,10.143,-1.400,-32.200,-20.500,-1.102,2.555,0.016
2019-05-23-09:13:30.479943,0.335,-0.316,10.105,0.800,-28.900,-21.400,-0.914,2.930,-0.094
2019-05-23-09:13:30.589749,0.328,-0.313,10.129,-1.400,-30.000,-21.100,-0.969,2.906,0.016
2019-05-23-09:13:30.699318,0.318,-0.304,10.136,-0.900,-30.100,-22.200,-1.195,2.625,0.109
2019-05-23-09:13:30.808812,0.337,-0.301,10.122,-0.800,-29.900,-20.300,-1.164,2.867,-0.047
2019-05-23-09:13:30.918474,0.316,-0.306,10.095,-0.400,-30.300,-21.500,-1.141,2.562,0.133
2019-05-23-09:13:31.030081,0.325,-0.306,10.119,-1.700,-31.000,-19.000,-0.805,3.055,-0.070
2019-05-23-09:13:31.140084,0.313,-0.316,10.107,0.100,-30.200,-21.900,-0.711,3.039,-0.117
2019-05-23-09:13:31.249798,0.325,-0.306,10.110,-2.000,-30.500,-18.700,-0.734,2.703,0.039
2019-05-23-09:13:31.359339,0.335,-0.301,10.119,0.100,-29.200,-21.600,-0.914,2.781,-0.141
2019-05-23-09:13:31.469133,0.316,-0.309,10.102,-1.000,-30.200,-22.300,-0.766,2.969,-0.008
2019-05-23-09:13:31.578802,0.323,-0.309,10.102,0.000,-29.800,-21.500,-0.867,2.758,-0.078
2019-05-23-09:13:31.688434,0.311,-0.304,10.114,-1.100,-29.800,-20.100,-0.922,2.859,0.086
2019-05-23-09:13:31.797968,0.328,-0.292,10.110,-0.900,-30.300,-21.500,-0.953,2.922,0.062
2019-05-23-09:13:31.907499,0.313,-0.306,10.105,-1.300,-30.600,-22.700,-0.875,2.945,0.312
2019-05-23-09:13:32.017053,0.313,-0.301,10.107,-2.400,-29.600,-21.300,-0.766,2.930,-0.047
2019-05-23-09:13:32.126744,0.318,-0.301,10.110,0.500,-30.600,-21.800,-0.836,2.711,0.086
2019-05-23-09:13:32.236464,0.325,-0.313,10.122,-1.300,-29.700,-21.800,-0.719,2.625,-0.070
2019-05-23-09:13:32.346458,0.337,-0.292,10.114,0.100,-30.000,-22.200,-0.719,2.781,-0.102
2019-05-23-09:13:32.456039,0.311,-0.294,10.098,-1.700,-30.100,-22.300,-1.273,2.789,0.086
2019-05-23-09:13:32.565600,0.318,-0.311,10.105,-0.500,-31.500,-22.600,-0.656,2.883,0.125
2019-05-23-09:13:32.675440,0.311,-0.297,10.114,-1.400,-29.800,-21.600,-0.930,2.750,0.156
2019-05-23-09:13:32.785015,0.330,-0.311,10.110,-0.700,-30.300,-21.900,-0.844,2.711,-0.023
2019-05-23-09:13:32.894516,0.335,-0.311,10.105,-1.200,-30.300,-20.500,-0.898,2.734,0.016
2019-05-23-09:13:33.004240,0.328,-0.290,10.117,-0.500,-29.200,-21.400,-0.922,2.562,-0.031
2019-05-23-09:13:33.113969,0.321,-0.306,10.105,-1.100,-30.200,-22.600,-0.836,2.820,0.156
2019-05-23-09:13:33.223717,0.328,-0.301,10.100,-0.700,-31.200,-21.200,-0.836,2.797,0.125
2019-05-23-09:13:33.333288,0.313,-0.306,10.112,-1.000,-29.500,-19.300,-0.781,2.547,-0.078
2019-05-23-09:13:33.442754,0.325,-0.297,10.122,-0.500,-30.100,-20.800,-1.109,2.695,-0.102
2019-05-23-09:13:33.552619,0.306,-0.297,10.105,-0.400,-30.500,-20.200,-0.352,2.836,0.211
2019-05-23-09:13:33.662361,0.316,-0.318,10.119,-2.100,-30.000,-21.100,-0.531,2.844,0.102
2019-05-23-09:13:33.772165,0.304,-0.313,10.126,-0.100,-30.500,-20.100,-0.820,2.742,-0.055
2019-05-23-09:13:33.882151,0.321,-0.301,10.105,0.500,-29.800,-21.700,-1.141,2.703,0.016
2019-05-23-09:13:33.991885,0.333,-0.304,10.114,-1.000,-30.400,-20.200,-0.969,2.773,0.039
2019-05-23-09:13:34.101591,0.323,-0.306,10.098,-0.900,-29.800,-20.600,-1.305,2.711,-0.078
2019-05-23-09:13:34.211153,0.313,-0.299,10.114,-0.600,-29.800,-20.500,-0.617,2.758,0.031
2019-05-23-09:13:34.320853,0.318,-0.311,10.110,-0.400,-30.600,-19.900,-0.734,2.930,0.266
2019-05-23-09:13:34.430356,0.318,-0.301,10.110,-0.200,-29.300,-20.900,-1.336,3.086,-0.031
2019-05-23-09:13:34.540016,0.328,-0.313,10.102,-0.500,-29.800,-20.400,-0.727,2.734,0.188
2019-05-23-09:13:34.649743,0.330,-0.306,10.102,-0.500,-30.100,-21.200,-0.914,2.891,-0.055
2019-05-23-09:13:34.759668,0.330,-0.309,10.110,-0.500,-30.300,-20.600,-1.094,2.820,0.031
2019-05-23-09:13:34.869228,0.313,-0.309,10.122,-0.300,-30.100,-22.500,-0.633,2.797,-0.102
2019-05-23-09:13:34.978877,0.325,-0.297,10.119,-1.000,-31.100,-20.400,-1.289,2.617,0.195
2019-05-23-09:13:35.088784,0.313,-0.304,10.114,0.000,-29.500,-21.100,-0.945,2.578,0.156
2019-05-23-09:13:35.199633,0.323,-0.297,10.112,-1.500,-29.100,-19.600,-0.820,2.914,-0.008
2019-05-23-09:13:35.309631,0.333,-0.306,10.134,0.100,-30.800,-20.400,-1.141,2.742,-0.055
2019-05-23-09:13:35.419344,0.330,-0.304,10.110,-1.100,-29.400,-21.800,-1.000,2.453,0.031
2019-05-23-09:13:35.528973,0.321,-0.304,10.119,-1.200,-30.100,-20.700,-1.234,2.609,-0.070
