Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-06-09-14:49:24.874329,0.665,-0.275,10.021,0.100,42.000,160.000,-0.734,3.031,0.422
2019-06-09-14:49:24.893710,0.668,-0.285,10.050,16.400,86.600,208.400,-0.320,2.812,0.398
2019-06-09-14:49:24.913135,0.632,-0.268,9.995,2.900,25.000,117.000,-0.719,3.055,0.281
2019-06-09-14:49:24.932483,0.641,-0.266,10.035,16.100,33.500,110.500,-0.617,2.812,0.469
2019-06-09-14:49:24.951829,0.641,-0.239,10.055,22.900,76.600,173.600,-0.977,2.789,0.523
2019-06-09-14:49:24.971303,0.658,-0.311,10.093,16.700,88.900,212.500,-0.727,3.078,0.438
2019-06-09-14:49:24.990835,0.634,-0.251,10.055,15.500,84.300,210.200,-0.500,3.055,0.625
2019-06-09-14:49:25.010341,0.634,-0.280,10.067,4.700,40.300,138.600,-0.711,2.812,0.602
2019-06-09-14:49:25.029816,0.632,-0.323,10.119,23.000,71.700,168.500,-0.688,2.617,0.266
2019-06-09-14:49:25.049218,0.663,-0.352,10.119,2.600,40.800,157.000,-0.297,2.922,0.469
2019-06-09-14:49:25.068606,0.603,-0.359,10.086,17.000,81.500,198.700,-0.922,2.898,0.414
2019-06-09-14:49:25.088068,0.641,-0.330,10.102,18.300,82.100,195.800,-0.633,2.750,0.445
2019-06-09-14:49:25.107520,0.670,-0.306,10.069,5.500,30.900,126.000,-0.375,2.797,0.523
2019-06-09-14:49:25.126906,0.639,-0.337,10.102,17.400,73.000,183.500,-0.656,2.578,0.398
2019-06-09-14:49:25.146268,0.670,-0.311,10.143,7.400,34.800,142.800,-0.352,3.008,0.594
2019-06-09-14:49:25.169847,0.689,-0.376,10.007,17.600,66.600,169.000,-0.734,2.836,0.641
2019-06-09-14:49:25.189449,0.615,-0.282,10.088,10.500,70.700,197.000,-0.750,2.898,0.594
2019-06-09-14:49:25.208820,0.632,-0.333,10.117,5.700,55.100,178.500,-0.477,3.031,0.617
2019-06-09-14:49:25.228148,0.653,-0.285,10.110,23.500,108.600,221.100,-0.781,2.898,0.523
2019-06-09-14:49:25.247708,0.668,-0.347,10.100,22.300,27.100,100.800,-0.586,2.875,0.484
2019-06-09-14:49:25.267139,0.634,-0.311,10.148,12.500,36.200,131.400,-0.844,3.008,0.484
2019-06-09-14:49:25.286550,0.648,-0.273,10.035,14.800,71.500,186.900,-0.875,2.773,0.492
2019-06-09-14:49:25.306030,0.684,-0.311,10.026,17.500,71.200,176.000,-0.617,2.648,0.555
2019-06-09-14:49:25.325416,0.634,-0.266,10.153,16.100,42.800,130.000,-0.578,3.047,0.336
2019-06-09-14:49:25.346861,0.648,-0.278,10.086,1.000,42.100,152.800,-0.617,2.898,0.484
2019-06-09-14:49:25.366334,0.644,-0.282,10.050,1.600,37.900,142.700,-0.570,2.969,0.375
2019-06-09-14:49:25.385852,0.636,-0.311,10.055,21.800,72.300,159.500,-0.516,2.922,0.484
2019-06-09-14:49:25.405215,0.629,-0.294,10.083,8.600,18.200,112.500,-0.516,2.922,0.445
2019-06-09-14:49:25.424544,0.682,-0.275,10.064,24.600,90.800,197.900,-0.562,2.820,0.445
2019-06-09-14:49:25.443874,0.718,-0.297,10.098,20.900,39.600,113.000,-1.000,2.789,0.523
2019-06-09-14:49:25.463196,0.615,-0.321,10.098,15.000,97.700,227.500,-0.820,3.016,0.352
2019-06-09-14:49:25.482662,0.689,-0.354,10.059,-0.200,51.100,183.500,-0.289,2.789,0.492
2019-06-09-14:49:25.502042,0.675,-0.294,10.079,26.600,62.300,140.500,-0.977,2.711,0.422
2019-06-09-14:49:25.521492,0.648,-0.292,10.057,1.000,58.000,196.300,-0.891,3.055,0.422
2019-06-09-14:49:25.540835,0.660,-0.254,10.088,37.600,98.000,123.700,-0.219,2.883,0.461
2019-06-09-14:49:25.565783,0.644,-0.306,9.957,22.600,128.700,43.700,-0.328,3.164,0.391
2019-06-09-14:49:25.585379,0.579,-0.227,9.933,22.700,127.500,42.800,-0.859,2.625,0.492
2019-06-09-14:49:25.604789,0.627,-0.220,9.959,24.800,126.100,40.800,-0.172,2.820,0.414
2019-06-09-14:49:25.624228,0.636,-0.244,10.031,23.900,126.500,40.700,-0.484,2.773,0.281
2019-06-09-14:49:25.643598,0.610,-0.287,10.033,23.500,126.500,41.300,-0.617,2.875,0.531
2019-06-09-14:49:25.662942,0.615,-0.304,10.079,23.700,126.600,40.900,-0.945,2.820,0.438
2019-06-09-14:49:25.682381,0.668,-0.287,10.057,23.900,126.000,41.100,-0.648,3.047,0.422
2019-06-09-14:49:25.701825,0.689,-0.299,10.024,23.200,126.400,41.600,-0.562,2.930,0.555
2019-06-09-14:49:25.721272,0.625,-0.244,10.057,23.200,125.500,42.100,-0.297,2.758,0.469
2019-06-09-14:49:25.740771,0.648,-0.282,10.064,23.600,125.400,42.300,-0.508,2.727,0.438
2019-06-09-14:49:25.760215,0.680,-0.306,10.071,23.400,125.900,40.800,-0.742,3.133,0.508
2019-06-09-14:49:25.779687,0.653,-0.301,10.083,23.100,126.900,41.300,-0.750,2.883,0.617
2019-06-09-14:49:25.799112,0.665,-0.299,10.069,23.000,126.700,41.800,-1.070,2.672,0.414
2019-06-09-14:49:25.818482,0.656,-0.313,10.105,23.600,126.700,40.500,-0.664,3.141,0.484
2019-06-09-14:49:25.837919,0.610,-0.287,10.105,23.800,126.700,42.000,-0.711,2.992,0.492
2019-06-09-14:49:25.857268,0.660,-0.290,10.057,23.800,126.100,42.200,-0.617,2.883,0.492
2019-06-09-14:49:25.876650,0.641,-0.301,10.067,24.000,126.200,41.900,-0.641,2.883,0.445
2019-06-09-14:49:25.896151,0.658,-0.280,10.126,22.700,126.600,41.800,-0.461,2.922,0.188
2019-06-09-14:49:25.915544,0.656,-0.294,10.035,23.500,126.100,42.000,-0.180,2.898,0.492
2019-06-09-14:49:25.934901,0.670,-0.282,10.088,24.400,126.400,41.600,-0.688,2.945,0.867
2019-06-09-14:49:25.954348,0.663,-0.280,10.105,23.400,127.500,42.400,-0.773,2.984,0.422
2019-06-09-14:49:25.973703,0.639,-0.299,10.047,23.800,126.600,40.900,-0.781,2.758,0.266
2019-06-09-14:49:25.993153,0.646,-0.285,10.002,23.700,126.900,41.300,-0.664,2.984,0.578
2019-06-09-14:49:26.012622,0.668,-0.278,10.158,23.300,127.400,42.200,-0.781,2.992,0.578
2019-06-09-14:49:26.032000,0.646,-0.275,10.076,23.100,127.000,41.800,-0.391,2.836,0.398
2019-06-09-14:49:26.051464,0.622,-0.282,10.021,22.200,127.300,40.600,-0.539,2.836,0.531
2019-06-09-14:49:26.070824,0.651,-0.266,10.055,23.100,126.700,41.700,-0.492,3.086,-0.055
2019-06-09-14:49:26.090171,0.646,-0.261,10.021,24.300,126.200,41.000,-0.609,2.773,0.266
2019-06-09-14:49:26.109660,0.656,-0.258,10.071,23.700,126.600,41.900,-0.719,3.047,0.602
2019-06-09-14:49:26.129270,0.665,-0.278,10.055,23.100,127.600,40.600,-0.734,2.992,0.312
2019-06-09-14:49:26.148700,0.651,-0.290,10.064,23.800,126.900,41.700,-0.188,3.055,0.469
2019-06-09-14:49:26.168053,0.656,-0.337,10.167,22.500,128.100,40.000,-0.570,2.961,0.438
2019-06-09-14:49:26.187445,0.677,-0.311,10.146,23.800,128.100,41.500,-0.484,2.672,0.352
2019-06-09-14:49:26.206885,0.668,-0.321,10.167,23.900,127.800,40.900,-0.477,3.008,0.414
2019-06-09-14:49:26.226276,0.641,-0.335,10.122,23.500,126.300,40.300,-0.562,2.492,0.461
2019-06-09-14:49:26.245844,0.651,-0.313,10.102,22.800,126.300,41.900,-0.609,2.984,0.258
2019-06-09-14:49:26.265290,0.648,-0.309,10.119,22.700,128.400,42.400,-0.375,2.734,0.461
2019-06-09-14:49:26.284645,0.653,-0.306,10.112,23.400,127.100,41.000,-0.781,2.883,0.648
2019-06-09-14:49:26.304113,0.636,-0.330,10.105,23.700,126.300,40.900,-1.000,2.820,0.523
2019-06-09-14:49:26.323546,0.665,-0.313,10.131,24.000,126.000,42.000,-0.352,3.156,0.461
2019-06-09-14:49:26.342897,0.641,-0.297,10.174,23.400,126.400,40.700,-0.711,2.898,0.391
2019-06-09-14:49:26.368778,0.672,-0.335,10.138,23.400,127.500,42.000,-0.633,2.984,0.570
2019-06-09-14:49:26.388260,0.670,-0.261,10.059,23.200,128.300,42.000,-0.531,2.836,0.547
2019-06-09-14:49:26.407711,0.680,-0.292,10.134,23.500,127.100,42.700,-0.656,2.773,0.523
2019-06-09-14:49:26.427142,0.672,-0.306,10.095,23.800,127.800,40.000,-0.703,2.930,0.422
2019-06-09-14:49:26.446507,0.646,-0.316,10.117,22.600,127.500,41.200,-0.508,2.984,0.688
2019-06-09-14:49:26.465954,0.653,-0.304,10.148,23.400,126.500,40.300,-0.562,2.797,0.570
2019-06-09-14:49:26.485424,0.632,-0.275,10.088,22.700,125.700,40.800,-0.562,2.750,0.594
2019-06-09-14:49:26.504805,0.653,-0.285,10.024,22.400,127.100,41.200,-0.672,3.180,0.422
2019-06-09-14:49:26.524281,0.648,-0.290,10.119,23.400,128.100,42.300,-0.523,3.047,0.625
2019-06-09-14:49:26.543662,0.660,-0.304,10.083,24.000,126.100,41.000,-0.922,2.750,0.508
2019-06-09-14:49:26.563005,0.675,-0.323,10.091,22.800,126.100,40.600,-0.617,2.836,0.414
2019-06-09-14:49:26.582401,0.658,-0.278,10.067,23.900,126.200,40.600,-0.805,2.930,0.148
2019-06-09-14:49:26.601768,0.656,-0.290,10.076,24.000,127.100,40.400,-0.531,2.500,0.570
2019-06-09-14:49:26.621447,0.658,-0.280,10.055,23.100,127.000,41.400,-0.273,3.008,0.531
2019-06-09-14:49:26.640888,0.644,-0.268,10.064,23.900,125.600,40.800,-0.445,3.008,0.469
2019-06-09-14:49:26.660298,0.651,-0.268,10.098,23.800,126.900,40.700,-0.656,2.602,0.148
2019-06-09-14:49:26.679690,0.672,-0.301,10.021,22.800,126.200,41.100,-0.773,2.688,0.570
2019-06-09-14:49:26.699050,0.641,-0.285,10.028,23.400,126.700,42.700,-0.586,2.859,0.492
2019-06-09-14:49:26.718395,0.634,-0.268,10.055,22.400,127.200,41.900,-0.484,2.789,0.641
2019-06-09-14:49:26.738087,0.660,-0.290,10.055,23.400,127.000,40.900,-0.594,2.727,0.414
2019-06-09-14:49:26.757647,0.658,-0.318,10.004,22.500,127.300,41.800,-0.219,2.898,0.281
2019-06-09-14:49:26.777559,0.665,-0.306,10.031,22.500,127.000,42.200,-0.352,3.070,0.398
2019-06-09-14:49:26.797039,0.663,-0.345,10.119,23.700,126.800,41.200,-0.617,2.812,0.570
2019-06-09-14:49:26.816406,0.646,-0.311,10.088,23.700,125.900,41.800,-0.758,3.047,0.461
2019-06-09-14:49:26.835839,0.644,-0.345,10.162,24.100,125.900,42.400,-0.180,2.898,0.414
2019-06-09-14:49:26.857166,0.677,-0.321,10.117,22.900,126.200,40.900,-0.461,2.812,0.461
2019-06-09-14:49:26.876629,0.660,-0.330,10.088,23.500,127.300,42.000,-0.242,2.984,0.523
2019-06-09-14:49:26.896070,0.646,-0.311,10.114,24.000,126.700,41.600,-0.609,2.758,0.625
2019-06-09-14:49:26.915419,0.656,-0.313,10.136,23.400,126.400,41.200,-0.906,2.883,0.391
2019-06-09-14:49:26.934808,0.658,-0.335,10.124,22.800,126.600,41.700,-0.734,2.906,0.703
2019-06-09-14:49:26.954228,0.648,-0.316,10.102,23.600,127.300,40.900,-0.578,3.117,0.422
2019-06-09-14:49:26.973588,0.656,-0.309,10.158,23.500,126.200,41.300,-0.445,2.906,0.148
2019-06-09-14:49:26.993075,0.663,-0.316,10.093,23.200,127.500,42.900,-0.844,3.102,0.602
2019-06-09-14:49:27.012468,0.639,-0.313,10.081,24.200,127.100,42.100,-0.844,3.047,0.578
2019-06-09-14:49:27.031892,0.658,-0.304,10.114,23.100,126.900,43.700,-0.758,2.688,0.281
2019-06-09-14:49:27.051289,0.682,-0.301,10.093,22.600,126.800,42.500,-0.617,2.773,0.352
2019-06-09-14:49:27.070663,0.651,-0.309,10.079,22.900,127.500,40.900,-0.461,2.820,0.414
2019-06-09-14:49:27.090013,0.648,-0.294,10.083,22.200,126.500,41.000,-0.852,2.555,0.328
2019-06-09-14:49:27.109434,0.670,-0.285,10.071,23.200,128.200,39.500,-0.812,2.922,0.312
2019-06-09-14:49:27.128802,0.646,-0.301,10.093,23.700,127.500,40.700,-1.047,2.734,0.492
2019-06-09-14:49:27.148214,0.644,-0.292,10.052,23.700,127.800,41.900,-0.859,2.875,0.617
2019-06-09-14:49:27.167648,0.651,-0.299,10.086,23.100,127.200,41.500,-0.945,2.812,0.414
2019-06-09-14:49:27.186996,0.651,-0.275,10.033,23.400,128.300,41.600,-0.352,2.836,0.523
2019-06-09-14:49:27.206331,0.648,-0.328,10.129,23.200,127.200,41.100,-0.922,2.945,0.484
2019-06-09-14:49:27.225659,0.668,-0.309,10.146,23.900,127.500,42.100,-0.922,2.773,0.367
2019-06-09-14:49:27.245187,0.670,-0.318,10.098,22.700,127.500,41.700,-0.562,2.961,0.305
2019-06-09-14:49:27.264627,0.670,-0.311,10.131,23.000,127.500,41.400,-0.734,2.922,0.391
2019-06-09-14:49:27.284084,0.670,-0.301,10.136,23.100,126.900,41.400,-0.422,2.797,0.328
2019-06-09-14:49:27.303622,0.658,-0.299,10.155,22.400,127.100,42.600,-0.727,2.820,0.547
2019-06-09-14:49:27.323000,0.672,-0.321,10.117,23.500,127.300,40.800,-0.633,2.961,0.398
2019-06-09-14:49:27.342404,0.632,-0.333,10.122,22.600,126.900,40.900,-0.617,3.070,0.352
2019-06-09-14:49:27.361738,0.672,-0.328,10.158,22.000,127.000,41.600,-0.039,2.930,0.469
2019-06-09-14:49:27.381266,0.651,-0.311,10.122,22.400,127.100,41.300,-0.797,2.992,0.391
2019-06-09-14:49:27.400653,0.656,-0.311,10.155,23.100,126.500,42.100,-0.836,2.922,0.492
2019-06-09-14:49:27.420007,0.680,-0.333,10.134,23.400,127.200,43.400,-0.406,3.055,0.367
2019-06-09-14:49:27.439760,0.653,-0.306,10.102,23.900,126.800,41.400,-0.562,2.930,0.367
2019-06-09-14:49:27.459201,0.660,-0.321,10.153,23.200,126.700,41.300,-0.227,2.898,0.469
2019-06-09-14:49:27.478621,0.672,-0.311,10.143,23.400,127.800,40.000,-0.680,2.961,0.469
2019-06-09-14:49:27.498062,0.668,-0.321,10.136,23.000,127.400,40.500,-0.422,2.688,0.484
2019-06-09-14:49:27.517538,0.653,-0.318,10.131,22.900,126.700,41.800,-0.531,2.625,0.438
2019-06-09-14:49:27.536906,0.646,-0.321,10.131,22.700,126.800,41.200,-0.531,2.773,0.266
2019-06-09-14:49:27.556324,0.656,-0.333,10.136,23.700,126.100,41.900,-1.055,2.906,0.242
2019-06-09-14:49:27.576159,0.648,-0.297,10.088,23.600,127.000,41.500,-0.828,2.844,0.266
2019-06-09-14:49:27.595627,0.634,-0.287,10.069,23.100,127.500,42.000,-0.617,2.992,0.336
2019-06-09-14:49:27.614965,0.653,-0.290,10.026,23.200,126.100,41.500,-0.641,2.875,0.469
2019-06-09-14:49:27.634336,0.658,-0.278,10.079,22.900,126.500,41.100,-0.688,3.078,0.461
2019-06-09-14:49:27.653758,0.651,-0.311,10.076,22.800,126.900,40.900,-0.680,2.883,0.508
2019-06-09-14:49:27.673116,0.641,-0.297,10.086,23.300,127.000,40.800,-0.656,2.703,0.289
2019-06-09-14:49:27.692475,0.670,-0.294,10.088,23.500,126.800,41.200,-0.320,2.844,0.438
2019-06-09-14:49:27.711804,0.658,-0.301,10.076,22.600,126.900,41.400,-1.023,2.875,0.594
2019-06-09-14:49:27.731597,0.660,-0.318,10.098,19.100,93.900,97.900,-0.734,2.773,0.336
2019-06-09-14:49:27.751220,0.660,-0.290,10.105,17.800,85.200,102.500,-0.398,2.789,0.328
2019-06-09-14:49:27.770637,0.670,-0.309,10.095,2.000,36.700,99.000,-0.289,2.711,0.484
2019-06-09-14:49:27.790001,0.646,-0.311,10.134,-0.500,44.400,153.800,-0.492,3.055,0.594
2019-06-09-14:49:27.809454,0.658,-0.328,10.114,36.000,126.600,47.200,-0.727,2.844,0.484
2019-06-09-14:49:27.828818,0.677,-0.313,10.146,17.900,67.200,40.600,-0.781,2.883,0.570
2019-06-09-14:49:27.848173,0.677,-0.297,10.131,28.400,126.100,137.100,-0.148,2.836,0.422
2019-06-09-14:49:27.867657,0.639,-0.311,10.114,32.000,124.900,94.100,-0.633,2.836,0.352
2019-06-09-14:49:27.887044,0.656,-0.299,10.136,12.400,67.100,106.700,-0.445,2.812,0.711
2019-06-09-14:49:27.906394,0.682,-0.328,10.131,15.000,79.800,117.500,-0.547,3.008,0.367
2019-06-09-14:49:27.925836,0.627,-0.249,10.038,18.900,91.100,123.800,-0.758,2.875,0.672
2019-06-09-14:49:27.945182,0.651,-0.261,10.045,17.500,71.400,72.400,-0.648,3.047,0.570
2019-06-09-14:49:27.971211,0.660,-0.266,10.024,15.800,78.500,118.000,-1.016,2.727,0.289
2019-06-09-14:49:27.990760,0.653,-0.330,10.122,16.500,75.300,104.000,-0.633,2.930,0.305
2019-06-09-14:49:28.010166,0.660,-0.316,10.102,29.600,101.100,84.300,-0.531,2.664,0.336
2019-06-09-14:49:28.029671,0.672,-0.316,10.162,14.400,93.400,173.300,-0.711,2.812,0.398
2019-06-09-14:49:28.049057,0.672,-0.325,10.162,10.500,61.800,135.700,-1.500,2.859,0.555
2019-06-09-14:49:28.068490,0.636,-0.321,10.105,29.300,74.800,27.400,-0.664,3.016,0.391
2019-06-09-14:49:28.087944,0.660,-0.321,10.114,23.200,56.100,21.200,-0.312,3.078,0.469
2019-06-09-14:49:28.107299,0.660,-0.306,10.131,31.700,139.100,185.700,-0.445,2.898,0.266
2019-06-09-14:49:28.126664,0.646,-0.318,10.136,18.600,121.500,232.900,-0.461,2.859,0.438
2019-06-09-14:49:28.146095,0.658,-0.318,10.131,19.700,65.700,82.800,-0.617,2.836,0.375
2019-06-09-14:49:28.165513,0.656,-0.275,10.134,16.100,87.400,164.100,-0.953,3.016,0.438
2019-06-09-14:49:28.184858,0.668,-0.275,10.055,13.900,79.500,140.000,-0.352,2.750,0.398
2019-06-09-14:49:28.204279,0.658,-0.275,10.031,18.800,65.900,109.500,-0.516,2.641,0.352
2019-06-09-14:49:28.223620,0.639,-0.287,10.074,13.500,87.200,176.900,-0.375,2.820,0.469
2019-06-09-14:49:28.243092,0.675,-0.273,10.057,12.400,66.900,147.400,-0.773,2.844,0.289
2019-06-09-14:49:28.262588,0.644,-0.292,10.050,22.300,75.300,115.900,-0.812,2.844,0.266
2019-06-09-14:49:28.281994,0.646,-0.301,10.071,31.100,76.200,79.700,-0.312,3.055,0.234
2019-06-09-14:49:28.301544,0.653,-0.290,10.059,19.700,69.300,98.200,-0.734,2.789,0.469
2019-06-09-14:49:28.320901,0.663,-0.301,10.100,22.700,92.300,126.100,-0.742,3.102,0.648
2019-06-09-14:49:28.342188,0.648,-0.299,10.102,15.400,77.400,147.300,-0.477,3.008,0.281
2019-06-09-14:49:28.361797,0.651,-0.287,10.100,23.000,127.900,232.200,-0.516,2.797,0.133
2019-06-09-14:49:28.381232,0.658,-0.290,10.112,20.800,77.300,109.000,-0.484,2.836,0.492
2019-06-09-14:49:28.400593,0.670,-0.309,10.131,6.300,91.600,206.100,-0.344,2.859,0.352
2019-06-09-14:49:28.419933,0.668,-0.309,10.107,23.400,115.500,190.100,-0.758,2.812,0.398
2019-06-09-14:49:28.439346,0.653,-0.294,10.124,29.000,99.200,128.000,-0.547,3.031,0.414
2019-06-09-14:49:28.458686,0.634,-0.325,10.086,28.000,101.100,133.500,-0.664,3.031,0.289
2019-06-09-14:49:28.478081,0.656,-0.306,10.102,39.000,122.400,130.700,-0.656,2.961,0.508
2019-06-09-14:49:28.497547,0.656,-0.306,10.079,36.600,153.500,210.300,-0.367,2.945,0.523
2019-06-09-14:49:28.516920,0.660,-0.325,10.126,43.100,120.400,117.000,-0.367,2.797,0.422
2019-06-09-14:49:28.536264,0.658,-0.325,10.174,-14.100,-12.100,59.700,-0.703,2.898,0.445
2019-06-09-14:49:28.555595,0.665,-0.313,10.091,38.200,148.900,189.800,-0.727,2.875,0.391
2019-06-09-14:49:28.574984,0.648,-0.280,10.033,-18.000,11.600,136.200,-0.484,2.898,0.484
2019-06-09-14:49:28.594397,0.620,-0.304,10.014,3.100,75.100,203.200,-0.734,2.727,0.352
2019-06-09-14:49:28.613718,0.660,-0.285,10.064,26.300,95.200,134.900,-0.180,3.055,0.469
2019-06-09-14:49:28.633084,0.653,-0.254,10.019,28.200,93.300,119.100,-0.586,2.930,0.391
2019-06-09-14:49:28.652426,0.627,-0.275,10.028,0.400,27.200,96.300,-1.211,2.711,0.336
2019-06-09-14:49:28.671780,0.634,-0.268,10.026,-6.100,36.900,149.300,-0.859,2.773,0.625
2019-06-09-14:49:28.691241,0.670,-0.280,10.038,3.800,80.800,204.400,-0.680,2.898,0.289
2019-06-09-14:49:28.710599,0.627,-0.273,10.012,29.800,73.300,122.200,-0.586,2.930,0.648
2019-06-09-14:49:28.730095,0.617,-0.256,10.021,26.600,56.600,99.700,-0.828,2.859,0.352
2019-06-09-14:49:28.749695,0.658,-0.266,10.064,12.900,22.300,73.200,-0.391,2.812,0.461
2019-06-09-14:49:28.774672,0.680,-0.290,10.050,0.300,66.000,179.400,-0.734,2.875,0.422
2019-06-09-14:49:28.794242,0.641,-0.268,10.055,0.600,46.200,140.900,-0.711,2.859,0.469
2019-06-09-14:49:28.813628,0.641,-0.275,10.043,17.400,63.700,131.000,-0.633,2.859,0.758
2019-06-09-14:49:28.832985,0.653,-0.273,10.019,6.100,53.800,128.300,-0.609,2.883,0.531
2019-06-09-14:49:28.852415,0.646,-0.292,10.045,3.900,42.300,116.200,-0.781,2.984,0.375
2019-06-09-14:49:28.871849,0.658,-0.285,10.064,16.900,67.300,136.200,-0.250,2.688,0.281
2019-06-09-14:49:28.891305,0.656,-0.273,10.083,13.800,76.700,162.800,-0.688,3.031,0.438
2019-06-09-14:49:28.910669,0.658,-0.285,10.050,17.100,67.300,162.100,-0.977,2.930,0.336
2019-06-09-14:49:28.930009,0.625,-0.318,10.033,12.100,58.500,137.300,-0.484,2.578,0.336
2019-06-09-14:49:28.949435,0.651,-0.275,10.079,15.300,60.800,137.100,-0.633,2.906,0.555
2019-06-09-14:49:28.968783,0.672,-0.280,10.095,15.900,65.800,156.800,-0.219,2.945,0.570
2019-06-09-14:49:28.988174,0.658,-0.270,10.043,16.200,38.700,103.200,-0.617,2.602,0.391
2019-06-09-14:49:29.007665,0.656,-0.309,10.114,13.500,82.400,189.800,-0.562,2.711,0.398
2019-06-09-14:49:29.027066,0.687,-0.306,10.100,5.300,39.300,127.800,-0.617,2.797,0.375
2019-06-09-14:49:29.046438,0.665,-0.321,10.083,9.600,30.900,99.900,-0.445,2.922,0.711
2019-06-09-14:49:29.065922,0.646,-0.309,10.126,12.000,78.400,188.200,-0.891,3.031,0.602
2019-06-09-14:49:29.085379,0.646,-0.330,10.119,24.100,83.000,168.200,-0.422,3.031,0.336
2019-06-09-14:49:29.104753,0.646,-0.278,10.131,14.300,82.500,190.800,-0.664,2.945,0.289
2019-06-09-14:49:29.124199,0.656,-0.278,10.007,24.000,61.500,127.500,-1.000,2.758,0.414
2019-06-09-14:49:29.143572,0.644,-0.270,10.047,21.500,83.800,176.900,-0.641,3.078,0.523
2019-06-09-14:49:29.162914,0.689,-0.261,10.047,26.300,81.800,158.800,-0.602,3.031,0.461
2019-06-09-14:49:29.182752,0.613,-0.304,10.045,14.100,23.500,89.800,-0.586,2.836,0.461
2019-06-09-14:49:29.202295,0.653,-0.261,10.093,10.900,22.600,96.700,-0.875,2.930,0.531
2019-06-09-14:49:29.221759,0.653,-0.273,10.033,26.100,45.800,83.400,-0.812,2.922,0.391
2019-06-09-14:49:29.241309,0.639,-0.242,10.021,20.100,77.500,175.000,-0.414,2.961,0.555
2019-06-09-14:49:29.260743,0.658,-0.254,10.031,4.000,40.600,124.600,-0.469,2.922,0.445
2019-06-09-14:49:29.280172,0.658,-0.256,10.028,20.400,90.900,170.800,-0.703,2.820,0.352
2019-06-09-14:49:29.299646,0.646,-0.270,10.028,22.000,86.300,158.700,-0.531,2.922,0.461
2019-06-09-14:49:29.319009,0.646,-0.249,10.014,10.400,89.500,197.800,-0.711,2.984,0.375
2019-06-09-14:49:29.338358,0.641,-0.290,10.055,11.800,63.600,153.500,-0.773,2.930,0.336
2019-06-09-14:49:29.357773,0.641,-0.263,10.007,12.100,62.500,151.500,-0.570,2.883,0.422
2019-06-09-14:49:29.377143,0.629,-0.275,10.071,12.700,62.100,151.700,-0.492,3.117,0.641
2019-06-09-14:49:29.396554,0.651,-0.270,10.079,9.500,66.600,146.500,-0.367,2.820,0.422
2019-06-09-14:49:29.415981,0.692,-0.268,9.990,12.300,62.200,155.200,-0.781,3.008,0.672
2019-06-09-14:49:29.435352,0.644,-0.299,10.074,11.600,62.800,145.300,-0.594,2.898,0.289
2019-06-09-14:49:29.454718,0.648,-0.313,10.076,10.600,66.200,150.300,-0.750,2.898,0.531
2019-06-09-14:49:29.474180,0.613,-0.335,10.071,13.700,79.900,165.500,-0.617,2.898,0.578
2019-06-09-14:49:29.493755,0.644,-0.321,9.992,5.800,42.000,123.500,-0.664,2.875,0.461
2019-06-09-14:49:29.513168,0.670,-0.313,10.138,13.800,39.400,94.400,-0.547,2.797,0.414
2019-06-09-14:49:29.532528,0.675,-0.328,10.100,21.400,67.300,130.400,-0.422,3.055,0.375
2019-06-09-14:49:29.551881,0.696,-0.323,10.081,21.400,93.600,190.900,-0.484,2.859,0.672
2019-06-09-14:49:29.571480,0.653,-0.297,10.110,6.800,59.900,154.700,-0.375,3.164,0.578
2019-06-09-14:49:29.591269,0.648,-0.263,10.079,12.600,46.700,105.100,-0.969,2.969,0.555
2019-06-09-14:49:29.610729,0.610,-0.275,10.043,17.000,61.200,137.400,-0.586,2.750,0.422
2019-06-09-14:49:29.630151,0.627,-0.285,10.074,4.100,38.000,145.300,-0.344,2.789,0.367
2019-06-09-14:49:29.649604,0.608,-0.290,10.045,10.600,76.700,200.400,-0.570,3.117,0.398
2019-06-09-14:49:29.668981,0.632,-0.299,10.100,3.500,35.700,141.200,-0.547,2.836,0.438
2019-06-09-14:49:29.688343,0.641,-0.321,10.071,1.200,4.600,82.500,-1.055,2.711,0.508
2019-06-09-14:49:29.707859,0.622,-0.227,9.995,20.700,106.000,227.700,-0.953,2.672,0.281
2019-06-09-14:49:29.727243,0.598,-0.273,9.976,17.300,107.600,237.700,-0.531,2.961,0.102
2019-06-09-14:49:29.746783,0.663,-0.227,9.973,0.100,0.600,78.100,-0.602,3.008,0.312
2019-06-09-14:49:29.766253,0.625,-0.280,10.067,-3.100,46.900,170.700,-0.859,2.688,0.469
2019-06-09-14:49:29.785617,0.653,-0.313,10.043,-4.900,18.000,117.700,-0.492,2.875,0.391
2019-06-09-14:49:29.805056,0.663,-0.270,10.038,-5.800,40.000,160.000,-0.836,3.047,0.594
2019-06-09-14:49:29.824415,0.608,-0.266,10.064,21.800,21.900,71.200,-0.828,2.539,0.375
2019-06-09-14:49:29.845738,0.682,-0.273,10.024,20.800,91.600,208.900,-0.773,2.969,0.508
2019-06-09-14:49:29.865196,0.651,-0.299,10.000,16.100,76.800,188.000,-0.430,3.008,0.367
