20190523-083834,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)20190523-083834,0.005,-0.677,10.083,57.100,-0.800,-18.200,-0.984,2.828,-0.180
20190523-083834,0.012,-0.660,10.071,56.500,-0.600,-18.100,-0.852,2.758,0.102
20190523-083835,0.007,-0.677,10.131,56.500,-0.900,-16.900,-1.203,2.586,-0.094
20190523-083835,0.017,-0.680,10.110,56.800,-0.900,-18.400,-0.867,2.891,-0.297
20190523-083835,0.005,-0.677,10.169,56.500,-1.000,-17.900,-1.023,2.602,0.055
20190523-083835,-0.012,-0.651,10.076,56.200,-0.300,-17.700,-0.969,2.594,-0.023
20190523-083835,0.000,-0.665,10.105,56.000,-0.300,-17.400,-0.844,2.461,-0.102
20190523-083835,0.012,-0.675,10.136,56.300,0.000,-18.500,-1.258,2.938,0.008
20190523-083835,0.007,-0.663,10.112,56.900,-0.800,-17.400,-1.141,2.789,0.289
20190523-083835,0.007,-0.672,10.091,57.300,-0.500,-18.500,-0.656,2.555,0.195
20190523-083835,0.005,-0.665,10.122,56.700,0.100,-19.000,-0.891,2.781,-0.188
20190523-083835,0.007,-0.677,10.131,56.500,0.100,-16.900,-0.617,2.727,0.078
20190523-083836,0.005,-0.660,10.083,56.500,1.100,-16.900,-1.234,2.805,-0.297
20190523-083836,0.010,-0.651,10.136,56.700,-0.500,-16.900,-1.039,2.586,-0.078
20190523-083836,0.002,-0.675,10.105,55.400,0.100,-18.300,-0.867,2.992,-0.125
20190523-083836,0.017,-0.670,10.062,56.600,-0.100,-18.400,-1.062,3.008,0.172
20190523-083836,0.019,-0.670,10.102,55.800,-1.000,-17.100,-0.922,2.891,-0.031
20190523-083836,0.000,-0.660,10.095,56.000,-0.800,-18.300,-1.047,2.375,-0.023
20190523-083836,0.017,-0.672,10.148,57.000,-0.700,-17.600,-1.070,2.508,-0.047
20190523-083836,0.007,-0.670,10.095,56.400,-1.200,-17.500,-0.547,2.961,0.133
20190523-083836,0.012,-0.665,10.074,56.300,-0.500,-17.500,-1.164,2.797,0.188
20190523-083837,0.010,-0.670,10.146,57.000,-0.200,-17.700,-1.031,2.664,0.055
20190523-083837,0.005,-0.665,10.131,56.900,0.400,-16.100,-0.781,2.719,-0.102
20190523-083837,0.014,-0.670,10.091,55.700,0.000,-17.300,-1.117,2.578,0.102
20190523-083837,0.010,-0.672,10.126,55.500,-0.800,-16.900,-0.539,2.820,0.102
20190523-083837,0.017,-0.675,10.114,55.600,-0.200,-17.200,-1.070,2.820,-0.117
20190523-083837,0.010,-0.677,10.086,56.900,-0.100,-17.100,-0.641,2.586,0.039
20190523-083837,-0.005,-0.665,10.100,55.900,-0.300,-18.100,-0.898,2.570,-0.070
20190523-083837,0.000,-0.675,10.114,56.400,0.700,-17.600,-0.852,2.586,-0.047
20190523-083837,0.010,-0.672,10.067,57.200,-0.200,-17.800,-0.742,2.766,0.008
20190523-083838,0.002,-0.663,10.098,56.200,-0.400,-18.600,-0.820,2.781,-0.273
20190523-083838,0.017,-0.675,10.124,56.000,0.100,-17.500,-0.867,2.695,0.008
20190523-083838,-0.002,-0.675,10.079,55.800,-0.200,-17.100,-1.328,2.648,-0.273
20190523-083838,0.002,-0.687,10.100,56.700,0.400,-18.000,-0.938,2.594,-0.250
20190523-083838,0.002,-0.663,10.126,57.000,1.500,-17.700,-1.180,2.648,-0.023
20190523-083838,0.007,-0.672,10.079,56.300,-0.900,-16.300,-1.469,2.609,-0.094
20190523-083838,0.007,-0.684,10.081,56.600,-1.000,-16.300,-1.133,2.781,-0.102
20190523-083838,0.012,-0.670,10.134,56.100,-0.100,-19.200,-1.172,2.836,0.039
20190523-083838,0.005,-0.668,10.091,56.500,-0.300,-17.500,-0.938,2.820,-0.078
20190523-083839,0.005,-0.668,10.122,56.100,-0.100,-17.000,-0.500,2.781,-0.055
20190523-083839,0.010,-0.668,10.100,57.000,-0.500,-17.900,-0.531,2.695,0.008
20190523-083839,0.022,-0.665,10.110,56.600,0.300,-16.800,-1.047,2.594,-0.031
20190523-083839,-0.005,-0.665,10.114,56.500,-1.100,-16.500,-0.719,2.852,-0.234
20190523-083839,0.007,-0.636,10.095,56.500,-0.800,-15.900,-0.781,2.953,-0.031
20190523-083839,0.017,-0.672,10.098,56.700,0.200,-19.500,-0.727,2.539,-0.234
20190523-083839,0.005,-0.653,10.119,57.000,-0.900,-18.000,-1.070,2.648,-0.102
20190523-083839,0.022,-0.668,10.059,55.400,-0.400,-17.600,-1.023,2.664,0.078
20190523-083839,0.000,-0.663,10.086,57.200,-1.100,-19.600,-0.898,2.664,0.125
20190523-083840,0.012,-0.653,10.143,56.000,-0.700,-19.200,-1.312,2.844,-0.117
20190523-083840,0.005,-0.658,10.122,56.400,0.100,-18.100,-1.023,2.664,0.086
20190523-083840,0.022,-0.670,10.079,56.600,-0.400,-17.000,-0.867,2.938,-0.125
20190523-083840,0.000,-0.663,10.129,56.400,-1.300,-19.300,-0.805,2.797,-0.148
20190523-083840,0.019,-0.672,10.119,56.100,0.600,-17.400,-0.586,2.883,-0.070
20190523-083840,0.007,-0.675,10.079,56.000,-0.800,-17.900,-1.156,2.648,-0.297
20190523-083840,0.017,-0.665,10.124,56.400,-1.200,-17.600,-1.117,2.812,0.078
20190523-083840,0.010,-0.668,10.131,56.700,0.400,-18.800,-1.188,2.789,0.039
20190523-083840,0.005,-0.675,10.091,55.900,-0.200,-18.700,-0.547,2.984,0.148
20190523-083841,0.005,-0.677,10.110,56.600,-0.800,-17.700,-0.727,2.648,-0.008
20190523-083841,0.017,-0.663,10.143,55.300,-1.700,-18.900,-0.633,2.828,-0.141
20190523-083841,0.012,-0.668,10.079,56.400,0.300,-19.000,-1.078,2.797,0.148
20190523-083841,0.017,-0.665,10.098,57.300,-0.500,-18.500,-1.156,2.547,-0.164
20190523-083841,0.012,-0.672,10.148,55.600,-0.200,-18.300,-0.773,2.750,0.078
20190523-083841,0.002,-0.675,10.081,55.700,-0.400,-16.100,-0.680,2.797,0.133
20190523-083841,0.010,-0.660,10.100,56.500,-0.400,-17.500,-0.867,2.852,-0.031
20190523-083841,0.005,-0.644,10.134,55.900,-0.800,-18.100,-1.141,2.797,0.133
