Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-02:01:49.171240,0.330,-0.156,10.095,10.300,-17.000,42.600,-0.531,2.672,-0.164
2019-05-26-02:01:49.281325,0.316,-0.170,10.172,-3.400,-16.100,71.800,-0.969,2.758,-0.141
2019-05-26-02:01:49.391031,0.292,-0.220,10.155,-13.000,-18.100,50.400,-0.922,2.773,0.016
2019-05-26-02:01:49.500710,0.301,-0.220,10.131,8.400,-19.700,39.700,-0.766,2.695,-0.055
2019-05-26-02:01:49.610908,0.337,-0.148,10.102,-3.900,-17.000,68.100,-1.016,2.648,-0.188
2019-05-26-02:01:49.721166,0.318,-0.175,10.158,-11.100,-17.800,42.700,-0.914,2.625,-0.008
2019-05-26-02:01:49.831589,0.309,-0.218,10.158,11.900,-18.300,40.200,-0.922,2.781,-0.180
2019-05-26-02:01:49.941519,0.301,-0.199,10.141,-8.600,-11.400,69.000,-0.586,2.820,0.039
2019-05-26-02:01:50.051513,0.266,-0.163,10.131,-15.300,-14.900,48.000,-0.797,2.625,-0.047
2019-05-26-02:01:50.161490,0.304,-0.141,10.093,11.400,-20.700,41.400,-1.328,2.734,-0.125
2019-05-26-02:01:50.273822,0.294,-0.144,10.098,-10.000,-14.600,65.400,-1.164,2.719,-0.117
2019-05-26-02:01:50.384098,0.328,-0.191,10.146,-14.500,-14.000,45.000,-0.984,2.719,-0.148
2019-05-26-02:01:50.494161,0.306,-0.218,10.148,10.300,-16.800,41.500,-0.773,2.539,-0.125
2019-05-26-02:01:50.604219,0.290,-0.199,10.155,-4.100,-21.500,65.000,-1.289,2.562,0.008
2019-05-26-02:01:50.714346,0.282,-0.153,10.122,-3.100,-23.900,53.300,-0.938,2.766,-0.227
2019-05-26-02:01:50.824485,0.280,-0.136,10.062,-5.700,-22.600,35.200,-1.195,2.672,0.062
2019-05-26-02:01:50.934330,0.333,-0.146,10.100,14.300,-20.700,46.600,-0.914,2.609,-0.180
2019-05-26-02:01:51.044435,0.333,-0.199,10.160,-6.700,-13.700,75.800,-1.086,2.734,-0.148
2019-05-26-02:01:51.154585,0.311,-0.211,10.158,-5.400,-23.900,41.100,-1.234,2.461,-0.406
2019-05-26-02:01:51.264622,0.285,-0.220,10.150,14.500,-24.600,46.200,-1.203,2.594,-0.070
2019-05-26-02:01:51.374659,0.285,-0.170,10.114,-16.200,-10.100,62.200,-0.852,2.734,-0.203
2019-05-26-02:01:51.485014,0.287,-0.129,10.064,-15.100,-14.200,31.700,-0.695,2.781,-0.188
2019-05-26-02:01:51.595429,0.318,-0.144,10.129,9.000,-12.100,53.900,-0.852,2.867,-0.211
2019-05-26-02:01:51.705702,0.325,-0.187,10.155,-10.600,-10.000,76.400,-0.703,2.781,-0.227
2019-05-26-02:01:51.815733,0.316,-0.237,10.148,-7.800,-24.000,38.000,-1.047,2.633,-0.188
2019-05-26-02:01:51.925553,0.301,-0.211,10.138,8.900,-15.600,53.400,-0.867,2.680,-0.117
2019-05-26-02:01:52.035284,0.340,-0.144,10.122,-3.000,-25.100,60.300,-0.867,2.500,-0.047
2019-05-26-02:01:52.145314,0.340,-0.179,10.162,-11.400,-19.500,30.700,-1.383,2.734,0.016
2019-05-26-02:01:52.255652,0.316,-0.215,10.126,6.700,-9.600,52.300,-0.984,2.484,-0.023
2019-05-26-02:01:52.365546,0.294,-0.211,10.146,-13.000,-14.400,63.200,-1.109,2.648,-0.070
2019-05-26-02:01:52.475451,0.280,-0.139,10.126,-2.100,-26.600,43.800,-1.180,2.797,-0.164
2019-05-26-02:01:52.585914,0.318,-0.112,10.088,17.000,-22.900,55.600,-1.594,2.930,-0.234
2019-05-26-02:01:52.696121,0.318,-0.144,10.165,-1.100,-23.300,72.400,-1.258,2.805,-0.023
2019-05-26-02:01:52.806150,0.330,-0.206,10.165,-13.600,-9.100,74.900,-1.047,2.680,-0.125
2019-05-26-02:01:52.915880,0.309,-0.213,10.119,-3.500,-17.300,49.500,-0.828,2.906,-0.305
2019-05-26-02:01:53.025650,0.268,-0.203,10.143,6.200,-11.300,53.900,-0.922,2.695,-0.078
2019-05-26-02:01:53.135697,0.268,-0.148,10.098,-5.800,-24.200,61.700,-1.500,2.766,0.008
2019-05-26-02:01:53.245656,0.316,-0.127,10.069,3.100,-25.600,41.700,-1.250,2.820,-0.258
2019-05-26-02:01:53.355712,0.313,-0.146,10.148,7.700,-9.600,53.600,-0.727,2.797,-0.461
2019-05-26-02:01:53.465908,0.354,-0.215,10.141,-12.100,-10.900,76.900,-0.852,2.758,-0.273
2019-05-26-02:01:53.575908,0.333,-0.220,10.148,1.800,-25.800,45.600,-0.961,2.828,-0.102
2019-05-26-02:01:53.685877,0.278,-0.196,10.167,1.200,-14.700,40.300,-0.820,2.719,0.008
2019-05-26-02:01:53.796369,0.309,-0.151,10.117,-21.100,-4.800,39.300,-0.648,2.680,-0.023
2019-05-26-02:01:53.906161,0.309,-0.208,10.071,-14.000,-7.000,9.000,-0.992,2.484,-0.008
2019-05-26-02:01:54.015847,0.301,-0.244,10.129,0.700,-3.700,25.300,-0.992,2.672,-0.320
2019-05-26-02:01:54.125852,0.280,-0.208,10.146,-22.200,-2.900,43.400,-1.047,2.766,-0.102
2019-05-26-02:01:54.235711,0.282,-0.146,10.095,-17.200,-6.700,11.900,-1.133,2.852,0.008
2019-05-26-02:01:54.345629,0.311,-0.129,10.076,-1.100,-5.300,21.500,-0.984,2.438,-0.102
2019-05-26-02:01:54.455563,0.304,-0.151,10.143,-22.300,-4.700,37.800,-0.453,2.625,-0.094
2019-05-26-02:01:54.565451,0.333,-0.206,10.141,-22.800,-3.500,41.800,-1.117,2.828,-0.344
2019-05-26-02:01:54.675800,0.306,-0.215,10.136,-14.400,-5.900,10.800,-0.914,2.570,-0.234
2019-05-26-02:01:54.785758,0.278,-0.196,10.165,-2.100,-4.300,23.800,-0.992,2.828,-0.188
2019-05-26-02:01:54.895391,0.287,-0.167,10.091,-22.100,-4.300,36.800,-1.117,2.844,-0.320
2019-05-26-02:01:55.005433,0.290,-0.127,10.093,-14.400,-6.700,8.700,-0.891,2.820,-0.047
2019-05-26-02:01:55.115551,0.323,-0.148,10.136,0.300,-2.500,24.200,-0.797,2.648,-0.055
2019-05-26-02:01:55.225374,0.321,-0.189,10.129,-20.900,-4.000,44.500,-1.047,2.656,-0.234
2019-05-26-02:01:55.335356,0.325,-0.220,10.169,-17.100,-6.100,13.400,-1.109,2.828,-0.203
2019-05-26-02:01:55.445530,0.280,-0.211,10.179,-2.300,-5.100,21.100,-1.289,2.695,-0.227
2019-05-26-02:01:55.555444,0.280,-0.170,10.095,-20.900,-4.300,37.900,-0.898,2.625,-0.148
2019-05-26-02:01:55.665368,0.342,-0.199,10.079,-16.400,-5.500,12.000,-1.180,2.523,-0.359
2019-05-26-02:01:55.775416,0.321,-0.223,10.110,1.200,-3.500,21.600,-1.094,2.867,-0.203
2019-05-26-02:01:55.885695,0.287,-0.199,10.165,-18.300,-3.700,44.000,-0.875,2.500,0.039
2019-05-26-02:01:55.995385,0.278,-0.151,10.107,-19.900,-6.000,17.400,-1.023,2.594,-0.031
2019-05-26-02:01:56.106777,0.290,-0.132,10.062,-1.600,-5.200,17.400,-0.961,2.719,-0.297
2019-05-26-02:01:56.216791,0.321,-0.144,10.155,-17.400,-3.900,37.400,-0.578,2.695,-0.141
2019-05-26-02:01:56.326762,0.325,-0.199,10.172,-19.100,-5.800,15.800,-1.164,2.672,-0.070
2019-05-26-02:01:56.436678,0.299,-0.223,10.158,1.000,-5.500,15.800,-1.141,2.852,-0.203
2019-05-26-02:01:56.546442,0.297,-0.220,10.172,-15.300,-4.100,44.900,-0.719,2.656,-0.164
2019-05-26-02:01:56.660538,0.268,-0.206,10.172,-22.700,-5.000,22.000,-0.656,2.547,-0.117
2019-05-26-02:01:56.770563,0.292,-0.134,10.079,-1.100,-5.400,14.800,-0.820,2.820,0.008
2019-05-26-02:01:56.880252,0.290,-0.144,10.112,-15.300,-5.800,40.400,-1.016,2.656,-0.281
2019-05-26-02:01:56.990099,0.325,-0.177,10.136,-19.400,-6.000,18.300,-1.023,2.758,-0.250
2019-05-26-02:01:57.100160,0.347,-0.220,10.160,1.100,-5.600,14.900,-0.695,2.680,-0.273
2019-05-26-02:01:57.209996,0.285,-0.223,10.169,-13.300,-3.400,44.600,-1.062,2.508,-0.070
2019-05-26-02:01:57.319865,0.275,-0.153,10.091,-23.200,-6.500,21.900,-0.953,2.703,0.062
2019-05-26-02:01:57.430008,0.306,-0.134,10.062,-3.200,-7.400,13.600,-1.094,2.758,-0.180
2019-05-26-02:01:57.539888,0.306,-0.129,10.129,0.500,-5.600,12.400,-1.062,2.867,-0.227
2019-05-26-02:01:57.649835,0.313,-0.184,10.162,-14.100,-3.600,44.200,-0.922,2.672,-0.102
2019-05-26-02:01:57.759823,0.311,-0.220,10.146,-22.900,-5.900,22.500,-0.820,2.758,-0.328
2019-05-26-02:01:57.869480,0.306,-0.208,10.155,-2.300,-6.700,13.200,-1.289,2.797,0.055
2019-05-26-02:01:57.979392,0.294,-0.172,10.083,-14.600,-3.600,39.700,-1.023,2.656,-0.125
2019-05-26-02:01:58.089363,0.304,-0.134,10.059,-21.900,-6.900,17.800,-0.742,2.781,-0.344
2019-05-26-02:01:58.199460,0.321,-0.122,10.105,0.500,-4.900,13.600,-1.164,2.562,-0.211
2019-05-26-02:01:58.309652,0.313,-0.170,10.141,-13.200,-2.600,43.700,-0.844,2.500,-0.141
2019-05-26-02:01:58.419520,0.325,-0.218,10.124,-22.800,-6.800,22.600,-0.867,2.633,-0.094
2019-05-26-02:01:58.529456,0.292,-0.208,10.158,-2.700,-7.000,13.400,-0.914,2.883,-0.070
2019-05-26-02:01:58.641618,0.287,-0.163,10.112,-12.900,-4.700,36.900,-1.281,2.648,-0.227
2019-05-26-02:01:58.751555,0.313,-0.151,10.074,-21.900,-6.500,19.600,-0.805,2.969,0.008
2019-05-26-02:01:58.861467,0.309,-0.122,10.146,-0.400,-6.200,13.500,-0.727,2.758,-0.070
2019-05-26-02:01:58.971280,0.316,-0.189,10.155,-12.600,-2.800,42.900,-1.078,2.672,0.062
2019-05-26-02:01:59.081241,0.299,-0.208,10.129,-24.200,-5.900,25.200,-0.898,2.625,-0.117
2019-05-26-02:01:59.191094,0.304,-0.127,10.110,-3.800,-5.600,14.200,-1.211,2.680,-0.180
2019-05-26-02:01:59.300930,0.309,-0.132,10.129,-13.300,-4.700,38.300,-1.047,2.422,-0.203
2019-05-26-02:01:59.411459,0.340,-0.211,10.124,-21.500,-6.100,20.700,-0.758,2.641,0.055
2019-05-26-02:01:59.521256,0.304,-0.223,10.158,-0.300,-4.000,12.600,-1.289,2.828,-0.094
2019-05-26-02:01:59.631264,0.292,-0.225,10.153,-11.300,-4.200,42.800,-1.023,2.633,-0.031
2019-05-26-02:01:59.741210,0.290,-0.175,10.086,-24.200,-5.600,27.700,-1.266,2.586,-0.234
2019-05-26-02:01:59.851407,0.304,-0.148,10.091,-3.600,-7.000,11.200,-1.117,2.570,-0.281
2019-05-26-02:01:59.961275,0.301,-0.122,10.122,-10.800,-5.400,36.500,-0.961,2.547,-0.094
2019-05-26-02:02:00.071248,0.309,-0.175,10.141,-22.600,-5.300,24.800,-0.797,2.742,-0.164
2019-05-26-02:02:00.181139,0.313,-0.220,10.158,-23.000,-6.400,25.100,-0.992,2.734,-0.211
2019-05-26-02:02:00.291026,0.297,-0.213,10.193,-3.400,-6.300,10.500,-0.789,2.859,0.016
2019-05-26-02:02:00.401044,0.290,-0.201,10.098,-11.700,-5.800,37.400,-1.164,2.562,-0.258
2019-05-26-02:02:00.511006,0.299,-0.153,10.074,-24.000,-5.400,24.000,-1.164,2.562,-0.078
2019-05-26-02:02:00.621183,0.313,-0.132,10.112,-2.300,-6.600,9.500,-1.141,2.570,-0.148
2019-05-26-02:02:00.731219,0.335,-0.165,10.107,-8.500,-4.700,40.500,-0.727,2.711,-0.125
2019-05-26-02:02:00.841149,0.316,-0.227,10.148,-25.800,-4.800,32.400,-0.969,2.633,-0.164
2019-05-26-02:02:00.950992,0.297,-0.225,10.184,-5.100,-7.300,9.300,-1.133,2.992,-0.148
2019-05-26-02:02:01.061253,0.270,-0.189,10.117,-8.200,-4.400,35.500,-0.922,2.852,-0.164
2019-05-26-02:02:01.171160,0.299,-0.136,10.071,-23.300,-6.400,27.500,-0.992,2.586,-0.031
2019-05-26-02:02:01.281043,0.321,-0.122,10.160,-4.200,-6.000,8.600,-1.039,2.648,-0.008
2019-05-26-02:02:01.390768,0.285,-0.223,10.100,-2.900,-4.000,35.200,-0.828,2.758,-0.281
2019-05-26-02:02:01.500646,0.263,-0.187,10.122,-24.500,-5.500,36.900,-1.281,2.422,-0.102
2019-05-26-02:02:01.610543,0.294,-0.141,10.098,-9.900,-6.700,9.800,-1.312,2.680,-0.250
2019-05-26-02:02:01.724137,0.282,-0.187,10.136,-4.300,-5.400,29.900,-1.273,2.617,0.125
2019-05-26-02:02:01.834288,0.297,-0.158,10.091,-23.000,-5.900,32.900,-0.805,2.797,-0.164
2019-05-26-02:02:01.944102,0.290,-0.139,10.110,-7.200,-7.200,6.700,-0.680,2.594,-0.125
2019-05-26-02:02:02.053884,0.316,-0.156,10.114,-0.500,-3.700,32.600,-0.742,2.852,-0.180
2019-05-26-02:02:02.163712,0.287,-0.191,10.124,-24.200,-4.300,40.500,-1.125,2.672,0.039
2019-05-26-02:02:02.273840,0.292,-0.146,10.064,-12.400,-6.400,9.300,-1.156,2.695,-0.328
2019-05-26-02:02:02.383606,0.294,-0.129,10.126,-3.300,-5.600,29.500,-1.141,2.883,-0.094
2019-05-26-02:02:02.493376,0.306,-0.151,10.124,-21.500,-5.700,35.800,-0.484,2.586,-0.078
2019-05-26-02:02:02.603205,0.337,-0.187,10.143,-10.300,-6.500,9.300,-0.703,2.695,-0.141
2019-05-26-02:02:02.713022,0.304,-0.215,10.191,0.600,-5.000,29.800,-0.727,2.766,-0.070
2019-05-26-02:02:02.823027,0.278,-0.199,10.150,-23.000,-4.600,41.400,-1.281,2.766,-0.227
2019-05-26-02:02:02.932851,0.292,-0.148,10.086,-21.200,-4.800,34.200,-1.266,2.797,-0.117
2019-05-26-02:02:03.043025,0.292,-0.112,10.093,-10.800,-7.000,8.900,-0.578,2.828,-0.305
2019-05-26-02:02:03.153279,0.311,-0.146,10.112,0.400,-4.000,29.900,-1.156,2.781,-0.023
2019-05-26-02:02:03.263076,0.340,-0.211,10.150,-22.200,-5.000,41.500,-0.781,2.789,0.055
2019-05-26-02:02:03.372750,0.285,-0.225,10.193,-14.100,-7.400,12.900,-0.844,2.820,-0.023
2019-05-26-02:02:03.482907,0.292,-0.203,10.146,-1.900,-5.900,25.300,-1.023,2.828,-0.078
2019-05-26-02:02:03.592843,0.299,-0.167,10.086,-21.500,-6.100,37.900,-1.047,2.516,0.188
2019-05-26-02:02:03.702736,0.323,-0.117,10.091,-13.800,-7.300,9.200,-0.922,2.742,-0.500
2019-05-26-02:02:03.812597,0.316,-0.144,10.100,1.100,-4.900,24.700,-0.773,2.742,-0.328
2019-05-26-02:02:03.922349,0.342,-0.208,10.134,-20.100,-5.200,45.300,-0.961,2.656,-0.148
2019-05-26-02:02:04.032279,0.294,-0.211,10.191,-17.300,-6.700,15.000,-1.227,2.977,-0.008
2019-05-26-02:02:04.142239,0.287,-0.206,10.138,-0.900,-6.200,21.300,-1.266,2.867,-0.438
2019-05-26-02:02:04.252295,0.325,-0.189,10.091,-18.000,-5.500,38.900,-0.648,2.680,-0.055
2019-05-26-02:02:04.362085,0.352,-0.189,10.110,-18.300,-6.800,13.700,-0.867,2.797,-0.047
2019-05-26-02:02:04.471878,0.292,-0.211,10.196,1.800,-5.400,20.000,-0.875,2.711,-0.430
2019-05-26-02:02:04.581638,0.270,-0.213,10.153,-15.900,-4.100,44.400,-0.898,2.656,-0.078
2019-05-26-02:02:04.691583,0.282,-0.170,10.081,-21.600,-6.200,20.700,-1.375,2.391,-0.359
2019-05-26-02:02:04.801293,0.297,-0.112,10.112,-2.100,-6.500,13.700,-0.922,2.883,-0.344
2019-05-26-02:02:04.911091,0.321,-0.146,10.122,-13.600,-5.200,40.400,-0.531,2.820,-0.297
2019-05-26-02:02:05.020579,0.321,-0.172,10.119,-19.600,-7.500,18.200,-0.898,2.672,-0.078
2019-05-26-02:02:05.129865,0.316,-0.129,10.088,0.300,-5.600,14.000,-0.656,2.539,-0.273
2019-05-26-02:02:05.239141,0.328,-0.177,10.122,-11.300,-3.500,42.100,-0.898,2.594,-0.117
2019-05-26-02:02:05.348343,0.311,-0.225,10.193,-1.800,-7.000,8.800,-1.211,2.539,-0.203
2019-05-26-02:02:05.457879,0.330,-0.160,10.117,-7.000,-3.500,40.000,-0.828,2.711,-0.102
2019-05-26-02:02:05.567239,0.321,-0.203,10.193,-5.100,-6.200,11.100,-1.133,2.766,-0.203
2019-05-26-02:02:05.676478,0.318,-0.167,10.088,-3.200,-4.600,35.700,-1.047,2.391,-0.234
2019-05-26-02:02:05.785823,0.347,-0.211,10.172,-23.400,-4.900,37.100,-1.039,2.375,-0.117
2019-05-26-02:02:05.895332,0.292,-0.220,10.205,-0.800,-3.600,32.900,-0.844,2.547,-0.258
2019-05-26-02:02:06.004672,0.323,-0.206,10.153,-24.200,-5.000,39.600,-0.805,2.805,-0.125
2019-05-26-02:02:06.114100,0.301,-0.234,10.186,1.100,-4.700,27.900,-0.742,2.766,-0.148
2019-05-26-02:02:06.223380,0.275,-0.199,10.117,-21.400,-5.200,40.800,-1.383,2.477,-0.227
2019-05-26-02:02:06.332688,0.299,-0.213,10.174,-15.400,-7.600,11.900,-1.195,3.062,-0.023
2019-05-26-02:02:06.442032,0.285,-0.196,10.114,-19.500,-5.500,43.800,-1.047,2.625,-0.258
2019-05-26-02:02:06.551255,0.282,-0.139,10.098,-16.900,-7.300,13.700,-1.328,2.820,-0.125
2019-05-26-02:02:06.660955,0.287,-0.211,10.150,-1.900,-6.700,22.500,-1.492,2.500,-0.047
2019-05-26-02:02:06.774992,0.301,-0.223,10.203,-19.500,-6.400,18.800,-0.805,2.719,-0.180
2019-05-26-02:02:06.884373,0.299,-0.218,10.136,-0.700,-6.800,15.500,-1.086,2.930,-0.148
2019-05-26-02:02:06.993634,0.280,-0.163,10.079,-21.200,-6.400,22.400,-0.836,2.758,-0.258
2019-05-26-02:02:07.105295,0.280,-0.232,10.155,-2.600,-6.400,12.500,-1.047,2.586,-0.203
2019-05-26-02:02:07.214679,0.285,-0.179,10.098,-23.100,-6.300,28.000,-1.406,2.609,-0.211
2019-05-26-02:02:07.324006,0.290,-0.122,10.122,-3.100,-6.700,9.800,-0.805,2.859,0.062
2019-05-26-02:02:07.433318,0.297,-0.189,10.105,-9.200,-5.500,37.300,-1.070,2.711,-0.164
2019-05-26-02:02:07.542634,0.290,-0.122,10.148,-24.200,-6.800,25.700,-0.961,2.500,-0.320
2019-05-26-02:02:07.652024,0.323,-0.136,10.107,-6.400,-5.600,34.200,-1.070,2.836,0.078
2019-05-26-02:02:07.761459,0.292,-0.156,10.131,-23.300,-7.000,27.800,-0.781,2.586,-0.094
2019-05-26-02:02:07.871051,0.301,-0.127,10.083,-4.700,-6.100,8.600,-0.992,2.891,-0.227
2019-05-26-02:02:07.980452,0.325,-0.175,10.100,-23.900,-6.400,34.100,-1.070,2.828,-0.008
2019-05-26-02:02:08.089816,0.335,-0.213,10.193,-6.400,-6.400,8.600,-1.062,2.828,-0.164
2019-05-26-02:02:08.199149,0.323,-0.151,10.110,-1.900,-5.400,33.700,-1.250,2.828,-0.297
2019-05-26-02:02:08.308744,0.328,-0.211,10.153,-24.300,-5.600,38.800,-0.805,2.797,-0.188
2019-05-26-02:02:08.418105,0.311,-0.239,10.169,-0.700,-4.000,31.300,-0.938,2.805,-0.094
2019-05-26-02:02:08.527485,0.299,-0.203,10.117,-22.700,-4.700,41.000,-1.203,2.633,-0.227
2019-05-26-02:02:08.636837,0.294,-0.230,10.160,-14.700,-7.200,13.300,-0.945,2.750,0.109
2019-05-26-02:02:08.746230,0.306,-0.218,10.114,-2.000,-6.100,24.600,-0.820,2.766,-0.258
2019-05-26-02:02:08.855559,0.297,-0.156,10.107,-17.900,-7.200,15.800,-1.094,2.633,-0.070
2019-05-26-02:02:08.965010,0.299,-0.115,10.105,-0.800,-5.700,22.600,-1.234,2.797,-0.250
2019-05-26-02:02:09.074733,0.292,-0.175,10.100,-18.600,-5.300,40.300,-1.500,2.797,-0.141
2019-05-26-02:02:09.184454,0.292,-0.122,10.114,-15.600,-6.300,14.200,-0.656,2.742,-0.258
2019-05-26-02:02:09.293843,0.328,-0.136,10.074,1.400,-5.700,24.300,-0.672,2.500,-0.047
2019-05-26-02:02:09.403222,0.328,-0.194,10.162,-19.600,-6.800,15.500,-1.164,2.680,-0.258
2019-05-26-02:02:09.513053,0.299,-0.230,10.091,1.300,-6.000,17.200,-0.797,2.820,-0.227
2019-05-26-02:02:09.622727,0.335,-0.199,10.158,-15.900,-3.800,42.500,-0.984,2.648,-0.188
2019-05-26-02:02:09.732285,0.301,-0.211,10.189,-21.200,-6.900,17.100,-1.133,2.500,-0.234
2019-05-26-02:02:09.841811,0.299,-0.225,10.131,-13.500,-4.500,43.600,-1.352,2.695,-0.141
2019-05-26-02:02:09.951215,0.292,-0.158,10.110,-22.600,-6.200,21.100,-0.984,2.625,-0.180
2019-05-26-02:02:10.060714,0.294,-0.230,10.153,-1.400,-7.600,13.700,-1.359,2.656,-0.125
2019-05-26-02:02:10.170142,0.294,-0.177,10.124,-15.000,-4.900,40.000,-1.250,2.992,-0.328
2019-05-26-02:02:10.279835,0.311,-0.108,10.088,-21.200,-7.100,17.700,-1.266,2.820,-0.281
2019-05-26-02:02:10.389502,0.328,-0.134,10.107,-13.300,-6.200,40.000,-1.141,3.016,-0.094
2019-05-26-02:02:10.499128,0.321,-0.172,10.136,-20.300,-7.400,19.300,-1.352,2.633,-0.117
2019-05-26-02:02:10.608593,0.311,-0.136,10.050,0.600,-5.600,13.900,-1.016,3.000,-0.203
2019-05-26-02:02:10.718325,0.309,-0.187,10.162,-12.900,-3.300,45.400,-0.773,2.828,-0.078
2019-05-26-02:02:10.827762,0.306,-0.211,10.184,-23.600,-6.800,22.900,-0.367,2.648,0.102
2019-05-26-02:02:10.937254,0.275,-0.230,10.141,-2.300,-7.100,13.000,-1.227,2.633,-0.078
2019-05-26-02:02:11.046647,0.292,-0.179,10.114,-23.900,-6.200,26.300,-1.109,2.992,-0.047
2019-05-26-02:02:11.156141,0.294,-0.139,10.107,-3.700,-7.300,9.800,-1.266,2.898,0.125
2019-05-26-02:02:11.265615,0.333,-0.134,10.129,-9.800,-5.000,36.900,-1.016,2.648,-0.273
2019-05-26-02:02:11.374941,0.287,-0.134,10.117,-23.900,-6.500,26.200,-1.469,2.680,-0.078
2019-05-26-02:02:11.484775,0.304,-0.136,10.059,-1.100,-6.600,7.300,-0.852,2.844,-0.078
2019-05-26-02:02:11.594343,0.333,-0.151,10.129,-7.900,-3.800,41.400,-1.289,2.594,-0.180
2019-05-26-02:02:11.703915,0.306,-0.203,10.174,-24.000,-7.000,30.500,-0.609,2.695,-0.180
2019-05-26-02:02:11.817322,0.325,-0.151,10.091,-3.100,-4.500,34.300,-0.891,2.398,-0.258
2019-05-26-02:02:11.927108,0.318,-0.203,10.177,-24.100,-6.100,36.800,-1.094,2.578,0.016
2019-05-26-02:02:12.036655,0.285,-0.230,10.141,-9.600,-7.800,9.500,-1.305,2.719,0.133
2019-05-26-02:02:12.146206,0.292,-0.194,10.119,-4.500,-6.300,30.300,-1.258,2.820,-0.125
2019-05-26-02:02:12.255687,0.273,-0.146,10.129,-12.400,-7.500,9.900,-1.477,2.883,-0.117
2019-05-26-02:02:12.365096,0.297,-0.136,10.083,-4.100,-5.100,29.400,-0.914,2.992,0.109
2019-05-26-02:02:12.474547,0.333,-0.148,10.122,-23.000,-5.400,36.800,-1.258,2.742,0.008
2019-05-26-02:02:12.584042,0.325,-0.191,10.086,-10.300,-7.600,8.200,-1.016,2.695,0.008
2019-05-26-02:02:12.693757,0.313,-0.139,10.086,-0.700,-4.300,31.100,-1.023,2.648,-0.211
2019-05-26-02:02:12.803264,0.321,-0.184,10.169,-23.400,-3.800,40.800,-0.766,2.680,-0.102
2019-05-26-02:02:12.912898,0.299,-0.208,10.160,-13.600,-7.100,11.800,-0.750,2.797,0.086
2019-05-26-02:02:13.022335,0.285,-0.215,10.119,-2.100,-6.700,26.500,-1.008,2.594,-0.078
2019-05-26-02:02:13.132154,0.278,-0.172,10.146,-15.700,-7.600,12.500,-0.852,2.797,0.148
2019-05-26-02:02:13.241659,0.309,-0.136,10.076,-1.200,-5.800,21.600,-0.586,3.016,-0.102
2019-05-26-02:02:13.351114,0.333,-0.172,10.107,-21.200,-5.000,39.300,-1.156,2.625,-0.031
2019-05-26-02:02:13.460601,0.301,-0.170,10.174,-14.700,-6.500,9.300,-1.016,2.820,-0.180
2019-05-26-02:02:13.570052,0.299,-0.220,10.112,0.600,-4.500,23.400,-0.852,2.633,-0.055
2019-05-26-02:02:13.679528,0.325,-0.163,10.148,-19.900,-3.400,44.300,-1.281,2.539,-0.023
2019-05-26-02:02:13.789252,0.311,-0.215,10.167,-19.200,-7.500,15.600,-1.086,2.352,-0.180
2019-05-26-02:02:13.899145,0.278,-0.215,10.138,-0.800,-5.900,21.000,-1.227,2.562,-0.227
2019-05-26-02:02:14.008645,0.278,-0.163,10.138,-18.900,-6.400,39.200,-0.766,2.867,-0.414
2019-05-26-02:02:14.118166,0.285,-0.134,10.093,-15.900,-7.300,13.500,-0.703,2.477,-0.227
2019-05-26-02:02:14.227720,0.318,-0.139,10.079,1.900,-5.500,24.100,-1.336,2.672,-0.359
2019-05-26-02:02:14.337652,0.330,-0.187,10.138,-18.100,-6.900,15.900,-1.008,2.867,-0.227
2019-05-26-02:02:14.447427,0.297,-0.206,10.136,0.600,-5.100,16.700,-1.062,2.797,-0.188
2019-05-26-02:02:14.556965,0.282,-0.213,10.122,-14.700,-4.500,43.600,-1.352,2.719,-0.148
2019-05-26-02:02:14.666549,0.280,-0.187,10.119,-21.400,-6.700,19.900,-1.234,2.914,-0.125
2019-05-26-02:02:14.776218,0.306,-0.230,10.114,-0.200,-6.800,15.100,-1.281,2.758,-0.125
2019-05-26-02:02:14.885894,0.285,-0.182,10.136,-14.800,-6.000,40.200,-1.023,2.523,-0.188
2019-05-26-02:02:14.995395,0.294,-0.144,10.081,-20.300,-6.600,18.000,-0.945,2.953,-0.070
2019-05-26-02:02:15.105338,0.335,-0.146,10.102,0.700,-5.800,15.000,-1.141,2.711,-0.164
2019-05-26-02:02:15.214960,0.313,-0.163,10.153,-12.700,-4.000,42.800,-1.055,2.875,0.031
2019-05-26-02:02:15.324588,0.309,-0.201,10.129,-23.800,-7.100,23.200,-1.047,2.391,-0.125
2019-05-26-02:02:15.436631,0.292,-0.227,10.110,-9.600,-4.300,41.200,-0.555,2.648,-0.227
2019-05-26-02:02:15.546565,0.273,-0.196,10.143,-24.200,-6.600,28.600,-1.062,2.734,-0.320
2019-05-26-02:02:15.656189,0.306,-0.148,10.098,-3.600,-7.100,10.100,-0.758,2.664,0.195
2019-05-26-02:02:15.765889,0.306,-0.144,10.088,-10.400,-5.400,37.400,-1.258,2.695,-0.055
2019-05-26-02:02:15.875406,0.333,-0.156,10.086,-23.000,-6.900,23.600,-1.133,2.938,-0.164
