Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-06-09-14:29:48.464440,0.651,-0.318,10.179,13.700,39.200,459.700,-1.164,2.867,-0.094
2019-06-09-14:29:48.485929,0.680,-0.368,10.083,-15.100,20.100,349.000,-0.586,2.703,0.188
2019-06-09-14:29:48.505545,0.665,-0.361,10.119,-36.200,-53.600,211.400,-1.562,3.164,-0.211
2019-06-09-14:29:48.525008,0.656,-0.349,10.129,-21.900,10.600,314.500,-1.234,3.219,0.062
2019-06-09-14:29:48.544489,0.672,-0.278,10.122,-1.600,1.900,373.500,-1.141,2.578,0.055
2019-06-09-14:29:48.564073,0.672,-0.297,10.098,-2.900,8.400,369.100,-0.484,2.820,-0.055
2019-06-09-14:29:48.583521,0.660,-0.301,10.091,7.900,-61.100,352.200,-1.203,2.914,-0.148
2019-06-09-14:29:48.602947,0.656,-0.316,10.057,-30.500,-84.600,203.600,-0.781,2.766,-0.367
2019-06-09-14:29:48.622443,0.677,-0.328,10.038,-33.500,-63.000,210.200,-1.273,2.945,0.102
2019-06-09-14:29:48.641877,0.653,-0.325,10.071,-31.500,-80.700,204.700,-0.984,2.906,-0.094
2019-06-09-14:29:48.661452,0.658,-0.297,10.062,-34.100,-15.600,265.100,-0.758,2.844,0.188
2019-06-09-14:29:48.680912,0.692,-0.323,10.067,-10.800,-121.500,221.800,-1.031,3.016,0.133
2019-06-09-14:29:48.700353,0.658,-0.313,10.079,-4.700,5.500,352.100,-0.898,2.578,0.016
2019-06-09-14:29:48.719818,0.682,-0.313,10.117,-0.700,-117.100,255.600,-0.867,2.695,-0.047
2019-06-09-14:29:48.739286,0.670,-0.321,10.083,-13.300,2.100,320.500,-0.609,2.789,0.289
2019-06-09-14:29:48.758814,0.677,-0.309,10.105,-23.000,-97.600,202.600,-0.695,2.914,-0.164
2019-06-09-14:29:48.778294,0.658,-0.313,10.138,13.400,-74.300,338.800,-0.969,3.141,-0.070
2019-06-09-14:29:48.797845,0.668,-0.325,10.098,-23.300,-91.600,203.300,-0.875,2.820,0.055
2019-06-09-14:29:48.818083,0.708,-0.321,10.105,7.000,-109.200,281.200,-0.969,2.727,0.195
2019-06-09-14:29:48.837767,0.677,-0.325,10.086,0.500,0.200,364.300,-0.805,2.914,-0.047
2019-06-09-14:29:48.857242,0.680,-0.316,10.107,-27.300,-46.200,234.100,-1.211,2.836,0.086
2019-06-09-14:29:48.876779,0.682,-0.325,10.112,16.200,-52.700,362.400,-0.781,2.758,0.156
2019-06-09-14:29:48.896225,0.675,-0.328,10.122,3.600,-113.300,266.300,-0.836,2.648,0.086
2019-06-09-14:29:48.915676,0.675,-0.311,10.150,-3.900,-120.300,238.500,-0.969,2.797,0.016
2019-06-09-14:29:48.935125,0.687,-0.328,10.146,-12.100,-117.200,219.000,-0.875,2.828,-0.094
2019-06-09-14:29:48.954544,0.653,-0.306,10.102,15.100,-71.200,342.100,-0.719,2.680,-0.078
2019-06-09-14:29:48.974712,0.663,-0.318,10.067,-27.700,-57.500,223.600,-0.523,2.938,-0.148
2019-06-09-14:29:48.994359,0.665,-0.306,10.102,14.400,-47.000,364.100,-0.812,2.859,0.055
2019-06-09-14:29:49.013898,0.644,-0.323,10.076,-15.000,-4.200,315.800,-0.852,2.852,-0.008
2019-06-09-14:29:49.033380,0.668,-0.292,10.086,22.300,-115.300,319.600,-1.148,3.016,0.031
2019-06-09-14:29:49.052814,0.675,-0.299,10.112,14.800,-59.500,354.900,-0.938,2.852,-0.055
2019-06-09-14:29:49.072444,0.663,-0.285,10.126,12.900,-33.700,369.800,-1.141,2.820,-0.141
2019-06-09-14:29:49.091912,0.668,-0.318,10.076,14.700,-19.800,382.500,-0.898,2.812,0.016
2019-06-09-14:29:49.111336,0.660,-0.280,10.055,8.700,-53.600,361.200,-0.711,2.773,0.289
2019-06-09-14:29:49.130765,0.648,-0.297,10.067,-30.500,-86.900,207.500,-0.695,2.742,-0.117
2019-06-09-14:29:49.150183,0.651,-0.301,10.081,3.600,-15.000,379.200,-0.922,2.602,0.039
2019-06-09-14:29:49.169719,0.682,-0.294,10.079,4.400,-81.700,320.000,-0.883,3.062,0.008
2019-06-09-14:29:49.189162,0.672,-0.304,10.081,-32.400,-71.200,216.000,-1.297,2.812,0.188
2019-06-09-14:29:49.208582,0.656,-0.290,10.107,-29.100,-85.700,212.100,-0.734,2.664,0.156
2019-06-09-14:29:49.228372,0.668,-0.299,10.091,-8.100,-108.700,255.600,-0.828,2.875,0.039
2019-06-09-14:29:49.248046,0.677,-0.309,10.059,-30.800,-6.400,277.900,-0.906,2.688,0.078
2019-06-09-14:29:49.267578,0.646,-0.294,10.095,-31.700,-11.200,269.000,-1.078,2.664,0.133
2019-06-09-14:29:49.287083,0.651,-0.316,10.021,-18.300,9.100,337.100,-0.883,3.078,0.188
2019-06-09-14:29:49.306564,0.680,-0.304,10.069,2.900,-83.500,317.600,-0.922,2.711,0.266
2019-06-09-14:29:49.326099,0.663,-0.301,10.067,-36.500,-51.800,222.800,-1.055,2.688,0.133
2019-06-09-14:29:49.345616,0.663,-0.325,10.059,-1.200,4.600,379.700,-0.695,2.906,-0.180
2019-06-09-14:29:49.365059,0.670,-0.359,10.100,-14.600,-109.700,238.200,-0.664,2.875,0.055
2019-06-09-14:29:49.384573,0.682,-0.359,10.107,-31.800,-74.500,212.800,-1.008,2.828,0.008
2019-06-09-14:29:49.404091,0.675,-0.335,10.158,-2.100,-3.600,370.900,-0.719,2.938,-0.281
2019-06-09-14:29:49.423538,0.684,-0.330,10.138,29.600,-31.800,445.200,-0.984,2.633,0.008
2019-06-09-14:29:49.442959,0.668,-0.340,10.126,-30.000,-73.900,219.600,-1.047,2.820,0.172
2019-06-09-14:29:49.462452,0.696,-0.304,10.117,4.900,-60.700,344.700,-0.852,2.797,-0.023
2019-06-09-14:29:49.482039,0.660,-0.304,10.119,6.200,-89.800,302.300,-0.922,2.820,0.039
2019-06-09-14:29:49.501699,0.658,-0.311,10.131,-23.700,-36.900,243.000,-0.828,3.000,-0.281
2019-06-09-14:29:49.521245,0.672,-0.318,10.107,-19.100,-89.500,213.600,-0.859,2.648,0.031
2019-06-09-14:29:49.540705,0.658,-0.323,10.110,-16.900,-13.100,283.800,-0.867,2.742,-0.297
2019-06-09-14:29:49.560190,0.684,-0.328,10.122,11.200,-31.400,363.100,-1.125,2.703,0.109
2019-06-09-14:29:49.579764,0.687,-0.316,10.067,-15.400,-102.500,213.200,-1.062,2.844,-0.141
2019-06-09-14:29:49.599275,0.646,-0.335,10.083,-24.100,-72.200,210.200,-1.242,3.086,-0.180
2019-06-09-14:29:49.618739,0.675,-0.301,10.100,0.300,-111.600,256.200,-0.938,2.883,-0.148
2019-06-09-14:29:49.638181,0.660,-0.311,10.093,-23.900,-36.300,242.000,-0.859,3.000,-0.008
2019-06-09-14:29:49.657759,0.653,-0.311,10.110,10.400,-36.700,357.400,-0.688,2.875,0.102
2019-06-09-14:29:49.677181,0.660,-0.323,10.098,-11.600,-6.100,311.100,-1.094,2.508,-0.273
2019-06-09-14:29:49.696675,0.672,-0.297,10.102,12.000,-82.600,321.500,-1.039,2.867,-0.102
2019-06-09-14:29:49.716150,0.672,-0.340,10.114,-24.400,-70.100,215.800,-0.625,3.117,0.086
2019-06-09-14:29:49.735645,0.644,-0.342,10.124,-24.900,-59.400,224.400,-0.594,2.844,0.078
2019-06-09-14:29:49.755080,0.670,-0.328,10.134,-5.400,-12.800,352.300,-0.859,2.711,0.133
2019-06-09-14:29:49.774534,0.680,-0.337,10.122,-22.800,-23.500,267.000,-0.984,2.852,-0.008
2019-06-09-14:29:49.794112,0.670,-0.349,10.162,12.600,-55.400,353.400,-0.820,2.867,-0.305
2019-06-09-14:29:49.813568,0.668,-0.342,10.124,-5.500,-101.000,235.900,-0.930,2.688,0.133
2019-06-09-14:29:49.833021,0.663,-0.333,10.141,13.700,-58.900,353.600,-0.727,2.844,-0.047
2019-06-09-14:29:49.852441,0.694,-0.359,10.129,-4.500,-100.600,284.300,-0.984,3.031,0.125
2019-06-09-14:29:49.871878,0.634,-0.335,10.141,-25.300,-1.600,294.300,-0.891,2.906,-0.055
2019-06-09-14:29:49.891436,0.670,-0.323,10.153,0.200,-86.800,310.500,-1.219,2.758,0.281
2019-06-09-14:29:49.910887,0.687,-0.364,10.143,-29.000,-74.300,212.100,-0.781,2.766,-0.102
2019-06-09-14:29:49.930340,0.636,-0.330,10.155,-21.200,6.500,318.600,-1.023,3.039,-0.148
2019-06-09-14:29:49.949774,0.675,-0.349,10.138,-0.900,-93.300,290.400,-0.992,2.805,-0.234
2019-06-09-14:29:49.971204,0.680,-0.373,10.148,6.100,-41.700,372.400,-0.734,2.758,0.055
2019-06-09-14:29:49.990809,0.668,-0.361,10.167,-33.100,-51.000,213.900,-0.664,2.961,0.016
2019-06-09-14:29:50.010317,0.675,-0.352,10.138,-9.000,-99.100,256.700,-0.969,2.625,-0.250
2019-06-09-14:29:50.030131,0.675,-0.330,10.122,-32.100,-25.600,244.600,-0.898,2.680,-0.008
2019-06-09-14:29:50.049820,0.648,-0.347,10.112,-18.700,-99.500,230.900,-0.742,2.938,-0.234
2019-06-09-14:29:50.069286,0.668,-0.349,10.117,-8.800,3.300,356.000,-0.797,2.828,-0.008
2019-06-09-14:29:50.088723,0.677,-0.345,10.141,5.300,-49.300,364.500,-0.820,2.781,-0.281
2019-06-09-14:29:50.108200,0.680,-0.347,10.126,-25.900,-89.200,215.000,-0.750,2.891,-0.055
2019-06-09-14:29:50.127717,0.668,-0.330,10.131,-22.400,-97.800,219.300,-0.781,2.617,0.031
2019-06-09-14:29:50.147157,0.668,-0.337,10.105,-20.500,8.200,326.700,-1.164,2.445,0.109
2019-06-09-14:29:50.166573,0.675,-0.325,10.074,3.700,-73.800,331.600,-0.773,2.828,-0.023
2019-06-09-14:29:50.186067,0.651,-0.309,10.095,-29.900,-75.000,212.700,-0.898,2.734,-0.141
2019-06-09-14:29:50.205542,0.670,-0.299,10.138,-1.300,15.700,392.900,-1.141,2.820,-0.148
2019-06-09-14:29:50.224985,0.651,-0.361,10.055,-17.700,-53.900,273.300,-0.570,2.773,0.031
2019-06-09-14:29:50.244457,0.663,-0.330,10.095,-49.300,-96.000,129.500,-1.000,2.641,0.062
2019-06-09-14:29:50.263888,0.651,-0.330,10.114,-42.600,-119.800,123.400,-0.836,2.758,0.242
2019-06-09-14:29:50.283310,0.677,-0.337,10.095,8.500,-46.300,371.700,-0.227,2.617,0.062
2019-06-09-14:29:50.302783,0.658,-0.345,10.131,-17.000,-2.100,296.600,-0.820,2.633,-0.078
2019-06-09-14:29:50.322280,0.672,-0.337,10.105,-8.000,-124.100,217.100,-0.898,2.719,-0.281
2019-06-09-14:29:50.341816,0.696,-0.323,10.095,-21.600,-89.900,188.000,-0.859,2.898,0.086
2019-06-09-14:29:50.361355,0.675,-0.330,10.124,3.000,-122.600,255.800,-1.062,2.742,0.289
2019-06-09-14:29:50.380791,0.672,-0.335,10.158,12.400,-21.100,388.700,-1.117,2.844,0.055
2019-06-09-14:29:50.400269,0.668,-0.333,10.162,-26.100,-14.200,265.500,-0.953,2.664,0.102
2019-06-09-14:29:50.420280,0.682,-0.354,10.155,7.300,-106.800,280.200,-0.883,2.672,0.109
2019-06-09-14:29:50.439942,0.670,-0.354,10.091,-25.800,-10.000,261.900,-1.219,3.023,-0.023
2019-06-09-14:29:50.459499,0.660,-0.321,10.155,-12.800,-126.800,198.400,-0.844,2.828,-0.328
2019-06-09-14:29:50.478928,0.687,-0.357,10.148,5.800,-126.800,259.300,-1.031,2.734,0.016
2019-06-09-14:29:50.498548,0.668,-0.333,10.179,-7.600,-134.000,209.700,-0.688,2.789,0.055
2019-06-09-14:29:50.518097,0.670,-0.333,10.136,9.100,-96.900,296.300,-0.984,3.016,0.078
2019-06-09-14:29:50.537737,0.644,-0.285,10.146,-12.400,14.500,330.100,-1.031,2.758,0.086
2019-06-09-14:29:50.557201,0.677,-0.321,10.076,9.800,-0.300,389.200,-1.023,2.773,0.125
2019-06-09-14:29:50.576650,0.670,-0.306,10.069,-32.300,-52.900,201.600,-0.898,2.828,-0.070
2019-06-09-14:29:50.596108,0.658,-0.297,10.059,-26.100,-9.400,268.700,-0.727,2.984,0.062
2019-06-09-14:29:50.615619,0.668,-0.292,10.086,6.300,-63.700,340.500,-0.375,2.734,0.086
2019-06-09-14:29:50.635063,0.670,-0.299,10.071,-22.800,-6.400,280.800,-0.875,2.734,0.008
2019-06-09-14:29:50.655540,0.653,-0.294,10.062,27.000,-50.900,398.000,-0.633,2.633,-0.008
2019-06-09-14:29:50.675209,0.656,-0.297,10.067,32.900,-134.500,330.700,-0.711,2.445,0.125
2019-06-09-14:29:50.694714,0.682,-0.311,10.083,29.000,-151.300,298.900,-0.695,2.562,-0.164
2019-06-09-14:29:50.714309,0.675,-0.309,10.086,-5.000,-25.800,318.700,-0.648,2.797,-0.328
2019-06-09-14:29:50.733807,0.636,-0.304,10.093,2.800,-0.100,395.100,-0.984,2.742,-0.320
2019-06-09-14:29:50.753318,0.668,-0.306,10.067,-6.700,14.400,379.700,-0.891,2.477,-0.023
2019-06-09-14:29:50.772758,0.687,-0.306,10.105,-7.600,-119.100,253.900,-0.961,2.758,-0.031
2019-06-09-14:29:50.792276,0.656,-0.337,10.091,-34.500,2.300,276.100,-0.477,2.797,-0.055
2019-06-09-14:29:50.811790,0.677,-0.330,10.031,8.100,-28.400,387.900,-0.719,2.758,-0.117
2019-06-09-14:29:50.831301,0.656,-0.318,10.083,-28.000,17.100,311.300,-1.133,2.695,-0.180
2019-06-09-14:29:50.855558,0.646,-0.330,10.069,-34.800,-151.000,110.400,-0.594,2.875,0.102
2019-06-09-14:29:50.879582,0.680,-0.323,10.081,9.200,-5.100,389.000,-1.016,2.852,-0.203
2019-06-09-14:29:50.899684,0.648,-0.335,10.064,-28.200,-20.300,251.500,-0.625,2.734,0.008
2019-06-09-14:29:50.919418,0.672,-0.318,10.088,20.000,-57.500,372.600,-1.188,2.711,-0.211
2019-06-09-14:29:50.938909,0.648,-0.352,10.074,0.300,7.300,365.800,-1.094,2.992,-0.070
2019-06-09-14:29:50.958378,0.656,-0.330,10.095,-29.200,-63.300,199.600,-0.656,3.016,-0.031
2019-06-09-14:29:50.977934,0.701,-0.330,10.131,13.900,-110.500,302.500,-0.773,2.766,-0.078
2019-06-09-14:29:50.997609,0.665,-0.340,10.102,-1.800,-33.700,322.700,-0.727,2.406,0.062
2019-06-09-14:29:51.017174,0.641,-0.342,10.110,-31.900,-53.600,204.100,-0.547,2.844,0.172
2019-06-09-14:29:51.036637,0.694,-0.345,10.138,2.300,2.800,372.200,-0.836,2.906,0.172
2019-06-09-14:29:51.056160,0.651,-0.335,10.110,-27.700,-26.300,247.200,-1.070,2.562,0.086
2019-06-09-14:29:51.075582,0.675,-0.333,10.138,19.600,-42.700,386.400,-0.969,2.805,-0.164
2019-06-09-14:29:51.095053,0.648,-0.347,10.141,-31.200,-145.300,131.200,-0.766,2.766,-0.211
2019-06-09-14:29:51.114572,0.672,-0.335,10.172,-3.300,-111.800,273.100,-0.531,2.633,-0.070
2019-06-09-14:29:51.134122,0.699,-0.325,10.158,9.600,-55.000,365.900,-1.141,2.695,-0.102
2019-06-09-14:29:51.153860,0.694,-0.330,10.167,9.500,-46.100,372.400,-1.125,2.734,0.133
2019-06-09-14:29:51.173640,0.696,-0.352,10.155,8.100,-47.100,369.700,-0.648,3.031,0.031
2019-06-09-14:29:51.193166,0.665,-0.347,10.129,-24.900,-104.900,206.500,-1.039,2.742,-0.047
2019-06-09-14:29:51.212702,0.663,-0.347,10.131,-19.300,19.900,334.100,-0.992,2.875,0.109
2019-06-09-14:29:51.232570,0.677,-0.321,10.134,5.700,-84.700,326.500,-1.125,2.625,0.031
2019-06-09-14:29:51.252140,0.684,-0.354,10.162,-37.500,-27.300,237.400,-0.945,2.578,0.016
2019-06-09-14:29:51.271684,0.670,-0.354,10.143,8.700,-50.700,370.100,-1.164,2.797,0.031
2019-06-09-14:29:51.291363,0.653,-0.345,10.141,-14.700,21.500,350.400,-0.805,2.930,0.078
2019-06-09-14:29:51.310832,0.684,-0.335,10.179,9.100,-42.500,379.700,-0.844,2.523,-0.047
2019-06-09-14:29:51.330364,0.675,-0.342,10.155,-12.600,-116.900,237.600,-0.852,2.719,0.008
2019-06-09-14:29:51.349839,0.677,-0.342,10.141,-3.100,-109.100,271.400,-0.781,2.812,0.031
2019-06-09-14:29:51.369279,0.663,-0.290,10.131,-33.100,9.300,281.800,-0.930,2.820,0.109
2019-06-09-14:29:51.388737,0.668,-0.297,10.091,10.000,-49.100,369.800,-1.055,3.000,-0.250
2019-06-09-14:29:51.408174,0.670,-0.335,10.052,-38.600,-13.400,239.700,-0.781,2.977,-0.078
2019-06-09-14:29:51.427739,0.677,-0.321,10.079,-23.400,-41.400,271.000,-0.742,2.797,-0.148
2019-06-09-14:29:51.447262,0.670,-0.309,10.079,6.000,-43.300,363.800,-0.977,2.672,0.156
2019-06-09-14:29:51.466716,0.658,-0.321,10.069,-17.700,-117.000,216.700,-0.688,2.648,0.133
2019-06-09-14:29:51.488358,0.653,-0.325,10.057,-35.100,-74.700,188.400,-0.812,2.758,0.055
2019-06-09-14:29:51.507906,0.675,-0.309,10.074,-22.000,-10.000,296.400,-0.617,2.734,0.125
2019-06-09-14:29:51.527363,0.644,-0.301,10.081,9.000,-23.000,390.600,-0.727,2.672,0.008
2019-06-09-14:29:51.546819,0.656,-0.323,10.055,-33.500,-88.200,182.800,-0.805,2.781,-0.102
2019-06-09-14:29:51.566262,0.670,-0.309,10.110,-3.400,-69.600,311.800,-1.047,2.844,-0.164
2019-06-09-14:29:51.585696,0.684,-0.297,10.091,-21.900,5.400,305.100,-0.859,2.812,0.133
2019-06-09-14:29:51.605134,0.684,-0.294,10.119,13.700,-9.300,391.000,-0.727,2.539,0.133
2019-06-09-14:29:51.627528,0.639,-0.330,10.138,-34.900,-91.500,186.700,-0.867,2.414,-0.070
2019-06-09-14:29:51.647079,0.701,-0.313,10.100,-9.600,33.100,387.000,-0.891,2.484,-0.102
2019-06-09-14:29:51.666511,0.658,-0.330,10.136,-16.400,-58.300,276.600,-0.805,2.766,-0.148
2019-06-09-14:29:51.686018,0.653,-0.330,10.160,-19.800,56.800,377.800,-0.992,2.672,0.055
2019-06-09-14:29:51.705445,0.648,-0.342,10.105,-14.300,10.900,325.200,-0.758,2.773,0.102
2019-06-09-14:29:51.725007,0.660,-0.335,10.117,17.800,-86.000,336.100,-0.828,2.781,-0.047
2019-06-09-14:29:51.744467,0.672,-0.333,10.117,-26.800,-98.100,182.800,-0.953,2.711,0.414
2019-06-09-14:29:51.763895,0.689,-0.330,10.155,15.400,-106.500,307.900,-0.898,2.828,-0.117
2019-06-09-14:29:51.783417,0.680,-0.335,10.126,11.200,-116.800,289.500,-1.125,2.922,0.078
2019-06-09-14:29:51.802873,0.689,-0.333,10.134,-1.100,-134.700,224.900,-0.961,2.562,-0.008
2019-06-09-14:29:51.822434,0.684,-0.342,10.141,16.200,-95.500,323.700,-1.398,2.711,-0.031
2019-06-09-14:29:51.841898,0.670,-0.342,10.138,7.100,-127.300,263.100,-0.750,2.797,0.195
2019-06-09-14:29:51.861408,0.646,-0.352,10.143,-10.200,10.800,335.700,-0.820,2.891,-0.023
2019-06-09-14:29:51.880874,0.682,-0.342,10.158,16.300,-94.300,326.500,-1.047,2.609,0.008
2019-06-09-14:29:51.900315,0.648,-0.345,10.124,-24.000,-76.700,212.200,-1.094,2.742,-0.023
2019-06-09-14:29:51.919768,0.653,-0.294,10.064,-23.800,-33.100,247.000,-0.789,2.758,0.133
2019-06-09-14:29:51.939295,0.639,-0.282,10.081,-26.700,-24.300,243.300,-0.672,2.883,-0.070
2019-06-09-14:29:51.958736,0.668,-0.294,10.074,-20.500,-0.600,286.600,-0.992,2.750,0.086
2019-06-09-14:29:51.978155,0.660,-0.292,10.047,-23.500,-9.800,266.000,-0.930,2.906,-0.031
2019-06-09-14:29:51.997793,0.648,-0.304,10.088,-30.200,-85.300,186.400,-1.148,2.727,0.039
2019-06-09-14:29:52.017260,0.665,-0.292,10.098,6.300,1.800,379.500,-0.648,2.680,-0.164
2019-06-09-14:29:52.036804,0.677,-0.316,10.050,5.700,-124.800,261.200,-0.961,2.828,0.008
2019-06-09-14:29:52.056261,0.668,-0.306,10.100,0.100,11.900,393.700,-1.031,2.500,0.156
2019-06-09-14:29:52.075717,0.684,-0.301,10.093,4.300,-91.500,312.400,-0.727,2.844,0.062
2019-06-09-14:29:52.095150,0.687,-0.306,10.083,2.600,-91.600,312.100,-0.758,2.984,0.352
2019-06-09-14:29:52.114570,0.668,-0.323,10.050,-37.200,-18.100,255.200,-0.766,2.867,-0.070
2019-06-09-14:29:52.134135,0.677,-0.304,10.086,5.900,-83.300,325.200,-0.875,2.852,-0.055
2019-06-09-14:29:52.153578,0.665,-0.282,10.079,-6.700,-114.200,256.900,-0.781,3.078,0.133
2019-06-09-14:29:52.172976,0.684,-0.311,10.095,2.300,-88.600,312.000,-0.406,2.844,-0.031
2019-06-09-14:29:52.192434,0.658,-0.311,10.088,-25.800,-102.800,210.600,-0.188,2.953,0.008
2019-06-09-14:29:52.211850,0.663,-0.330,10.079,-37.900,-32.200,238.600,-0.742,2.797,-0.094
2019-06-09-14:29:52.231384,0.682,-0.306,10.055,-31.300,-86.100,200.600,-0.930,2.664,0.078
2019-06-09-14:29:52.250901,0.665,-0.316,10.100,2.500,-102.200,302.700,-0.602,2.734,-0.078
2019-06-09-14:29:52.270328,0.658,-0.323,10.122,-30.300,-2.100,286.100,-1.164,2.602,0.031
2019-06-09-14:29:52.289745,0.670,-0.323,10.083,-22.900,-109.300,217.600,-0.992,2.609,-0.070
2019-06-09-14:29:52.309170,0.677,-0.309,10.146,-6.300,17.900,371.800,-0.664,2.734,0.078
2019-06-09-14:29:52.328617,0.660,-0.313,10.114,-37.100,-43.000,223.600,-0.695,2.797,-0.117
2019-06-09-14:29:52.348217,0.665,-0.318,10.136,-2.900,8.300,388.500,-1.055,2.859,0.172
2019-06-09-14:29:52.367745,0.677,-0.309,10.067,4.400,-80.100,331.000,-0.586,3.078,0.258
2019-06-09-14:29:52.387201,0.670,-0.328,10.105,-18.900,-110.700,228.500,-1.148,2.758,0.078
2019-06-09-14:29:52.406638,0.675,-0.299,10.112,15.100,-90.500,332.000,-0.469,2.758,0.062
2019-06-09-14:29:52.428992,0.651,-0.311,10.074,1.100,2.500,389.800,-1.023,2.750,0.172
2019-06-09-14:29:52.448587,0.634,-0.330,10.076,-42.800,3.300,253.700,-0.359,2.820,-0.023
2019-06-09-14:29:52.468024,0.663,-0.306,10.074,3.800,-84.500,326.300,-0.461,2.734,-0.234
2019-06-09-14:29:52.487494,0.656,-0.318,10.093,-34.900,-63.300,210.900,-1.086,2.648,-0.055
2019-06-09-14:29:52.507036,0.677,-0.292,10.062,-7.400,15.900,377.900,-0.930,2.789,0.039
2019-06-09-14:29:52.526479,0.651,-0.297,10.083,-26.800,-43.200,232.800,-0.781,2.648,0.133
2019-06-09-14:29:52.546104,0.646,-0.297,10.091,-7.900,3.600,330.500,-0.812,2.445,0.031
2019-06-09-14:29:52.565591,0.682,-0.301,10.057,-23.200,-92.700,194.800,-0.781,2.844,-0.102
2019-06-09-14:29:52.585004,0.653,-0.306,10.083,0.300,-0.300,363.100,-0.711,2.797,0.055
2019-06-09-14:29:52.604436,0.694,-0.282,10.052,5.900,-121.300,270.600,-1.102,2.531,0.156
2019-06-09-14:29:52.623869,0.663,-0.292,10.100,11.400,-104.600,304.100,-0.195,2.914,-0.094
2019-06-09-14:29:52.643312,0.684,-0.292,10.047,-19.000,-108.000,197.400,-0.844,2.711,-0.141
2019-06-09-14:29:52.662804,0.675,-0.321,10.057,-27.200,-61.500,211.100,-0.781,2.680,-0.180
2019-06-09-14:29:52.682307,0.646,-0.301,10.040,-16.900,-3.700,298.300,-0.914,3.008,0.062
2019-06-09-14:29:52.701745,0.668,-0.306,10.050,-26.000,-72.000,205.800,-0.859,2.844,0.102
2019-06-09-14:29:52.721264,0.677,-0.335,10.095,2.500,-2.600,367.700,-0.836,3.117,0.078
2019-06-09-14:29:52.740710,0.668,-0.342,10.098,3.800,-119.800,260.600,-0.367,2.734,-0.070
2019-06-09-14:29:52.760199,0.675,-0.333,10.131,-28.300,-39.100,238.700,-0.609,2.711,-0.047
2019-06-09-14:29:52.779724,0.675,-0.361,10.146,-10.600,-74.300,256.000,-1.070,2.711,0.039
2019-06-09-14:29:52.799155,0.663,-0.333,10.143,0.300,-123.200,247.400,-0.734,3.023,-0.227
2019-06-09-14:29:52.818623,0.670,-0.347,10.122,-14.300,-62.400,252.000,-1.039,2.781,-0.008
2019-06-09-14:29:52.838472,0.682,-0.325,10.129,-6.400,-13.600,323.300,-0.992,2.875,0.016
2019-06-09-14:29:52.858014,0.663,-0.330,10.181,5.700,-16.000,356.700,-1.266,2.844,-0.070
2019-06-09-14:29:52.877562,0.677,-0.354,10.126,-23.600,-25.900,253.000,-0.875,2.766,-0.031
2019-06-09-14:29:52.897025,0.675,-0.304,10.105,-2.700,-100.500,280.000,-0.812,2.930,0.148
2019-06-09-14:29:52.916476,0.651,-0.325,10.110,-30.700,9.100,294.700,-0.750,3.016,-0.180
2019-06-09-14:29:52.936074,0.646,-0.340,10.126,-4.900,16.200,386.800,-1.016,2.938,-0.102
2019-06-09-14:29:52.955558,0.668,-0.335,10.105,-38.500,-10.600,251.800,-0.914,2.633,-0.305
2019-06-09-14:29:52.977154,0.682,-0.333,10.122,2.400,-105.600,294.100,-1.086,2.719,-0.094
2019-06-09-14:29:52.996815,0.644,-0.340,10.093,-40.500,-41.000,217.000,-1.047,2.875,0.172
2019-06-09-14:29:53.016300,0.651,-0.342,10.091,-36.200,-81.300,185.000,-0.852,2.828,-0.148
2019-06-09-14:29:53.035840,0.680,-0.323,10.079,-39.900,-16.000,235.900,-0.828,2.672,0.102
2019-06-09-14:29:53.055279,0.668,-0.278,10.155,11.200,-23.100,399.100,-0.969,2.844,-0.141
2019-06-09-14:29:53.074791,0.648,-0.347,10.059,-41.100,-34.900,218.800,-0.773,2.773,0.125
2019-06-09-14:29:53.094314,0.651,-0.313,10.095,4.900,-0.900,403.700,-0.742,2.609,-0.031
2019-06-09-14:29:53.113739,0.658,-0.306,10.086,-8.100,-124.100,250.000,-1.047,2.648,-0.008
2019-06-09-14:29:53.133166,0.653,-0.335,10.038,-38.900,-13.000,244.500,-0.750,2.562,0.211
2019-06-09-14:29:53.152583,0.658,-0.316,10.093,6.600,-12.700,399.500,-0.977,2.844,0.234
2019-06-09-14:29:53.172042,0.665,-0.342,10.079,-9.100,-120.800,247.900,-1.273,2.812,0.078
2019-06-09-14:29:53.191560,0.668,-0.340,10.174,-21.100,30.900,341.300,-1.117,2.758,-0.094
2019-06-09-14:29:53.210980,0.675,-0.352,10.110,5.800,-99.300,311.000,-1.141,3.055,-0.125
2019-06-09-14:29:53.230398,0.672,-0.352,10.114,12.500,-38.100,386.000,-0.898,3.039,-0.297
2019-06-09-14:29:53.249904,0.668,-0.340,10.143,-13.400,29.900,369.400,-0.797,2.828,-0.227
2019-06-09-14:29:53.269530,0.684,-0.357,10.124,3.600,-95.800,304.800,-0.578,2.891,-0.180
2019-06-09-14:29:53.288986,0.658,-0.337,10.141,-40.600,-62.700,196.100,-0.852,2.922,0.109
