Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-01:43:48.312412,0.287,-0.158,10.098,-7.200,-13.800,-7.400,-1.180,2.656,-0.203
2019-05-26-01:43:48.422192,0.282,-0.156,10.119,-8.100,-13.400,-6.700,-1.180,2.867,-0.305
2019-05-26-01:43:48.532114,0.290,-0.158,10.124,-6.600,-13.200,-7.400,-0.945,2.586,-0.078
2019-05-26-01:43:48.641778,0.290,-0.158,10.114,-7.200,-14.700,-6.400,-1.352,2.719,-0.250
2019-05-26-01:43:48.751445,0.306,-0.148,10.114,-7.700,-13.200,-5.200,-0.961,2.656,0.008
2019-05-26-01:43:48.861247,0.297,-0.165,10.134,-7.000,-13.800,-6.900,-1.328,2.766,-0.383
2019-05-26-01:43:48.971281,0.282,-0.165,10.114,-7.400,-13.400,-6.000,-1.008,2.992,-0.180
2019-05-26-01:43:49.081152,0.290,-0.144,10.129,-6.400,-14.100,-7.500,-1.234,2.758,-0.359
2019-05-26-01:43:49.190771,0.301,-0.146,10.126,-7.900,-15.000,-5.900,-1.227,2.766,-0.070
2019-05-26-01:43:49.300812,0.292,-0.153,10.129,-7.000,-13.400,-6.100,-1.016,2.695,-0.148
2019-05-26-01:43:49.410833,0.280,-0.153,10.138,-7.500,-14.300,-7.600,-1.445,2.656,-0.328
2019-05-26-01:43:49.520708,0.287,-0.156,10.129,-6.600,-14.600,-7.700,-0.961,2.586,-0.297
2019-05-26-01:43:49.630447,0.292,-0.160,10.100,-7.200,-14.400,-6.500,-1.086,2.625,-0.070
2019-05-26-01:43:49.740161,0.287,-0.146,10.124,-8.000,-14.300,-6.400,-0.766,2.680,-0.188
2019-05-26-01:43:49.850002,0.294,-0.151,10.114,-6.300,-14.200,-6.000,-0.742,2.648,-0.078
2019-05-26-01:43:49.959714,0.273,-0.170,10.136,-7.400,-13.800,-7.300,-0.914,2.734,-0.203
2019-05-26-01:43:50.069568,0.299,-0.148,10.117,-8.100,-14.400,-5.700,-1.258,2.703,0.016
2019-05-26-01:43:50.179528,0.278,-0.156,10.136,-6.800,-14.800,-8.400,-1.016,2.609,-0.102
2019-05-26-01:43:50.289162,0.299,-0.156,10.114,-7.700,-13.300,-7.000,-0.914,2.766,-0.164
2019-05-26-01:43:50.398887,0.292,-0.146,10.117,-7.000,-14.200,-5.900,-0.844,2.680,-0.141
2019-05-26-01:43:50.508793,0.301,-0.153,10.129,-7.500,-13.700,-5.400,-1.094,2.734,0.078
2019-05-26-01:43:50.618832,0.285,-0.151,10.138,-8.000,-13.800,-6.700,-1.258,2.656,-0.125
2019-05-26-01:43:50.728644,0.292,-0.151,10.114,-7.200,-14.300,-6.900,-1.188,2.711,-0.453
2019-05-26-01:43:50.838314,0.292,-0.144,10.134,-7.800,-14.200,-7.700,-1.133,2.828,-0.203
2019-05-26-01:43:50.948056,0.301,-0.151,10.124,-7.400,-14.100,-6.000,-0.773,2.594,-0.125
2019-05-26-01:43:51.057846,0.299,-0.144,10.112,-7.700,-13.000,-7.300,-0.914,2.570,-0.273
2019-05-26-01:43:51.167475,0.290,-0.136,10.117,-6.900,-14.800,-5.200,-1.039,2.844,-0.141
2019-05-26-01:43:51.277034,0.287,-0.151,10.134,-6.900,-14.000,-7.000,-0.914,2.766,-0.102
2019-05-26-01:43:51.386923,0.290,-0.134,10.124,-7.800,-13.400,-6.900,-1.016,2.758,-0.180
2019-05-26-01:43:51.496780,0.294,-0.156,10.138,-6.900,-13.600,-8.200,-1.039,2.766,-0.164
2019-05-26-01:43:51.606558,0.290,-0.165,10.131,-7.100,-13.400,-6.800,-1.008,2.828,-0.211
2019-05-26-01:43:51.716346,0.294,-0.144,10.129,-7.200,-13.800,-7.100,-0.797,2.711,-0.367
2019-05-26-01:43:51.826406,0.278,-0.167,10.107,-6.900,-14.200,-6.600,-0.898,2.695,-0.297
2019-05-26-01:43:51.936127,0.304,-0.158,10.134,-7.600,-14.500,-7.300,-1.094,2.469,0.016
2019-05-26-01:43:52.046027,0.282,-0.141,10.110,-7.300,-13.400,-7.500,-1.523,2.820,-0.180
2019-05-26-01:43:52.155762,0.297,-0.165,10.119,-5.900,-13.600,-5.100,-1.305,2.820,-0.141
2019-05-26-01:43:52.267321,0.285,-0.160,10.126,-6.900,-14.300,-6.700,-0.828,2.734,-0.273
2019-05-26-01:43:52.377013,0.285,-0.151,10.131,-7.000,-14.000,-7.000,-0.727,2.539,-0.328
2019-05-26-01:43:52.486892,0.290,-0.153,10.122,-6.900,-15.000,-7.500,-1.359,2.625,-0.125
2019-05-26-01:43:52.596930,0.309,-0.151,10.105,-6.800,-13.500,-7.100,-0.867,2.734,-0.227
2019-05-26-01:43:52.706858,0.294,-0.148,10.117,-6.300,-13.800,-6.400,-1.102,2.789,0.031
2019-05-26-01:43:52.816798,0.280,-0.148,10.091,-6.600,-13.800,-6.400,-1.180,2.625,-0.188
2019-05-26-01:43:52.926767,0.297,-0.146,10.134,-7.400,-13.400,-6.800,-0.922,2.578,0.086
2019-05-26-01:43:53.036825,0.278,-0.134,10.136,-6.900,-13.200,-5.800,-1.211,2.992,-0.164
2019-05-26-01:43:53.146820,0.297,-0.153,10.141,-6.500,-13.800,-5.900,-1.281,2.969,-0.203
2019-05-26-01:43:53.256521,0.290,-0.144,10.134,-6.600,-14.200,-7.900,-1.188,2.867,-0.234
2019-05-26-01:43:53.366214,0.301,-0.146,10.131,-7.100,-13.800,-6.400,-1.039,2.648,-0.227
2019-05-26-01:43:53.475890,0.301,-0.144,10.122,-6.800,-14.100,-5.700,-0.898,2.953,-0.102
2019-05-26-01:43:53.585765,0.299,-0.156,10.117,-7.600,-13.700,-6.500,-1.008,2.711,-0.078
2019-05-26-01:43:53.695433,0.287,-0.156,10.134,-6.300,-14.100,-6.000,-0.938,2.336,-0.008
2019-05-26-01:43:53.805456,0.290,-0.146,10.119,-7.200,-15.300,-6.200,-1.336,2.609,-0.211
2019-05-26-01:43:53.915118,0.285,-0.156,10.129,-7.500,-13.600,-7.200,-1.008,2.656,-0.070
2019-05-26-01:43:54.024966,0.287,-0.153,10.143,-7.400,-14.400,-7.700,-1.062,2.695,-0.328
2019-05-26-01:43:54.134625,0.294,-0.156,10.141,-8.100,-13.700,-7.400,-1.258,2.500,-0.117
2019-05-26-01:43:54.244604,0.297,-0.146,10.131,-6.800,-13.000,-6.300,-0.781,2.820,-0.023
2019-05-26-01:43:54.354282,0.294,-0.153,10.117,-7.400,-14.600,-6.200,-0.750,2.734,-0.148
2019-05-26-01:43:54.464094,0.282,-0.156,10.143,-6.600,-12.900,-5.300,-0.781,2.523,-0.141
2019-05-26-01:43:54.574061,0.290,-0.158,10.114,-6.900,-13.100,-7.000,-0.844,2.742,-0.258
2019-05-26-01:43:54.683799,0.273,-0.156,10.129,-6.900,-13.900,-7.200,-0.719,2.609,-0.125
2019-05-26-01:43:54.793428,0.292,-0.148,10.114,-7.500,-14.300,-6.000,-1.070,2.930,-0.164
2019-05-26-01:43:54.903247,0.282,-0.160,10.126,-6.900,-14.200,-5.900,-0.633,2.758,-0.273
2019-05-26-01:43:55.013306,0.299,-0.146,10.134,-6.200,-14.300,-7.200,-0.914,2.539,-0.305
2019-05-26-01:43:55.123035,0.282,-0.144,10.129,-6.900,-14.300,-6.400,-1.352,2.781,-0.125
2019-05-26-01:43:55.232658,0.285,-0.153,10.136,-7.400,-14.000,-7.800,-0.820,2.656,-0.102
2019-05-26-01:43:55.342288,0.290,-0.160,10.131,-6.600,-14.500,-6.500,-0.680,2.500,-0.078
2019-05-26-01:43:55.452272,0.285,-0.158,10.122,-7.000,-13.500,-6.900,-1.375,2.398,-0.180
2019-05-26-01:43:55.562329,0.292,-0.170,10.117,-7.200,-14.100,-7.200,-1.258,2.766,0.008
2019-05-26-01:43:55.672107,0.290,-0.148,10.134,-7.500,-12.700,-6.400,-0.938,2.734,-0.359
2019-05-26-01:43:55.781999,0.282,-0.158,10.117,-7.000,-13.800,-5.500,-0.961,2.742,-0.359
2019-05-26-01:43:55.891709,0.290,-0.148,10.112,-7.300,-15.000,-6.100,-0.820,2.547,-0.180
2019-05-26-01:43:56.001513,0.287,-0.148,10.134,-7.600,-14.300,-5.900,-0.844,2.570,-0.070
2019-05-26-01:43:56.111153,0.294,-0.158,10.131,-7.200,-14.200,-5.700,-1.211,2.656,-0.031
2019-05-26-01:43:56.221165,0.275,-0.160,10.119,-8.000,-14.100,-5.600,-0.969,2.781,-0.102
2019-05-26-01:43:56.330823,0.285,-0.153,10.131,-7.600,-14.100,-6.500,-1.016,2.695,-0.258
2019-05-26-01:43:56.440513,0.285,-0.151,10.122,-7.600,-14.300,-7.000,-0.797,2.797,-0.078
2019-05-26-01:43:56.550491,0.287,-0.146,10.134,-6.500,-13.500,-5.000,-0.672,2.766,-0.297
2019-05-26-01:43:56.660504,0.278,-0.148,10.107,-8.100,-13.400,-5.500,-0.875,2.586,0.086
2019-05-26-01:43:56.770339,0.301,-0.156,10.134,-7.100,-13.600,-7.100,-1.086,2.695,-0.203
2019-05-26-01:43:56.880258,0.273,-0.141,10.122,-8.400,-14.200,-7.700,-1.406,2.594,-0.164
2019-05-26-01:43:56.990059,0.290,-0.148,10.131,-7.600,-14.200,-6.600,-0.648,2.633,0.008
2019-05-26-01:43:57.099752,0.278,-0.151,10.122,-7.100,-13.800,-5.900,-0.805,2.984,0.078
2019-05-26-01:43:57.211135,0.309,-0.158,10.122,-7.100,-14.100,-8.500,-0.961,2.734,-0.328
2019-05-26-01:43:57.320898,0.273,-0.167,10.117,-7.700,-13.300,-7.100,-1.148,2.734,0.016
2019-05-26-01:43:57.430903,0.282,-0.158,10.131,-7.400,-13.700,-6.900,-0.984,2.766,-0.203
2019-05-26-01:43:57.540969,0.275,-0.151,10.112,-7.100,-14.000,-5.700,-0.602,2.797,-0.008
2019-05-26-01:43:57.650753,0.294,-0.156,10.119,-7.500,-13.700,-6.600,-0.984,2.734,-0.102
2019-05-26-01:43:57.760503,0.290,-0.153,10.129,-7.300,-14.200,-6.500,-1.422,2.656,-0.234
2019-05-26-01:43:57.870463,0.292,-0.144,10.107,-7.400,-13.500,-5.900,-1.117,2.625,-0.234
2019-05-26-01:43:57.980173,0.290,-0.144,10.122,-7.100,-14.000,-6.600,-1.086,2.734,-0.078
2019-05-26-01:43:58.090044,0.294,-0.158,10.126,-6.600,-13.500,-6.000,-0.805,2.648,-0.258
2019-05-26-01:43:58.199711,0.299,-0.156,10.124,-6.700,-14.300,-6.900,-0.953,2.789,0.039
2019-05-26-01:43:58.313245,0.290,-0.158,10.114,-7.100,-13.500,-6.600,-1.141,2.656,-0.258
2019-05-26-01:43:58.422982,0.297,-0.151,10.124,-7.600,-14.200,-5.500,-1.375,2.625,-0.094
2019-05-26-01:43:58.532818,0.285,-0.146,10.146,-7.700,-14.200,-5.600,-1.156,2.906,-0.180
2019-05-26-01:43:58.642850,0.292,-0.160,10.124,-7.200,-13.400,-6.000,-0.992,2.570,-0.250
2019-05-26-01:43:58.752612,0.297,-0.156,10.107,-7.800,-13.500,-6.700,-1.023,2.852,-0.141
2019-05-26-01:43:58.862428,0.306,-0.153,10.129,-8.000,-13.100,-8.000,-1.008,2.906,-0.055
2019-05-26-01:43:58.972192,0.313,-0.132,10.124,-7.300,-13.500,-6.500,-1.203,2.805,-0.070
2019-05-26-01:43:59.082297,0.301,-0.156,10.126,-7.200,-14.700,-6.000,-1.133,2.828,-0.078
2019-05-26-01:43:59.191976,0.280,-0.158,10.136,-7.300,-14.300,-6.100,-1.094,2.719,-0.180
2019-05-26-01:43:59.301672,0.290,-0.144,10.107,-7.200,-14.600,-6.900,-1.188,2.930,-0.305
2019-05-26-01:43:59.411455,0.292,-0.144,10.141,-7.500,-13.300,-7.000,-1.203,2.672,-0.125
2019-05-26-01:43:59.521233,0.285,-0.148,10.136,-8.100,-14.700,-6.200,-1.070,2.594,-0.227
2019-05-26-01:43:59.630857,0.309,-0.146,10.124,-6.900,-14.800,-6.700,-1.062,2.398,0.039
2019-05-26-01:43:59.740576,0.280,-0.160,10.126,-7.900,-13.700,-6.500,-0.852,2.805,-0.367
2019-05-26-01:43:59.850561,0.301,-0.153,10.126,-7.000,-14.000,-6.500,-1.242,2.734,-0.180
2019-05-26-01:43:59.960290,0.275,-0.151,10.134,-7.600,-13.500,-6.900,-0.805,2.828,-0.273
2019-05-26-01:44:00.070090,0.280,-0.148,10.093,-7.700,-14.500,-7.200,-0.672,2.711,-0.344
2019-05-26-01:44:00.179726,0.301,-0.153,10.122,-6.400,-13.000,-6.800,-1.023,2.805,-0.047
2019-05-26-01:44:00.289681,0.285,-0.151,10.117,-5.900,-12.600,-7.400,-1.250,2.648,-0.078
2019-05-26-01:44:00.399462,0.301,-0.148,10.105,-8.000,-13.100,-5.700,-1.094,2.797,-0.273
2019-05-26-01:44:00.509273,0.290,-0.151,10.122,-7.300,-14.500,-6.800,-0.539,2.656,-0.258
2019-05-26-01:44:00.618948,0.297,-0.144,10.134,-7.600,-14.300,-5.400,-0.984,2.594,-0.117
2019-05-26-01:44:00.730675,0.292,-0.156,10.124,-6.900,-15.000,-6.500,-0.883,2.773,0.148
2019-05-26-01:44:00.840406,0.290,-0.156,10.117,-7.600,-12.800,-6.400,-0.969,2.523,-0.203
2019-05-26-01:44:00.950325,0.282,-0.144,10.107,-7.200,-13.700,-5.700,-0.805,2.742,-0.281
2019-05-26-01:44:01.060455,0.294,-0.134,10.122,-8.000,-13.000,-7.200,-0.828,2.961,0.031
2019-05-26-01:44:01.170189,0.273,-0.158,10.131,-7.200,-14.400,-6.400,-1.055,2.812,0.102
2019-05-26-01:44:01.279786,0.285,-0.146,10.131,-8.500,-13.700,-5.900,-1.180,2.453,-0.117
2019-05-26-01:44:01.389948,0.294,-0.158,10.114,-8.600,-13.100,-8.600,-0.797,2.625,0.008
2019-05-26-01:44:01.499925,0.309,-0.156,10.119,-6.800,-14.400,-6.700,-1.016,2.711,-0.094
2019-05-26-01:44:01.609756,0.282,-0.151,10.117,-7.500,-14.000,-5.900,-0.781,2.562,-0.055
2019-05-26-01:44:01.719471,0.290,-0.151,10.141,-6.800,-13.900,-6.300,-1.039,2.852,-0.102
2019-05-26-01:44:01.829244,0.278,-0.148,10.131,-8.000,-13.200,-5.600,-1.227,2.938,-0.305
2019-05-26-01:44:01.938866,0.297,-0.160,10.126,-7.200,-13.400,-7.000,-0.625,2.828,-0.047
2019-05-26-01:44:02.048748,0.290,-0.153,10.105,-6.800,-14.600,-6.300,-0.453,2.797,-0.203
2019-05-26-01:44:02.158432,0.294,-0.148,10.131,-7.600,-13.400,-8.600,-0.867,2.844,-0.023
2019-05-26-01:44:02.268497,0.275,-0.148,10.122,-7.400,-13.700,-5.600,-1.203,2.680,-0.141
2019-05-26-01:44:02.379691,0.280,-0.153,10.126,-7.700,-13.300,-7.600,-1.453,2.820,-0.094
2019-05-26-01:44:02.493579,0.287,-0.148,10.117,-7.500,-14.000,-7.200,-1.258,2.695,-0.188
2019-05-26-01:44:02.603724,0.275,-0.156,10.141,-6.900,-14.300,-6.600,-0.797,2.680,-0.273
2019-05-26-01:44:02.713394,0.297,-0.158,10.107,-8.200,-14.100,-7.200,-0.859,2.617,0.125
2019-05-26-01:44:02.823255,0.299,-0.158,10.107,-8.100,-13.500,-6.600,-1.258,2.586,-0.250
2019-05-26-01:44:02.933119,0.290,-0.165,10.110,-7.200,-12.900,-7.200,-0.727,2.695,-0.031
2019-05-26-01:44:03.042977,0.280,-0.167,10.114,-7.500,-14.600,-6.800,-1.547,2.883,-0.320
2019-05-26-01:44:03.152639,0.292,-0.146,10.124,-7.600,-13.300,-6.500,-1.039,2.891,-0.188
2019-05-26-01:44:03.262400,0.297,-0.148,10.138,-7.500,-14.800,-6.700,-1.164,2.844,-0.273
2019-05-26-01:44:03.372305,0.275,-0.151,10.110,-7.000,-14.500,-5.800,-1.164,2.711,-0.078
2019-05-26-01:44:03.482545,0.294,-0.160,10.110,-6.300,-14.100,-6.700,-0.719,2.625,-0.258
2019-05-26-01:44:03.592424,0.285,-0.151,10.129,-6.700,-14.600,-6.100,-1.047,2.766,-0.148
2019-05-26-01:44:03.702266,0.292,-0.146,10.124,-6.800,-14.000,-6.200,-1.133,2.695,-0.297
2019-05-26-01:44:03.812327,0.290,-0.158,10.112,-7.400,-14.200,-6.100,-1.148,2.883,0.062
2019-05-26-01:44:03.922086,0.270,-0.148,10.146,-7.700,-14.400,-7.800,-0.852,2.867,-0.070
2019-05-26-01:44:04.031959,0.299,-0.144,10.114,-8.000,-15.100,-6.800,-0.852,2.539,-0.102
2019-05-26-01:44:04.141628,0.282,-0.144,10.126,-7.600,-13.900,-5.900,-1.234,2.508,-0.141
2019-05-26-01:44:04.251215,0.287,-0.158,10.126,-7.100,-14.300,-5.700,-0.922,2.625,-0.078
2019-05-26-01:44:04.360881,0.290,-0.156,10.122,-7.500,-13.600,-6.500,-1.172,2.844,0.078
2019-05-26-01:44:04.470665,0.287,-0.146,10.122,-7.400,-13.900,-7.500,-0.539,2.938,-0.023
2019-05-26-01:44:04.580503,0.290,-0.148,10.129,-7.800,-14.000,-8.000,-0.844,2.828,-0.281
2019-05-26-01:44:04.690753,0.299,-0.148,10.131,-7.100,-14.900,-7.100,-0.562,2.852,-0.148
2019-05-26-01:44:04.800540,0.290,-0.151,10.102,-7.600,-13.500,-7.200,-0.984,2.648,-0.164
2019-05-26-01:44:04.910446,0.299,-0.151,10.117,-7.100,-14.800,-6.300,-1.023,2.828,-0.031
2019-05-26-01:44:05.020525,0.287,-0.144,10.126,-6.900,-14.600,-6.200,-0.633,2.656,-0.070
2019-05-26-01:44:05.130341,0.294,-0.141,10.126,-7.200,-14.800,-7.500,-1.094,2.766,-0.070
2019-05-26-01:44:05.239990,0.287,-0.158,10.143,-7.000,-14.000,-7.100,-0.844,2.656,-0.359
2019-05-26-01:44:05.349545,0.292,-0.163,10.117,-6.400,-14.400,-6.200,-0.922,2.797,-0.250
2019-05-26-01:44:05.459279,0.282,-0.146,10.146,-6.800,-13.300,-7.400,-0.648,2.883,-0.031
2019-05-26-01:44:05.569100,0.287,-0.153,10.110,-6.600,-14.600,-6.700,-0.945,2.547,-0.008
2019-05-26-01:44:05.678754,0.287,-0.163,10.150,-6.400,-14.600,-7.500,-1.016,2.586,-0.078
2019-05-26-01:44:05.788532,0.290,-0.148,10.112,-7.400,-14.300,-6.500,-1.375,2.680,-0.320
2019-05-26-01:44:05.899291,0.290,-0.153,10.129,-7.100,-15.500,-6.600,-1.227,2.758,-0.117
2019-05-26-01:44:06.009352,0.299,-0.151,10.131,-7.900,-14.700,-6.700,-0.641,2.734,0.188
2019-05-26-01:44:06.119078,0.290,-0.136,10.126,-7.100,-13.900,-6.400,-1.023,2.680,-0.188
2019-05-26-01:44:06.229052,0.294,-0.156,10.124,-8.700,-14.700,-7.100,-0.945,2.734,-0.094
2019-05-26-01:44:06.338768,0.294,-0.153,10.114,-7.600,-14.300,-6.800,-0.797,2.906,-0.227
2019-05-26-01:44:06.448587,0.287,-0.160,10.129,-7.400,-13.800,-7.300,-0.969,2.906,-0.320
2019-05-26-01:44:06.558659,0.287,-0.151,10.124,-7.600,-14.700,-7.600,-0.797,2.625,-0.180
2019-05-26-01:44:06.668480,0.297,-0.163,10.124,-7.400,-14.100,-7.400,-0.969,2.633,-0.055
2019-05-26-01:44:06.778246,0.280,-0.148,10.134,-6.800,-14.200,-5.200,-1.016,2.586,0.039
2019-05-26-01:44:06.888021,0.301,-0.153,10.122,-8.100,-14.000,-6.400,-1.008,2.719,-0.453
2019-05-26-01:44:06.997872,0.280,-0.158,10.124,-6.900,-12.000,-5.900,-0.852,2.438,-0.180
2019-05-26-01:44:07.107904,0.309,-0.153,10.124,-7.700,-14.900,-7.500,-1.211,2.828,-0.008
2019-05-26-01:44:07.217569,0.301,-0.156,10.131,-6.900,-15.800,-7.000,-1.109,2.781,-0.320
2019-05-26-01:44:07.327147,0.297,-0.153,10.146,-7.600,-14.400,-7.600,-1.203,2.680,-0.281
2019-05-26-01:44:07.437045,0.292,-0.156,10.124,-7.200,-14.100,-7.600,-1.211,2.672,0.102
2019-05-26-01:44:07.546928,0.292,-0.146,10.131,-7.300,-13.700,-7.200,-0.969,2.547,-0.461
2019-05-26-01:44:07.656771,0.280,-0.151,10.119,-6.800,-15.000,-7.500,-1.258,2.891,-0.148
2019-05-26-01:44:07.766477,0.292,-0.151,10.122,-8.200,-13.800,-8.400,-1.203,2.852,-0.180
2019-05-26-01:44:07.876461,0.306,-0.156,10.122,-7.900,-14.300,-7.700,-1.203,2.438,-0.164
2019-05-26-01:44:07.986373,0.290,-0.163,10.119,-6.400,-14.300,-7.200,-0.992,2.711,-0.078
2019-05-26-01:44:08.096181,0.294,-0.163,10.112,-7.700,-14.000,-6.200,-1.109,2.570,-0.180
2019-05-26-01:44:08.206389,0.292,-0.148,10.138,-6.900,-14.200,-7.300,-1.117,2.625,-0.102
2019-05-26-01:44:08.316347,0.301,-0.148,10.122,-8.300,-14.900,-5.900,-0.703,3.039,-0.227
2019-05-26-01:44:08.426156,0.285,-0.151,10.143,-8.900,-13.500,-7.800,-0.984,2.680,-0.117
2019-05-26-01:44:08.536143,0.280,-0.146,10.129,-8.200,-14.500,-6.600,-1.039,2.930,-0.203
2019-05-26-01:44:08.646223,0.285,-0.158,10.122,-8.400,-14.300,-6.900,-0.938,2.461,-0.180
2019-05-26-01:44:08.755952,0.282,-0.160,10.131,-8.200,-14.300,-7.800,-0.875,2.492,0.078
2019-05-26-01:44:08.865879,0.287,-0.139,10.129,-7.300,-14.400,-9.000,-0.984,2.672,-0.117
2019-05-26-01:44:08.975660,0.270,-0.134,10.134,-7.500,-14.500,-6.000,-0.891,2.992,0.188
2019-05-26-01:44:09.087457,0.292,-0.148,10.122,-7.800,-13.500,-6.500,-0.906,2.406,0.125
2019-05-26-01:44:09.197100,0.280,-0.146,10.114,-7.200,-13.900,-6.400,-1.438,2.531,0.086
2019-05-26-01:44:09.306739,0.282,-0.146,10.124,-6.600,-15.600,-7.200,-1.305,2.805,-0.070
2019-05-26-01:44:09.416829,0.290,-0.148,10.117,-7.600,-14.200,-6.700,-1.422,2.805,-0.320
2019-05-26-01:44:09.526735,0.294,-0.141,10.107,-7.600,-13.700,-6.400,-1.570,2.672,-0.250
2019-05-26-01:44:09.636411,0.287,-0.151,10.134,-7.400,-14.300,-5.500,-0.922,2.844,-0.141
2019-05-26-01:44:09.746203,0.297,-0.127,10.112,-7.700,-14.500,-7.000,-1.469,2.719,-0.141
2019-05-26-01:44:09.856198,0.280,-0.136,10.124,-7.800,-13.900,-6.800,-0.992,2.734,-0.008
2019-05-26-01:44:09.965857,0.278,-0.148,10.110,-8.100,-14.400,-7.400,-1.094,2.867,0.008
2019-05-26-01:44:10.075754,0.275,-0.160,10.138,-7.200,-14.400,-7.300,-1.016,2.570,-0.164
2019-05-26-01:44:10.185965,0.282,-0.156,10.126,-6.800,-14.600,-7.000,-1.164,2.742,-0.297
2019-05-26-01:44:10.295812,0.287,-0.148,10.150,-6.300,-14.200,-7.300,-0.992,2.695,-0.055
2019-05-26-01:44:10.405737,0.306,-0.141,10.117,-7.500,-14.000,-8.900,-0.727,2.797,-0.055
2019-05-26-01:44:10.515762,0.290,-0.146,10.129,-7.100,-14.500,-6.500,-0.602,2.562,-0.234
2019-05-26-01:44:10.625852,0.290,-0.153,10.124,-7.500,-14.200,-8.500,-0.578,2.758,-0.094
2019-05-26-01:44:10.735686,0.287,-0.153,10.129,-6.300,-14.300,-6.800,-0.828,2.641,0.188
2019-05-26-01:44:10.845457,0.287,-0.151,10.117,-7.100,-13.800,-6.300,-1.602,2.719,-0.078
2019-05-26-01:44:10.955495,0.280,-0.134,10.110,-7.500,-14.800,-6.100,-0.828,2.664,0.188
2019-05-26-01:44:11.065585,0.282,-0.160,10.126,-7.000,-13.600,-6.600,-1.133,2.672,-0.047
2019-05-26-01:44:11.175514,0.297,-0.158,10.134,-7.200,-13.600,-6.500,-1.398,2.609,-0.125
2019-05-26-01:44:11.285237,0.282,-0.151,10.100,-7.800,-13.500,-7.300,-0.992,2.797,-0.055
2019-05-26-01:44:11.395099,0.301,-0.151,10.117,-8.400,-14.700,-5.800,-1.023,2.680,-0.164
2019-05-26-01:44:11.504938,0.275,-0.139,10.119,-7.900,-14.400,-7.000,-1.109,2.570,-0.148
2019-05-26-01:44:11.614672,0.285,-0.151,10.122,-6.800,-13.600,-5.600,-1.000,2.836,0.016
2019-05-26-01:44:11.724389,0.306,-0.134,10.143,-7.300,-14.800,-5.500,-0.969,2.938,-0.305
2019-05-26-01:44:11.834407,0.299,-0.148,10.124,-7.000,-15.200,-8.400,-0.984,2.633,-0.148
2019-05-26-01:44:11.944192,0.292,-0.141,10.110,-8.400,-13.700,-8.300,-0.898,2.594,-0.180
2019-05-26-01:44:12.054092,0.275,-0.160,10.119,-5.900,-13.200,-5.300,-0.773,2.594,-0.438
2019-05-26-01:44:12.164052,0.285,-0.148,10.119,-7.000,-14.200,-6.700,-0.828,2.570,-0.188
2019-05-26-01:44:12.274149,0.321,-0.156,10.124,-7.500,-14.200,-9.000,-0.922,2.758,-0.281
2019-05-26-01:44:12.384373,0.292,-0.156,10.117,-7.100,-14.600,-6.000,-1.164,2.766,-0.367
2019-05-26-01:44:12.494434,0.280,-0.151,10.124,-6.400,-14.300,-5.100,-0.812,2.727,0.109
2019-05-26-01:44:12.604242,0.287,-0.151,10.105,-6.600,-14.500,-6.700,-0.992,2.711,-0.031
2019-05-26-01:44:12.714210,0.282,-0.160,10.129,-6.900,-14.400,-5.500,-0.898,2.906,-0.078
2019-05-26-01:44:12.824263,0.287,-0.146,10.119,-7.300,-14.300,-6.800,-1.188,2.656,-0.164
2019-05-26-01:44:12.934264,0.285,-0.146,10.102,-6.300,-13.600,-6.200,-0.750,2.766,-0.047
2019-05-26-01:44:13.044356,0.290,-0.146,10.126,-7.100,-13.100,-6.000,-1.133,2.977,-0.164
2019-05-26-01:44:13.154099,0.297,-0.141,10.112,-6.600,-13.800,-6.700,-1.062,2.547,0.008
2019-05-26-01:44:13.263752,0.292,-0.139,10.098,-7.100,-14.800,-7.600,-1.047,2.641,0.102
2019-05-26-01:44:13.373389,0.290,-0.163,10.117,-6.500,-13.900,-5.200,-1.016,2.891,-0.305
2019-05-26-01:44:13.483393,0.282,-0.160,10.119,-6.700,-15.400,-8.200,-1.039,2.594,-0.359
2019-05-26-01:44:13.593264,0.292,-0.144,10.102,-6.400,-15.200,-6.500,-1.211,2.531,0.242
2019-05-26-01:44:13.703221,0.290,-0.156,10.131,-6.800,-15.600,-6.400,-1.008,2.766,-0.070
2019-05-26-01:44:13.812958,0.299,-0.141,10.114,-7.500,-14.300,-6.500,-1.133,2.656,-0.031
2019-05-26-01:44:13.922858,0.294,-0.153,10.129,-7.400,-14.000,-6.500,-1.250,2.422,-0.141
2019-05-26-01:44:14.032669,0.297,-0.153,10.134,-6.600,-15.700,-5.400,-1.102,2.586,0.195
2019-05-26-01:44:14.142322,0.301,-0.151,10.134,-6.800,-14.900,-7.700,-0.914,2.711,-0.258
2019-05-26-01:44:14.252392,0.301,-0.160,10.100,-7.900,-14.100,-6.400,-0.695,2.781,-0.055
2019-05-26-01:44:14.362214,0.287,-0.165,10.124,-7.900,-14.800,-6.600,-0.969,2.648,0.195
2019-05-26-01:44:14.472348,0.294,-0.156,10.114,-7.900,-14.900,-8.300,-1.125,2.898,0.086
