Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-26-01:43:23.910330,0.285,-0.156,10.141,-6.600,-14.500,-6.600,-0.984,2.633,-0.250
2019-05-26-01:43:24.020233,0.297,-0.146,10.131,-7.600,-14.400,-6.200,-0.586,2.711,-0.320
2019-05-26-01:43:24.130333,0.290,-0.148,10.129,-8.500,-15.200,-6.100,-1.250,2.562,-0.148
2019-05-26-01:43:24.239968,0.278,-0.156,10.122,-7.100,-14.800,-6.500,-1.312,2.844,-0.320
2019-05-26-01:43:24.349603,0.306,-0.148,10.107,-6.600,-14.100,-5.300,-1.180,2.562,-0.055
2019-05-26-01:43:24.459267,0.285,-0.156,10.124,-7.400,-14.500,-6.800,-1.047,2.516,0.133
2019-05-26-01:43:24.569069,0.275,-0.153,10.117,-7.500,-14.600,-6.000,-1.070,2.797,-0.148
2019-05-26-01:43:24.678742,0.280,-0.139,10.114,-8.100,-14.900,-5.600,-1.070,2.828,0.234
2019-05-26-01:43:24.788375,0.287,-0.163,10.124,-6.700,-14.300,-7.200,-1.008,2.906,-0.180
2019-05-26-01:43:24.897923,0.282,-0.146,10.131,-6.500,-14.000,-7.300,-1.359,2.539,-0.125
2019-05-26-01:43:25.007950,0.280,-0.151,10.129,-7.600,-14.200,-6.400,-0.805,2.758,-0.203
2019-05-26-01:43:25.117560,0.301,-0.141,10.124,-6.600,-14.600,-6.300,-0.992,2.781,-0.141
2019-05-26-01:43:25.227116,0.290,-0.144,10.136,-6.900,-13.900,-8.000,-0.875,2.523,-0.227
2019-05-26-01:43:25.337060,0.287,-0.139,10.112,-6.800,-14.700,-7.500,-1.250,2.758,-0.055
2019-05-26-01:43:25.446778,0.297,-0.146,10.131,-7.000,-14.600,-7.000,-0.742,2.828,-0.273
2019-05-26-01:43:25.556691,0.294,-0.129,10.122,-6.100,-14.700,-6.900,-1.359,2.844,-0.438
2019-05-26-01:43:25.666280,0.297,-0.156,10.119,-7.600,-14.000,-6.300,-1.312,2.883,0.039
2019-05-26-01:43:25.776001,0.275,-0.146,10.134,-7.300,-13.600,-6.300,-1.141,2.562,-0.070
2019-05-26-01:43:25.885739,0.297,-0.144,10.112,-7.000,-14.800,-6.900,-1.359,2.820,-0.250
2019-05-26-01:43:25.995561,0.292,-0.148,10.129,-6.700,-13.900,-6.100,-0.898,2.680,-0.047
2019-05-26-01:43:26.105184,0.292,-0.158,10.112,-6.200,-14.900,-6.500,-1.312,2.625,-0.148
2019-05-26-01:43:26.215137,0.282,-0.148,10.150,-8.000,-14.800,-7.000,-1.047,2.820,-0.203
2019-05-26-01:43:26.324747,0.306,-0.153,10.114,-6.900,-14.000,-7.400,-1.016,2.797,-0.305
2019-05-26-01:43:26.434378,0.297,-0.153,10.122,-8.000,-14.200,-8.200,-1.258,2.820,-0.188
2019-05-26-01:43:26.544352,0.285,-0.151,10.122,-7.400,-14.400,-6.500,-1.188,2.562,-0.094
2019-05-26-01:43:26.654128,0.294,-0.144,10.143,-7.700,-14.700,-7.300,-1.211,2.523,-0.148
2019-05-26-01:43:26.763815,0.292,-0.144,10.105,-6.900,-14.500,-7.700,-0.875,2.680,-0.125
2019-05-26-01:43:26.873389,0.280,-0.141,10.112,-7.100,-14.800,-6.500,-0.938,2.820,-0.234
2019-05-26-01:43:26.983081,0.282,-0.139,10.136,-7.600,-13.300,-7.800,-1.070,2.625,-0.367
2019-05-26-01:43:27.094667,0.285,-0.158,10.119,-8.400,-14.400,-7.500,-0.750,2.805,-0.148
2019-05-26-01:43:27.204280,0.287,-0.151,10.122,-6.700,-14.000,-7.500,-0.992,2.672,-0.078
2019-05-26-01:43:27.319658,0.311,-0.141,10.136,-7.700,-14.600,-8.000,-1.258,2.406,0.016
2019-05-26-01:43:27.429760,0.290,-0.139,10.138,-7.900,-14.700,-6.500,-0.859,2.602,0.172
2019-05-26-01:43:27.539632,0.304,-0.153,10.114,-6.600,-14.600,-7.300,-1.211,2.469,0.078
2019-05-26-01:43:27.649300,0.280,-0.163,10.112,-6.800,-13.700,-6.500,-0.875,2.594,-0.047
2019-05-26-01:43:27.759268,0.297,-0.141,10.122,-7.300,-14.100,-7.400,-0.867,2.742,-0.164
2019-05-26-01:43:27.869201,0.287,-0.146,10.112,-7.600,-13.800,-6.800,-1.227,2.844,-0.164
2019-05-26-01:43:27.978969,0.294,-0.132,10.136,-7.000,-14.800,-7.100,-1.086,2.438,-0.148
2019-05-26-01:43:28.088773,0.301,-0.153,10.124,-7.100,-13.900,-7.000,-0.984,2.828,-0.297
2019-05-26-01:43:28.198461,0.285,-0.148,10.119,-7.200,-13.800,-6.200,-0.875,2.836,0.102
2019-05-26-01:43:28.308016,0.290,-0.139,10.126,-8.100,-14.700,-7.600,-1.133,2.625,-0.211
2019-05-26-01:43:28.417664,0.294,-0.146,10.143,-7.400,-14.600,-7.000,-1.016,2.539,-0.234
2019-05-26-01:43:28.527647,0.292,-0.141,10.148,-7.100,-14.300,-7.200,-1.109,2.914,-0.164
2019-05-26-01:43:28.637280,0.292,-0.156,10.124,-7.000,-13.600,-6.100,-1.398,2.828,-0.180
2019-05-26-01:43:28.747005,0.299,-0.146,10.129,-7.500,-14.300,-7.100,-0.984,2.805,-0.273
2019-05-26-01:43:28.856788,0.297,-0.148,10.131,-7.900,-14.200,-6.700,-0.609,2.742,0.008
2019-05-26-01:43:28.967229,0.273,-0.156,10.119,-6.900,-14.100,-5.700,-1.188,2.672,-0.023
2019-05-26-01:43:29.077192,0.294,-0.144,10.131,-7.900,-14.300,-7.000,-0.742,2.570,-0.344
2019-05-26-01:43:29.187090,0.280,-0.158,10.117,-7.900,-13.800,-7.500,-1.070,2.461,-0.078
2019-05-26-01:43:29.296830,0.292,-0.163,10.110,-6.800,-14.100,-6.400,-1.094,2.711,-0.273
2019-05-26-01:43:29.406659,0.287,-0.165,10.119,-7.300,-14.600,-6.900,-1.039,2.734,-0.273
2019-05-26-01:43:29.516409,0.287,-0.153,10.122,-7.500,-14.000,-6.100,-0.992,2.734,-0.023
2019-05-26-01:43:29.626192,0.290,-0.146,10.112,-7.600,-13.600,-6.100,-0.727,2.734,-0.094
2019-05-26-01:43:29.736217,0.311,-0.156,10.148,-7.400,-14.600,-8.200,-0.742,2.820,-0.047
2019-05-26-01:43:29.845902,0.290,-0.144,10.131,-7.700,-14.200,-6.100,-1.453,2.625,-0.094
2019-05-26-01:43:29.955547,0.282,-0.158,10.136,-6.800,-14.800,-7.900,-1.406,2.562,-0.320
2019-05-26-01:43:30.065319,0.297,-0.158,10.117,-7.800,-13.900,-6.800,-1.141,2.820,-0.250
2019-05-26-01:43:30.175340,0.306,-0.163,10.119,-7.800,-13.600,-6.400,-1.211,2.766,-0.141
2019-05-26-01:43:30.284962,0.301,-0.141,10.098,-6.900,-15.100,-7.300,-1.070,2.648,-0.250
2019-05-26-01:43:30.394639,0.282,-0.141,10.110,-7.400,-14.500,-6.900,-0.891,2.820,-0.234
2019-05-26-01:43:30.504357,0.285,-0.148,10.117,-7.700,-14.900,-7.800,-1.250,2.734,-0.180
2019-05-26-01:43:30.614048,0.285,-0.151,10.126,-7.800,-14.900,-6.500,-1.070,2.617,0.055
2019-05-26-01:43:30.723656,0.280,-0.136,10.117,-7.800,-15.000,-6.500,-0.852,2.734,-0.141
2019-05-26-01:43:30.833253,0.309,-0.146,10.100,-6.800,-14.400,-7.900,-1.000,2.750,0.062
2019-05-26-01:43:30.943100,0.282,-0.153,10.134,-7.500,-13.600,-7.000,-1.141,2.539,-0.250
2019-05-26-01:43:31.052930,0.309,-0.151,10.114,-7.500,-14.100,-7.200,-0.922,2.547,-0.070
2019-05-26-01:43:31.162612,0.299,-0.148,10.119,-7.500,-15.300,-7.000,-1.141,2.719,-0.023
2019-05-26-01:43:31.272248,0.278,-0.146,10.122,-8.300,-14.400,-5.700,-0.922,2.781,-0.227
2019-05-26-01:43:31.382168,0.282,-0.156,10.102,-7.900,-15.000,-8.300,-1.219,2.586,0.078
2019-05-26-01:43:31.492054,0.285,-0.151,10.117,-7.300,-13.300,-7.100,-0.961,2.781,-0.297
2019-05-26-01:43:31.601751,0.290,-0.136,10.129,-7.200,-14.000,-7.300,-1.086,2.523,-0.164
2019-05-26-01:43:31.711386,0.287,-0.156,10.124,-8.300,-14.000,-8.800,-1.211,2.859,0.039
2019-05-26-01:43:31.821069,0.299,-0.158,10.126,-7.200,-14.700,-7.400,-1.047,2.953,-0.023
2019-05-26-01:43:31.930703,0.294,-0.158,10.134,-7.400,-13.500,-6.500,-1.039,2.648,-0.117
2019-05-26-01:43:32.040469,0.301,-0.160,10.114,-6.900,-14.000,-8.500,-1.164,2.648,-0.234
2019-05-26-01:43:32.150520,0.278,-0.146,10.129,-6.700,-13.300,-6.700,-1.352,2.977,-0.023
2019-05-26-01:43:32.260264,0.290,-0.134,10.122,-7.100,-14.200,-7.900,-1.070,2.656,-0.203
2019-05-26-01:43:32.369891,0.278,-0.151,10.126,-6.900,-14.800,-6.600,-1.250,2.695,-0.055
2019-05-26-01:43:32.479565,0.297,-0.153,10.122,-6.900,-14.600,-6.600,-0.938,2.648,-0.180
2019-05-26-01:43:32.593898,0.290,-0.153,10.129,-6.900,-13.300,-7.700,-0.586,2.609,-0.148
2019-05-26-01:43:32.703675,0.282,-0.146,10.124,-7.400,-14.000,-6.300,-1.109,2.586,-0.070
2019-05-26-01:43:32.813540,0.301,-0.141,10.126,-7.500,-13.700,-7.200,-1.336,2.766,-0.148
2019-05-26-01:43:32.923236,0.297,-0.165,10.136,-6.900,-14.500,-7.900,-1.094,2.648,-0.203
2019-05-26-01:43:33.033050,0.304,-0.144,10.122,-7.400,-14.300,-7.300,-1.133,2.680,-0.305
2019-05-26-01:43:33.142665,0.292,-0.160,10.122,-7.000,-14.300,-7.200,-1.492,2.742,-0.102
2019-05-26-01:43:33.252305,0.282,-0.151,10.131,-7.300,-14.800,-7.800,-1.047,2.758,0.016
2019-05-26-01:43:33.362356,0.282,-0.158,10.110,-7.700,-14.800,-6.800,-1.117,2.695,-0.180
2019-05-26-01:43:33.472168,0.282,-0.146,10.134,-6.800,-13.500,-6.400,-0.945,2.758,-0.281
2019-05-26-01:43:33.582107,0.282,-0.153,10.117,-7.500,-14.300,-6.300,-1.016,2.828,0.008
2019-05-26-01:43:33.691752,0.280,-0.141,10.119,-7.400,-13.500,-7.500,-1.117,2.656,-0.180
2019-05-26-01:43:33.801754,0.292,-0.122,10.122,-7.100,-14.000,-8.000,-0.914,2.844,-0.055
2019-05-26-01:43:33.911397,0.270,-0.153,10.122,-8.500,-14.000,-6.900,-1.016,2.727,0.039
2019-05-26-01:43:34.021263,0.299,-0.139,10.117,-7.100,-14.000,-6.000,-1.227,2.977,-0.047
2019-05-26-01:43:34.131173,0.290,-0.163,10.107,-7.000,-15.400,-7.300,-0.922,2.844,-0.250
2019-05-26-01:43:34.240813,0.290,-0.144,10.136,-7.100,-13.800,-7.300,-0.562,2.570,-0.250
2019-05-26-01:43:34.350502,0.301,-0.160,10.124,-6.900,-13.900,-7.600,-1.023,2.594,-0.125
2019-05-26-01:43:34.460340,0.304,-0.151,10.122,-7.900,-14.300,-6.300,-0.859,2.711,0.195
2019-05-26-01:43:34.570518,0.285,-0.158,10.119,-8.200,-14.400,-6.000,-0.922,2.914,-0.344
2019-05-26-01:43:34.680351,0.282,-0.148,10.141,-7.700,-14.700,-6.500,-0.852,2.820,-0.141
2019-05-26-01:43:34.790233,0.282,-0.141,10.119,-7.000,-15.100,-7.700,-1.016,2.586,-0.023
2019-05-26-01:43:34.899926,0.292,-0.144,10.141,-7.500,-14.100,-7.600,-0.922,2.680,-0.047
2019-05-26-01:43:35.009911,0.278,-0.156,10.124,-7.500,-13.900,-7.100,-1.508,2.625,0.055
2019-05-26-01:43:35.119659,0.290,-0.151,10.126,-8.000,-14.300,-5.200,-1.047,2.680,-0.070
2019-05-26-01:43:35.229280,0.280,-0.163,10.107,-8.700,-14.100,-5.900,-0.961,2.508,-0.070
2019-05-26-01:43:35.338894,0.290,-0.146,10.112,-7.800,-13.700,-6.200,-0.617,3.109,-0.164
2019-05-26-01:43:35.458049,0.304,-0.156,10.136,-7.000,-14.000,-7.400,-1.336,2.719,-0.453
2019-05-26-01:43:35.567920,0.301,-0.160,10.098,-6.500,-14.000,-6.800,-1.352,2.633,-0.258
2019-05-26-01:43:35.677542,0.290,-0.158,10.119,-7.400,-14.800,-6.900,-1.453,2.594,-0.078
2019-05-26-01:43:35.787554,0.285,-0.163,10.122,-6.900,-15.300,-6.600,-1.133,2.680,-0.180
2019-05-26-01:43:35.897539,0.294,-0.139,10.134,-7.700,-13.200,-7.500,-1.445,2.766,-0.281
2019-05-26-01:43:36.007417,0.297,-0.146,10.114,-7.000,-13.800,-5.900,-0.750,2.852,-0.227
2019-05-26-01:43:36.117074,0.292,-0.136,10.117,-7.100,-14.000,-6.500,-1.617,2.586,-0.250
2019-05-26-01:43:36.227020,0.292,-0.148,10.143,-6.700,-14.500,-7.400,-0.727,3.039,-0.203
2019-05-26-01:43:36.336741,0.287,-0.167,10.107,-7.700,-14.200,-9.100,-0.898,2.547,-0.164
2019-05-26-01:43:36.446542,0.294,-0.146,10.158,-7.600,-14.600,-6.900,-0.828,2.633,-0.477
2019-05-26-01:43:36.556696,0.297,-0.153,10.126,-7.500,-15.400,-6.300,-1.133,2.586,-0.250
2019-05-26-01:43:36.666389,0.285,-0.153,10.110,-8.300,-14.400,-5.800,-0.727,2.508,-0.094
2019-05-26-01:43:36.776105,0.292,-0.151,10.117,-8.000,-13.500,-8.200,-1.156,2.719,-0.070
2019-05-26-01:43:36.885926,0.285,-0.156,10.122,-7.300,-14.200,-7.200,-0.891,2.547,-0.188
2019-05-26-01:43:36.995924,0.304,-0.156,10.110,-7.200,-13.600,-6.200,-1.047,2.547,-0.305
2019-05-26-01:43:37.105688,0.292,-0.139,10.141,-7.700,-13.700,-5.700,-1.133,2.867,-0.047
2019-05-26-01:43:37.215392,0.318,-0.141,10.136,-6.700,-14.100,-6.100,-1.211,2.734,0.016
2019-05-26-01:43:37.324975,0.294,-0.144,10.122,-7.900,-15.000,-5.500,-0.938,2.695,-0.273
2019-05-26-01:43:37.434919,0.309,-0.146,10.119,-8.000,-14.700,-8.000,-1.070,2.570,-0.273
2019-05-26-01:43:37.544818,0.292,-0.153,10.138,-8.300,-13.900,-6.500,-1.203,2.781,-0.023
2019-05-26-01:43:37.654739,0.292,-0.158,10.114,-6.600,-14.800,-5.300,-0.750,2.547,-0.273
2019-05-26-01:43:37.764574,0.278,-0.153,10.131,-7.400,-14.400,-7.300,-1.109,2.852,-0.055
2019-05-26-01:43:37.874559,0.282,-0.144,10.124,-6.700,-15.400,-7.300,-0.984,2.672,-0.250
2019-05-26-01:43:37.984272,0.304,-0.151,10.110,-7.700,-15.000,-8.300,-1.305,2.633,-0.344
2019-05-26-01:43:38.094088,0.294,-0.144,10.114,-7.800,-15.000,-6.800,-0.750,2.633,-0.281
2019-05-26-01:43:38.204170,0.299,-0.156,10.122,-8.200,-14.200,-7.200,-1.219,2.531,0.031
2019-05-26-01:43:38.313889,0.301,-0.141,10.124,-7.500,-14.800,-5.400,-0.836,2.531,0.062
2019-05-26-01:43:38.423655,0.287,-0.163,10.131,-7.100,-14.300,-6.700,-1.211,2.625,-0.141
2019-05-26-01:43:38.533504,0.292,-0.156,10.119,-7.300,-13.700,-6.100,-0.891,2.586,-0.164
2019-05-26-01:43:38.643483,0.297,-0.153,10.131,-6.600,-14.100,-5.200,-1.352,2.648,-0.203
2019-05-26-01:43:38.753256,0.311,-0.151,10.124,-8.500,-15.100,-5.100,-0.820,2.867,-0.125
2019-05-26-01:43:38.862907,0.273,-0.144,10.124,-8.200,-14.700,-5.500,-1.359,2.523,-0.250
2019-05-26-01:43:38.972465,0.294,-0.158,10.110,-8.000,-14.600,-5.900,-1.180,2.766,-0.117
2019-05-26-01:43:39.082434,0.285,-0.144,10.134,-6.400,-14.100,-7.300,-0.961,2.586,-0.281
2019-05-26-01:43:39.192132,0.292,-0.156,10.134,-7.600,-14.200,-6.500,-0.945,2.820,-0.047
2019-05-26-01:43:39.301720,0.294,-0.148,10.126,-8.000,-14.600,-7.800,-1.117,2.914,-0.070
2019-05-26-01:43:39.411681,0.290,-0.151,10.110,-8.100,-14.300,-6.500,-1.359,2.891,-0.102
2019-05-26-01:43:39.521600,0.282,-0.148,10.124,-8.000,-14.300,-7.100,-0.992,2.844,-0.031
2019-05-26-01:43:39.631258,0.282,-0.158,10.117,-7.300,-14.200,-7.200,-1.344,2.711,0.055
2019-05-26-01:43:39.741518,0.287,-0.151,10.134,-7.700,-14.800,-6.500,-0.891,2.500,-0.008
2019-05-26-01:43:39.851428,0.292,-0.156,10.122,-8.000,-14.100,-7.700,-0.742,2.461,-0.203
2019-05-26-01:43:39.961242,0.287,-0.165,10.136,-7.600,-13.900,-7.000,-1.266,2.586,-0.164
2019-05-26-01:43:40.071121,0.294,-0.148,10.105,-8.100,-14.500,-7.100,-1.547,2.586,-0.047
2019-05-26-01:43:40.180922,0.287,-0.153,10.138,-7.900,-14.800,-5.900,-1.117,2.820,-0.125
2019-05-26-01:43:40.290644,0.294,-0.136,10.131,-7.500,-14.800,-5.500,-0.961,2.719,-0.359
2019-05-26-01:43:40.400463,0.290,-0.158,10.129,-7.700,-14.700,-5.900,-1.188,2.805,-0.008
2019-05-26-01:43:40.511372,0.297,-0.148,10.126,-6.800,-14.500,-6.700,-1.352,2.656,-0.117
2019-05-26-01:43:40.621410,0.313,-0.148,10.141,-7.300,-14.100,-5.700,-0.875,2.539,-0.227
2019-05-26-01:43:40.731359,0.285,-0.153,10.129,-7.800,-14.600,-7.200,-0.969,2.609,-0.047
2019-05-26-01:43:40.841102,0.287,-0.156,10.110,-7.400,-14.800,-6.000,-1.211,2.586,-0.273
2019-05-26-01:43:40.951450,0.301,-0.144,10.124,-7.800,-14.500,-5.100,-1.180,2.539,-0.102
2019-05-26-01:43:41.061362,0.294,-0.160,10.119,-7.300,-15.100,-6.600,-1.016,2.844,-0.141
2019-05-26-01:43:41.171083,0.280,-0.146,10.119,-7.400,-14.700,-6.400,-1.047,2.609,-0.078
2019-05-26-01:43:41.280788,0.285,-0.146,10.124,-7.500,-13.900,-6.600,-0.945,2.891,-0.227
2019-05-26-01:43:41.390541,0.306,-0.153,10.124,-8.000,-13.300,-6.300,-0.703,2.891,-0.281
2019-05-26-01:43:41.500492,0.285,-0.151,10.134,-7.300,-14.000,-7.400,-0.891,2.797,-0.297
2019-05-26-01:43:41.610331,0.287,-0.156,10.117,-7.700,-13.700,-7.000,-1.375,2.711,-0.180
2019-05-26-01:43:41.720105,0.290,-0.153,10.114,-7.700,-14.700,-7.500,-1.047,2.500,-0.102
2019-05-26-01:43:41.830077,0.301,-0.146,10.129,-8.200,-13.700,-7.100,-1.266,2.820,-0.055
2019-05-26-01:43:41.939764,0.292,-0.158,10.119,-7.200,-15.100,-6.100,-0.531,2.961,0.039
2019-05-26-01:43:42.049566,0.299,-0.141,10.124,-6.900,-15.200,-7.600,-1.070,2.766,-0.164
2019-05-26-01:43:42.159534,0.297,-0.146,10.146,-7.100,-14.200,-6.100,-0.805,2.609,-0.125
2019-05-26-01:43:42.269283,0.292,-0.153,10.124,-7.600,-14.000,-5.900,-1.250,2.734,-0.008
2019-05-26-01:43:42.378974,0.282,-0.163,10.122,-7.900,-13.800,-7.400,-0.898,2.680,-0.164
2019-05-26-01:43:42.488776,0.285,-0.144,10.126,-7.700,-14.300,-8.400,-0.609,2.711,-0.125
2019-05-26-01:43:42.598704,0.287,-0.136,10.117,-7.500,-14.900,-7.900,-0.719,2.906,0.039
2019-05-26-01:43:42.708483,0.297,-0.144,10.124,-6.700,-13.800,-7.600,-0.508,2.891,-0.023
2019-05-26-01:43:42.818538,0.299,-0.144,10.129,-7.800,-13.800,-7.400,-1.273,2.820,-0.070
2019-05-26-01:43:42.928385,0.301,-0.153,10.134,-7.700,-13.600,-7.700,-1.117,2.797,-0.164
2019-05-26-01:43:43.038495,0.282,-0.144,10.134,-7.900,-14.100,-7.100,-0.430,2.758,-0.320
2019-05-26-01:43:43.148170,0.301,-0.153,10.119,-7.600,-13.700,-6.400,-1.328,2.883,-0.234
2019-05-26-01:43:43.257806,0.280,-0.144,10.119,-7.800,-13.400,-7.400,-1.070,2.695,-0.203
2019-05-26-01:43:43.367710,0.299,-0.129,10.112,-7.300,-13.600,-7.400,-0.984,2.625,-0.320
2019-05-26-01:43:43.477628,0.290,-0.146,10.126,-7.600,-13.400,-8.600,-0.875,2.711,-0.359
2019-05-26-01:43:43.587513,0.290,-0.132,10.117,-7.800,-13.700,-6.200,-0.828,2.805,-0.188
2019-05-26-01:43:43.697311,0.287,-0.141,10.126,-7.600,-13.900,-7.700,-1.133,2.508,-0.094
2019-05-26-01:43:43.807123,0.292,-0.165,10.129,-7.100,-13.500,-7.500,-1.359,2.820,0.195
2019-05-26-01:43:43.918923,0.301,-0.144,10.122,-7.700,-14.800,-7.700,-0.875,2.797,0.008
2019-05-26-01:43:44.028777,0.270,-0.158,10.134,-7.900,-14.400,-7.500,-1.023,2.461,-0.078
2019-05-26-01:43:44.138515,0.294,-0.148,10.138,-7.900,-14.000,-7.000,-1.172,2.773,0.281
2019-05-26-01:43:44.248573,0.294,-0.146,10.119,-8.100,-14.400,-6.900,-1.188,2.758,-0.211
2019-05-26-01:43:44.358367,0.321,-0.151,10.126,-7.200,-14.400,-7.800,-0.891,2.781,-0.055
2019-05-26-01:43:44.468163,0.297,-0.144,10.112,-7.700,-14.900,-4.800,-0.781,2.914,-0.188
2019-05-26-01:43:44.578245,0.292,-0.151,10.138,-8.300,-14.500,-6.700,-1.078,3.000,-0.297
2019-05-26-01:43:44.687961,0.287,-0.148,10.100,-6.600,-14.600,-7.200,-1.047,2.625,-0.148
2019-05-26-01:43:44.797833,0.301,-0.156,10.117,-8.100,-14.300,-6.000,-1.070,2.805,-0.117
2019-05-26-01:43:44.907552,0.285,-0.136,10.117,-7.200,-14.400,-5.500,-0.820,2.758,-0.164
2019-05-26-01:43:45.017340,0.292,-0.141,10.126,-7.700,-13.100,-5.600,-1.000,3.055,0.078
2019-05-26-01:43:45.126983,0.285,-0.136,10.122,-7.900,-14.600,-7.000,-1.156,2.695,-0.203
2019-05-26-01:43:45.236562,0.290,-0.156,10.129,-7.000,-13.800,-6.600,-1.008,2.891,-0.344
2019-05-26-01:43:45.346234,0.285,-0.156,10.112,-8.100,-14.000,-6.400,-1.117,2.500,0.062
2019-05-26-01:43:45.456179,0.292,-0.158,10.141,-8.000,-15.100,-6.800,-1.328,2.625,-0.078
2019-05-26-01:43:45.566049,0.290,-0.156,10.117,-7.200,-14.900,-6.300,-0.625,2.695,-0.008
2019-05-26-01:43:45.675876,0.297,-0.136,10.122,-8.300,-14.900,-7.600,-0.852,2.984,0.086
2019-05-26-01:43:45.785941,0.280,-0.153,10.131,-7.400,-14.600,-7.400,-0.953,2.648,0.211
2019-05-26-01:43:45.895680,0.301,-0.153,10.107,-7.700,-14.300,-6.100,-0.922,2.805,-0.117
2019-05-26-01:43:46.005444,0.285,-0.156,10.117,-7.700,-13.900,-6.300,-0.992,2.633,-0.188
2019-05-26-01:43:46.115100,0.292,-0.146,10.112,-7.000,-13.700,-6.700,-2.000,2.719,-0.023
2019-05-26-01:43:46.224706,0.292,-0.148,10.146,-7.800,-14.500,-5.600,-0.703,2.766,-0.203
2019-05-26-01:43:46.334249,0.299,-0.146,10.134,-7.400,-14.500,-6.700,-1.164,2.891,-0.211
2019-05-26-01:43:46.443978,0.292,-0.136,10.105,-6.900,-14.200,-6.900,-1.164,2.594,-0.094
2019-05-26-01:43:46.553943,0.294,-0.156,10.126,-6.700,-15.700,-6.900,-1.039,2.508,-0.078
2019-05-26-01:43:46.664076,0.278,-0.151,10.100,-6.700,-15.000,-6.100,-0.656,2.500,-0.273
2019-05-26-01:43:46.774059,0.304,-0.139,10.119,-7.900,-14.200,-6.500,-1.352,2.734,-0.117
2019-05-26-01:43:46.883846,0.282,-0.153,10.117,-8.100,-15.000,-5.700,-0.969,2.781,-0.461
2019-05-26-01:43:46.993902,0.301,-0.141,10.100,-8.400,-13.800,-7.000,-0.969,2.883,-0.094
2019-05-26-01:43:47.103600,0.299,-0.163,10.131,-7.200,-13.900,-5.300,-1.180,2.695,-0.258
2019-05-26-01:43:47.213225,0.285,-0.163,10.143,-6.100,-14.800,-7.500,-0.891,2.586,-0.031
2019-05-26-01:43:47.322879,0.292,-0.136,10.117,-7.100,-14.100,-6.200,-1.383,2.711,0.016
2019-05-26-01:43:47.432812,0.304,-0.153,10.136,-6.500,-13.300,-5.300,-1.266,2.734,-0.148
2019-05-26-01:43:47.542825,0.282,-0.148,10.114,-7.000,-14.600,-6.000,-0.742,2.805,-0.055
2019-05-26-01:43:47.652478,0.299,-0.146,10.110,-6.900,-13.200,-6.400,-0.781,2.742,-0.359
2019-05-26-01:43:47.762963,0.287,-0.160,10.102,-7.300,-14.800,-5.500,-1.398,2.719,-0.117
2019-05-26-01:43:47.872977,0.297,-0.136,10.124,-7.600,-14.600,-5.300,-1.180,2.719,-0.031
2019-05-26-01:43:47.982993,0.290,-0.132,10.114,-6.300,-14.400,-7.200,-1.023,2.758,-0.102
2019-05-26-01:43:48.092767,0.287,-0.144,10.119,-7.700,-14.100,-7.600,-1.016,2.672,-0.141
2019-05-26-01:43:48.202753,0.273,-0.156,10.153,-6.800,-14.100,-6.700,-1.117,2.633,-0.250
