20190523-104757,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)2019-05-23-08:47:57.323215,0.318,-0.290,10.107,0.300,-28.600,-22.300,-0.758,2.812,0.031
2019-05-23-08:47:57.429154,0.321,-0.290,10.124,1.900,-29.100,-21.000,-0.656,2.672,-0.047
2019-05-23-08:47:57.534737,0.335,-0.285,10.126,-0.700,-29.400,-21.100,-1.180,2.547,-0.117
2019-05-23-08:47:57.640270,0.323,-0.294,10.100,0.400,-29.200,-20.100,-0.773,2.992,0.062
2019-05-23-08:47:57.745853,0.345,-0.294,10.105,0.500,-28.800,-20.700,-0.867,2.539,-0.070
2019-05-23-08:47:57.855574,0.313,-0.273,10.112,0.900,-29.300,-20.000,-0.688,2.844,0.016
2019-05-23-08:47:57.965270,0.321,-0.297,10.107,1.100,-28.600,-19.800,-0.680,2.789,0.031
2019-05-23-08:47:58.074746,0.318,-0.285,10.112,-1.100,-28.200,-21.300,-0.945,2.945,0.258
2019-05-23-08:47:58.184174,0.318,-0.287,10.107,0.600,-28.700,-19.900,-0.695,2.742,-0.203
2019-05-23-08:47:58.293590,0.311,-0.292,10.102,0.100,-28.700,-19.500,-1.172,2.727,0.031
2019-05-23-08:47:58.403293,0.333,-0.275,10.119,0.700,-28.700,-18.700,-0.953,2.758,0.031
2019-05-23-08:47:58.512810,0.325,-0.292,10.129,0.600,-29.100,-21.700,-1.031,2.578,0.039
2019-05-23-08:47:58.622263,0.342,-0.290,10.114,1.100,-28.600,-20.500,-0.977,2.859,0.133
2019-05-23-08:47:58.732092,0.323,-0.290,10.136,1.200,-29.200,-21.600,-0.969,2.930,0.078
2019-05-23-08:47:58.841766,0.321,-0.292,10.124,1.200,-28.900,-20.800,-0.875,2.906,0.195
2019-05-23-08:47:58.951287,0.340,-0.285,10.119,-0.300,-29.900,-18.600,-0.797,2.656,-0.023
2019-05-23-08:47:59.061143,0.330,-0.297,10.143,-0.100,-28.900,-20.300,-0.680,2.719,-0.008
2019-05-23-08:47:59.170696,0.328,-0.297,10.100,0.100,-29.400,-21.300,-0.922,2.797,-0.227
2019-05-23-08:47:59.280161,0.321,-0.294,10.119,-0.500,-27.700,-19.500,-1.383,2.688,0.109
2019-05-23-08:47:59.389801,0.325,-0.297,10.117,1.200,-27.700,-19.800,-1.047,2.586,-0.078
2019-05-23-08:47:59.499364,0.335,-0.292,10.117,-0.500,-28.600,-18.600,-0.383,2.891,-0.055
