20190523-105915,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)2019-05-23-08:59:15.428292,0.318,-0.299,10.107,-1.300,-30.400,-21.200,-0.984,2.758,-0.008
2019-05-23-08:59:15.534041,0.333,-0.301,10.122,-0.900,-29.800,-21.100,-0.922,2.664,0.281
2019-05-23-08:59:15.639590,0.325,-0.299,10.126,-1.500,-30.500,-20.900,-1.148,2.734,0.109
2019-05-23-08:59:15.748916,0.337,-0.294,10.112,-2.200,-30.100,-21.000,-0.969,2.555,0.156
2019-05-23-08:59:15.858430,0.330,-0.292,10.098,-1.500,-28.600,-22.000,-1.039,2.508,0.031
2019-05-23-08:59:15.968526,0.328,-0.294,10.105,-1.500,-30.900,-20.600,-0.891,2.734,-0.125
2019-05-23-08:59:16.078423,0.316,-0.297,10.117,-1.500,-30.800,-20.800,-0.727,2.797,0.016
2019-05-23-08:59:16.188017,0.311,-0.299,10.124,-2.300,-30.000,-22.200,-1.078,2.562,0.055
2019-05-23-08:59:16.297652,0.311,-0.304,10.134,-2.000,-30.200,-21.500,-0.750,2.680,-0.078
2019-05-23-08:59:16.407514,0.316,-0.294,10.110,-1.600,-30.100,-21.700,-0.750,2.586,-0.141
2019-05-23-08:59:16.517289,0.306,-0.309,10.148,-2.100,-30.500,-20.500,-0.828,2.867,-0.047
2019-05-23-08:59:16.626925,0.328,-0.290,10.102,-1.800,-30.900,-21.900,-1.086,2.734,-0.125
2019-05-23-08:59:16.736510,0.316,-0.304,10.117,-1.500,-29.900,-20.800,-0.859,2.688,0.086
2019-05-23-08:59:16.846059,0.321,-0.311,10.117,-2.000,-30.600,-19.000,-0.875,2.672,-0.023
2019-05-23-08:59:16.955744,0.316,-0.304,10.131,-2.200,-31.300,-22.000,-0.922,2.508,-0.008
2019-05-23-08:59:17.065430,0.335,-0.292,10.114,-1.400,-31.000,-22.000,-0.750,2.859,0.016
2019-05-23-08:59:17.175367,0.328,-0.306,10.112,-1.900,-30.400,-22.400,-1.164,2.703,0.156
2019-05-23-08:59:17.285003,0.316,-0.309,10.134,-2.100,-31.600,-22.000,-1.141,2.844,0.031
2019-05-23-08:59:17.394781,0.342,-0.292,10.122,-0.800,-31.100,-20.800,-0.891,2.648,0.008
2019-05-23-08:59:17.504364,0.306,-0.313,10.122,-1.400,-29.300,-21.100,-1.156,2.828,-0.008
2019-05-23-08:59:17.614357,0.323,-0.301,10.117,-1.800,-30.500,-22.200,-0.359,2.797,-0.078
2019-05-23-08:59:17.724033,0.325,-0.294,10.122,-1.400,-31.100,-22.200,-0.914,2.672,-0.008
2019-05-23-08:59:17.833701,0.347,-0.287,10.124,-1.100,-30.400,-22.000,-0.586,3.016,-0.055
2019-05-23-08:59:17.943368,0.325,-0.306,10.119,-1.100,-30.800,-21.900,-1.141,2.695,-0.227
2019-05-23-08:59:18.052998,0.321,-0.311,10.126,-1.100,-31.100,-21.700,-1.141,2.680,-0.125
2019-05-23-08:59:18.162650,0.309,-0.304,10.117,-2.900,-30.400,-22.200,-1.133,2.680,-0.023
2019-05-23-08:59:18.272423,0.335,-0.301,10.119,-1.600,-31.200,-22.100,-0.742,2.695,-0.125
2019-05-23-08:59:18.382388,0.306,-0.294,10.102,-2.200,-31.200,-21.900,-0.727,2.781,-0.055
2019-05-23-08:59:18.492168,0.323,-0.285,10.119,-0.900,-31.100,-21.400,-0.992,2.797,0.242
2019-05-23-08:59:18.601862,0.328,-0.297,10.112,-2.200,-30.000,-22.000,-0.742,2.938,-0.141
2019-05-23-08:59:18.711410,0.301,-0.299,10.112,-0.800,-30.100,-22.300,-1.102,2.820,0.016
2019-05-23-08:59:18.821291,0.337,-0.309,10.100,-1.400,-31.200,-20.200,-0.703,2.680,-0.094
2019-05-23-08:59:18.931041,0.330,-0.287,10.122,-0.700,-30.800,-23.200,-0.898,2.758,-0.125
2019-05-23-08:59:19.040727,0.325,-0.299,10.107,-2.400,-31.000,-21.400,-1.016,2.727,0.016
2019-05-23-08:59:19.150435,0.318,-0.294,10.110,-0.600,-29.900,-21.600,-1.266,2.898,0.219
2019-05-23-08:59:19.261234,0.306,-0.292,10.122,-1.700,-30.700,-21.200,-1.125,2.664,0.031
2019-05-23-08:59:19.371159,0.335,-0.297,10.105,-0.100,-29.400,-22.000,-0.961,2.742,-0.008
2019-05-23-08:59:19.481002,0.316,-0.311,10.107,-1.800,-31.300,-21.300,-1.336,2.766,-0.102
2019-05-23-08:59:19.590918,0.335,-0.299,10.117,-1.700,-30.300,-23.000,-1.117,2.852,-0.055
2019-05-23-08:59:19.700657,0.337,-0.292,10.117,-2.100,-31.100,-21.300,-0.922,2.445,0.016
2019-05-23-08:59:19.810315,0.333,-0.304,10.107,0.000,-29.700,-22.400,-0.883,2.812,0.031
2019-05-23-08:59:19.920360,0.325,-0.301,10.112,-1.400,-31.000,-21.100,-1.203,2.672,-0.117
2019-05-23-08:59:20.030326,0.335,-0.304,10.134,-1.000,-30.500,-22.600,-1.023,2.859,0.078
2019-05-23-08:59:20.140162,0.335,-0.301,10.122,-0.700,-31.300,-21.900,-0.844,2.781,-0.078
2019-05-23-08:59:20.251620,0.325,-0.294,10.129,-0.500,-30.300,-22.200,-0.820,2.742,-0.188
2019-05-23-08:59:20.361248,0.321,-0.301,10.110,-1.500,-30.600,-21.700,-0.922,2.727,0.016
2019-05-23-08:59:20.471041,0.321,-0.294,10.112,-0.800,-30.600,-22.100,-1.281,2.758,-0.102
2019-05-23-08:59:20.580850,0.321,-0.311,10.131,-2.300,-31.400,-21.700,-0.672,2.883,-0.250
2019-05-23-08:59:20.690529,0.316,-0.294,10.117,-2.300,-31.100,-21.400,-0.828,2.656,-0.180
2019-05-23-08:59:20.800468,0.330,-0.294,10.122,-0.700,-30.500,-21.900,-0.883,2.883,0.062
2019-05-23-08:59:20.910305,0.316,-0.304,10.126,-1.300,-31.100,-21.300,-1.227,2.766,-0.234
2019-05-23-08:59:21.019977,0.313,-0.309,10.129,-0.500,-30.400,-22.300,-0.953,2.617,0.133
2019-05-23-08:59:21.130553,0.318,-0.309,10.098,-1.200,-30.800,-22.700,-1.008,2.766,-0.250
2019-05-23-08:59:21.240355,0.321,-0.292,10.124,-1.400,-30.200,-21.600,-0.727,2.758,-0.102
2019-05-23-08:59:21.350080,0.335,-0.316,10.117,-0.700,-29.800,-21.800,-1.359,2.516,0.055
2019-05-23-08:59:21.459832,0.325,-0.301,10.114,-1.400,-30.700,-21.800,-0.828,2.820,0.055
2019-05-23-08:59:21.569626,0.328,-0.301,10.138,-1.400,-30.400,-22.800,-0.859,2.688,0.102
2019-05-23-08:59:21.679226,0.318,-0.292,10.141,-1.000,-31.400,-21.600,-1.117,2.539,-0.102
2019-05-23-08:59:21.788802,0.318,-0.294,10.105,-1.800,-30.100,-21.900,-0.461,2.930,0.109
2019-05-23-08:59:21.898497,0.316,-0.301,10.134,-1.800,-30.400,-21.100,-0.758,2.898,0.016
2019-05-23-08:59:22.008625,0.311,-0.299,10.107,-1.400,-30.500,-21.400,-1.008,2.594,-0.008
2019-05-23-08:59:22.118487,0.325,-0.287,10.136,-0.900,-31.100,-21.400,-1.258,2.625,0.062
2019-05-23-08:59:22.228138,0.342,-0.304,10.107,-2.200,-30.800,-20.200,-0.531,2.742,-0.117
2019-05-23-08:59:22.338199,0.325,-0.306,10.105,-1.500,-30.600,-20.700,-0.836,2.688,0.055
2019-05-23-08:59:22.448220,0.342,-0.301,10.110,-1.900,-31.000,-20.400,-1.164,2.500,-0.250
2019-05-23-08:59:22.557931,0.333,-0.306,10.112,-1.400,-30.800,-21.600,-1.094,2.703,0.211
2019-05-23-08:59:22.667500,0.340,-0.297,10.119,-1.100,-30.100,-21.900,-1.047,2.578,0.102
2019-05-23-08:59:22.777192,0.318,-0.287,10.107,-2.700,-30.400,-19.800,-0.734,2.758,0.156
2019-05-23-08:59:22.886768,0.321,-0.311,10.136,-1.700,-30.300,-21.500,-1.023,2.586,-0.414
2019-05-23-08:59:22.996493,0.333,-0.292,10.129,-2.600,-29.600,-21.100,-0.750,2.859,0.016
2019-05-23-08:59:23.106274,0.321,-0.301,10.110,-2.600,-30.300,-21.600,-0.961,2.820,-0.180
2019-05-23-08:59:23.216197,0.354,-0.306,10.117,-2.100,-30.900,-21.900,-0.789,2.516,0.039
